,Going_for_the_Green_-_Birdie_or_Better_RANK THIS WEEK,Going_for_the_Green_-_Birdie_or_Better_RANK LAST WEEK,Going_for_the_Green_-_Birdie_or_Better_PLAYER NAME,Going_for_the_Green_-_Birdie_or_Better_ROUNDS,Going_for_the_Green_-_Birdie_or_Better_%,Going_for_the_Green_-_Birdie_or_Better_# OF BIRDIE OR BETTER,Going_for_the_Green_-_Birdie_or_Better_ATTEMPTS,Going_for_the_Green_-_Birdie_or_Better_RTP-SUCCESSES,Going_for_the_Green_-_Birdie_or_Better_RTP-NOT GOING FOR THE GRN
72,T72,T72,Kirk Triplett,88,57.63,68,118,-69,-24.00
73,74,74,Brenden Pappas,111,57.58,133,231,-141,-4.00
74,T75,T75,Loren Roberts,81,57.14,40,70,-42,-37.00
75,T75,T75,Mike Weir,75,57.14,60,105,-64,-14.00
76,77,77,Dudley Hart,60,56.96,45,79,-50,-1.00
77,78,78,John Senden,99,56.94,119,209,-129,-17.00
78,79,79,Mark Hensby,97,56.69,89,157,-96,-9.00
79,80,80,Brett Quigley,102,56.59,103,182,-107,-20.00
80,81,81,K.J. Choi,83,56.57,56,99,-60,-14.00
81,82,82,Ken Duke,89,56.55,82,145,-88,-10.00
82,83,83,J.P. Hayes,79,56.52,52,92,-53,-11.00
83,84,84,Aaron Baddeley,87,56.46,83,147,-88,+2.00
84,85,85,J.L. Lewis,106,56.45,105,186,-112,+1.00
85,86,86,Justin Leonard,90,56.36,62,110,-66,-16.00
86,87,87,Tripp Isenhour,55,56.34,40,71,-42,+3.00
87,88,88,Stewart Cink,103,56.29,85,151,-92,-33.00
88,89,89,Omar Uresti,85,56.0,56,100,-57,-26.00
89,90,90,Jerry Kelly,113,55.94,80,143,-84,-33.00
90,T91,T91,Justin Rose,77,55.93,66,118,-68,-19.00
91,T91,T91,Roger Tambellini,81,55.93,99,177,-109,E
92,93,93,Dan Forsman,79,55.88,57,102,-60,-5.00
93,94,94,John Riegger,53,55.81,48,86,-50,-14.00
94,T95,T95,Cameron Beckman,99,55.56,100,180,-112,-26.00
95,T95,T95,Ernie Els,62,55.56,60,108,-64,-3.00
96,T95,T95,Spike McRoy,93,55.56,70,126,-74,-19.00
97,98,98,Tim Petrovic,111,55.49,96,173,-105,-25.00
98,99,99,David Peoples,82,55.46,66,119,-68,-17.00
99,100,100,Jonathan Kaye,79,55.41,87,157,-91,+5.00
100,101,101,Sergio Garcia,65,55.37,67,121,-71,-11.00
101,102,102,Scott Simpson,55,55.36,31,56,-31,-9.00
102,103,103,Vaughn Taylor,84,55.28,89,161,-101,+1.00
103,104,104,Joe Ogilvie,104,55.15,91,165,-93,-20.00
104,105,105,Jason Bohn,98,54.98,116,211,-121,E
105,106,106,John Rollins,90,54.97,83,151,-88,-12.00
106,107,107,Duffy Waldorf,79,54.95,61,111,-69,-3.00
107,108,108,Olin Browne,92,54.87,62,113,-65,-11.00
108,109,109,Mark Calcavecchia,79,54.74,75,137,-81,+9.00
109,110,110,José María Olazábal,56,54.72,29,53,-32,-14.00
110,111,111,Rich Barcelo,67,54.55,60,110,-63,-2.00
111,112,112,Kenny Perry,79,54.48,79,145,-82,-7.00
112,T113,T113,Rocco Mediate,53,54.43,43,79,-46,-2.00
113,T113,T113,Kevin Na,100,54.43,86,158,-90,-28.00
114,T115,T115,Billy Andrade,104,54.39,93,171,-100,-15.00
115,T115,T115,Niclas Fasth,61,54.39,62,114,-66,+9.00
116,T115,T115,Hidemichi Tanaka,89,54.39,62,114,-68,-24.00
117,118,118,Robert Allenby,93,54.38,87,160,-89,-8.00
118,119,119,Notah Begay III,71,54.35,75,138,-77,-14.00
119,120,120,Steve Lowery,91,54.27,89,164,-94,+1.00
120,121,121,Tommy Armour III,87,54.26,70,129,-74,-21.00
121,122,122,Chris Riley,78,54.22,45,83,-45,-18.00
122,123,123,Hank Kuehne,91,54.21,116,214,-125,+11.00
123,124,124,Jeff Sluman,98,54.11,79,146,-83,-16.00
124,125,125,Glen Day,101,54.0,81,150,-85,-26.00
125,126,126,John Huston,62,53.92,55,102,-57,-7.00
126,127,127,Tom Carter,113,53.72,101,188,-112,-5.00
127,128,128,Kevin Sutherland,86,53.62,74,138,-75,-12.00
128,129,129,J.J. Henry,103,53.46,116,217,-119,+6.00
129,130,130,Darren Clarke,54,53.33,48,90,-51,-3.00
130,131,131,Charles Howell III,104,53.29,89,167,-96,-5.00
131,132,132,Arron Oberholser,77,53.04,61,115,-70,-10.00
132,133,133,Tim Clark,84,53.0,53,100,-54,-42.00
133,134,134,Billy Mayfair,109,52.98,89,168,-95,-8.00
134,T135,T135,Jason Dufner,79,52.83,84,159,-91,-3.00
135,T135,T135,Rory Sabbatini,89,52.83,84,159,-87,-8.00
136,137,137,Kent Jones,99,52.8,85,161,-92,-30.00
137,138,138,Alex Cejka,76,52.76,67,127,-71,-5.00
138,139,139,Peter Lonard,68,52.73,58,110,-62,+8.00
139,140,140,Tag Ridings,53,52.68,59,112,-61,+2.00
140,T141,T141,Mathias Grönberg,91,52.63,100,190,-106,E
141,T141,T141,Scott Hoch,52,52.63,40,76,-42,-23.00
142,143,143,Matt Kuchar,83,52.48,74,141,-78,-19.00
143,T144,T144,Bart Bryant,73,52.34,56,107,-60,-17.00
144,T144,T144,Tommy Tolles,67,52.34,67,128,-73,-9.00
145,146,146,Luke Donald,72,52.29,57,109,-60,-12.00
146,147,147,Brad Faxon,94,52.27,46,88,-47,-29.00
147,148,148,Bernhard Langer,59,52.17,36,69,-37,-19.00
148,149,149,Bob Estes,73,52.11,37,71,-39,-22.00
149,150,150,Joe Durant,85,52.08,75,144,-81,-21.00
150,151,151,Brian Gay,96,52.07,63,121,-66,-38.00
151,152,152,Greg Chalmers,70,51.91,68,131,-72,+2.00
152,153,153,Kris Cox,73,51.7,76,147,-81,+15.00
153,154,154,Ben Curtis,56,51.25,41,80,-44,-8.00
154,155,155,David Branshaw,84,51.22,63,123,-67,-19.00
155,156,156,David Morland IV,73,51.19,43,84,-46,-11.00
156,157,157,Brian Kortan,65,51.06,48,94,-49,+8.00
157,158,158,Steve Flesch,109,51.02,75,147,-82,-9.00
158,159,159,Nick Price,51,50.98,26,51,-33,-11.00
159,160,160,John Cook,57,50.88,29,57,-30,-23.00
160,T161,T161,Robert Damron,92,50.72,70,138,-72,-3.00
161,T161,T161,Jay Williamson,100,50.72,70,138,-73,-7.00
162,163,163,Chris DiMarco,105,50.69,73,144,-76,-26.00
163,164,164,Russ Cochran,61,50.63,40,79,-42,-5.00
164,165,165,Blaine McCallister,68,50.62,41,81,-46,-19.00
165,166,166,Tom Pernice Jr.,103,50.53,96,190,-101,-16.00
166,167,167,Esteban Toledo,92,50.49,52,103,-53,-27.00
167,168,168,Robert Gamez,103,50.3,85,169,-89,-10.00
168,169,169,Scott McCarron,88,50.0,92,184,-95,+5.00
169,170,170,Shaun Micheel,93,49.66,72,145,-79,-12.00
170,171,171,Jay Delsing,76,49.62,65,131,-68,-5.00
171,172,172,Guy Boros,64,49.51,51,103,-54,-1.00
172,173,173,Mark Brooks,72,49.41,42,85,-44,-4.00
173,174,174,Mark Wilson,62,49.4,41,83,-44,-10.00
174,175,175,Arjun Atwal,85,49.37,78,158,-80,-3.00
175,176,176,Dan Olsen,75,49.29,69,140,-77,+9.00
176,177,177,Patrick Sheehan,113,49.2,92,187,-94,-11.00
177,178,178,Danny Ellis,81,49.18,60,122,-69,-10.00
178,179,179,Chad Campbell,100,49.03,76,155,-84,-17.00
179,T180,T180,Steve Elkington,64,49.02,50,102,-51,-12.00
180,T180,T180,Pat Perez,102,49.02,100,204,-104,-4.00
181,182,182,Steve Pate,71,48.74,58,119,-63,-9.00
182,183,183,Neal Lancaster,106,48.45,94,194,-105,-14.00
183,184,184,Andre Stolz,53,48.42,46,95,-50,+2.00
184,185,185,Kevin Muncrief,50,48.28,42,87,-47,+13.00
185,186,186,Pat Bates,99,48.0,60,125,-62,-27.00
186,187,187,Len Mattiace,75,47.37,45,95,-49,-5.00
187,T188,T188,Stephen Leaney,84,47.06,40,85,-42,-11.00
188,T188,T188,Bob Tway,90,47.06,48,102,-51,-21.00
189,190,190,Joey Sindelar,100,46.74,86,184,-92,-18.00
190,191,191,Roland Thatcher,66,46.04,64,139,-68,+2.00
191,192,192,Hunter Mahan,94,45.99,86,187,-92,-2.00
192,193,193,Bob Burns,88,45.92,45,98,-47,-15.00
193,194,194,Skip Kendall,99,45.53,56,123,-60,-26.00
194,195,195,Dicky Pride,66,42.86,42,98,-46,-6.00
195,196,196,David Gossett,57,39.33,35,89,-37,+15.00
