,Birdie_or_Better_Percentage_-_200_yards_RANK THIS WEEK,Birdie_or_Better_Percentage_-_200_yards_RANK LAST WEEK,Birdie_or_Better_Percentage_-_200_yards_PLAYER NAME,Birdie_or_Better_Percentage_-_200_yards_ROUNDS,Birdie_or_Better_Percentage_-_200_yards_%,Birdie_or_Better_Percentage_-_200_yards_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_200_yards_TOTAL HOLES
42,43,43,Ryan Palmer,103,34.6,118,341
43,44,44,J.L. Lewis,106,34.58,111,321
44,45,45,Brenden Pappas,111,34.14,127,372
45,46,46,Kris Cox,73,34.06,78,229
46,47,47,Jeff Maggert,60,34.05,63,185
47,48,48,Kenny Perry,79,33.9,80,236
48,49,49,John Rollins,90,33.82,93,275
49,50,50,Craig Barlow,80,33.73,84,249
50,51,51,Tommy Tolles,67,33.64,73,217
51,52,52,John Senden,99,33.52,117,349
52,T53,T53,Cameron Beckman,99,33.33,105,315
53,T53,T53,John Huston,62,33.33,55,165
54,55,55,Mark Hensby,97,33.11,98,296
55,56,56,Darren Clarke,54,33.1,48,145
56,57,57,Carlos Franco,99,33.06,120,363
57,58,58,Roland Thatcher,66,32.87,71,216
58,59,59,Sergio Garcia,65,32.72,71,217
59,60,60,J.J. Henry,103,32.7,120,367
60,61,61,José Coceres,68,32.69,85,260
61,62,62,Cliff Kresge,89,32.66,97,297
62,63,63,Joe Ogilvie,104,32.56,98,301
63,64,64,Rich Barcelo,67,32.5,65,200
64,65,65,Ken Duke,89,32.49,90,277
65,66,66,Duffy Waldorf,79,32.44,73,225
66,67,67,D.J. Brigman,79,32.42,83,256
67,68,68,Chris DiMarco,105,32.15,100,311
68,69,69,Mike Weir,75,31.98,71,222
69,70,70,Jason Dufner,79,31.94,92,288
70,71,71,Zach Johnson,109,31.88,102,320
71,72,72,Steve Lowery,91,31.82,91,286
72,T73,T73,Briny Baird,100,31.8,90,283
73,T73,T73,Mark Calcavecchia,79,31.8,76,239
74,75,75,Mathias Grönberg,91,31.76,101,318
75,76,76,Tom Carter,113,31.74,106,334
76,77,77,Brian Kortan,65,31.64,56,177
77,78,78,Jesper Parnevik,86,31.58,96,304
78,79,79,Pat Perez,102,31.5,103,327
79,80,80,Aaron Baddeley,87,31.38,91,290
80,81,81,Stewart Cink,103,31.37,96,306
81,82,82,Danny Briggs,85,31.3,77,246
82,T83,T83,Greg Chalmers,70,31.22,74,237
83,T83,T83,Jay Delsing,76,31.22,74,237
84,85,85,Jay Haas,84,31.1,79,254
85,86,86,Rory Sabbatini,89,31.09,83,267
86,87,87,Billy Andrade,104,31.07,105,338
87,88,88,Matt Gogel,86,31.06,73,235
88,89,89,Joe Durant,85,31.05,86,277
89,90,90,Lee Janzen,84,30.89,80,259
90,91,91,Todd Fischer,104,30.88,105,340
91,92,92,Robert Allenby,93,30.85,91,295
92,93,93,Kevin Sutherland,86,30.83,78,253
93,94,94,Peter Lonard,68,30.7,66,215
94,T95,T95,Charles Howell III,104,30.55,95,311
95,T95,T95,Richard Johnson,102,30.55,106,347
96,97,97,Stephen Ames,97,30.54,91,298
97,98,98,Arjun Atwal,85,30.39,86,283
98,99,99,Tim Petrovic,111,30.37,106,349
99,100,100,Hunter Mahan,94,30.36,92,303
100,101,101,Niclas Fasth,61,30.33,64,211
101,102,102,Brett Quigley,102,30.32,104,343
102,103,103,Dudley Hart,60,30.25,49,162
103,104,104,Scott McCarron,88,30.13,94,312
104,105,105,Dean Wilson,99,30.06,98,326
105,106,106,Dan Forsman,79,30.04,67,223
106,107,107,Shigeki Maruyama,93,29.97,98,327
107,108,108,Scott Hoch,52,29.94,50,167
108,109,109,Jeff Sluman,98,29.93,91,304
109,110,110,Notah Begay III,71,29.92,76,254
110,111,111,Michael Allen,87,29.89,84,281
111,112,112,Hidemichi Tanaka,89,29.82,82,275
112,113,113,David Peoples,82,29.73,77,259
113,114,114,Kirk Triplett,88,29.72,74,249
114,115,115,Shaun Micheel,93,29.69,76,256
115,116,116,Tom Pernice Jr.,103,29.68,103,347
116,117,117,Scott Verplank,92,29.63,80,270
117,118,118,Gene Sauers,83,29.62,85,287
118,119,119,Steve Elkington,64,29.57,55,186
119,T120,T120,Tommy Armour III,87,29.55,73,247
120,T120,T120,David Toms,80,29.55,65,220
121,122,122,Glen Day,101,29.45,86,292
122,T123,T123,Alex Cejka,76,29.44,68,231
123,T123,T123,Justin Rose,77,29.44,63,214
124,125,125,Justin Leonard,90,29.22,64,219
125,126,126,Robert Gamez,103,29.09,96,330
126,127,127,Hank Kuehne,91,29.0,96,331
127,128,128,David Branshaw,84,28.95,66,228
128,129,129,Matt Kuchar,83,28.94,79,273
129,T130,T130,Brent Geiberger,94,28.93,81,280
130,T130,T130,Rocco Mediate,53,28.93,46,159
131,132,132,David Frost,78,28.9,76,263
132,133,133,Dan Olsen,75,28.81,68,236
133,134,134,Bart Bryant,73,28.76,65,226
134,135,135,Patrick Sheehan,113,28.61,103,360
135,136,136,Kevin Muncrief,50,28.57,46,161
136,137,137,Brian Gay,96,28.47,80,281
137,138,138,Craig Parry,52,28.38,42,148
138,T139,T139,Tripp Isenhour,55,28.3,45,159
139,T139,T139,Craig Perks,75,28.3,60,212
140,141,141,Kevin Na,100,28.23,94,333
141,142,142,Chris Riley,78,28.1,59,210
142,143,143,Steve Flesch,109,28.04,90,321
143,144,144,Andre Stolz,53,28.0,42,150
144,T145,T145,Chad Campbell,100,27.97,80,286
145,T145,T145,Spike McRoy,93,27.97,80,286
146,147,147,Guy Boros,64,27.96,59,211
147,148,148,Luke Donald,72,27.89,70,251
148,149,149,Kent Jones,99,27.88,92,330
149,150,150,Neal Lancaster,106,27.86,100,359
150,151,151,Tom Byrum,83,27.78,70,252
151,152,152,Jay Williamson,100,27.76,83,299
152,153,153,Steve Pate,71,27.57,67,243
153,154,154,Danny Ellis,81,27.47,64,233
154,155,155,Arron Oberholser,77,27.46,67,244
155,156,156,Todd Hamilton,92,27.27,72,264
156,157,157,Jerry Kelly,113,27.22,95,349
157,158,158,Russ Cochran,61,27.08,52,192
158,159,159,J.P. Hayes,79,26.85,58,216
159,160,160,John Riegger,53,26.82,48,179
160,T161,T161,Tim Clark,84,26.67,68,255
161,T161,T161,Bob Tway,90,26.67,60,225
162,163,163,Billy Mayfair,109,26.47,90,340
163,T164,T164,Ben Curtis,56,26.42,42,159
164,T164,T164,Hirofumi Miyase,65,26.42,51,193
165,166,166,Pat Bates,99,26.19,77,294
166,167,167,Steve Stricker,81,26.18,61,233
167,168,168,K.J. Choi,83,25.78,58,225
168,169,169,Fred Funk,97,25.77,75,291
169,170,170,Corey Pavin,83,25.76,68,264
170,171,171,Olin Browne,92,25.68,66,257
171,172,172,Mark Wilson,62,25.4,48,189
172,173,173,Joey Sindelar,100,25.36,87,343
173,174,174,Robert Damron,92,25.15,83,330
174,175,175,Mark Brooks,72,25.12,52,207
175,176,176,José María Olazábal,56,25.0,37,148
176,177,177,Blaine McCallister,68,24.87,49,197
177,178,178,Heath Slocum,92,24.82,68,274
178,179,179,Bob Estes,73,24.71,42,170
179,180,180,Bob Burns,88,23.85,62,260
180,181,181,John Cook,57,23.81,35,147
181,182,182,Nick Price,51,23.7,32,135
182,183,183,Craig Bowden,83,23.64,61,258
183,184,184,Scott Simpson,55,23.57,37,157
184,185,185,Loren Roberts,81,23.39,51,218
185,186,186,Bernhard Langer,59,23.35,39,167
186,187,187,David Morland IV,73,23.19,48,207
187,188,188,Omar Uresti,85,22.76,61,268
188,189,189,Brad Faxon,94,22.27,57,256
189,190,190,Esteban Toledo,92,22.06,60,272
190,191,191,Len Mattiace,75,21.83,55,252
191,192,192,David Gossett,57,21.62,40,185
192,193,193,Skip Kendall,99,21.6,62,287
193,194,194,Dicky Pride,66,20.87,43,206
194,195,195,Stephen Leaney,84,20.8,47,226
195,196,196,Mark O'Meara,58,18.52,25,135
