,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
179,180,180,Sergio Garcia,65,164.8,3287712.0,554
180,181,181,Scott McCarron,88,164.9,4933842.0,831
181,182,182,Skip Kendall,99,165.0,5280568.0,889
182,T183,T183,Alex Cejka,76,165.1,3762547.0,633
183,T183,T183,Stephen Leaney,84,165.1,4088179.0,688
184,T185,T185,Chris DiMarco,105,165.3,5189707.0,872
185,T185,T185,Chris Riley,78,165.3,3624317.0,609
186,T187,T187,Robert Allenby,93,165.4,4768302.0,801
187,T187,T187,Darren Clarke,54,165.4,2232912.0,375
188,189,189,Notah Begay III,71,165.5,4152573.0,697
189,190,190,Nick Price,51,165.6,2449560.0,411
190,T191,T191,Luke Donald,72,165.8,4333839.0,726
191,T191,T191,Rocco Mediate,53,165.8,2369741.0,397
192,193,193,Steve Pate,71,166.1,4036725.0,675
193,194,194,Corey Pavin,83,166.4,4552177.0,760
194,195,195,Tiger Woods,78,167.1,3453376.0,574
195,196,196,Jay Haas,84,167.4,4380729.0,727
