,Going_for_the_Green_RANK THIS WEEK,Going_for_the_Green_RANK LAST WEEK,Going_for_the_Green_PLAYER NAME,Going_for_the_Green_ROUNDS,Going_for_the_Green_%,Going_for_the_Green_ATTEMPTS,Going_for_the_Green_NON-ATTEMPTS,Going_for_the_Green_RTP-GOING FOR THE GREEN,Going_for_the_Green_RTP-NOT GOING FOR THE GRN
80,81,81,Cameron Beckman,99,53.47,177,154,-101,-26
81,T82,T82,Aaron Baddeley,87,53.31,145,127,-79,+2
82,T82,T82,Neal Lancaster,106,53.31,193,169,-94,-14
83,84,84,Chad Campbell,100,53.1,154,136,-80,-17
84,85,85,Ben Crane,92,52.35,167,152,-90,-12
85,86,86,Grant Waite,79,52.22,141,129,-86,-3
86,87,87,Steve Pate,71,52.19,119,109,-59,-9
87,88,88,Shaun Micheel,93,52.17,144,132,-69,-12
88,89,89,Brett Quigley,102,52.03,179,165,-97,-20
89,90,90,Jeff Maggert,60,51.56,99,93,-62,-1
90,91,91,Tim Petrovic,111,51.51,171,161,-100,-25
91,92,92,Frank Lickliter II,89,51.38,149,141,-90,-2
92,93,93,Cliff Kresge,89,51.04,147,141,-89,-11
93,94,94,Kevin Muncrief,50,50.89,86,83,-42,+13
94,95,95,Tom Carter,113,50.82,186,180,-104,-5
95,96,96,Craig Barlow,80,50.75,136,132,-83,-11
96,97,97,Stewart Cink,103,50.67,151,147,-84,-33
97,98,98,Joe Durant,85,50.36,141,139,-72,-21
98,99,99,Mike Weir,75,50.24,105,104,-58,-14
99,100,100,Joe Ogilvie,104,50.0,164,164,-80,-20
100,101,101,Robert Gamez,103,49.85,168,169,-77,-10
101,102,102,Stephen Ames,97,49.48,143,146,-85,-22
102,103,103,Patrick Sheehan,113,49.47,187,191,-81,-11
103,104,104,Chris DiMarco,105,49.32,144,148,-73,-26
104,105,105,Kent Jones,99,49.08,160,166,-81,-30
105,106,106,Rich Barcelo,67,48.65,108,114,-57,-2
106,107,107,Paul Azinger,75,48.59,121,128,-75,-5
107,108,108,Duffy Waldorf,79,48.47,111,118,-62,-3
108,109,109,Steve Elkington,64,48.34,102,109,-48,-12
109,110,110,Justin Rose,77,48.32,115,123,-61,-19
110,111,111,Kevin Na,100,47.87,157,171,-85,-28
111,112,112,Ken Duke,89,47.84,144,157,-78,-10
112,113,113,Luke Donald,72,47.58,108,119,-57,-12
113,114,114,David Toms,80,47.57,98,108,-57,-24
114,115,115,Todd Fischer,104,47.35,161,179,-95,-10
115,116,116,Matt Kuchar,83,47.32,141,157,-71,-19
116,T117,T117,Ben Curtis,56,47.06,80,90,-43,-8
117,T117,T117,Lee Janzen,84,47.06,128,144,-71,-23
118,119,119,Kirk Triplett,88,47.01,118,133,-66,-24
119,T120,T120,Billy Andrade,104,46.96,170,192,-90,-15
120,T120,T120,Scott Verplank,92,46.96,116,131,-63,-29
121,122,122,Dudley Hart,60,46.75,79,90,-46,-1
122,123,123,Guy Boros,64,46.4,103,119,-45,-1
123,124,124,Jeff Sluman,98,46.3,144,167,-77,-16
124,125,125,Arron Oberholser,77,46.0,115,135,-64,-10
125,T126,T126,Michael Allen,87,45.92,135,159,-79,-8
126,T126,T126,Bart Bryant,73,45.92,107,126,-58,-17
127,128,128,Billy Mayfair,109,45.9,168,198,-84,-8
128,129,129,Briny Baird,100,45.82,137,162,-79,-17
129,130,130,Shigeki Maruyama,93,45.8,131,155,-71,-28
130,131,131,Steve Flesch,109,45.77,146,173,-77,-9
131,132,132,Tommy Armour III,87,45.55,128,153,-66,-21
132,133,133,Danny Ellis,81,45.52,122,146,-64,-10
133,134,134,Gene Sauers,83,45.09,124,151,-72,-5
134,135,135,Brian Kortan,65,44.98,94,115,-44,+8
135,136,136,Richard Johnson,102,44.85,161,198,-83,-21
136,137,137,Zach Johnson,109,44.83,143,176,-87,-36
137,138,138,David Gossett,57,44.72,89,110,-31,+15
138,139,139,David Branshaw,84,44.57,123,153,-56,-19
139,140,140,John Riegger,53,44.56,86,107,-46,-14
140,141,141,Glen Day,101,44.38,150,188,-72,-26
141,142,142,Justin Leonard,90,44.0,110,140,-58,-16
142,143,143,Jerry Kelly,113,43.96,142,181,-79,-33
143,144,144,Robert Damron,92,43.4,138,180,-66,-3
144,145,145,Chris Riley,78,43.23,83,109,-41,-18
145,146,146,Dicky Pride,66,43.17,98,129,-29,-6
146,147,147,Craig Perks,75,42.86,99,132,-59,+12
147,148,148,Dean Wilson,99,42.82,149,199,-91,-18
148,149,149,Todd Hamilton,92,42.63,107,144,-64,-14
149,150,150,Bernhard Langer,59,42.33,69,94,-34,-19
150,151,151,Scott Hoch,52,41.76,76,106,-40,-23
151,152,152,K.J. Choi,83,41.6,99,139,-56,-14
152,153,153,Brent Geiberger,94,41.53,130,183,-77,-27
153,154,154,Matt Gogel,86,41.42,111,157,-66,-18
154,155,155,Spike McRoy,93,41.18,126,180,-62,-19
155,156,156,Craig Parry,52,41.13,58,83,-36,-15
156,157,157,Hirofumi Miyase,65,40.95,86,124,-46,+1
157,158,158,Danny Briggs,85,40.77,117,170,-65,-38
158,159,159,Jay Haas,84,40.6,95,139,-72,-21
159,160,160,Skip Kendall,99,40.59,123,180,-52,-26
160,161,161,Dan Forsman,79,40.48,102,150,-55,-5
161,162,162,David Peoples,82,40.34,119,176,-67,-17
162,163,163,Mark Brooks,72,40.28,85,126,-36,-4
163,164,164,Jay Williamson,100,39.77,138,209,-67,-7
164,165,165,Stephen Leaney,84,39.72,85,129,-34,-11
165,166,166,Bob Tway,90,39.69,102,155,-46,-21
166,167,167,Tripp Isenhour,55,39.23,71,110,-39,+3
167,168,168,Mark Wilson,62,38.79,83,131,-40,-10
168,169,169,Russ Cochran,61,38.69,77,122,-37,-5
169,170,170,Nick Price,51,38.64,51,81,-28,-11
170,171,171,Bob Estes,73,38.59,71,113,-36,-22
171,172,172,Hidemichi Tanaka,89,38.0,114,186,-60,-24
172,173,173,Tim Clark,84,37.31,100,168,-45,-42
173,174,174,Olin Browne,92,37.17,113,191,-59,-11
174,175,175,J.P. Hayes,79,36.95,92,157,-50,-11
175,176,176,Corey Pavin,83,36.69,91,157,-48,-29
176,177,177,David Frost,78,36.62,104,180,-59,-16
177,178,178,Brian Gay,96,36.34,121,212,-57,-38
178,179,179,Len Mattiace,75,36.12,95,168,-44,-5
179,180,180,Pat Bates,99,36.02,125,222,-55,-27
180,181,181,Tom Byrum,83,35.53,97,176,-58,-19
181,182,182,Fred Funk,97,35.05,102,189,-62,-37
182,183,183,David Morland IV,73,34.43,84,160,-39,-11
183,184,184,Steve Stricker,81,34.34,91,174,-57,-11
184,185,185,Blaine McCallister,68,34.32,81,155,-39,-19
185,186,186,Omar Uresti,85,34.25,100,192,-52,-26
186,187,187,Esteban Toledo,92,33.99,103,200,-43,-27
187,188,188,Brad Faxon,94,33.85,87,170,-42,-29
188,189,189,Heath Slocum,92,33.44,105,209,-57,-14
189,190,190,Bob Burns,88,33.33,97,194,-42,-15
190,191,191,Scott Simpson,55,31.11,56,124,-27,-9
191,192,192,José María Olazábal,56,29.94,53,124,-30,-14
192,193,193,John Cook,57,29.84,57,134,-24,-23
193,194,194,Loren Roberts,81,28.81,70,173,-40,-37
194,195,195,Craig Bowden,83,28.37,80,202,-44,-20
195,196,196,Mark O'Meara,58,19.48,30,124,-19,-14
