,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
32,33,33,Pat Perez,102,25.51,88,345
33,34,34,Ryan Palmer,103,25.46,96,377
34,35,35,Patrick Sheehan,113,25.45,99,389
35,36,36,Craig Parry,52,25.36,35,138
36,37,37,Cameron Beckman,99,25.29,86,340
37,38,38,Ernie Els,62,25.16,39,155
38,39,39,Stewart Cink,103,25.09,73,291
39,40,40,Sergio Garcia,65,25.0,44,176
40,41,41,Roland Thatcher,66,24.91,69,277
41,42,42,Robert Gamez,103,24.87,98,394
42,43,43,Steve Stricker,81,24.73,70,283
43,44,44,Brent Geiberger,94,24.7,83,336
44,45,45,Richard Johnson,102,24.64,85,345
45,46,46,Steve Flesch,109,24.51,75,306
46,47,47,Bernhard Langer,59,24.49,36,147
47,T48,T48,Kevin Na,100,24.46,79,323
48,T48,T48,Rory Sabbatini,89,24.46,80,327
49,50,50,Michael Allen,87,24.42,74,303
50,51,51,Bob Burns,88,24.35,84,345
51,52,52,Omar Uresti,85,24.32,80,329
52,53,53,Olin Browne,92,24.2,83,343
53,54,54,Todd Hamilton,92,24.19,67,277
54,55,55,Justin Leonard,90,24.16,65,269
55,56,56,Brenden Pappas,111,24.07,103,428
56,57,57,Brad Faxon,94,24.04,69,287
57,58,58,Duffy Waldorf,79,24.0,54,225
58,T59,T59,Stephen Ames,97,23.99,65,271
59,T59,T59,Mark Hensby,97,23.99,77,321
60,T61,T61,John Senden,99,23.82,81,340
61,T61,T61,Esteban Toledo,92,23.82,76,319
62,63,63,Pat Bates,99,23.81,90,378
63,64,64,José María Olazábal,56,23.7,41,173
64,65,65,Glen Day,101,23.66,88,372
65,66,66,Todd Fischer,104,23.64,87,368
66,T67,T67,Craig Bowden,83,23.55,77,327
67,T67,T67,Craig Perks,75,23.55,61,259
68,69,69,J.P. Hayes,79,23.45,72,307
69,70,70,Hunter Mahan,94,23.43,82,350
70,71,71,Craig Barlow,80,23.42,78,333
71,72,72,Frank Lickliter II,89,23.34,81,347
72,T73,T73,K.J. Choi,83,23.33,70,300
73,T73,T73,Len Mattiace,75,23.33,63,270
74,T73,T73,Geoff Ogilvy,91,23.33,77,330
75,76,76,Kirk Triplett,88,23.32,66,283
76,77,77,David Morland IV,73,23.3,65,279
77,78,78,Arjun Atwal,85,23.25,73,314
78,79,79,Nick Price,51,23.2,29,125
79,80,80,Briny Baird,100,23.17,73,315
80,81,81,John Rollins,90,23.15,69,298
81,82,82,Blaine McCallister,68,23.13,62,268
82,83,83,Bob Tway,90,23.08,63,273
83,84,84,Vaughn Taylor,84,23.05,80,347
84,85,85,Harrison Frazar,86,22.97,68,296
85,86,86,Danny Ellis,81,22.96,73,318
86,87,87,Cliff Kresge,89,22.91,63,275
87,88,88,John Cook,57,22.86,48,210
88,89,89,Rocco Mediate,53,22.83,29,127
89,T90,T90,Brian Bateman,84,22.74,63,277
90,T90,T90,Hank Kuehne,91,22.74,93,409
91,T92,T92,Bart Bryant,73,22.73,60,264
92,T92,T92,Ben Curtis,56,22.73,40,176
93,94,94,David Branshaw,84,22.67,68,300
94,95,95,D.J. Brigman,79,22.57,58,257
95,T96,T96,Retief Goosen,56,22.56,30,133
96,T96,T96,Kenny Perry,79,22.56,60,266
97,98,98,Dean Wilson,99,22.55,83,368
98,99,99,Mike Weir,75,22.54,48,213
99,100,100,Rod Pampling,98,22.5,72,320
100,101,101,Bo Van Pelt,107,22.33,69,309
101,102,102,Joe Durant,85,22.26,67,301
102,T103,T103,Kent Jones,99,22.22,76,342
103,T103,T103,Shaun Micheel,93,22.22,62,279
104,105,105,Paul Azinger,75,22.18,57,257
105,106,106,Rich Beem,81,22.09,57,258
106,T107,T107,John Daly,79,22.01,68,309
107,T107,T107,Jesper Parnevik,86,22.01,57,259
108,109,109,Jay Williamson,100,21.93,91,415
109,110,110,Guy Boros,64,21.91,55,251
110,111,111,Stephen Leaney,84,21.88,49,224
111,112,112,Ben Crane,92,21.82,67,307
112,113,113,Neal Lancaster,106,21.81,89,408
113,114,114,Stuart Appleby,84,21.8,46,211
114,115,115,Jay Delsing,76,21.79,51,234
115,116,116,Mike Heinen,53,21.78,49,225
116,117,117,Joey Sindelar,100,21.73,73,336
117,118,118,Heath Slocum,92,21.72,81,373
118,119,119,Davis Love III,85,21.54,42,195
119,120,120,Dan Forsman,79,21.51,57,265
120,121,121,David Peoples,82,21.5,66,307
121,122,122,Freddie Jacobson,83,21.49,52,242
122,123,123,Tommy Tolles,67,21.32,55,258
123,124,124,Phil Mickelson,83,21.26,44,207
124,125,125,Scott McCarron,88,21.25,61,287
125,126,126,Darren Clarke,54,21.21,28,132
126,127,127,Jeff Brehaut,106,21.13,75,355
127,128,128,Carlos Franco,99,21.12,64,303
128,129,129,Mark Calcavecchia,79,21.07,55,261
129,130,130,John Huston,62,21.02,37,176
130,131,131,Greg Chalmers,70,21.01,58,276
131,132,132,Robert Damron,92,20.97,65,310
132,T133,T133,Alex Cejka,76,20.96,48,229
133,T133,T133,Russ Cochran,61,20.96,48,229
134,135,135,Kevin Sutherland,86,20.9,51,244
135,136,136,Jonathan Kaye,79,20.85,49,235
136,T137,T137,Billy Andrade,104,20.82,76,365
137,T137,T137,Lucas Glover,95,20.82,76,365
138,T137,T137,Dan Olsen,75,20.82,56,269
139,140,140,Steve Pate,71,20.77,43,207
140,141,141,Tom Byrum,83,20.75,61,294
141,142,142,Jonathan Byrd,85,20.74,62,299
142,143,143,Hidemichi Tanaka,89,20.72,63,304
143,144,144,Tim Petrovic,111,20.69,72,348
144,145,145,Chad Campbell,100,20.68,61,295
145,146,146,Rich Barcelo,67,20.6,55,267
146,T147,T147,Woody Austin,94,20.59,70,340
147,T147,T147,Steve Lowery,91,20.59,63,306
148,T147,T147,Brett Quigley,102,20.59,70,340
149,150,150,J.L. Lewis,106,20.57,79,384
150,T151,T151,José Coceres,68,20.45,45,220
151,T151,T151,Jason Dufner,79,20.45,64,313
152,153,153,Ken Duke,89,20.44,65,318
153,154,154,Dudley Hart,60,20.35,35,172
154,155,155,Spike McRoy,93,20.27,60,296
155,156,156,Dicky Pride,66,20.24,51,252
156,157,157,Deane Pappas,72,20.22,56,277
157,158,158,Dennis Paulson,71,20.07,60,299
158,159,159,Tom Pernice Jr.,103,20.06,62,309
159,160,160,Gene Sauers,83,20.0,51,255
160,161,161,Arron Oberholser,77,19.92,49,246
161,162,162,Tag Ridings,53,19.91,42,211
162,163,163,J.J. Henry,103,19.78,73,369
163,164,164,Chris Smith,105,19.75,80,405
164,165,165,Fred Couples,54,19.71,41,208
165,166,166,Mark O'Meara,58,19.66,35,178
166,167,167,David Frost,78,19.51,64,328
167,168,168,Tommy Armour III,87,19.42,67,345
168,169,169,Jason Bohn,98,19.29,71,368
169,170,170,Steve Elkington,64,19.13,44,230
170,171,171,Tim Herron,84,19.07,49,257
171,172,172,Charles Howell III,104,18.73,50,267
172,173,173,Billy Mayfair,109,18.57,65,350
173,174,174,Grant Waite,79,18.55,51,275
174,175,175,Chris Couch,55,18.4,39,212
175,T176,T176,Jeff Maggert,60,18.37,36,196
176,T176,T176,John Riegger,53,18.37,36,196
177,178,178,Luke Donald,72,18.36,38,207
178,179,179,Robert Allenby,93,18.07,45,249
179,180,180,Niclas Fasth,61,18.03,33,183
180,181,181,Roger Tambellini,81,17.87,47,263
181,182,182,Aaron Baddeley,87,17.75,49,276
182,183,183,Scott Simpson,55,17.7,37,209
183,184,184,Scott Hend,81,17.65,63,357
184,185,185,Tripp Isenhour,55,17.32,40,231
185,186,186,Kris Cox,73,17.13,43,251
186,187,187,Steve Allan,102,16.76,59,352
187,188,188,Hirofumi Miyase,65,16.74,36,215
188,189,189,Mark Brooks,72,16.53,41,248
189,190,190,Tom Carter,113,16.31,69,423
190,191,191,Kevin Muncrief,50,16.15,31,192
191,192,192,Peter Lonard,68,15.94,33,207
192,193,193,Mathias Grönberg,91,15.85,42,265
193,194,194,Andre Stolz,53,14.56,30,206
194,195,195,Brian Kortan,65,14.17,36,254
195,196,196,David Gossett,57,13.51,30,222
