,Greens_in_Regulation_Percentage_RANK THIS WEEK,Greens_in_Regulation_Percentage_RANK LAST WEEK,Greens_in_Regulation_Percentage_PLAYER NAME,Greens_in_Regulation_Percentage_ROUNDS,Greens_in_Regulation_Percentage_%,Greens_in_Regulation_Percentage_GREENS HIT,Greens_in_Regulation_Percentage_# HOLES,Greens_in_Regulation_Percentage_RELATIVE/PAR
174,175,175,Tommy Tolles,67,61.86,746,1206,-0.27
175,176,176,Glen Day,101,61.78,1101,1782,-0.28
176,177,177,Brian Gay,96,61.52,1041,1692,-0.29
177,178,178,Dan Olsen,75,61.49,808,1314,-0.28
178,179,179,Niclas Fasth,61,61.48,664,1080,-0.23
179,180,180,Jonathan Byrd,85,61.38,917,1494,-0.29
180,181,181,Brad Faxon,94,61.36,983,1602,-0.27
181,182,182,Guy Boros,64,61.28,706,1152,-0.23
182,183,183,Chris Couch,55,60.81,602,990,-0.29
183,184,184,Craig Parry,52,60.67,546,900,-0.23
184,185,185,Greg Chalmers,70,60.56,763,1260,-0.32
185,186,186,Cliff Kresge,89,60.54,948,1566,-0.23
186,187,187,Hirofumi Miyase,65,60.41,685,1134,-0.21
187,T188,T188,David Morland IV,73,60.12,790,1314,-0.24
188,T188,T188,Esteban Toledo,92,60.12,974,1620,-0.23
189,190,190,Mark Brooks,72,59.84,754,1260,-0.23
190,191,191,Steve Stricker,81,59.33,833,1404,-0.29
191,T192,T192,Len Mattiace,75,59.11,798,1350,-0.23
192,T192,T192,Kevin Muncrief,50,59.11,532,900,-0.23
193,T192,T192,Nick Price,51,59.11,532,900,-0.28
194,195,195,Aaron Baddeley,87,58.17,890,1530,-0.28
195,196,196,David Gossett,57,54.68,561,1026,-0.17
