,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
90,T88,T88,Mark Wilson,62,-.462
91,T92,T92,Billy Andrade,104,-.458
92,T92,T92,Ben Crane,92,-.458
93,T92,T92,Ted Purdy,114,-.458
94,95,95,K.J. Choi,83,-.455
95,96,96,Billy Mayfair,109,-.450
96,T97,T97,Craig Bowden,83,-.444
97,T97,T97,Geoff Ogilvy,91,-.444
98,99,99,Kirk Triplett,88,-.438
99,100,100,Jeff Brehaut,106,-.432
100,T101,T101,Guy Boros,64,-.429
101,T101,T101,Darren Clarke,54,-.429
102,T101,T101,Davis Love III,85,-.429
103,T101,T101,Phil Mickelson,83,-.429
104,T105,T105,Brad Faxon,94,-.417
105,T105,T105,Carl Pettersson,100,-.417
106,T105,T105,John Riegger,53,-.417
107,T105,T105,Roland Thatcher,66,-.417
108,T109,T109,Joe Durant,85,-.412
109,T109,T109,Brent Geiberger,94,-.412
110,T109,T109,Corey Pavin,83,-.412
111,T109,T109,John Rollins,90,-.412
112,T113,T113,Tommy Armour III,87,-.400
113,T113,T113,Cameron Beckman,99,-.400
114,T113,T113,Chad Campbell,100,-.400
115,T113,T113,Tim Clark,84,-.400
116,T113,T113,Jason Dufner,79,-.400
117,T113,T113,Sergio Garcia,65,-.400
118,T113,T113,Zach Johnson,109,-.400
119,T113,T113,Spike McRoy,93,-.400
120,T113,T113,Tiger Woods,78,-.400
121,122,122,Daniel Chopra,108,-.393
122,T123,T123,Charles Howell III,104,-.391
123,T123,T123,Scott McCarron,88,-.391
124,T125,T125,Jerry Kelly,113,-.389
125,T125,T125,Jay Williamson,100,-.389
126,T127,T127,Chris DiMarco,105,-.385
127,T127,T127,Tommy Tolles,67,-.385
128,129,129,David Peoples,82,-.381
129,130,130,Pat Perez,102,-.379
130,T131,T131,Tripp Isenhour,55,-.375
131,T131,T131,Dan Olsen,75,-.375
132,T131,T131,Tom Pernice Jr.,103,-.375
133,T134,T134,David Gossett,57,-.368
134,T134,T134,Roger Tambellini,81,-.368
135,T136,T136,Olin Browne,92,-.364
136,T136,T136,José Coceres,68,-.364
137,T136,T136,Chris Couch,55,-.364
138,T136,T136,Grant Waite,79,-.364
139,T140,T140,Joe Ogilvie,104,-.357
140,T140,T140,Steve Stricker,81,-.357
141,142,142,Notah Begay III,71,-.353
142,143,143,Skip Kendall,99,-.350
143,144,144,Arjun Atwal,85,-.348
144,T145,T145,Rich Barcelo,67,-.333
145,T145,T145,Mathias Grönberg,91,-.333
146,T145,T145,Kent Jones,99,-.333
147,T145,T145,Kevin Muncrief,50,-.333
148,149,149,Jay Delsing,76,-.320
149,T150,T150,Greg Chalmers,70,-.318
150,T150,T150,Patrick Sheehan,113,-.318
151,152,152,Neal Lancaster,106,-.316
152,153,153,Matt Gogel,86,-.313
153,154,154,Mark Hensby,97,-.310
154,T155,T155,Michael Allen,87,-.308
155,T155,T155,Danny Ellis,81,-.308
156,T155,T155,Omar Uresti,85,-.308
157,158,158,Hidemichi Tanaka,89,-.304
158,T159,T159,Stephen Leaney,84,-.300
159,T159,T159,Peter Lonard,68,-.300
160,T159,T159,Ryan Palmer,103,-.300
161,162,162,Joey Sindelar,100,-.296
162,163,163,Jeff Sluman,98,-.294
163,T164,T164,Craig Barlow,80,-.292
164,T164,T164,Tom Carter,113,-.292
165,T166,T166,Bernhard Langer,59,-.286
166,T166,T166,Arron Oberholser,77,-.286
167,168,168,Frank Lickliter II,89,-.278
168,169,169,Justin Leonard,90,-.273
169,170,170,Duffy Waldorf,79,-.263
170,171,171,Chris Smith,105,-.261
171,T172,T172,David Branshaw,84,-.250
172,T172,T172,Steve Lowery,91,-.250
173,T172,T172,Hirofumi Miyase,65,-.250
174,T172,T172,Chris Riley,78,-.250
175,T172,T172,Adam Scott,55,-.250
176,T172,T172,David Toms,80,-.250
177,178,178,Kris Cox,73,-.231
178,T179,T179,Niclas Fasth,61,-.222
179,T179,T179,Tag Ridings,53,-.222
180,T181,T181,Steve Flesch,109,-.200
181,T181,T181,Lucas Glover,95,-.200
182,T181,T181,Blaine McCallister,68,-.200
183,T181,T181,Shaun Micheel,93,-.200
184,185,185,Bob Tway,90,-.188
185,186,186,Bob Estes,73,-.167
186,187,187,Heath Slocum,92,-.143
187,188,188,J.P. Hayes,79,-.133
188,189,189,Andre Stolz,53,-.125
189,T190,T190,Len Mattiace,75,-.118
190,T190,T190,Rory Sabbatini,89,-.118
191,T192,T192,Bob Burns,88,-.091
192,T192,T192,Dicky Pride,66,-.091
193,194,194,Bart Bryant,73,-.083
194,195,195,Scott Simpson,55,E
