,Birdie_or_Better_Percentage_-_Left_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Left_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Left_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Left_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Left_Rough_%,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL HOLES
80,81,81,Arron Oberholser,77,14.94,13,87
81,82,82,Brent Geiberger,94,14.88,18,121
82,83,83,John Riegger,53,14.86,11,74
83,T84,T84,Jason Bohn,98,14.77,22,149
84,T84,T84,Daniel Chopra,108,14.77,26,176
85,T86,T86,Steve Allan,102,14.67,22,150
86,T86,T86,Hunter Mahan,94,14.67,22,150
87,88,88,David Frost,78,14.62,19,130
88,T89,T89,Jonathan Kaye,79,14.61,13,89
89,T89,T89,Heath Slocum,92,14.61,13,89
90,91,91,Justin Leonard,90,14.56,15,103
91,92,92,Steve Stricker,81,14.52,18,124
92,93,93,Danny Ellis,81,14.48,21,145
93,94,94,Niclas Fasth,61,14.46,12,83
94,T95,T95,Billy Andrade,104,14.29,20,140
95,T95,T95,Lucas Glover,95,14.29,19,133
96,T95,T95,Matt Gogel,86,14.29,12,84
97,T95,T95,Kirk Triplett,88,14.29,11,77
98,T95,T95,Jay Williamson,100,14.29,19,133
99,100,100,Joey Sindelar,100,14.18,19,134
100,101,101,Harrison Frazar,86,14.15,15,106
101,102,102,Joe Durant,85,14.06,9,64
102,103,103,Arjun Atwal,85,13.95,18,129
103,104,104,Brett Quigley,102,13.92,22,158
104,105,105,Spike McRoy,93,13.83,13,94
105,106,106,Michael Allen,87,13.77,19,138
106,107,107,Len Mattiace,75,13.76,15,109
107,T108,T108,Tommy Armour III,87,13.74,18,131
108,T108,T108,Ken Duke,89,13.74,18,131
109,110,110,Freddie Jacobson,83,13.68,16,117
110,111,111,Todd Fischer,104,13.61,23,169
111,112,112,Ted Purdy,114,13.57,19,140
112,T113,T113,Jeff Maggert,60,13.51,10,74
113,T113,T113,Adam Scott,55,13.51,10,74
114,115,115,Robert Damron,92,13.49,17,126
115,116,116,Jay Delsing,76,13.46,14,104
116,117,117,David Peoples,82,13.19,19,144
117,118,118,Mike Heinen,53,13.16,10,76
118,119,119,Omar Uresti,85,12.96,14,108
119,120,120,Blaine McCallister,68,12.94,11,85
120,121,121,Vaughn Taylor,84,12.93,15,116
121,122,122,Danny Briggs,85,12.8,16,125
122,123,123,Nick Price,51,12.77,6,47
123,124,124,Rich Beem,81,12.64,11,87
124,125,125,Tom Carter,113,12.63,24,190
125,126,126,Dan Forsman,79,12.62,13,103
126,127,127,Dean Wilson,99,12.59,18,143
127,T128,T128,Greg Chalmers,70,12.5,15,120
128,T128,T128,Roland Thatcher,66,12.5,12,96
129,T130,T130,Chris Couch,55,12.36,11,89
130,T130,T130,Corey Pavin,83,12.36,11,89
131,132,132,Skip Kendall,99,12.26,13,106
132,133,133,Kris Cox,73,12.0,12,100
133,134,134,Stewart Cink,103,11.97,14,117
134,135,135,Chris DiMarco,105,11.93,13,109
135,136,136,Billy Mayfair,109,11.83,11,93
136,137,137,Scott Hend,81,11.82,13,110
137,138,138,Charles Howell III,104,11.71,13,111
138,139,139,Brian Kortan,65,11.7,11,94
139,T140,T140,Briny Baird,100,11.63,15,129
140,T140,T140,K.J. Choi,83,11.63,10,86
141,T142,T142,Steve Elkington,64,11.59,8,69
142,T142,T142,Dicky Pride,66,11.59,8,69
143,144,144,Tom Byrum,83,11.48,7,61
144,145,145,Steve Lowery,91,11.36,15,132
145,146,146,Mark Wilson,62,11.27,8,71
146,T147,T147,Jay Haas,84,11.25,9,80
147,T147,T147,J.P. Hayes,79,11.25,9,80
148,149,149,Jeff Brehaut,106,11.21,13,116
149,T150,T150,J.J. Henry,103,11.11,16,144
150,T150,T150,Esteban Toledo,92,11.11,14,126
151,152,152,David Branshaw,84,11.0,11,100
152,153,153,José Coceres,68,10.98,9,82
153,154,154,Cliff Kresge,89,10.95,15,137
154,155,155,D.J. Brigman,79,10.91,12,110
155,156,156,Tom Pernice Jr.,103,10.89,11,101
156,157,157,Mike Weir,75,10.78,11,102
157,158,158,Craig Perks,75,10.71,15,140
158,159,159,Gene Sauers,83,10.64,15,141
159,160,160,Craig Bowden,83,10.59,9,85
160,161,161,Mathias Grönberg,91,10.56,15,142
161,T162,T162,Bob Estes,73,10.53,6,57
162,T162,T162,Bernhard Langer,59,10.53,8,76
163,T162,T162,Peter Lonard,68,10.53,8,76
164,165,165,Matt Kuchar,83,10.38,11,106
165,166,166,Rod Pampling,98,10.27,15,146
166,167,167,Bob Burns,88,10.19,11,108
167,168,168,Notah Begay III,71,10.0,8,80
168,169,169,Patrick Sheehan,113,9.94,16,161
169,170,170,Craig Barlow,80,9.89,9,91
170,171,171,J.L. Lewis,106,9.7,13,134
171,172,172,Loren Roberts,81,9.52,8,84
172,173,173,Mark Calcavecchia,79,9.3,8,86
173,174,174,Mark O'Meara,58,9.21,7,76
174,175,175,Mark Hensby,97,9.17,11,120
175,T176,T176,Rocco Mediate,53,9.09,4,44
176,T176,T176,Grant Waite,79,9.09,12,132
177,178,178,Kevin Sutherland,86,8.89,8,90
178,179,179,Shaun Micheel,93,8.85,10,113
179,180,180,Scott Simpson,55,8.7,6,69
180,181,181,Stephen Leaney,84,8.33,9,108
181,182,182,Kevin Na,100,8.26,10,121
182,183,183,Tripp Isenhour,55,8.25,8,97
183,184,184,David Morland IV,73,8.24,7,85
184,185,185,Fred Couples,54,8.22,6,73
185,186,186,Mark Brooks,72,7.95,7,88
186,187,187,Richard Johnson,102,7.89,12,152
187,188,188,Luke Donald,72,7.41,8,108
188,189,189,Jesper Parnevik,86,7.35,10,136
189,190,190,Andre Stolz,53,7.32,6,82
190,191,191,Olin Browne,92,6.82,9,132
191,192,192,David Gossett,57,6.42,7,109
192,193,193,Kevin Muncrief,50,6.25,4,64
193,194,194,Dudley Hart,60,6.15,4,65
194,195,195,Hirofumi Miyase,65,4.88,4,82
195,196,196,Kent Jones,99,4.35,5,115
