,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
99,100,100,Daniel Chopra,108,21.3,46,216,-49,49 Under
100,101,101,Jeff Maggert,60,21.21,21,99,-21,21 Under
101,102,102,Danny Briggs,85,21.19,25,118,-25,25 Under
102,103,103,David Frost,78,21.15,22,104,-20,20 Under
103,104,104,David Branshaw,84,21.14,26,123,-28,28 Under
104,105,105,Neal Lancaster,106,21.13,41,194,-43,43 Under
105,106,106,Todd Fischer,104,21.12,34,161,-35,35 Under
106,107,107,Kris Cox,73,21.09,31,147,-31,31 Under
107,108,108,Tom Pernice Jr.,103,21.05,40,190,-36,36 Under
108,109,109,Mark Hensby,97,21.02,33,157,-34,34 Under
109,110,110,Mike Weir,75,20.95,22,105,-22,22 Under
110,111,111,Brett Quigley,102,20.88,38,182,-35,35 Under
111,112,112,Robert Gamez,103,20.71,35,169,-34,34 Under
112,T113,T113,Shaun Micheel,93,20.69,30,145,-32,32 Under
113,T113,T113,Scott Verplank,92,20.69,24,116,-23,23 Under
114,115,115,Glen Day,101,20.67,31,150,-33,33 Under
115,116,116,Tim Herron,84,20.61,27,131,-29,29 Under
116,T117,T117,Steve Elkington,64,20.59,21,102,-16,16 Under
117,T117,T117,John Huston,62,20.59,21,102,-14,14 Under
118,T119,T119,Dicky Pride,66,20.41,20,98,-21,21 Under
119,T119,T119,David Toms,80,20.41,20,98,-21,21 Under
120,121,121,Kirk Triplett,88,20.34,24,118,-25,25 Under
121,122,122,Kevin Sutherland,86,20.29,28,138,-27,27 Under
122,123,123,Hidemichi Tanaka,89,20.18,23,114,-27,27 Under
123,124,124,Joe Durant,85,20.14,29,144,-31,31 Under
124,125,125,Carl Pettersson,100,20.11,35,174,-38,38 Under
125,T126,T126,Chad Campbell,100,20.0,31,155,-34,34 Under
126,T126,T126,Darren Clarke,54,20.0,18,90,-20,20 Under
127,128,128,Matt Kuchar,83,19.86,28,141,-26,26 Under
128,129,129,Brian Gay,96,19.83,24,121,-22,22 Under
129,T130,T130,Hirofumi Miyase,65,19.77,17,86,-16,16 Under
130,T130,T130,Roger Tambellini,81,19.77,35,177,-42,42 Under
131,132,132,Blaine McCallister,68,19.75,16,81,-16,16 Under
132,133,133,Steve Flesch,109,19.73,29,147,-32,32 Under
133,134,134,Alex Cejka,76,19.69,25,127,-26,26 Under
134,135,135,Pat Perez,102,19.61,40,204,-36,36 Under
135,136,136,Cliff Kresge,89,19.59,29,148,-35,35 Under
136,137,137,Jay Williamson,100,19.57,27,138,-27,27 Under
137,138,138,Mark Wilson,62,19.28,16,83,-19,19 Under
138,139,139,Jeff Sluman,98,19.18,28,146,-28,28 Under
139,140,140,Richard Johnson,102,19.14,31,162,-30,30 Under
140,141,141,Greg Chalmers,70,19.08,25,131,-24,24 Under
141,142,142,David Morland IV,73,19.05,16,84,-15,15 Under
142,143,143,Davis Love III,85,19.02,31,163,-32,32 Under
143,144,144,Mark Calcavecchia,79,18.98,26,137,-26,26 Under
144,145,145,Andre Stolz,53,18.95,18,95,-18,18 Under
145,146,146,Corey Pavin,83,18.68,17,91,-15,15 Under
146,147,147,Steve Pate,71,18.49,22,119,-19,19 Under
147,148,148,J.P. Hayes,79,18.48,17,92,-16,16 Under
148,149,149,Niclas Fasth,61,18.42,21,114,-22,22 Under
149,150,150,Joe Ogilvie,104,18.18,30,165,-27,27 Under
150,151,151,Matt Gogel,86,18.02,20,111,-23,23 Under
151,152,152,J.J. Henry,103,17.97,39,217,-38,38 Under
152,153,153,Zach Johnson,109,17.93,26,145,-28,28 Under
153,154,154,Tag Ridings,53,17.86,20,112,-20,20 Under
154,155,155,Olin Browne,92,17.7,20,113,-20,20 Under
155,156,156,John Cook,57,17.54,10,57,-10,10 Under
156,T157,T157,Notah Begay III,71,17.39,24,138,-25,25 Under
157,T157,T157,Robert Damron,92,17.39,24,138,-20,20 Under
158,159,159,Sergio Garcia,65,17.36,21,121,-23,23 Under
159,160,160,Tim Petrovic,111,17.34,30,173,-36,36 Under
160,T161,T161,Rich Barcelo,67,17.27,19,110,-17,17 Under
161,T161,T161,Justin Leonard,90,17.27,19,110,-19,19 Under
162,T161,T161,Roland Thatcher,66,17.27,24,139,-22,22 Under
163,164,164,Craig Parry,52,17.24,10,58,-11,11 Under
164,165,165,José María Olazábal,56,16.98,9,53,-10,10 Under
165,166,166,Bob Estes,73,16.9,12,71,-11,11 Under
166,167,167,Jesper Parnevik,86,16.77,27,161,-26,26 Under
167,168,168,Dan Forsman,79,16.67,17,102,-17,17 Under
168,169,169,Patrick Sheehan,113,16.58,31,187,-29,29 Under
169,170,170,Esteban Toledo,92,16.5,17,103,-16,16 Under
170,171,171,Stephen Leaney,84,16.47,14,85,-12,12 Under
171,172,172,Kevin Na,100,16.46,26,158,-23,23 Under
172,173,173,John Riegger,53,16.28,14,86,-14,14 Under
173,174,174,Ben Crane,92,16.17,27,167,-28,28 Under
174,175,175,Arjun Atwal,85,15.82,25,158,-25,25 Under
175,176,176,Chris DiMarco,105,15.28,22,144,-20,20 Under
176,177,177,John Rollins,90,15.23,23,151,-24,24 Under
177,178,178,Rocco Mediate,53,15.19,12,79,-12,12 Under
178,179,179,Luke Donald,72,14.68,16,109,-16,16 Under
179,T180,T180,Bob Burns,88,14.29,14,98,-13,13 Under
180,T180,T180,Scott Simpson,55,14.29,8,56,-8,8 Under
181,182,182,Stewart Cink,103,13.91,21,151,-23,23 Under
182,183,183,Len Mattiace,75,13.68,13,95,-17,17 Under
183,184,184,Peter Lonard,68,13.64,15,110,-19,19 Under
184,185,185,Bernhard Langer,59,13.04,9,69,-7,7 Under
185,186,186,Skip Kendall,99,13.01,16,123,-17,17 Under
186,187,187,Mark Brooks,72,12.94,11,85,-11,11 Under
187,188,188,Pat Bates,99,12.8,16,125,-14,14 Under
188,T189,T189,José Coceres,68,12.5,16,128,-16,16 Under
189,T189,T189,Ben Curtis,56,12.5,10,80,-10,10 Under
190,191,191,Chris Riley,78,12.05,10,83,-8,8 Under
191,192,192,Bob Tway,90,11.76,12,102,-11,11 Under
192,193,193,Russ Cochran,61,11.39,9,79,-8,8 Under
193,194,194,Brad Faxon,94,11.36,10,88,-10,10 Under
194,195,195,David Gossett,57,11.24,10,89,-9,9 Under
195,196,196,Mark O'Meara,58,10.0,3,30,-4,4 Under
