,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
33,34,34,Geoff Ogilvy,91,"30' 8""",1003,30768.0,-112.00
34,T35,T35,David Branshaw,84,"30' 9""",1018,31310.75,-29.00
35,T35,T35,Bart Bryant,73,"30' 9""",960,29543.917,-69.00
36,T37,T37,K.J. Choi,83,"30' 10""",865,26695.917,-62.00
37,T37,T37,J.L. Lewis,106,"30' 10""",1215,37479.083,-84.00
38,T39,T39,Phil Mickelson,83,"30' 11""",700,21645.333,-78.00
39,T39,T39,Scott Verplank,92,"30' 11""",1031,31876.667,-137.00
40,T41,T41,Briny Baird,100,"31' 0""",1127,34945.917,-89.00
41,T41,T41,Dudley Hart,60,"31' 0""",636,19698.333,-35.00
42,T41,T41,José María Olazábal,56,"31' 0""",543,16830.333,-46.00
43,T44,T44,Tommy Armour III,87,"31' 1""",1008,31353.917,-47.00
44,T44,T44,Jason Bohn,98,"31' 1""",1204,37396.917,-83.00
45,T44,T44,John Cook,57,"31' 1""",724,22500.25,-37.00
46,T44,T44,Rod Pampling,98,"31' 1""",1008,31295.917,-108.00
47,T44,T44,Bob Tway,90,"31' 1""",904,28116.667,-42.00
48,T44,T44,Mike Weir,75,"31' 1""",741,23013.833,-73.00
49,T50,T50,Tom Byrum,83,"31' 2""",1097,34145.5,-72.00
50,T50,T50,Chad Campbell,100,"31' 2""",1084,33746.0,-61.00
51,T50,T50,Nick Price,51,"31' 2""",521,16254.583,-27.00
52,T53,T53,Woody Austin,94,"31' 3""",1110,34685.75,-88.00
53,T53,T53,Russ Cochran,61,"31' 3""",736,23003.333,-36.00
54,T53,T53,Bernhard Langer,59,"31' 3""",579,18106.833,-42.00
55,T53,T53,Andre Stolz,53,"31' 3""",609,19054.667,-7.00
56,57,57,Jeff Maggert,60,"31' 4""",708,22155.75,-46.00
57,T58,T58,John Daly,79,"31' 5""",812,25505.333,-104.00
58,T58,T58,Shigeki Maruyama,93,"31' 5""",1040,32643.5,-106.00
59,T60,T60,Cameron Beckman,99,"31' 6""",1194,37606.5,-96.00
60,T60,T60,Mark Calcavecchia,79,"31' 6""",822,25884.667,-56.00
61,T60,T60,Kirk Triplett,88,"31' 6""",950,29902.333,-104.00
62,T63,T63,Craig Barlow,80,"31' 7""",961,30321.833,-73.00
63,T63,T63,Lucas Glover,95,"31' 7""",1122,35476.917,-71.00
64,T63,T63,Mark Hensby,97,"31' 7""",1160,36595.083,-118.00
65,T63,T63,Frank Lickliter II,89,"31' 7""",1074,33916.0,-86.00
66,T63,T63,Craig Perks,75,"31' 7""",794,25093.5,-33.00
67,T68,T68,Todd Fischer,104,"31' 8""",1219,38581.833,-91.00
68,T68,T68,Retief Goosen,56,"31' 8""",536,16963.083,-79.00
69,T68,T68,Shaun Micheel,93,"31' 8""",946,29964.833,-91.00
70,T68,T68,Kevin Muncrief,50,"31' 8""",578,18285.25,+13.00
71,T68,T68,Ted Purdy,114,"31' 8""",1455,46093.333,-136.00
72,T68,T68,Hidemichi Tanaka,89,"31' 8""",1156,36622.083,-71.00
73,T74,T74,Michael Allen,87,"31' 9""",979,31106.667,-63.00
74,T74,T74,Carlos Franco,99,"31' 9""",1167,37075.75,-93.00
75,T74,T74,Neal Lancaster,106,"31' 9""",1188,37701.5,-89.00
76,T77,T77,Steve Allan,102,"31' 10""",1133,36066.0,-67.00
77,T77,T77,Zach Johnson,109,"31' 10""",1280,40781.083,-123.00
78,T79,T79,Billy Andrade,104,"31' 11""",1194,38062.583,-92.00
79,T79,T79,Harrison Frazar,86,"31' 11""",973,31067.5,-105.00
80,T79,T79,Tim Herron,84,"31' 11""",852,27220.0,-74.00
81,T79,T79,Tripp Isenhour,55,"31' 11""",631,20160.833,-5.00
82,T79,T79,John Riegger,53,"31' 11""",643,20496.167,-46.00
83,T79,T79,Omar Uresti,85,"31' 11""",1092,34893.75,-37.00
84,T85,T85,Matt Gogel,86,"32' 0""",965,30907.333,-95.00
85,T85,T85,Jonathan Kaye,79,"32' 0""",838,26844.833,-50.00
86,T85,T85,Peter Lonard,68,"32' 0""",745,23868.5,-13.00
87,T85,T85,Steve Lowery,91,"32' 0""",948,30371.167,-52.00
88,T85,T85,Carl Pettersson,100,"32' 0""",1042,33354.083,-110.00
89,T90,T90,Alex Cejka,76,"32' 1""",785,25169.75,-36.00
90,T90,T90,Kevin Na,100,"32' 1""",1202,38611.083,-87.00
91,T92,T92,Bob Burns,88,"32' 2""",1094,35211.917,-45.00
92,T92,T92,Chris DiMarco,105,"32' 2""",1077,34684.417,-130.00
93,T92,T92,Luke Donald,72,"32' 2""",864,27773.333,-68.00
94,T92,T92,Davis Love III,85,"32' 2""",772,24840.5,-64.00
95,T92,T92,Brenden Pappas,111,"32' 2""",1181,37948.25,-77.00
96,T92,T92,Pat Perez,102,"32' 2""",1155,37185.0,-94.00
97,T92,T92,Steve Stricker,81,"32' 2""",857,27599.333,-56.00
98,T92,T92,Mark Wilson,62,"32' 2""",841,27033.5,-64.00
99,T100,T100,Brad Faxon,94,"32' 3""",929,29993.667,-62.00
100,T100,T100,Kent Jones,99,"32' 3""",1236,39826.583,-98.00
101,T100,T100,Deane Pappas,72,"32' 3""",798,25739.75,-41.00
102,T100,T100,Bo Van Pelt,107,"32' 3""",1125,36304.25,-124.00
103,T104,T104,Fred Couples,54,"32' 4""",554,17917.333,-61.00
104,T104,T104,John Rollins,90,"32' 4""",1000,32365.667,-64.00
105,T104,T104,Patrick Sheehan,113,"32' 4""",1362,44038.583,-109.00
106,T104,T104,Scott Simpson,55,"32' 4""",727,23505.0,-19.00
107,T104,T104,Dean Wilson,99,"32' 4""",1243,40197.083,-97.00
108,T109,T109,Robert Damron,92,"32' 5""",1188,38471.75,-39.00
109,T109,T109,J.P. Hayes,79,"32' 5""",900,29209.583,-32.00
110,T109,T109,Arron Oberholser,77,"32' 5""",870,28209.5,-57.00
111,T109,T109,David Peoples,82,"32' 5""",1023,33132.583,-91.00
112,T113,T113,Stuart Appleby,84,"32' 6""",787,25560.667,-78.00
113,T113,T113,Craig Bowden,83,"32' 6""",1108,36002.417,-49.00
114,T113,T113,Stephen Leaney,84,"32' 6""",809,26270.25,-43.00
115,T113,T113,Roland Thatcher,66,"32' 6""",809,26264.917,-41.00
116,T117,T117,Brent Geiberger,94,"32' 7""",1139,37107.75,-83.00
117,T117,T117,Freddie Jacobson,83,"32' 7""",785,25589.167,-75.00
118,T117,T117,Hank Kuehne,91,"32' 7""",960,31259.5,-64.00
119,T117,T117,Corey Pavin,83,"32' 7""",960,31264.5,-76.00
120,T117,T117,Chris Smith,105,"32' 7""",1187,38712.083,-81.00
121,T122,T122,Daniel Chopra,108,"32' 8""",1163,38011.583,-118.00
122,T122,T122,Steve Elkington,64,"32' 8""",805,26286.167,-23.00
123,T122,T122,Brett Quigley,102,"32' 8""",1138,37188.75,-90.00
124,T125,T125,Arjun Atwal,85,"32' 9""",983,32213.333,-56.00
125,T125,T125,Billy Mayfair,109,"32' 9""",1340,43921.833,-34.00
126,T125,T125,Ryan Palmer,103,"32' 9""",1213,39721.417,-76.00
127,T125,T125,Tag Ridings,53,"32' 9""",563,18416.083,-42.00
128,T129,T129,Rich Barcelo,67,"32' 10""",748,24582.417,-20.00
129,T129,T129,Danny Ellis,81,"32' 10""",906,29767.0,-48.00
130,T129,T129,Steve Flesch,109,"32' 10""",1123,36902.167,-69.00
131,T129,T129,Skip Kendall,99,"32' 10""",1125,36924.667,-59.00
132,T129,T129,Blaine McCallister,68,"32' 10""",831,27314.083,-8.00
133,T134,T134,Kris Cox,73,"32' 11""",814,26771.333,+5.00
134,T134,T134,Glen Day,101,"32' 11""",1228,40408.25,-92.00
135,T134,T134,J.J. Henry,103,"32' 11""",1259,41488.0,-100.00
136,T137,T137,Rich Beem,81,"33' 0""",826,27238.917,-35.00
137,T137,T137,Jason Dufner,79,"33' 0""",950,31349.25,-80.00
138,T137,T137,Joe Ogilvie,104,"33' 0""",1115,36811.25,-86.00
139,T137,T137,Tom Pernice Jr.,103,"33' 0""",1201,39621.417,-104.00
140,T137,T137,Chris Riley,78,"33' 0""",713,23517.417,-54.00
141,T142,T142,Pat Bates,99,"33' 1""",1279,42271.083,-69.00
142,T142,T142,Scott McCarron,88,"33' 1""",1025,33933.083,-77.00
143,T142,T142,Craig Parry,52,"33' 1""",487,16123.417,-26.00
144,T142,T142,Rory Sabbatini,89,"33' 1""",959,31723.25,-90.00
145,T142,T142,Tommy Tolles,67,"33' 1""",731,24202.833,-25.00
146,147,147,Notah Begay III,71,"33' 2""",886,29353.083,-57.00
147,T148,T148,Paul Azinger,75,"33' 3""",827,27487.167,-64.00
148,T148,T148,Ken Duke,89,"33' 3""",1019,33901.5,-35.00
149,T148,T148,Tim Petrovic,111,"33' 3""",1163,38674.417,-55.00
150,T148,T148,Dicky Pride,66,"33' 3""",816,27106.167,+13.00
151,T152,T152,Spike McRoy,93,"33' 4""",1087,36209.75,-29.00
152,T152,T152,Mark O'Meara,58,"33' 4""",590,19654.25,-12.00
153,154,154,John Senden,99,"33' 5""",1159,38769.25,-113.00
154,T155,T155,Brian Bateman,84,"33' 6""",997,33432.333,-86.00
155,T155,T155,Mark Brooks,72,"33' 6""",786,26347.5,+4.00
156,T155,T155,Greg Chalmers,70,"33' 6""",842,28199.667,-83.00
157,T155,T155,Mike Heinen,53,"33' 6""",672,22521.25,-33.00
158,T155,T155,Scott Hend,81,"33' 6""",812,27203.333,-32.00
159,T155,T155,Brian Kortan,65,"33' 6""",774,25898.75,-13.00
160,T155,T155,Matt Kuchar,83,"33' 6""",1032,34566.083,-71.00
161,T162,T162,José Coceres,68,"33' 7""",865,29082.0,-71.00
162,T162,T162,Dan Olsen,75,"33' 7""",753,25273.667,-23.00
163,T164,T164,Richard Johnson,102,"33' 8""",1311,44124.417,-95.00
164,T164,T164,Rocco Mediate,53,"33' 8""",495,16651.25,-19.00
165,T166,T166,Todd Hamilton,92,"33' 9""",925,31196.333,-66.00
166,T166,T166,Charles Howell III,104,"33' 9""",1043,35244.167,-91.00
167,T166,T166,Cliff Kresge,89,"33' 9""",1017,34283.0,-38.00
168,T169,T169,Jonathan Byrd,85,"33' 10""",949,32110.833,-73.00
169,T169,T169,David Frost,78,"33' 10""",1033,34990.833,-33.00
170,T169,T169,Kevin Sutherland,86,"33' 10""",930,31501.5,-59.00
171,172,172,Gene Sauers,83,"34' 0""",1014,34448.25,+3.00
172,T173,T173,Aaron Baddeley,87,"34' 1""",932,31773.417,-34.00
173,T173,T173,Jeff Brehaut,106,"34' 1""",1319,44910.0,-50.00
174,T173,T173,Jay Delsing,76,"34' 1""",841,28658.417,-26.00
175,T173,T173,Jesper Parnevik,86,"34' 1""",958,32660.667,-83.00
176,T177,T177,Guy Boros,64,"34' 2""",785,26832.083,E
177,T177,T177,Ben Curtis,56,"34' 2""",558,19051.917,-22.00
178,T179,T179,Darren Clarke,54,"34' 4""",466,16012.417,-45.00
179,T179,T179,Hunter Mahan,94,"34' 4""",1089,37423.333,-67.00
180,T179,T179,Dennis Paulson,71,"34' 4""",867,29801.25,-53.00
181,T182,T182,Niclas Fasth,61,"34' 5""",689,23690.917,+7.00
182,T182,T182,Hirofumi Miyase,65,"34' 5""",815,28062.25,+9.00
183,184,184,D.J. Brigman,79,"34' 6""",901,31076.25,-39.00
184,185,185,David Morland IV,73,"34' 7""",861,29808.083,-18.00
185,T186,T186,Ben Crane,92,"34' 10""",1072,37361.5,-82.00
186,T186,T186,Roger Tambellini,81,"34' 10""",912,31762.75,-27.00
187,188,188,Mathias Grönberg,91,"34' 11""",922,32193.75,-16.00
188,189,189,Tom Carter,113,"35' 0""",1200,41951.583,-41.00
189,190,190,Dan Forsman,79,"35' 2""",919,32305.0,-28.00
190,T191,T191,Chris Couch,55,"35' 7""",564,20059.0,+30.00
191,T191,T191,Grant Waite,79,"35' 7""",884,31480.083,-5.00
192,193,193,Esteban Toledo,92,"35' 10""",1095,39234.417,-13.00
193,194,194,Steve Pate,71,"35' 11""",807,29011.083,-41.00
194,195,195,Len Mattiace,75,"37' 3""",962,35799.0,-22.00
195,196,196,David Gossett,57,"39' 0""",624,24320.0,+72.00
