,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
42,43,43,Nick Watney,26,"$1,838,629",1.0
43,44,44,Billy Mayfair,30,"$1,814,518",
44,45,45,Stuart Appleby,24,"$1,803,385",
45,46,46,Trevor Immelman,21,"$1,801,647",
46,47,47,Arron Oberholser,21,"$1,797,458",
47,48,48,Daniel Chopra,34,"$1,755,110",1.0
48,49,49,Chad Campbell,28,"$1,701,242",1.0
49,50,50,Charley Hoffman,30,"$1,689,366",1.0
50,51,51,John Mallinger,29,"$1,681,764",
51,52,52,Pat Perez,27,"$1,678,295",
52,53,53,Lucas Glover,29,"$1,664,167",
53,54,54,Ángel Cabrera,14,"$1,661,106",1.0
54,55,55,Bubba Watson,26,"$1,654,807",
55,56,56,Mark Wilson,25,"$1,637,112",1.0
56,57,57,Jeff Quinney,29,"$1,612,056",
57,58,58,Bo Van Pelt,30,"$1,559,181",
58,59,59,Ryan Moore,28,"$1,554,901",
59,60,60,Anthony Kim,26,"$1,545,195",
60,61,61,George McNeill,30,"$1,504,627",1.0
61,62,62,Rod Pampling,25,"$1,475,970",
62,63,63,Freddie Jacobson,20,"$1,469,541",
63,64,64,Ian Poulter,18,"$1,431,390",
64,65,65,Ryuji Imada,32,"$1,414,864",
65,66,66,Nathan Green,29,"$1,380,317",
66,67,67,Kevin Sutherland,25,"$1,351,942",
67,68,68,Nick O'Hern,22,"$1,342,391",
68,69,69,Joe Ogilvie,31,"$1,339,153",1.0
69,70,70,Vaughn Taylor,28,"$1,313,353",
70,71,71,Brian Davis,28,"$1,289,207",
71,72,72,José Coceres,17,"$1,287,843",
72,73,73,Troy Matteson,26,"$1,282,421",
73,74,74,Robert Garrigus,28,"$1,260,010",
74,75,75,Peter Lonard,27,"$1,259,881",
75,76,76,Dean Wilson,28,"$1,258,507",
76,77,77,Fred Funk,22,"$1,239,376",1.0
77,78,78,Paul Goydos,19,"$1,229,355",1.0
78,79,79,Kenny Perry,24,"$1,197,618",
79,80,80,Steve Marino,31,"$1,179,165",
80,81,81,Bart Bryant,25,"$1,167,874",
81,82,82,Rocco Mediate,22,"$1,166,294",
82,83,83,Bernhard Langer,14,"$1,153,603",
83,84,84,Charlie Wi,27,"$1,145,975",
84,85,85,Will MacKenzie,30,"$1,116,507",
85,86,86,Brian Gay,32,"$1,114,571",
86,87,87,D.J. Trahan,30,"$1,106,374",
87,88,88,Jason Gore,27,"$1,105,985",
88,89,89,J.J. Henry,26,"$1,088,660",
89,90,90,Jesper Parnevik,27,"$1,075,216",
90,91,91,Charles Warren,29,"$1,068,440",
91,92,92,Tim Petrovic,32,"$1,052,447",
92,93,93,Retief Goosen,14,"$1,044,386",
93,94,94,Brian Bateman,18,"$1,022,763",1.0
94,95,95,Michael Allen,22,"$1,016,952",
95,96,96,Davis Love III,21,"$1,016,489",
96,97,97,Stephen Leaney,26,"$1,015,200",
97,98,98,Johnson Wagner,33,"$1,013,024",
98,99,99,Jeff Overton,19,"$1,009,630",
99,100,100,Briny Baird,31,"$985,453",
100,101,101,José María Olazábal,16,"$979,249",
101,102,102,Mark Hensby,25,"$969,731",
102,103,103,Mathew Goggin,30,"$969,488",
103,104,104,Bill Haas,30,"$967,443",
104,105,105,Shigeki Maruyama,31,"$951,288",
105,106,106,Tim Herron,27,"$951,200",
106,107,107,Chris DiMarco,24,"$950,414",
107,108,108,Shaun Micheel,29,"$948,195",
108,109,109,Tom Pernice Jr.,31,"$927,408",
109,110,110,Tommy Armour III,24,"$919,134",
110,111,111,Steve Elkington,25,"$911,875",
111,112,112,Cameron Beckman,29,"$902,258",
112,113,113,Cliff Kresge,30,"$901,549",
113,114,114,J.P. Hayes,28,"$890,815",
114,115,115,Matt Kuchar,26,"$886,146",
115,116,116,Tom Lehman,19,"$880,824",
116,117,117,Bob Estes,28,"$878,051",
117,118,118,J.B. Holmes,24,"$874,216",
118,119,119,Rich Beem,29,"$868,658",
119,120,120,Alex Cejka,25,"$868,303",
120,121,121,Ryan Armour,32,"$862,979",
121,122,122,Kevin Na,27,"$856,669",
122,123,123,Jeff Maggert,26,"$845,585",
123,124,124,Kevin Stadler,31,"$810,876",
124,125,125,Mathias Grönberg,31,"$785,180",
125,126,126,Ben Curtis,25,"$772,321",
126,127,127,Ted Purdy,33,"$758,734",
127,128,128,Craig Kanada,34,"$743,305",
128,129,129,Joe Durant,28,"$723,599",
129,130,130,Brett Quigley,25,"$717,411",
130,131,131,Harrison Frazar,32,"$698,534",
131,132,132,Robert Gamez,30,"$693,464",
132,133,133,Chris Stroud,24,"$673,106",
133,134,134,Kent Jones,30,"$651,108",
134,135,135,John Merrick,29,"$649,438",
135,136,136,Bob Heintz,27,"$649,342",
136,137,137,Parker McLachlin,28,"$627,582",
137,138,138,Doug LaBelle II,33,"$604,633",
138,139,139,Frank Lickliter II,30,"$584,084",
139,140,140,Jason Dufner,32,"$574,992",
140,141,141,Steve Allan,18,"$568,059",
141,142,142,Jason Bohn,17,"$527,512",
142,143,143,Jeff Gove,30,"$526,644",
143,144,144,Ryan Palmer,30,"$524,988",
144,145,145,Marco Dawson,23,"$521,432",
145,146,146,Andrew Buckle,26,"$513,630",
146,147,147,Gavin Coles,28,"$511,353",
147,148,148,Steve Lowery,22,"$502,622",
148,149,149,Daisuke Maruyama,28,"$499,206",
149,150,150,Billy Andrade,27,"$499,197",
150,151,151,Corey Pavin,25,"$498,252",
151,152,152,Tripp Isenhour,32,"$471,980",
152,153,153,Anders Hansen,17,"$461,216",
153,154,154,Bob Tway,32,"$456,767",
154,155,155,Brendon de Jonge,26,"$447,172",
155,156,156,Eric Axley,36,"$440,911",
156,157,157,Greg Owen,29,"$426,601",
157,158,158,Michael Putnam,29,"$422,359",
158,159,159,Dicky Pride,25,"$415,792",
159,160,160,Lee Janzen,24,"$409,189",
160,161,161,Chris Riley,17,"$403,199",
161,162,162,Michael Sim,17,"$399,900",
162,163,163,Glen Day,27,"$397,491",
163,164,164,Jarrod Lyle,24,"$390,303",
164,165,165,Richard Johnson,32,"$377,951",
165,166,166,Duffy Waldorf,23,"$359,018",
166,167,167,Chris Couch,30,"$355,386",
167,168,168,Tag Ridings,18,"$351,590",
168,169,169,Chris Tidland,21,"$339,482",
169,170,170,Rich Barcelo,26,"$334,244",
170,171,171,Craig Bowden,25,"$333,970",
171,172,172,David Branshaw,30,"$323,407",
172,173,173,Kirk Triplett,25,"$316,034",
173,174,174,Joey Sindelar,25,"$310,717",
174,175,175,Olin Browne,15,"$304,605",
175,176,176,Dudley Hart,12,"$299,249",
176,177,177,Lee Westwood,8,"$288,280",
177,178,178,Paul Stankowski,18,"$282,389",
178,179,179,Greg Kraft,10,"$278,590",
179,180,180,Ben Crane,9,"$278,252",
180,181,181,Kyle Reifers,27,"$276,369",
181,182,182,Jeff Sluman,21,"$273,192",
182,183,183,D.J. Brigman,22,"$268,205",
183,184,184,Paul Gow,26,"$264,149",
184,185,185,Bryce Molder,21,"$257,593",
185,186,186,Craig Lile,24,"$255,659",
186,187,187,Scott Gutschewski,22,"$252,179",
187,188,188,John Daly,24,"$248,501",
188,189,189,Bob May,16,"$244,970",
189,190,190,Garrett Willis,13,"$233,569",
190,191,191,Neal Lancaster,13,"$229,053",
191,192,192,Darron Stiles,24,"$215,379",
192,193,193,David Howell,10,"$213,583",
193,194,194,Jeff Brehaut,21,"$202,389",
194,195,195,Tom Byrum,20,"$201,508",
195,196,196,Tom Johnson,27,"$190,926",
196,197,197,Dan Forsman,12,"$185,522",
197,198,198,Vance Veazey,9,"$185,208",
198,199,199,Jay Delsing,12,"$181,809",
199,200,200,B.J. Staten,7,"$175,505",
200,201,201,Paul Azinger,13,"$174,069",
201,202,202,John Huston,16,"$170,570",
202,203,203,Jason Schultz,22,"$163,244",
203,204,204,Mark Brooks,18,"$162,839",
204,205,205,Craig Barlow,16,"$154,214",
205,206,206,Steve Wheatcroft,25,"$153,246",
206,207,207,Arjun Atwal,12,"$135,015",
207,208,208,Michael Boyd,21,"$126,839",
208,209,209,Nick Flanagan,4,"$122,029",
209,210,210,John Cook,13,"$119,756",
210,211,211,Skip Kendall,5,"$116,346",
211,212,212,Todd Hamilton,28,"$109,776",
212,213,213,Matt Hendrix,24,"$108,269",
213,214,214,Carlos Franco,12,"$108,021",
214,215,215,Darren Clarke,10,"$107,981",
215,216,216,Larry Mize,12,"$105,740",
216,217,217,Brent Geiberger,17,"$91,750",
217,218,218,Bubba Dickerson,19,"$87,430",
218,219,219,Brad Faxon,18,"$84,645",
219,220,220,Phil Tataurangi,8,"$77,102",
220,221,221,Grant Waite,12,"$75,347",
221,222,222,David Duval,7,"$71,945",
222,T223,T223,Omar Uresti,4,"$64,350",
223,T223,T223,Tom Watson,2,"$64,350",
224,225,225,Jerry Smith,19,"$63,335",
225,226,226,Jim Rutledge,23,"$62,242",
226,227,227,Jaco Van Zyl,21,"$53,763",
227,228,228,Chris Smith,8,"$50,381",
228,229,229,Sandy Lyle,2,"$47,494",
229,230,230,Fred Couples,3,"$43,085",
230,231,231,Mark O'Meara,4,"$42,914",
231,232,232,"Wes Short, Jr.",12,"$42,119",
232,233,233,Shane Bertsch,4,"$39,760",
233,234,234,"Jim Gallagher, Jr.",9,"$38,635",
234,235,235,Kris Cox,8,"$36,729",
235,236,236,Steve Jones,9,"$34,922",
236,237,237,Michael Bradley,8,"$31,889",
237,238,238,Russ Cochran,1,"$31,275",
238,239,239,Danny Ellis,2,"$28,771",
239,240,240,Jim McGovern,5,"$27,333",
240,241,241,Notah Begay III,7,"$19,245",
241,242,242,Craig Stadler,1,"$18,560",
242,243,243,Spike McRoy,6,"$18,280",
243,244,244,Bob Burns,5,"$18,153",
244,245,245,Robert Damron,10,"$18,060",
245,246,246,Ben Crenshaw,1,"$16,530",
246,247,247,Fuzzy Zoeller,1,"$15,950",
247,248,248,J.L. Lewis,4,"$12,915",
248,249,249,Loren Roberts,3,"$12,660",
249,250,250,Blaine McCallister,8,"$11,330",
250,251,251,"David Berganio, Jr.",3,"$11,025",
251,252,252,Brandt Jobe,5,"$11,016",
252,253,253,Paul Sheehan,11,"$10,143",
253,254,254,Willie Wood,6,"$8,700",
254,255,255,Scott Gump,12,"$7,805",
255,256,256,Guy Boros,4,"$7,269",
