,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
31,T32,T32,Stephen Ames,23,1.44,"$2,103,425","$146,377,452"
32,T32,T32,David Toms,22,1.44,"$2,095,835","$145,577,452"
33,34,34,Bernhard Langer,14,1.43,"$1,153,603","$80,900,000"
34,T35,T35,Paul Casey,10,1.37,"$1,012,770","$73,677,452"
35,T35,T35,Heath Slocum,28,1.37,"$2,184,377","$159,000,000"
36,37,37,John Rollins,29,1.35,"$2,488,889","$184,577,452"
37,38,38,Mike Weir,23,1.34,"$1,986,050","$147,977,452"
38,39,39,José Coceres,17,1.33,"$1,287,841","$97,100,000"
39,T40,T40,Jonathan Byrd,23,1.32,"$1,854,905","$140,377,452"
40,T40,T40,Steve Flesch,31,1.32,"$2,288,897","$173,800,000"
41,42,42,Trevor Immelman,21,1.3,"$1,801,646","$139,077,452"
42,T43,T43,Camilo Villegas,24,1.29,"$1,866,959","$144,400,000"
43,T43,T43,Jay Williamson,14,1.29,"$835,514","$64,600,000"
44,T45,T45,Freddie Jacobson,20,1.28,"$1,469,540","$114,500,000"
45,T45,T45,Arron Oberholser,21,1.28,"$1,797,455","$140,577,452"
46,47,47,Robert Allenby,28,1.25,"$2,219,537","$177,377,452"
47,48,48,Brett Wetterich,28,1.24,"$2,208,281","$178,477,452"
48,49,49,Justin Leonard,29,1.2,"$2,079,246","$173,177,452"
49,50,50,John Senden,27,1.18,"$1,899,555","$161,077,452"
50,51,51,Ian Poulter,18,1.17,"$1,431,389","$122,677,452"
51,T52,T52,Jerry Kelly,28,1.16,"$1,978,032","$169,977,452"
52,T52,T52,Nick Watney,26,1.16,"$1,838,627","$158,177,452"
53,T54,T54,Stuart Appleby,24,1.14,"$1,803,383","$157,977,452"
54,T54,T54,Sean O'Hair,28,1.14,"$1,921,224","$167,977,452"
55,56,56,Mark Wilson,25,1.12,"$1,637,109","$146,000,000"
56,57,57,Niclas Fasth,10,1.11,"$813,405","$73,077,452"
57,T58,T58,Ken Duke,31,1.1,"$1,927,100","$174,500,000"
58,T58,T58,Bubba Watson,26,1.1,"$1,654,805","$150,900,000"
59,60,60,Carl Pettersson,31,1.09,"$2,040,936","$187,277,452"
60,61,61,Jeff Overton,19,1.07,"$1,009,629","$94,200,000"
61,62,62,Billy Mayfair,30,1.06,"$1,814,516","$171,600,000"
62,T63,T63,Paul Broadhurst,2,1.05,"$169,458","$16,177,452"
63,T63,T63,Retief Goosen,14,1.05,"$1,044,385","$99,177,452"
64,T63,T63,Pat Perez,27,1.05,"$1,678,294","$159,177,452"
65,T66,T66,Andy Bare,1,1.04,"$52,142","$5,000,000"
66,T66,T66,John Mallinger,29,1.04,"$1,681,762","$161,000,000"
67,T68,T68,Nick Dougherty,3,1.03,"$227,921","$22,177,452"
68,T68,T68,Anthony Kim,26,1.03,"$1,545,192","$150,600,000"
69,70,70,Paul Goydos,19,1.02,"$1,229,352","$120,900,000"
70,71,71,Brian Bateman,18,1.0,"$1,022,761","$102,500,000"
71,T72,T72,Chad Campbell,28,0.98,"$1,701,242","$172,877,452"
72,T72,T72,Jeff Quinney,29,0.98,"$1,612,055","$164,100,000"
73,T74,T74,Daniel Chopra,34,0.95,"$1,755,108","$184,200,000"
74,T74,T74,Lucas Glover,29,0.95,"$1,664,164","$174,777,452"
75,T74,T74,George McNeill,30,0.95,"$1,504,623","$158,600,000"
76,T77,T77,Charley Hoffman,30,0.94,"$1,689,365","$179,877,452"
77,T77,T77,Kevin Sutherland,25,0.94,"$1,351,942","$144,400,000"
78,T79,T79,Michael Allen,22,0.93,"$1,016,950","$109,000,000"
79,T79,T79,Fred Funk,22,0.93,"$1,239,376","$132,600,000"
80,T79,T79,Ryan Moore,28,0.93,"$1,554,900","$167,977,452"
81,T79,T79,José María Olazábal,16,0.93,"$979,249","$105,200,000"
82,83,83,Bo Van Pelt,30,0.92,"$1,559,178","$169,900,000"
83,T84,T84,Nick O'Hern,22,0.91,"$1,342,390","$147,377,452"
84,T84,T84,Rod Pampling,25,0.91,"$1,475,968","$162,677,452"
85,86,86,Rocco Mediate,22,0.89,"$1,166,293","$130,400,000"
86,T87,T87,Troy Matteson,26,0.84,"$1,282,421","$153,000,000"
87,T87,T87,Kenny Perry,24,0.84,"$1,197,615","$143,200,000"
88,T89,T89,Brian Davis,28,0.82,"$1,289,205","$157,477,452"
89,T89,T89,Nathan Green,29,0.82,"$1,380,316","$168,600,000"
90,T91,T91,Robert Garrigus,28,0.81,"$1,260,009","$156,400,000"
91,T91,T91,Peter Lonard,27,0.81,"$1,259,879","$156,400,000"
92,T91,T91,Charlie Wi,27,0.81,"$1,145,971","$142,300,000"
93,T94,T94,Markus Brier,2,0.79,"$120,458","$15,177,452"
94,T94,T94,Bart Bryant,25,0.79,"$1,167,872","$147,800,000"
95,T94,T94,Ryuji Imada,32,0.79,"$1,414,862","$179,500,000"
96,T94,T94,Vaughn Taylor,28,0.79,"$1,313,350","$167,077,452"
97,T98,T98,Tom Lehman,19,0.78,"$880,823","$113,277,452"
98,T98,T98,Joe Ogilvie,31,0.78,"$1,339,150","$171,300,000"
99,T98,T98,Kyle Thompson,1,0.78,"$42,900","$5,500,000"
100,T98,T98,Dean Wilson,28,0.78,"$1,258,504","$162,300,000"
101,102,102,Alejandro Cañizares,3,0.75,"$111,900","$15,000,000"
102,T103,T103,Jesper Parnevik,27,0.74,"$1,075,214","$144,900,000"
103,T103,T103,Fabrizio Zanotti,1,0.74,"$25,900","$3,500,000"
104,T105,T105,Jason Gore,27,0.73,"$1,105,984","$150,600,000"
105,T105,T105,Davis Love III,21,0.73,"$1,016,488","$139,077,452"
106,107,107,Tommy Armour III,24,0.72,"$919,132","$127,500,000"
107,T108,T108,Russ Cochran,1,0.7,"$31,275","$4,500,000"
108,T108,T108,Mark Hensby,25,0.7,"$969,728","$139,177,452"
109,110,110,Stephen Leaney,26,0.69,"$1,015,200","$147,100,000"
110,111,111,Steve Marino,31,0.68,"$1,179,162","$173,300,000"
111,T112,T112,Alex Cejka,25,0.67,"$868,301","$129,000,000"
112,T112,T112,Robert Karlsson,13,0.67,"$609,370","$90,977,452"
113,T112,T112,Will MacKenzie,30,0.67,"$1,116,504","$167,500,000"
114,T112,T112,D.J. Trahan,30,0.67,"$1,106,371","$165,500,000"
115,T112,T112,Charles Warren,29,0.67,"$1,068,438","$160,500,000"
116,T117,T117,Brian Gay,32,0.66,"$1,114,569","$169,000,000"
117,T117,T117,J.J. Henry,26,0.66,"$1,088,659","$163,777,452"
118,119,119,Steve Elkington,25,0.65,"$911,873","$140,100,000"
119,T120,T120,Nick Flanagan,4,0.64,"$122,028","$19,000,000"
120,T120,T120,J.B. Holmes,24,0.64,"$874,215","$137,200,000"
121,122,122,Greg Kraft,10,0.63,"$278,590","$44,500,000"
122,T123,T123,Cameron Beckman,29,0.62,"$902,255","$146,000,000"
123,T123,T123,Matt Kuchar,26,0.62,"$886,146","$143,277,452"
124,T125,T125,Chris DiMarco,24,0.61,"$950,413","$155,577,452"
125,T125,T125,Bill Haas,30,0.61,"$967,441","$159,000,000"
126,T125,T125,Tim Herron,27,0.61,"$951,197","$155,100,000"
127,T125,T125,Kevin Na,27,0.61,"$856,668","$140,200,000"
128,T125,T125,Tim Petrovic,32,0.61,"$1,052,445","$173,000,000"
129,T130,T130,Steve Allan,18,0.6,"$568,058","$94,000,000"
130,T130,T130,J.P. Hayes,28,0.6,"$890,813","$148,400,000"
131,T132,T132,Briny Baird,31,0.59,"$985,448","$168,000,000"
132,T132,T132,Anton Haig,2,0.59,"$94,750","$16,000,000"
133,T132,T132,Jeff Maggert,26,0.59,"$845,583","$142,900,000"
134,T135,T135,Mathew Goggin,30,0.58,"$969,484","$166,400,000"
135,T135,T135,Shigeki Maruyama,31,0.58,"$951,287","$165,000,000"
136,T135,T135,Paul McGinley,5,0.58,"$195,151","$33,877,452"
137,T135,T135,Johnson Wagner,33,0.58,"$1,013,022","$174,500,000"
138,139,139,Franklin Langham,1,0.57,"$30,720","$5,400,000"
139,T140,T140,Bob Estes,28,0.56,"$878,050","$156,600,000"
140,T140,T140,Shaun Micheel,29,0.56,"$948,194","$170,577,452"
141,T140,T140,Louis Oosthuizen,1,0.56,"$45,000","$8,000,000"
142,T140,T140,Chris Stroud,24,0.56,"$673,106","$119,800,000"
143,144,144,Ben Crane,9,0.55,"$278,251","$51,000,000"
144,145,145,Cliff Kresge,30,0.54,"$901,547","$166,600,000"
145,146,146,Jason Bohn,17,0.53,"$527,510","$99,300,000"
146,T147,T147,Ryan Armour,32,0.52,"$862,976","$165,900,000"
147,T147,T147,Rich Beem,29,0.52,"$868,654","$167,077,452"
148,T147,T147,Peter Hanson,3,0.52,"$116,159","$22,177,452"
149,T147,T147,Thongchai Jaidee,3,0.52,"$118,500","$23,000,000"
150,T151,T151,Mark Foster,1,0.51,"$41,352","$8,177,452"
151,T151,T151,Miguel Angel Jiménez,5,0.51,"$182,991","$35,677,452"
152,T151,T151,Tom Pernice Jr.,31,0.51,"$927,406","$181,977,452"
153,T151,T151,Chris Riley,17,0.51,"$403,197","$79,700,000"
154,T151,T151,Tom Watson,2,0.51,"$64,350","$12,500,000"
155,T151,T151,Lee Westwood,8,0.51,"$288,280","$56,977,452"
156,157,157,Ben Curtis,25,0.5,"$772,319","$155,877,452"
157,158,158,Hennie Otto,1,0.49,"$39,250","$8,000,000"
158,T159,T159,Mathias Grönberg,31,0.48,"$785,178","$163,500,000"
159,T159,T159,Bob Heintz,27,0.48,"$649,340","$135,600,000"
160,T159,T159,Skip Kendall,5,0.48,"$116,345","$24,000,000"
161,T159,T159,Michael Sim,17,0.48,"$399,898","$83,900,000"
162,T159,T159,Kevin Stadler,31,0.48,"$810,875","$167,777,452"
163,164,164,B.J. Staten,7,0.47,"$175,505","$37,400,000"
164,T165,T165,Marco Dawson,23,0.46,"$521,430","$113,100,000"
165,T165,T165,Robert Gamez,30,0.46,"$693,464","$151,800,000"
166,T165,T165,Anders Hansen,17,0.46,"$461,213","$99,977,452"
167,T165,T165,Dudley Hart,12,0.46,"$299,249","$65,300,000"
168,T165,T165,Prom Meesawat,1,0.46,"$36,750","$8,000,000"
169,T165,T165,Brett Quigley,25,0.46,"$717,410","$156,877,452"
170,171,171,Todd Fischer,4,0.45,"$92,000","$20,500,000"
171,T172,T172,Parker McLachlin,28,0.44,"$627,581","$141,300,000"
172,T172,T172,John Merrick,29,0.44,"$649,437","$147,300,000"
173,T174,T174,Steve Lowery,22,0.43,"$502,621","$116,900,000"
174,T174,T174,Ted Purdy,33,0.43,"$758,732","$177,100,000"
175,T176,T176,Thomas Bjørn,6,0.42,"$188,043","$45,177,452"
176,T176,T176,Joe Durant,28,0.42,"$723,597","$171,277,452"
177,T176,T176,Craig Kanada,34,0.42,"$743,303","$178,800,000"
178,T179,T179,Harrison Frazar,32,0.41,"$698,534","$171,200,000"
179,T179,T179,Kent Jones,30,0.41,"$651,108","$157,800,000"
180,T179,T179,Vance Veazey,9,0.41,"$185,208","$45,000,000"
181,T182,T182,Neal Lancaster,13,0.4,"$229,052","$57,600,000"
182,T182,T182,Tag Ridings,18,0.4,"$351,589","$87,400,000"
183,T182,T182,Garrett Willis,13,0.4,"$233,568","$59,000,000"
184,T185,T185,Andrew Buckle,26,0.39,"$513,629","$132,000,000"
185,T185,T185,Shingo Katayama,7,0.39,"$194,927","$50,200,000"
186,T187,T187,Olin Browne,15,0.37,"$304,604","$82,300,000"
187,T187,T187,Bradley Dredge,4,0.37,"$112,533","$30,177,452"
188,T189,T189,Ross Bain,1,0.36,"$29,820","$8,177,452"
189,T189,T189,Gavin Coles,28,0.36,"$511,350","$142,300,000"
190,T189,T189,Marcus Fraser,1,0.36,"$25,016","$7,000,000"
191,T192,T192,Frank Lickliter II,30,0.35,"$584,081","$165,800,000"
192,T192,T192,Daisuke Maruyama,28,0.35,"$499,205","$144,300,000"
193,T192,T192,Corey Pavin,25,0.35,"$498,250","$141,100,000"
194,T192,T192,Omar Uresti,4,0.35,"$64,350","$18,500,000"
195,T196,T196,Billy Andrade,27,0.34,"$499,195","$148,100,000"
196,T196,T196,Brendon de Jonge,26,0.34,"$447,171","$129,900,000"
197,T196,T196,Jay Delsing,12,0.34,"$181,808","$52,700,000"
198,T196,T196,Jason Dufner,32,0.34,"$574,989","$169,000,000"
199,T196,T196,Dan Forsman,12,0.34,"$185,522","$55,100,000"
200,T196,T196,Doug LaBelle II,33,0.34,"$604,631","$175,400,000"
201,T196,T196,Dicky Pride,25,0.34,"$415,790","$123,800,000"
202,T203,T203,Jeff Gove,30,0.33,"$526,642","$158,700,000"
203,T203,T203,Lee Janzen,24,0.33,"$409,188","$123,500,000"
204,T203,T203,Won Joon Lee,1,0.33,"$26,735","$8,177,452"
205,T203,T203,Jarrod Lyle,24,0.33,"$390,302","$118,300,000"
206,T203,T203,Ryan Palmer,30,0.33,"$524,986","$159,600,000"
207,T203,T203,Chris Tidland,21,0.33,"$339,480","$102,500,000"
208,T209,T209,Bob May,16,0.32,"$244,968","$76,700,000"
209,T209,T209,Colin Montgomerie,9,0.32,"$216,988","$67,677,452"
210,T211,T211,Sandy Lyle,2,0.31,"$47,493","$15,177,452"
211,T211,T211,Paul Stankowski,18,0.31,"$282,388","$92,300,000"
212,T213,T213,Danny Ellis,2,0.3,"$28,770","$9,600,000"
213,T213,T213,David Howell,10,0.3,"$213,581","$72,177,452"
214,T213,T213,Bill Lunde,1,0.3,"$12,093","$4,000,000"
215,T213,T213,Charl Schwartzel,6,0.3,"$134,303","$45,177,452"
216,T213,T213,Duffy Waldorf,23,0.3,"$359,017","$118,477,452"
217,T218,T218,Grégory Bourdy,1,0.29,"$23,393","$8,177,452"
218,T218,T218,Glen Day,27,0.29,"$397,488","$135,300,000"
219,T218,T218,Tripp Isenhour,32,0.29,"$471,979","$165,400,000"
220,T221,T221,John Bickerton,2,0.28,"$45,000","$16,177,452"
221,T221,T221,José Manuel Lara,2,0.28,"$32,250","$11,500,000"
222,T221,T221,Graeme McDowell,3,0.28,"$52,768","$18,677,452"
223,T221,T221,Greg Owen,29,0.28,"$426,601","$152,200,000"
224,T221,T221,Jeev Milkha Singh,12,0.28,"$227,679","$81,877,452"
225,T226,T226,Craig Bowden,25,0.27,"$333,968","$123,800,000"
226,T226,T226,Michael Putnam,29,0.27,"$422,357","$155,977,452"
227,T226,T226,Craig Stadler,1,0.27,"$18,560","$7,000,000"
228,T226,T226,Bob Tway,32,0.27,"$456,764","$166,800,000"
229,T226,T226,Y.E. Yang,9,0.27,"$170,980","$63,077,452"
230,T231,T231,Rich Barcelo,26,0.26,"$334,243","$130,500,000"
231,T231,T231,Jon Bevan,1,0.26,"$21,080","$8,177,452"
232,T231,T231,Yusaku Miyazato,1,0.26,"$13,537","$5,200,000"
233,T234,T234,Johan Edfors,8,0.25,"$140,005","$56,677,452"
234,T234,T234,Alastair Forsyth,1,0.25,"$20,257","$8,177,452"
235,T234,T234,WC Liang,2,0.25,"$36,750","$15,000,000"
236,T234,T234,Bryce Molder,21,0.25,"$257,593","$101,600,000"
237,T238,T238,Fredrik Andersson Hed,1,0.24,"$19,846","$8,177,452"
238,T238,T238,D.J. Brigman,22,0.24,"$268,204","$110,600,000"
239,T238,T238,Michael Campbell,9,0.24,"$159,832","$67,677,452"
240,T238,T238,Ben Crenshaw,1,0.24,"$16,530","$7,000,000"
241,T238,T238,Scott Gutschewski,22,0.24,"$252,178","$106,500,000"
242,T243,T243,Arjun Atwal,12,0.23,"$135,014","$59,000,000"
243,T243,T243,Eric Axley,36,0.23,"$440,909","$195,000,000"
244,T243,T243,Paul Azinger,13,0.23,"$174,067","$76,500,000"
245,T243,T243,Fred Couples,3,0.23,"$43,085","$18,500,000"
246,T243,T243,John Huston,16,0.23,"$170,568","$72,700,000"
247,T243,T243,Raphael Jacquelin,3,0.23,"$52,418","$23,177,452"
248,T243,T243,Richard Johnson,32,0.23,"$377,950","$167,000,000"
249,T243,T243,Joey Sindelar,25,0.23,"$310,715","$135,900,000"
250,T243,T243,Jeff Sluman,21,0.23,"$273,191","$120,600,000"
251,T243,T243,Kirk Triplett,25,0.23,"$316,033","$136,500,000"
252,T243,T243,Fuzzy Zoeller,1,0.23,"$15,950","$7,000,000"
253,T254,T254,Chris Couch,30,0.22,"$355,385","$160,200,000"
254,T254,T254,Kenneth Ferrie,2,0.22,"$31,084","$14,000,000"
255,T254,T254,David Hearn,1,0.22,"$10,850","$5,000,000"
256,T254,T254,Craig Lile,24,0.22,"$255,658","$118,300,000"
257,T254,T254,Brady Schnell,1,0.22,"$9,102","$4,100,000"
258,T259,T259,Paul Gow,26,0.21,"$264,149","$128,600,000"
259,T259,T259,Bronson La'Cassie,1,0.21,"$8,692","$4,100,000"
260,T259,T259,Andrew Ruthkoski,2,0.21,"$19,112","$8,900,000"
261,T259,T259,Phil Tataurangi,8,0.21,"$77,102","$37,200,000"
262,T259,T259,Azuma Yano,1,0.21,"$10,920","$5,200,000"
263,T264,T264,Craig Barlow,16,0.2,"$154,213","$78,100,000"
264,T264,T264,Chris Baryla,1,0.2,"$9,800","$5,000,000"
265,T264,T264,David Branshaw,30,0.2,"$323,407","$157,800,000"
266,T264,T264,Jeff Brehaut,21,0.2,"$202,387","$103,100,000"
267,T264,T264,Tom Byrum,20,0.2,"$201,507","$102,000,000"
268,T264,T264,Todd Demsey,1,0.2,"$12,411","$6,300,000"
269,T264,T264,David Duval,7,0.2,"$71,944","$35,400,000"
270,T264,T264,Tony Finau,1,0.2,"$7,960","$4,000,000"
271,T264,T264,Mike Grob,1,0.2,"$10,200","$5,000,000"
272,T264,T264,Larry Mize,12,0.2,"$105,740","$54,100,000"
273,T264,T264,Alan Morin,1,0.2,"$11,000","$5,500,000"
274,T264,T264,Kyle Reifers,27,0.2,"$276,368","$136,900,000"
275,T264,T264,Graeme Storm,3,0.2,"$47,150","$23,177,452"
276,T277,T277,Mark Brooks,18,0.19,"$162,838","$87,500,000"
277,T277,T277,John Daly,24,0.19,"$248,500","$129,177,452"
278,T277,T277,Carlos Franco,12,0.19,"$108,020","$55,900,000"
279,T277,T277,Paul Trittler,1,0.19,"$7,640","$4,000,000"
280,T281,T281,Ryan Benzel,1,0.18,"$12,900","$7,000,000"
281,T281,T281,Ryan Blaum,1,0.18,"$8,800","$5,000,000"
282,T281,T281,Andres Gonzales,1,0.18,"$7,120","$4,000,000"
283,T281,T281,Martin Rominger,1,0.18,"$11,163","$6,100,000"
284,T281,T281,Richard Sterne,3,0.18,"$42,000","$23,177,452"
285,T281,T281,Darron Stiles,24,0.18,"$215,378","$119,800,000"
286,T287,T287,John Cook,13,0.17,"$119,756","$71,700,000"
287,T287,T287,Mark O'Meara,4,0.17,"$42,914","$25,377,452"
288,289,289,Shane Bertsch,4,0.16,"$39,760","$24,400,000"
289,T290,T290,Darren Clarke,10,0.15,"$107,980","$69,877,452"
290,T290,T290,Jason Schultz,22,0.15,"$163,242","$107,600,000"
291,T292,T292,Grégory Havret,3,0.14,"$33,500","$23,177,452"
292,T292,T292,Tom Johnson,27,0.14,"$190,923","$134,100,000"
293,T292,T292,Colt Knost,4,0.14,"$27,483","$19,800,000"
294,T292,T292,Pablo Martin Benavides,6,0.14,"$45,313","$32,400,000"
295,T292,T292,Chris Smith,8,0.14,"$50,381","$35,800,000"
296,T292,T292,Esteban Toledo,2,0.14,"$12,250","$9,000,000"
297,T292,T292,Grant Waite,12,0.14,"$75,347","$54,100,000"
298,T292,T292,Kaname Yokoo,2,0.14,"$16,640","$12,200,000"
299,T300,T300,Michael Boyd,21,0.13,"$126,839","$101,300,000"
300,T300,T300,Jim McGovern,5,0.13,"$27,333","$21,100,000"
301,T300,T300,Hideto Tanihara,4,0.13,"$36,000","$28,377,452"
302,T300,T300,Anthony Wall,4,0.13,"$38,000","$30,177,452"
303,304,304,Steve Wheatcroft,25,0.12,"$153,245","$122,700,000"
304,305,305,Brent Geiberger,17,0.11,"$91,749","$81,600,000"
305,T306,T306,Ricky Barnes,2,0.1,"$12,540","$12,500,000"
306,T306,T306,Bubba Dickerson,19,0.1,"$87,430","$91,100,000"
307,T306,T306,Matt Every,2,0.1,"$12,420","$12,000,000"
308,T306,T306,"Jim Gallagher, Jr.",9,0.1,"$38,635","$39,600,000"
309,T310,T310,Michael Bradley,8,0.09,"$31,889","$37,200,000"
310,T310,T310,Bob Burns,5,0.09,"$18,153","$20,900,000"
311,T310,T310,Kris Cox,8,0.09,"$36,729","$41,800,000"
312,T310,T310,Joe Daley,2,0.09,"$10,920","$12,200,000"
313,T310,T310,Brad Faxon,18,0.09,"$84,644","$98,300,000"
314,T310,T310,Matt Hendrix,24,0.09,"$108,269","$118,200,000"
315,T310,T310,Mike Small,2,0.09,"$13,050","$14,000,000"
316,T310,T310,Lee Williams,2,0.09,"$11,152","$11,900,000"
317,T318,T318,Steve Jones,9,0.08,"$34,922","$42,900,000"
318,T318,T318,Toru Taniguchi,4,0.08,"$21,594","$27,377,452"
319,T318,T318,Oliver Thomson,2,0.08,"$7,630","$9,600,000"
320,T321,T321,Todd Hamilton,28,0.07,"$109,776","$158,877,452"
321,T321,T321,Spike McRoy,6,0.07,"$18,280","$27,000,000"
322,T321,T321,Kelly Mitchum,4,0.07,"$16,326","$23,700,000"
323,T321,T321,"Wes Short, Jr.",12,0.07,"$42,118","$64,200,000"
324,T321,T321,Jerry Smith,19,0.07,"$63,334","$90,600,000"
325,T326,T326,Notah Begay III,7,0.06,"$19,245","$33,100,000"
326,T326,T326,"David Berganio, Jr.",3,0.06,"$11,025","$17,500,000"
327,T326,T326,Tom Gillis,3,0.06,"$11,152","$17,900,000"
328,T326,T326,J.L. Lewis,4,0.06,"$12,915","$23,000,000"
329,T326,T326,Loren Roberts,3,0.06,"$12,660","$19,577,452"
330,T331,T331,Guy Boros,4,0.05,"$7,268","$15,600,000"
331,T331,T331,Jim Rutledge,23,0.05,"$62,241","$114,800,000"
332,T331,T331,Jaco Van Zyl,21,0.05,"$53,762","$101,300,000"
333,T334,T334,Robert Damron,10,0.04,"$18,060","$47,800,000"
334,T334,T334,Brandt Jobe,5,0.04,"$11,016","$28,600,000"
335,T334,T334,Willie Wood,6,0.04,"$8,700","$23,600,000"
336,337,337,Blaine McCallister,8,0.03,"$11,330","$35,700,000"
337,338,338,Paul Sheehan,11,0.02,"$10,143","$56,577,452"
338,339,339,Scott Gump,12,0.01,"$7,805","$54,700,000"
