,Total_Money_Official_and_Unofficial_RANK THIS WEEK,Total_Money_Official_and_Unofficial_RANK LAST WEEK,Total_Money_Official_and_Unofficial_PLAYER NAME,Total_Money_Official_and_Unofficial_EVENTS,Total_Money_Official_and_Unofficial_MONEY
92,93,91,J.J. Henry,26,"$1,088,660"
93,94,92,Jesper Parnevik,27,"$1,075,216"
94,95,93,Charles Warren,29,"$1,068,440"
95,96,94,Tim Petrovic,32,"$1,052,447"
96,97,95,Brian Bateman,18,"$1,022,763"
97,98,97,Michael Allen,22,"$1,016,952"
98,99,98,Davis Love III,21,"$1,016,489"
99,100,99,Stephen Leaney,26,"$1,015,200"
100,101,100,Johnson Wagner,33,"$1,013,024"
101,102,102,Jeff Overton,19,"$1,009,630"
102,103,103,Steve Elkington,26,"$1,006,875"
103,104,128,Niclas Fasth,11,"$998,405"
104,105,104,Briny Baird,31,"$985,453"
105,106,105,José María Olazábal,16,"$979,249"
106,107,106,Mark Hensby,25,"$969,731"
107,108,107,Mathew Goggin,30,"$969,488"
108,109,108,Bill Haas,30,"$967,443"
109,110,109,Shigeki Maruyama,31,"$951,288"
110,111,110,Tim Herron,27,"$951,200"
111,112,111,Shaun Micheel,29,"$948,195"
112,113,112,Alex Cejka,26,"$939,053"
113,114,113,Tom Pernice Jr.,31,"$927,408"
114,115,114,Tommy Armour III,24,"$919,134"
115,116,115,Cameron Beckman,29,"$902,258"
116,117,116,Cliff Kresge,30,"$901,549"
117,118,117,J.P. Hayes,28,"$890,815"
118,119,118,Matt Kuchar,26,"$886,146"
119,120,119,Tom Lehman,19,"$880,824"
120,121,120,Bob Estes,28,"$878,051"
121,122,121,J.B. Holmes,24,"$874,216"
122,123,122,Andres Romero,4,"$869,164"
123,124,123,Rich Beem,29,"$868,658"
124,125,124,Ryan Armour,32,"$862,979"
125,126,125,Kevin Na,27,"$856,669"
126,127,126,Jeff Maggert,26,"$845,585"
127,128,127,Jay Williamson,14,"$835,515"
128,129,129,Kevin Stadler,31,"$810,876"
129,130,130,Marc Warren,1,"$800,000"
130,131,131,Mathias Grönberg,31,"$785,180"
131,132,132,Ben Curtis,25,"$772,321"
132,133,133,Ted Purdy,34,"$758,734"
133,134,134,Craig Kanada,35,"$743,305"
134,135,135,Joe Durant,28,"$723,599"
135,136,136,Brett Quigley,25,"$717,411"
136,137,190,Lee Westwood,9,"$708,280"
137,138,137,Chris Stroud,25,"$708,106"
138,139,138,Harrison Frazar,33,"$703,534"
139,140,139,Robert Gamez,31,"$693,464"
140,141,140,Robert Karlsson,14,"$680,120"
141,142,141,Kent Jones,31,"$676,108"
142,143,142,John Merrick,30,"$674,438"
143,144,143,Bob Heintz,28,"$654,342"
144,145,144,Parker McLachlin,29,"$652,582"
145,146,145,Frank Lickliter II,31,"$634,084"
146,147,165,Fred Couples,6,"$615,585"
147,148,146,Doug LaBelle II,34,"$604,633"
148,149,147,Jason Dufner,33,"$574,992"
149,150,148,Steve Allan,19,"$573,059"
150,151,149,Richard Green,5,"$544,070"
151,152,150,Jeff Gove,31,"$531,644"
152,153,151,Jason Bohn,17,"$527,512"
153,154,152,Ryan Palmer,31,"$524,988"
154,155,153,Marco Dawson,24,"$521,432"
155,156,154,Andrew Buckle,27,"$513,630"
156,157,155,Anders Hansen,18,"$511,716"
157,158,156,Gavin Coles,29,"$511,353"
158,159,157,Steve Lowery,23,"$502,622"
159,160,158,Daisuke Maruyama,29,"$499,206"
160,161,159,Billy Andrade,27,"$499,197"
161,162,160,Corey Pavin,25,"$498,252"
162,163,161,Tripp Isenhour,32,"$471,980"
163,164,162,Bob Tway,32,"$456,767"
164,165,163,Brendon de Jonge,27,"$452,172"
165,166,164,Eric Axley,36,"$440,911"
166,167,166,Greg Owen,30,"$431,601"
167,168,167,Michael Putnam,29,"$422,359"
168,169,168,Dicky Pride,26,"$415,792"
169,170,169,Lee Janzen,24,"$409,189"
170,171,170,Chris Riley,18,"$403,199"
171,172,171,Richard Johnson,33,"$402,951"
172,173,172,Michael Sim,17,"$399,900"
173,174,173,Glen Day,27,"$397,491"
174,175,174,Jarrod Lyle,25,"$395,303"
175,176,175,Duffy Waldorf,24,"$384,018"
176,177,176,Tag Ridings,19,"$376,590"
177,178,177,Jeff Sluman,23,"$368,192"
178,179,178,Chris Couch,30,"$355,386"
179,180,179,Chris Tidland,22,"$344,482"
180,181,180,Rich Barcelo,26,"$334,244"
181,182,181,Craig Bowden,26,"$333,970"
182,183,182,David Branshaw,30,"$323,407"
183,184,183,John Daly,25,"$321,001"
184,185,184,Kirk Triplett,25,"$316,034"
185,186,185,Joey Sindelar,25,"$310,717"
186,187,186,Olin Browne,15,"$304,605"
187,188,187,Greg Norman,2,"$302,500"
188,189,188,Dudley Hart,12,"$299,249"
189,190,189,Natalie Gulbis,2,"$288,333"
190,191,191,Paul Stankowski,18,"$282,389"
191,192,192,Greg Kraft,11,"$278,590"
192,193,193,Ben Crane,9,"$278,252"
193,194,194,Raphael Jacquelin,4,"$277,419"
194,195,195,Kyle Reifers,28,"$276,369"
195,196,196,D.J. Brigman,22,"$268,205"
196,197,197,Paul Gow,26,"$264,149"
197,198,198,Grégory Havret,4,"$258,500"
198,199,199,Bryce Molder,21,"$257,593"
199,200,200,Craig Lile,25,"$255,659"
200,201,201,Scott Gutschewski,23,"$252,179"
201,202,202,Bob May,17,"$249,970"
202,203,203,Garrett Willis,13,"$233,569"
203,204,204,Neal Lancaster,13,"$229,053"
204,205,205,Nick Dougherty,3,"$227,922"
205,206,206,Jeev Milkha Singh,12,"$227,679"
206,207,207,Simon Dyson,1,"$227,500"
207,208,208,Darron Stiles,25,"$220,379"
208,209,209,Miguel Angel Jiménez,6,"$219,241"
209,210,210,David Howell,10,"$213,583"
210,211,211,Jeff Brehaut,21,"$202,389"
211,212,212,Tom Byrum,20,"$201,508"
212,213,213,Y.E. Yang,10,"$195,980"
213,214,214,Paul McGinley,5,"$195,152"
214,215,215,Shingo Katayama,7,"$194,928"
215,216,216,Tom Johnson,28,"$190,926"
216,217,217,Thomas Bjørn,6,"$188,044"
217,218,218,Peter Hanson,4,"$186,909"
218,219,219,Dan Forsman,12,"$185,522"
219,220,220,Vance Veazey,10,"$185,208"
220,221,221,Jay Delsing,12,"$181,809"
221,222,222,B.J. Staten,8,"$180,505"
222,223,223,Paul Azinger,13,"$174,069"
223,224,224,John Huston,16,"$170,570"
224,225,225,Paul Broadhurst,2,"$169,458"
225,226,226,Carlos Franco,14,"$165,021"
226,227,227,Jason Schultz,23,"$163,244"
227,228,228,Mark Brooks,18,"$162,839"
228,229,229,Michael Campbell,9,"$159,832"
229,230,230,,1,"$155,000"
230,231,231,Craig Barlow,16,"$154,214"
231,232,232,Brad Faxon,19,"$153,395"
232,233,233,Steve Wheatcroft,25,"$153,246"
233,234,234,Thongchai Jaidee,4,"$150,500"
234,235,235,Markus Brier,3,"$149,458"
235,236,236,Johan Edfors,8,"$140,005"
236,237,237,Bradley Dredge,5,"$137,533"
237,238,238,Alejandro Cañizares,4,"$136,900"
238,239,239,Arjun Atwal,12,"$135,015"
239,240,240,Charl Schwartzel,6,"$134,303"
240,T241,T241,Cristie Kerr,1,"$133,333"
241,T241,T241,Morgan Pressel,1,"$133,333"
242,243,243,Michael Boyd,22,"$126,839"
243,244,244,Nick Flanagan,4,"$122,029"
244,245,245,Skip Kendall,6,"$121,346"
245,246,246,Pelle Edberg,1,"$120,458"
246,247,247,John Cook,13,"$119,756"
247,248,248,Mark O'Meara,5,"$117,914"
248,249,249,Todd Hamilton,28,"$109,776"
249,250,250,Matt Hendrix,24,"$108,269"
250,251,251,Darren Clarke,10,"$107,981"
251,252,252,Larry Mize,12,"$105,740"
252,253,253,Dan Marino,1,"$105,000"
253,T254,T254,Scott Hoch,1,"$95,000"
254,T254,T254,Scott McCarron,1,"$95,000"
255,256,256,Anton Haig,2,"$94,750"
256,257,257,Bubba Dickerson,20,"$92,430"
257,258,258,Todd Fischer,5,"$92,000"
258,259,259,Brent Geiberger,17,"$91,750"
259,260,260,WC Liang,3,"$80,500"
260,261,261,Grant Waite,13,"$80,347"
261,262,262,Roger Clemens,1,"$77,500"
262,263,263,Phil Tataurangi,8,"$77,102"
263,264,264,David Duval,7,"$71,945"
264,T265,T265,Robert-Jan Derksen,1,"$70,750"
265,T265,T265,Ricardo Gonzalez,1,"$70,750"
266,T265,T265,Martin Kaymer,1,"$70,750"
267,T265,T265,Maarten Lafeber,1,"$70,750"
268,269,269,José Manuel Lara,3,"$68,500"
269,270,270,Nick Price,1,"$65,000"
270,T271,T271,Omar Uresti,4,"$64,350"
271,T271,T271,Tom Watson,2,"$64,350"
272,273,273,Jerry Smith,19,"$63,335"
273,T274,T274,Peter Jacobsen,2,"$62,500"
274,T274,T274,Jerry Rice,1,"$62,500"
275,276,276,Jim Rutledge,23,"$62,242"
276,277,277,Hideto Tanihara,5,"$58,500"
277,278,278,Fabrizio Zanotti,2,"$57,900"
278,279,279,Kenneth Ferrie,3,"$56,084"
279,280,280,Jaco Van Zyl,21,"$53,763"
280,281,281,Graeme McDowell,3,"$52,768"
281,282,282,Jim McGovern,6,"$52,333"
282,283,283,Andy Bare,1,"$52,143"
283,284,284,Soren Hansen,2,"$50,500"
284,285,285,Chris Smith,9,"$50,381"
285,286,286,Sandy Lyle,2,"$47,494"
286,287,287,Graeme Storm,3,"$47,150"
287,288,288,Pablo Martin Benavides,6,"$45,313"
288,T289,T289,John Bickerton,2,"$45,000"
289,T289,T289,Louis Oosthuizen,1,"$45,000"
290,T291,T291,Sung Lee,1,"$43,750"
291,T291,T291,Seong Ho Lee,2,"$43,750"
292,T291,T291,Lian-Wei Zhang,1,"$43,750"
293,294,294,Kyle Thompson,1,"$42,900"
294,295,295,"Wes Short, Jr.",12,"$42,119"
295,296,296,Richard Sterne,3,"$42,000"
296,297,297,Kris Cox,9,"$41,729"
297,298,298,Mark Foster,1,"$41,352"
298,299,299,Brett Rumford,1,"$40,000"
299,300,300,Shane Bertsch,4,"$39,760"
300,301,301,Hennie Otto,1,"$39,250"
301,302,302,"Jim Gallagher, Jr.",9,"$38,635"
302,303,303,Anthony Wall,4,"$38,000"
303,304,304,Todd Demsey,2,"$37,411"
304,305,305,Prom Meesawat,1,"$36,750"
305,T306,T306,Mikko Ilonen,1,"$36,250"
306,T306,T306,Pasi Purhonen,1,"$36,250"
307,308,308,Steve Jones,9,"$34,922"
308,309,309,Prayad Marksaeng,1,"$32,000"
309,310,310,Michael Bradley,8,"$31,889"
310,311,311,Russ Cochran,1,"$31,275"
311,312,312,Franklin Langham,2,"$30,720"
312,313,313,Jin Park,2,"$30,000"
313,314,314,Ross Bain,1,"$29,821"
314,T315,T315,Gaurav Ghei,1,"$29,000"
315,T315,T315,Claude Grenier,1,"$29,000"
316,T315,T315,Wes Heffernan,2,"$29,000"
317,T315,T315,Edoardo Molinari,1,"$29,000"
318,T315,T315,Francesco Molinari,2,"$29,000"
319,T315,T315,Jyoti Randhawa,2,"$29,000"
320,321,321,Danny Ellis,2,"$28,771"
321,322,322,Jason Allred,1,"$27,500"
322,323,323,Colt Knost,5,"$27,483"
323,324,324,Won Joon Lee,2,"$26,736"
324,325,325,Marcus Fraser,1,"$25,016"
325,T326,T326,Brad Adamonis,3,"$25,000"
326,T326,T326,Stephen Dodd,1,"$25,000"
327,T326,T326,Cody Freeman,1,"$25,000"
328,T326,T326,Tommy Gainey,2,"$25,000"
329,T326,T326,Dustin Johnson,2,"$25,000"
330,T326,T326,Antonio Lascuna,1,"$25,000"
331,T326,T326,David Lutterus,1,"$25,000"
332,T326,T326,Travis Perkins,1,"$25,000"
333,T326,T326,Gerald Rosales,1,"$25,000"
334,T326,T326,Bob Sowards,1,"$25,000"
335,T326,T326,Kevin Streelman,1,"$25,000"
336,T326,T326,Tim Wilkinson,1,"$25,000"
337,T338,T338,Michael Hoey,1,"$23,500"
338,T338,T338,Gareth Maybin,1,"$23,500"
339,340,340,Grégory Bourdy,1,"$23,394"
340,341,341,Tetsuji Hiratsuka,1,"$22,500"
341,342,342,Toru Taniguchi,4,"$21,594"
342,T343,T343,Jorge Benedetti,1,"$21,500"
343,T343,T343,Gustavo Mendoza,1,"$21,500"
344,345,345,Jon Bevan,1,"$21,080"
345,T346,T346,Richard Lee,2,"$20,500"
346,T346,T346,Stephen Scahill,1,"$20,500"
347,348,348,Alastair Forsyth,1,"$20,258"
348,T349,T349,Wilfredo Morales,1,"$20,000"
349,T349,T349,Miguel Suarez,1,"$20,000"
350,351,351,Fredrik Andersson Hed,1,"$19,846"
351,352,352,Notah Begay III,8,"$19,245"
352,353,353,Andrew Ruthkoski,2,"$19,112"
353,354,354,Craig Stadler,1,"$18,560"
354,355,355,Spike McRoy,7,"$18,280"
355,356,356,Bob Burns,5,"$18,153"
356,357,357,Robert Damron,10,"$18,060"
357,358,358,Matt Every,3,"$17,420"
358,359,359,Esteban Toledo,3,"$17,250"
359,360,360,Bill Lunde,2,"$17,093"
360,361,361,Kaname Yokoo,2,"$16,640"
361,362,362,Ben Crenshaw,1,"$16,530"
362,363,363,Kelly Mitchum,4,"$16,326"
363,364,364,Fuzzy Zoeller,1,"$15,950"
364,365,365,Yusaku Miyazato,1,"$13,537"
365,366,366,Mike Small,2,"$13,050"
366,367,367,J.L. Lewis,4,"$12,915"
367,368,368,Ryan Benzel,1,"$12,900"
368,369,369,Loren Roberts,3,"$12,660"
369,370,370,Ricky Barnes,2,"$12,540"
370,371,371,Blaine McCallister,8,"$11,330"
371,372,372,Martin Rominger,1,"$11,163"
372,T373,T373,Tom Gillis,3,"$11,152"
373,T373,T373,Lee Williams,2,"$11,152"
374,375,375,"David Berganio, Jr.",3,"$11,025"
375,376,376,Brandt Jobe,5,"$11,016"
376,377,377,Alan Morin,1,"$11,000"
377,T378,T378,Joe Daley,2,"$10,920"
378,T378,T378,Azuma Yano,1,"$10,920"
379,380,380,David Hearn,1,"$10,850"
380,381,381,Mike Grob,1,"$10,200"
381,382,382,Paul Sheehan,11,"$10,143"
382,383,383,Chris Baryla,1,"$9,800"
383,384,384,Brady Schnell,1,"$9,102"
384,385,385,Ryan Blaum,1,"$8,800"
385,386,386,Willie Wood,6,"$8,700"
386,387,387,Bronson La'Cassie,1,"$8,692"
387,388,388,Tony Finau,1,"$7,960"
388,389,389,Scott Gump,12,"$7,805"
389,390,390,Paul Trittler,1,"$7,640"
390,391,391,Oliver Thomson,2,"$7,630"
391,392,392,Guy Boros,4,"$7,269"
392,393,393,Andres Gonzales,2,"$7,120"
393,T394,T394,Tyler Aldridge,1,"$5,000"
394,T394,T394,Chris Anderson,1,"$5,000"
395,T394,T394,Jeremy Anderson,1,"$5,000"
396,T394,T394,Darren Angel,1,"$5,000"
397,T394,T394,Oskar Bergman,1,"$5,000"
398,T394,T394,Henrik Bjornstad,1,"$5,000"
399,T394,T394,Kris Blanks,1,"$5,000"
400,T394,T394,Andrew Bonhomme,1,"$5,000"
401,T394,T394,Josh Broadaway,1,"$5,000"
402,T394,T394,Miguel Angel Carballo,1,"$5,000"
403,T394,T394,Tom Carter,1,"$5,000"
404,T394,T394,Greg Chalmers,1,"$5,000"
405,T394,T394,Bryan DeCorso,1,"$5,000"
406,T394,T394,Sebastián Fernández,1,"$5,000"
407,T394,T394,Jonathan Fricke,1,"$5,000"
408,T394,T394,Scott Gordon,1,"$5,000"
409,T394,T394,Bret Guetz,1,"$5,000"
410,T394,T394,Matt Hansen,1,"$5,000"
411,T394,T394,Jim Herman,1,"$5,000"
412,T394,T394,Kevin Johnson,1,"$5,000"
413,T394,T394,J.J. Killeen,1,"$5,000"
414,T394,T394,John Kimbell,1,"$5,000"
415,T394,T394,Jeff Klauk,1,"$5,000"
416,T394,T394,D.H. Lee,2,"$5,000"
417,T394,T394,Spencer Levin,3,"$5,000"
418,T394,T394,David Mathis,1,"$5,000"
419,T394,T394,Tee McCabe,1,"$5,000"
420,T394,T394,David McKenzie,1,"$5,000"
421,T394,T394,Garth Mulroy,1,"$5,000"
422,T394,T394,Chris Nallen,1,"$5,000"
423,T394,T394,Garrett Osborn,1,"$5,000"
424,T394,T394,Scott Parel,2,"$5,000"
425,T394,T394,Rick Price,1,"$5,000"
426,T394,T394,Geoffrey Sisk,2,"$5,000"
427,T394,T394,Peter Tomasulo,1,"$5,000"
