,GIR_Percentage_from_Other_than_Fairway_RANK THIS WEEK,GIR_Percentage_from_Other_than_Fairway_RANK LAST WEEK,GIR_Percentage_from_Other_than_Fairway_PLAYER NAME,GIR_Percentage_from_Other_than_Fairway_ROUNDS,GIR_Percentage_from_Other_than_Fairway_%,GIR_Percentage_from_Other_than_Fairway_GREENS HIT,GIR_Percentage_from_Other_than_Fairway_# OF HOLES
116,117,,Kyle Reifers,96,50.0,214,428
117,118,,Mark Hubbard,81,49.88,204,409
118,119,,Ben Crane,86,49.86,176,353
119,120,,Patton Kizzire,84,49.8,251,504
120,121,,Gonzalo Fernandez-Castaño,63,49.73,182,366
121,122,,Ryan Blaum,100,49.71,260,523
122,123,,Danny Lee,93,49.68,230,463
123,124,,Chad Campbell,97,49.55,220,444
124,125,,Byeong Hun An,77,49.53,209,422
125,126,,Troy Merritt,82,49.38,200,405
126,127,,Grayson Murray,94,49.37,273,553
127,128,,Nicholas Lindheim,58,49.27,169,343
128,129,,Mackenzie Hughes,106,49.24,290,589
129,T130,,Aaron Baddeley,61,49.21,188,382
130,T130,,Michael Kim,94,49.21,249,506
131,132,,Ken Duke,77,49.2,153,311
132,133,,Matt Kuchar,95,49.18,209,425
133,134,,Francesco Molinari,75,48.99,145,296
134,135,,Cody Gribble,79,48.98,239,488
135,136,,Kevin Streelman,90,48.92,204,417
136,137,,Jonas Blixt,74,48.84,190,389
137,138,,Marc Leishman,94,48.82,249,510
138,139,,Brandt Snedeker,53,48.78,120,246
139,140,,Andrew Loupe,55,48.72,191,392
140,141,,Emiliano Grillo,90,48.67,201,413
141,142,,Miguel Angel Carballo,63,48.62,141,290
142,143,,Rod Pampling,71,48.59,189,389
143,144,,Sebastián Muñoz,51,48.4,151,312
144,145,,Brooks Koepka,88,48.36,236,488
145,146,,Patrick Reed,107,48.29,282,584
146,147,,Rafa Cabrera Bello,63,48.23,150,311
147,148,,J.B. Holmes,83,48.22,244,506
148,149,,Bryce Molder,74,48.17,211,438
149,150,,Brian Gay,82,48.14,181,376
150,151,,Mark Anderson,54,48.11,140,291
151,152,,Ben Martin,86,48.0,192,400
152,153,,Brian Stuard,93,47.79,162,339
153,154,,Billy Hurley III,80,47.74,211,442
154,155,,Alex Cejka,85,47.73,168,352
155,156,,Daniel Summerhays,100,47.55,223,469
156,157,,Jonathan Randolph,68,47.4,146,308
157,158,,Si Woo Kim,80,47.38,208,439
158,T159,,Whee Kim,74,47.24,205,434
159,T159,,Kevin Kisner,105,47.24,205,434
160,161,,Russell Knox,75,47.13,148,314
161,162,,K.J. Choi,72,46.95,146,311
162,163,,Phil Mickelson,85,46.92,236,503
163,164,,Spencer Levin,89,46.86,179,382
164,T165,,Dominic Bozzelli,69,46.82,184,393
165,T165,,Bubba Watson,71,46.82,162,346
166,167,,Zac Blair,105,46.78,196,419
167,168,,Greg Chalmers,75,46.75,187,400
168,169,,Tim Wilkinson,64,46.57,129,277
169,170,,Camilo Villegas,76,46.52,214,460
170,171,,Matt Every,76,46.43,234,504
171,172,,Wesley Bryan,95,46.27,242,523
172,173,,Luke Donald,50,46.05,134,291
173,174,,Chad Collins,66,46.02,162,352
174,175,,Brad Fritsch,56,45.74,145,317
175,176,,Derek Fathauer,81,45.71,213,466
176,177,,Zach Johnson,81,45.61,156,342
177,178,,Kelly Kraft,75,45.06,178,395
178,179,,Søren Kjeldsen,58,44.76,94,210
179,180,,David Hearn,93,44.42,175,394
180,181,,Brian Harman,104,44.01,224,509
181,182,,Jason Bohn,75,43.89,158,360
182,183,,Steve Wheatcroft,51,43.75,91,208
183,184,,Ernie Els,52,43.61,133,305
184,185,,Jimmy Walker,68,43.47,183,421
185,186,,Brett Stegmaier,78,43.2,162,375
186,187,,Carl Pettersson,63,42.42,168,396
187,188,,Graeme McDowell,56,42.24,98,232
188,189,,Steven Bowditch,59,41.05,172,419
189,190,,Jim Furyk,54,40.84,78,191
