,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
50,T46,,Troy Merritt,82,14
51,T46,,Carl Pettersson,63,14
52,T46,,D.A. Points,68,14
53,T54,,Steven Alker,69,13
54,T54,,Daniel Berger,91,13
55,T54,,Jonas Blixt,74,13
56,T54,,Steven Bowditch,59,13
57,T54,,Ryan Brehm,83,13
58,T54,,Paul Casey,94,13
59,T54,,Greg Chalmers,75,13
60,T54,,Ben Crane,86,13
61,T54,,Andres Gonzales,73,13
62,T54,,Matt Jones,64,13
63,T54,,Matt Kuchar,95,13
64,T54,,David Lingmerth,79,13
65,T54,,Ben Martin,86,13
66,T54,,Sean O'Hair,84,13
67,T54,,Scott Piercy,70,13
68,T54,,Cameron Smith,86,13
69,T54,,Jordan Spieth,85,13
70,T54,,Daniel Summerhays,100,13
71,T54,,Cameron Tringale,89,13
72,T54,,Nick Watney,75,13
73,T74,,Rafa Cabrera Bello,63,12
74,T74,,Bud Cauley,92,12
75,T74,,Tony Finau,106,12
76,T74,,Brad Fritsch,56,12
77,T74,,Billy Horschel,88,12
78,T74,,Anirban Lahiri,72,12
79,T74,,Bryce Molder,74,12
80,T74,,Sebastián Muñoz,51,12
81,T74,,Pat Perez,93,12
82,T74,,Kyle Reifers,96,12
83,T74,,J.J. Spaun,92,12
84,T74,,Kyle Stanley,104,12
85,T74,,Kevin Tway,96,12
86,T87,,Jason Bohn,75,11
87,T87,,Kevin Chappell,95,11
88,T87,,Derek Fathauer,81,11
89,T87,,Retief Goosen,52,11
90,T87,,Sung Kang,104,11
91,T87,,Chris Kirk,89,11
92,T87,,Xander Schauffele,96,11
93,T87,,Tyrone Van Aswegen,105,11
94,T87,,Jhonattan Vegas,95,11
95,T96,,Mark Anderson,54,10
96,T96,,Blayne Barber,77,10
97,T96,,Ryan Blaum,100,10
98,T96,,Graham DeLaet,82,10
99,T96,,Lucas Glover,93,10
100,T96,,Brooks Koepka,88,10
101,T96,,Ryan Moore,82,10
102,T96,,Trey Mullinax,88,10
103,T96,,Ryan Palmer,61,10
104,T96,,Rod Pampling,71,10
105,T96,,J.T. Poston,95,10
106,T96,,Ian Poulter,72,10
107,T96,,Tag Ridings,67,10
108,T96,,Brendan Steele,89,10
109,T96,,Shawn Stefani,72,10
110,T96,,Kevin Streelman,90,10
111,T96,,Justin Thomas,86,10
112,T96,,Camilo Villegas,76,10
113,T96,,Tim Wilkinson,64,10
114,T96,,Gary Woodland,94,10
115,T116,,Ken Duke,77,9
116,T116,,Martin Flores,88,9
117,T116,,Emiliano Grillo,90,9
118,T116,,Adam Hadwin,98,9
119,T116,,Mark Hubbard,81,9
120,T116,,Si Woo Kim,80,9
121,T116,,Patton Kizzire,84,9
122,T116,,Russell Knox,75,9
123,T116,,Hideki Matsuyama,83,9
124,T116,,Graeme McDowell,56,9
125,T116,,Geoff Ogilvy,80,9
126,T116,,Rory Sabbatini,71,9
127,T116,,Sam Saunders,76,9
128,T116,,Ollie Schniederjans,92,9
129,T116,,Brandt Snedeker,53,9
130,T116,,Brett Stegmaier,78,9
131,T116,,Chris Stroud,67,9
132,T116,,Hudson Swafford,94,9
133,T116,,Johnson Wagner,71,9
134,T135,,Ryan Armour,63,8
135,T135,,Miguel Angel Carballo,63,8
136,T135,,Chad Collins,66,8
137,T135,,Brett Drewitt,57,8
138,T135,,Jason Dufner,89,8
139,T135,,Julián Etulain,68,8
140,T135,,Gonzalo Fernandez-Castaño,63,8
141,T135,,Robert Garrigus,78,8
142,T135,,J.J. Henry,92,8
143,T135,,Jim Herman,77,8
144,T135,,Charles Howell III,86,8
145,T135,,Ryo Ishikawa,56,8
146,T135,,Michael Kim,94,8
147,T135,,Kelly Kraft,75,8
148,T135,,Rick Lamb,54,8
149,T135,,Andrew Loupe,55,8
150,T135,,Rory McIlroy,51,8
151,T135,,Louis Oosthuizen,69,8
152,T135,,Patrick Rodgers,76,8
153,T135,,Robert Streb,98,8
154,T135,,Michael Thompson,60,8
155,T135,,Richy Werenski,81,8
156,T157,,Byeong Hun An,77,7
157,T157,,Aaron Baddeley,61,7
158,T157,,Rickie Fowler,78,7
159,T157,,Sergio Garcia,65,7
160,T157,,Zach Johnson,81,7
161,T157,,Søren Kjeldsen,58,7
162,T157,,Spencer Levin,89,7
163,T157,,Shane Lowry,52,7
164,T157,,Charl Schwartzel,63,7
165,T157,,Brian Stuard,93,7
166,T157,,Steve Wheatcroft,51,7
167,T168,,Brian Campbell,55,6
168,T168,,Roberto Castro,70,6
169,T168,,Fabián Gómez,61,6
170,T168,,Tom Hoge,54,6
171,T168,,Dustin Johnson,77,6
172,T168,,Smylie Kaufman,76,6
173,T168,,Adam Scott,58,6
174,T175,,Patrick Cantlay,52,5
175,T175,,Alex Cejka,85,5
176,T175,,Luke Donald,50,5
177,T175,,Jim Furyk,54,5
178,T175,,Hunter Mahan,73,5
179,T175,,William McGirt,89,5
180,T175,,C.T. Pan,88,5
181,T175,,Cameron Percy,71,5
182,T175,,Jimmy Walker,68,5
183,T175,,Bubba Watson,71,5
184,T185,,Ernie Els,52,4
185,T185,,Branden Grace,70,4
186,T185,,Jason Kokrak,95,4
187,T185,,Vaughn Taylor,90,4
188,189,,Nicholas Lindheim,58,3
189,190,,K.J. Choi,72,2
