,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
72,T73,,Kelly Kraft,75,"44' 1""",134,5912.5830000000005,+24.00
73,T73,,Jimmy Walker,68,"44' 1""",123,5427.3330000000005,+26.00
74,T75,,Steven Bowditch,59,"44' 2""",95,4193.0,+22.00
75,T75,,Ryan Brehm,83,"44' 2""",125,5523.5,+9.00
76,T75,,Lucas Glover,93,"44' 2""",140,6182.9169999999995,+12.00
77,T75,,Adam Hadwin,98,"44' 2""",109,4816.167,+9.00
78,T75,,Kyle Reifers,96,"44' 2""",110,4854.083,+12.00
79,80,,Ryan Armour,63,"44' 3""",82,3629.917,+12.00
80,T81,,Stewart Cink,93,"44' 4""",148,6559.9169999999995,+16.00
81,T81,,James Hahn,96,"44' 4""",138,6112.6669999999995,-1.00
82,T81,,Sung Kang,104,"44' 4""",167,7402.5830000000005,+28.00
83,T81,,Cameron Percy,71,"44' 4""",113,5008.25,+20.00
84,T85,,Retief Goosen,52,"44' 5""",89,3954.417,+16.00
85,T85,,Brian Stuard,93,"44' 5""",66,2930.417,+9.00
86,T85,,Daniel Summerhays,100,"44' 5""",145,6437.6669999999995,+15.00
87,T88,,Patrick Cantlay,52,"44' 6""",94,4180.0,+11.00
88,T88,,Nick Taylor,97,"44' 6""",166,7387.9169999999995,+15.00
89,90,,Brendan Steele,89,"44' 7""",126,5620.9169999999995,+13.00
90,T91,,Keegan Bradley,104,"44' 8""",138,6166.75,+25.00
91,T91,,Bryson DeChambeau,91,"44' 8""",145,6470.8330000000005,+26.00
92,T93,,Alex Cejka,85,"44' 9""",100,4471.583,+15.00
93,T93,,Kevin Chappell,95,"44' 9""",135,6046.5830000000005,+11.00
94,T93,,Branden Grace,70,"44' 9""",91,4074.833,+2.00
95,T93,,Tom Hoge,54,"44' 9""",91,4074.0,+22.00
96,T93,,Martin Laird,83,"44' 9""",115,5142.333,+16.00
97,98,,Shane Lowry,52,"44' 10""",55,2466.167,+7.00
98,T99,,Ryan Blaum,100,"44' 11""",174,7816.25,+27.00
99,T99,,Jason Bohn,75,"44' 11""",134,6020.5,+22.00
100,T99,,Kevin Na,86,"44' 11""",112,5027.0,+7.00
101,T102,,Roberto Castro,70,"45' 0""",86,3872.167,+9.00
102,T102,,Chad Collins,66,"45' 0""",105,4724.333,+20.00
103,T104,,Paul Casey,94,"45' 1""",106,4782.583,+13.00
104,T104,,Anirban Lahiri,72,"45' 1""",121,5450.75,+21.00
105,T104,,Sebastián Muñoz,51,"45' 1""",82,3695.25,+5.00
106,T104,,Robert Streb,98,"45' 1""",135,6090.0,+21.00
107,108,,J.J. Spaun,92,"45' 3""",134,6062.75,+18.00
108,109,,Andres Gonzales,73,"45' 4""",146,6621.25,+8.00
109,110,,Cameron Smith,86,"45' 5""",150,6808.5,+18.00
110,T111,,Jason Kokrak,95,"45' 6""",134,6101.75,+11.00
111,T111,,Peter Malnati,91,"45' 6""",146,6645.5830000000005,+14.00
112,T113,,Zac Blair,105,"45' 8""",142,6480.9169999999995,+6.00
113,T113,,Mackenzie Hughes,106,"45' 8""",206,9413.583,+17.00
114,T113,,Danny Lee,93,"45' 8""",130,5932.75,+22.00
115,T113,,Cameron Tringale,89,"45' 8""",116,5301.75,+25.00
116,T117,,Michael Thompson,60,"45' 9""",83,3798.25,+14.00
117,T117,,Tim Wilkinson,64,"45' 9""",80,3657.25,+2.00
118,119,,Rory McIlroy,51,"45' 11""",65,2986.167,+10.00
119,120,,J.J. Henry,92,"46' 1""",130,5985.4169999999995,+32.00
120,121,,Kevin Streelman,90,"46' 2""",132,6089.0,+9.00
121,T122,,Daniel Berger,91,"46' 4""",143,6620.8330000000005,+15.00
122,T122,,Geoff Ogilvy,80,"46' 4""",133,6164.5,+18.00
123,T124,,Cody Gribble,79,"46' 5""",136,6309.3330000000005,+30.00
124,T124,,John Huh,92,"46' 5""",133,6168.3330000000005,+13.00
125,T124,,Chris Stroud,67,"46' 5""",94,4363.167,+19.00
126,T127,,Brian Campbell,55,"46' 6""",89,4137.333,+9.00
127,T127,,K.J. Choi,72,"46' 6""",87,4048.75,+17.00
128,T127,,Jim Furyk,54,"46' 6""",62,2881.833,+5.00
129,T130,,Brad Fritsch,56,"46' 7""",118,5497.5830000000005,+21.00
130,T130,,J.B. Holmes,83,"46' 7""",135,6294.25,+12.00
131,T130,,Rick Lamb,54,"46' 7""",73,3400.75,+21.00
132,133,,Si Woo Kim,80,"46' 8""",114,5322.0830000000005,+24.00
133,T134,,Sam Saunders,76,"46' 10""",124,5804.75,+16.00
134,T134,,Brett Stegmaier,78,"46' 10""",103,4826.417,+33.00
135,T136,,Wesley Bryan,95,"46' 11""",126,5912.6669999999995,+25.00
136,T136,,Chris Kirk,89,"46' 11""",137,6422.4169999999995,+26.00
137,T136,,Patrick Rodgers,76,"46' 11""",145,6807.4169999999995,+19.00
138,T136,,Vaughn Taylor,90,"46' 11""",95,4454.083,+13.00
139,140,,Matt Kuchar,95,"47' 0""",106,4979.75,+16.00
140,T141,,Byeong Hun An,77,"47' 1""",102,4800.167,+25.00
141,T141,,Hunter Mahan,73,"47' 1""",118,5552.9169999999995,+13.00
142,T143,,Søren Kjeldsen,58,"47' 4""",56,2651.667,+18.00
143,T143,,Shawn Stefani,72,"47' 4""",113,5352.6669999999995,+21.00
144,T145,,Tony Finau,106,"47' 5""",183,8678.0,+8.00
145,T145,,Billy Hurley III,80,"47' 5""",92,4365.75,+16.00
146,147,,Brooks Koepka,88,"47' 7""",125,5952.0,+17.00
147,T148,,Spencer Levin,89,"47' 8""",94,4481.667,+12.00
148,T148,,Grayson Murray,94,"47' 8""",173,8249.583,+26.00
149,T150,,Derek Fathauer,81,"47' 9""",144,6878.3330000000005,+32.00
150,T150,,Charles Howell III,86,"47' 9""",159,7587.3330000000005,+18.00
151,T150,,Marc Leishman,94,"47' 9""",177,8452.083,+12.00
152,T150,,Graeme McDowell,56,"47' 9""",62,2961.667,+10.00
153,T154,,Ricky Barnes,100,"47' 10""",160,7652.5,+15.00
154,T154,,Chad Campbell,97,"47' 10""",136,6505.8330000000005,+19.00
155,T154,,Hudson Swafford,94,"47' 10""",133,6362.4169999999995,+18.00
156,157,,Kyle Stanley,104,"47' 11""",146,6993.0830000000005,+21.00
157,T158,,Brian Gay,82,"48' 0""",119,5712.5830000000005,+15.00
158,T158,,William McGirt,89,"48' 0""",101,4852.167,+29.00
159,T160,,Rafa Cabrera Bello,63,"48' 2""",85,4093.583,+5.00
160,T160,,Carl Pettersson,63,"48' 2""",95,4572.667,+26.00
161,162,,Matt Jones,64,"48' 3""",114,5502.0,+9.00
162,T163,,Gonzalo Fernandez-Castaño,63,"48' 4""",114,5508.9169999999995,+16.00
163,T163,,Patrick Reed,107,"48' 4""",148,7148.0,+24.00
164,T163,,Camilo Villegas,76,"48' 4""",129,6238.9169999999995,+20.00
165,T163,,Richy Werenski,81,"48' 4""",96,4642.0,+16.00
166,T167,,Scott Brown,95,"48' 5""",130,6292.5,+11.00
167,T167,,Jamie Lovemark,98,"48' 5""",159,7701.5830000000005,+2.00
168,T169,,Fabián Gómez,61,"48' 6""",116,5630.0,+11.00
169,T169,,Steve Wheatcroft,51,"48' 6""",56,2716.917,+4.00
170,T171,,Ernie Els,52,"48' 8""",77,3744.667,+13.00
171,T171,,Bryce Molder,74,"48' 8""",154,7493.1669999999995,+24.00
172,173,,Robert Garrigus,78,"48' 9""",105,5119.417,+17.00
173,174,,Julián Etulain,68,"48' 11""",97,4747.417,+10.00
174,T175,,Sean O'Hair,84,"49' 1""",110,5400.4169999999995,+9.00
175,T175,,Tag Ridings,67,"49' 1""",104,5100.333,+17.00
176,T175,,Harold Varner III,101,"49' 1""",160,7854.5830000000005,+23.00
177,178,,David Hearn,93,"49' 4""",131,6461.5,+31.00
178,179,,Seung-Yul Noh,91,"49' 7""",161,7988.5,+20.00
179,180,,Troy Merritt,82,"49' 9""",146,7269.5,+15.00
180,181,,Ian Poulter,72,"49' 10""",111,5532.6669999999995,+16.00
181,182,,Nicholas Lindheim,58,"50' 1""",128,6414.0,+24.00
182,183,,Russell Henley,99,"50' 3""",150,7536.1669999999995,+21.00
183,184,,Ben Crane,86,"50' 5""",131,6599.9169999999995,+31.00
184,185,,Russell Knox,75,"51' 1""",85,4343.833,+15.00
185,T186,,Matt Every,76,"51' 2""",112,5729.0,+17.00
186,T186,,C.T. Pan,88,"51' 2""",124,6344.9169999999995,+19.00
187,188,,Brian Harman,104,"51' 11""",144,7481.75,+20.00
188,189,,Rod Pampling,71,"53' 3""",150,7986.4169999999995,+21.00
189,190,,Kevin Kisner,105,"56' 3""",110,6185.75,+16.00
