,Birdie_or_Better_Percentage_-_Fairway_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Fairway_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Fairway_PLAYER NAME,Birdie_or_Better_Percentage_-_Fairway_ROUNDS,Birdie_or_Better_Percentage_-_Fairway_%,Birdie_or_Better_Percentage_-_Fairway_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Fairway_TOTAL HOLES
66,T67,,Billy Horschel,88,22.51,226,1004
67,T67,,Seung-Yul Noh,91,22.51,203,902
68,T67,,Tag Ridings,67,22.51,140,622
69,T70,,Russell Knox,75,22.49,161,716
70,T70,,Anirban Lahiri,72,22.49,168,747
71,72,,Sergio Garcia,65,22.48,118,525
72,73,,Andres Gonzales,73,22.45,156,695
73,74,,Michael Kim,94,22.4,243,1085
74,75,,Jamie Lovemark,98,22.37,208,930
75,76,,Kevin Kisner,105,22.34,225,1007
76,77,,Webb Simpson,102,22.33,243,1088
77,78,,Vaughn Taylor,90,22.29,236,1059
78,T79,,Mackenzie Hughes,106,22.28,272,1221
79,T79,,Nicholas Lindheim,58,22.28,123,552
80,T81,,Peter Malnati,91,22.21,217,977
81,T81,,Sean O'Hair,84,22.21,193,869
82,83,,Brandon Hagy,85,22.2,182,820
83,84,,Adam Scott,58,22.18,110,496
84,85,,Sung Kang,104,22.17,227,1024
85,86,,Ben Martin,86,22.15,212,957
86,87,,Billy Hurley III,80,22.12,200,904
87,T88,,Matt Jones,64,22.08,138,625
88,T88,,Harold Varner III,101,22.08,246,1114
89,90,,Morgan Hoffmann,92,22.05,230,1043
90,91,,Rick Lamb,54,22.04,110,499
91,92,,Danny Lee,93,22.02,220,999
92,93,,Bubba Watson,71,22.0,141,641
93,94,,Martin Laird,83,21.92,201,917
94,T95,,Emiliano Grillo,90,21.88,191,873
95,T95,,Louis Oosthuizen,69,21.88,133,608
96,T95,,Scott Stallings,81,21.88,189,864
97,98,,Cody Gribble,79,21.85,184,842
98,99,,Trey Mullinax,88,21.84,171,783
99,100,,Pat Perez,93,21.8,199,913
100,101,,Chris Kirk,89,21.76,200,919
101,102,,Chez Reavie,98,21.72,243,1119
102,103,,Bud Cauley,92,21.69,223,1028
103,T104,,Patrick Cantlay,52,21.62,131,606
104,T104,,Charles Howell III,86,21.62,182,842
105,106,,Adam Hadwin,98,21.61,215,995
106,107,,Ryan Moore,82,21.57,195,904
107,108,,Chris Stroud,67,21.54,137,636
108,109,,Daniel Summerhays,100,21.48,218,1015
109,T110,,Harris English,84,21.41,170,794
110,T110,,Cameron Tringale,89,21.41,176,822
111,112,,Shawn Stefani,72,21.4,165,771
112,113,,Hudson Swafford,94,21.35,215,1007
113,114,,Byeong Hun An,77,21.34,147,689
114,115,,Charl Schwartzel,63,21.26,118,555
115,T116,,Zach Johnson,81,21.25,184,866
116,T116,,Cameron Percy,71,21.25,150,706
117,118,,Rafa Cabrera Bello,63,21.2,113,533
118,T119,,Steven Alker,69,21.19,153,722
119,T119,,Ryan Brehm,83,21.19,149,703
120,121,,Jonathan Randolph,68,21.18,129,609
121,122,,Julián Etulain,68,21.16,139,657
122,123,,Carl Pettersson,63,21.1,134,635
123,124,,Gonzalo Fernandez-Castaño,63,21.06,111,527
124,125,,Richy Werenski,81,21.04,178,846
125,126,,Kelly Kraft,75,21.01,175,833
126,T127,,Brian Gay,82,20.9,196,938
127,T127,,Søren Kjeldsen,58,20.9,98,469
128,129,,Retief Goosen,52,20.78,106,510
129,130,,Greg Chalmers,75,20.65,178,862
130,131,,Jason Kokrak,95,20.64,206,998
131,132,,William McGirt,89,20.63,197,955
132,133,,Fabián Gómez,61,20.58,134,651
133,134,,Ian Poulter,72,20.52,149,726
134,135,,Steve Wheatcroft,51,20.48,111,542
135,136,,Nick Watney,75,20.45,164,802
136,T137,,Ryan Armour,63,20.37,145,712
137,T137,,Jim Herman,77,20.37,188,923
138,139,,Bill Haas,92,20.34,179,880
139,140,,Scott Brown,95,20.31,209,1029
140,141,,Tyrone Van Aswegen,105,20.28,214,1055
141,142,,Chad Campbell,97,20.26,235,1160
142,143,,Nick Taylor,97,20.22,217,1073
143,144,,Ben Crane,86,20.19,189,936
144,145,,Brett Drewitt,57,20.18,110,545
145,146,,Whee Kim,74,20.08,142,707
146,147,,Tim Wilkinson,64,20.03,123,614
147,148,,Boo Weekley,75,19.98,173,866
148,149,,Ernie Els,52,19.95,84,421
149,150,,Jim Furyk,54,19.86,114,574
150,T151,,Martin Flores,88,19.85,158,796
151,T151,,Brian Stuard,93,19.85,190,957
152,153,,Johnson Wagner,71,19.84,148,746
153,154,,D.A. Points,68,19.77,155,784
154,155,,Rod Pampling,71,19.72,167,847
155,156,,Ricky Barnes,100,19.7,185,939
156,157,,J.J. Spaun,92,19.69,191,970
157,158,,Ryan Palmer,61,19.61,110,561
158,159,,Chad Collins,66,19.6,137,699
159,160,,Robert Streb,98,19.55,208,1064
160,161,,Kevin Streelman,90,19.52,205,1050
161,T162,,Mark Anderson,54,19.51,103,528
162,T162,,Michael Thompson,60,19.51,111,569
163,164,,James Hahn,96,19.48,209,1073
164,165,,Aaron Baddeley,61,19.43,109,561
165,166,,Luke Donald,50,19.38,107,552
166,167,,C.T. Pan,88,19.2,188,979
167,168,,Branden Grace,70,19.14,103,538
168,169,,Ken Duke,77,19.12,156,816
169,170,,David Hearn,93,18.96,186,981
170,171,,John Huh,92,18.94,190,1003
171,172,,K.J. Choi,72,18.88,138,731
172,173,,Andrew Loupe,55,18.87,100,530
173,T174,,Ryo Ishikawa,56,18.78,92,490
174,T174,,Spencer Levin,89,18.78,175,932
175,176,,Patrick Rodgers,76,18.75,147,784
176,177,,Brett Stegmaier,78,18.62,143,768
177,178,,Geoff Ogilvy,80,18.61,163,876
178,T179,,Alex Cejka,85,18.6,157,844
179,T179,,Kyle Reifers,96,18.6,186,1000
180,181,,Zac Blair,105,18.57,208,1120
181,182,,Mark Hubbard,81,18.5,143,773
182,183,,Hunter Mahan,73,18.45,143,775
183,184,,Bryce Molder,74,18.14,148,816
184,185,,Si Woo Kim,80,18.13,122,673
185,186,,Miguel Angel Carballo,63,17.93,97,541
186,187,,J.J. Henry,92,17.52,174,993
187,188,,Roberto Castro,70,16.67,120,720
188,189,,Jason Bohn,75,16.11,130,807
189,190,,Steven Bowditch,59,15.94,80,502
