,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
58,T59,,Keegan Bradley,104,"30' 6""",1179,35937.833,-150.0
59,T59,,Matt Every,76,"30' 6""",706,21546.917,-14.0
60,T59,,Luke List,102,"30' 6""",1039,31718.417,-90.0
61,T59,,Jon Rahm,90,"30' 6""",800,24389.167,-114.0
62,T63,,Graham DeLaet,82,"30' 7""",966,29558.583,-95.0
63,T63,,Jason Dufner,89,"30' 7""",954,29196.667,-96.0
64,T65,,Kevin Chappell,95,"30' 8""",847,25951.5,-63.0
65,T65,,Emiliano Grillo,90,"30' 8""",873,26797.583,-58.0
66,T65,,Ryo Ishikawa,56,"30' 8""",490,15036.833,-21.0
67,T65,,Michael Kim,94,"30' 8""",1085,33296.833,-92.0
68,T65,,Shane Lowry,52,"30' 8""",464,14225.667,-44.0
69,T65,,Seamus Power,86,"30' 8""",815,24991.417,-80.0
70,T65,,Kevin Streelman,90,"30' 8""",1050,32181.917,-73.0
71,T65,,Jimmy Walker,68,"30' 8""",587,18012.417,-60.0
72,T73,,Paul Casey,94,"30' 9""",903,27749.0,-110.0
73,T73,,Lucas Glover,93,"30' 9""",1133,34806.167,-129.0
74,T73,,Cameron Smith,86,"30' 9""",874,26904.5,-117.0
75,T76,,Jason Day,71,"30' 10""",630,19444.583,-99.0
76,T76,,Derek Fathauer,81,"30' 10""",781,24074.083,-59.0
77,T76,,Tony Finau,106,"30' 10""",1121,34560.083,-151.0
78,T76,,Billy Hurley III,80,"30' 10""",904,27852.083,-58.0
79,T80,,Alex Cejka,85,"30' 11""",844,26076.583,-42.0
80,T80,,Martin Flores,88,"30' 11""",796,24632.167,-57.0
81,T80,,Branden Grace,70,"30' 11""",538,16633.75,-37.0
82,T80,,Zach Johnson,81,"30' 11""",866,26761.25,-84.0
83,T80,,Brendan Steele,89,"30' 11""",874,27010.083,-103.0
84,T85,,Bryson DeChambeau,91,"31' 0""",905,28049.5,-92.0
85,T85,,Julián Etulain,68,"31' 0""",657,20365.417,-40.0
86,T85,,Rory McIlroy,51,"31' 0""",407,12622.417,-41.0
87,T85,,Sebastián Muñoz,51,"31' 0""",465,14404.667,-46.0
88,T85,,Cameron Percy,71,"31' 0""",706,21874.333,-54.0
89,T85,,Justin Rose,66,"31' 0""",649,20111.833,-90.0
90,T91,,Brian Gay,82,"31' 1""",938,29162.417,-80.0
91,T91,,Mark Hubbard,81,"31' 1""",773,24002.25,-41.0
92,T91,,Anirban Lahiri,72,"31' 1""",747,23233.583,-37.0
93,T94,,Ricky Barnes,100,"31' 2""",939,29238.583,-64.0
94,T94,,Bud Cauley,92,"31' 2""",1028,32051.667,-92.0
95,T94,,Adam Hadwin,98,"31' 2""",995,30995.333,-93.0
96,T94,,Phil Mickelson,85,"31' 2""",839,26119.083,-124.0
97,T94,,Tim Wilkinson,64,"31' 2""",614,19132.667,-44.0
98,T99,,Jason Bohn,75,"31' 3""",807,25248.167,-18.0
99,T99,,Danny Lee,93,"31' 3""",999,31186.25,-92.0
100,T99,,Marc Leishman,94,"31' 3""",842,26337.167,-122.0
101,T102,,Ryan Brehm,83,"31' 4""",703,22003.667,-46.0
102,T102,,Brian Campbell,55,"31' 4""",524,16418.5,-51.0
103,T102,,Russell Henley,99,"31' 4""",1079,33820.917,-138.0
104,T102,,Ryan Moore,82,"31' 4""",904,28295.417,-75.0
105,T102,,Sam Saunders,76,"31' 4""",816,25593.25,-62.0
106,T107,,Mark Anderson,54,"31' 5""",528,16607.25,-37.0
107,T107,,Andrew Loupe,55,"31' 5""",530,16634.583,5.0
108,T107,,Francesco Molinari,75,"31' 5""",790,24823.583,-105.0
109,T110,,Charley Hoffman,112,"31' 6""",1094,34476.0,-116.0
110,T110,,Kelly Kraft,75,"31' 6""",833,26235.333,-40.0
111,T110,,Peter Malnati,91,"31' 6""",977,30784.833,-79.0
112,T110,,Seung-Yul Noh,91,"31' 6""",902,28445.333,-87.0
113,T110,,D.A. Points,68,"31' 6""",784,24670.417,-17.0
114,T110,,Adam Scott,58,"31' 6""",496,15631.833,-44.0
115,116,,Whee Kim,74,"31' 7""",707,22358.583,-39.0
116,T117,,Dominic Bozzelli,69,"31' 8""",672,21256.25,-39.0
117,T117,,Ken Duke,77,"31' 8""",816,25866.25,-33.0
118,T117,,Graeme McDowell,56,"31' 8""",674,21367.833,-63.0
119,T120,,Roberto Castro,70,"31' 9""",720,22855.0,-8.0
120,T120,,Brian Harman,104,"31' 9""",1060,33682.75,-119.0
121,T120,,J.J. Henry,92,"31' 9""",993,31548.667,-64.0
122,T120,,Sung Kang,104,"31' 9""",1024,32504.0,-77.0
123,T120,,Xander Schauffele,96,"31' 9""",880,27947.167,-89.0
124,T125,,Charles Howell III,86,"31' 10""",842,26782.083,-82.0
125,T125,,Matt Kuchar,95,"31' 10""",1004,31953.25,-113.0
126,T125,,Chris Stroud,67,"31' 10""",636,20261.833,-34.0
127,T125,,Bubba Watson,71,"31' 10""",641,20394.333,-57.0
128,T129,,Harris English,84,"31' 11""",794,25339.5,-48.0
129,T129,,Kevin Tway,96,"31' 11""",863,27517.167,-83.0
130,T131,,Zac Blair,105,"32' 0""",1120,35799.75,-59.0
131,T131,,Bill Haas,92,"32' 0""",880,28148.833,-80.0
132,T131,,J.J. Spaun,92,"32' 0""",970,31055.833,-55.0
133,T134,,Patrick Cantlay,52,"32' 1""",606,19448.667,-62.0
134,T134,,Jason Kokrak,95,"32' 1""",998,31994.333,-41.0
135,T136,,Scott Brown,95,"32' 2""",1029,33113.25,-60.0
136,T136,,Billy Horschel,88,"32' 2""",1004,32301.833,-81.0
137,T138,,Byeong Hun An,77,"32' 3""",689,22212.583,-44.0
138,T138,,John Huh,92,"32' 3""",1003,32343.667,-61.0
139,T138,,Martin Laird,83,"32' 3""",917,29594.5,-87.0
140,T138,,Carl Pettersson,63,"32' 3""",635,20467.583,-29.0
141,T142,,Ryan Blaum,100,"32' 4""",1038,33571.5,-97.0
142,T142,,Rafa Cabrera Bello,63,"32' 4""",533,17225.5,-24.0
143,T142,,Søren Kjeldsen,58,"32' 4""",469,15177.917,-22.0
144,T142,,Sean O'Hair,84,"32' 4""",869,28094.167,-66.0
145,T146,,Miguel Angel Carballo,63,"32' 5""",541,17542.0,-19.0
146,T146,,K.J. Choi,72,"32' 5""",731,23681.167,-32.0
147,T146,,C.T. Pan,88,"32' 5""",979,31723.167,-67.0
148,T146,,Brandt Snedeker,53,"32' 5""",494,16018.583,-53.0
149,T146,,Cameron Tringale,89,"32' 5""",822,26653.5,-59.0
150,T151,,Chad Collins,66,"32' 6""",699,22736.083,-49.0
151,T151,,Brandon Hagy,85,"32' 6""",820,26676.417,-55.0
152,T151,,Louis Oosthuizen,69,"32' 6""",608,19760.333,-67.0
153,T151,,Jhonattan Vegas,95,"32' 6""",832,27021.25,-69.0
154,T155,,Ben Crane,86,"32' 7""",936,30535.167,-70.0
155,T155,,David Lingmerth,79,"32' 7""",848,27630.833,-58.0
156,T155,,Ian Poulter,72,"32' 7""",726,23669.5,-72.0
157,T158,,Jamie Lovemark,98,"32' 8""",930,30341.417,-81.0
158,T158,,Daniel Summerhays,100,"32' 8""",1015,33182.833,-76.0
159,T160,,Patrick Reed,107,"32' 9""",978,32026.917,-100.0
160,T160,,Robert Streb,98,"32' 9""",1064,34852.75,-58.0
161,T160,,Michael Thompson,60,"32' 9""",569,18635.083,-26.0
162,T163,,Gonzalo Fernandez-Castaño,63,"32' 10""",527,17311.5,-38.0
163,T163,,Geoff Ogilvy,80,"32' 10""",876,28797.167,-35.0
164,T163,,Jonathan Randolph,68,"32' 10""",609,20006.0,-41.0
165,T163,,Kyle Reifers,96,"32' 10""",1000,32795.917,-47.0
166,T163,,Charl Schwartzel,63,"32' 10""",555,18241.333,-36.0
167,T168,,James Hahn,96,"32' 11""",1073,35363.167,-64.0
168,T168,,William McGirt,89,"32' 11""",955,31448.417,-73.0
169,170,,Spencer Levin,89,"33' 0""",932,30763.5,-44.0
170,T171,,Jim Herman,77,"33' 1""",923,30557.083,-47.0
171,T171,,Patrick Rodgers,76,"33' 1""",784,25931.083,-19.0
172,T171,,Nick Taylor,97,"33' 1""",1073,35508.0,-60.0
173,T174,,Luke Donald,50,"33' 3""",552,18361.25,-27.0
174,T174,,Fabián Gómez,61,"33' 3""",651,21622.917,-41.0
175,T174,,Matt Jones,64,"33' 3""",625,20794.417,-47.0
176,177,,Bryce Molder,74,"33' 5""",816,27267.833,-14.0
177,178,,Steve Wheatcroft,51,"33' 6""",542,18139.583,-30.0
178,T179,,Cody Gribble,79,"33' 7""",842,28303.333,-45.0
179,T179,,Rod Pampling,71,"33' 7""",847,28424.917,-14.0
180,T181,,Morgan Hoffmann,92,"33' 8""",1043,35076.667,-68.0
181,T181,,Pat Perez,93,"33' 8""",913,30706.917,-98.0
182,183,,Mackenzie Hughes,106,"33' 9""",1221,41196.0,-97.0
183,T184,,Jonas Blixt,74,"33' 11""",750,25431.167,-65.0
184,T184,,Si Woo Kim,80,"33' 11""",673,22846.583,-10.0
185,186,,Ernie Els,52,"34' 3""",421,14436.583,-5.0
186,187,,Greg Chalmers,75,"34' 4""",862,29594.417,-36.0
187,188,,Aaron Baddeley,61,"34' 8""",561,19455.667,-30.0
188,189,,Steven Bowditch,59,"35' 9""",502,17967.333,34.0
189,190,,Hunter Mahan,73,"35' 10""",775,27746.167,-12.0
