,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
88,89,,Hideki Matsuyama,83,23.04,44,191
89,T90,,Aaron Baddeley,61,23.03,38,165
90,T90,,Chris Stroud,67,23.03,38,165
91,T92,,Whee Kim,74,22.93,47,205
92,T92,,Brandt Snedeker,53,22.93,36,157
93,94,,Jhonattan Vegas,95,22.77,51,224
94,95,,Charles Howell III,86,22.76,61,268
95,T96,,Rafa Cabrera Bello,63,22.7,32,141
96,T96,,Charley Hoffman,112,22.7,79,348
97,98,,C.T. Pan,88,22.63,55,243
98,99,,Tag Ridings,67,22.58,49,217
99,100,,Anirban Lahiri,72,22.57,51,226
100,101,,Nick Taylor,97,22.56,74,328
101,102,,Greg Chalmers,75,22.53,66,293
102,T103,,Brian Harman,104,22.5,72,320
103,T103,,Bryce Molder,74,22.5,54,240
104,105,,Russell Knox,75,22.46,42,187
105,106,,Scott Brown,95,22.36,55,246
106,107,,Lucas Glover,93,22.34,65,291
107,108,,Ollie Schniederjans,92,22.32,73,327
108,T109,,John Huh,92,22.16,41,185
109,T109,,Justin Rose,66,22.16,37,167
110,111,,Patrick Cantlay,52,22.15,35,158
111,112,,Rory Sabbatini,71,22.11,44,199
112,113,,Shawn Stefani,72,22.07,47,213
113,114,,Cameron Percy,71,21.97,49,223
114,115,,Si Woo Kim,80,21.86,54,247
115,116,,K.J. Choi,72,21.84,45,206
116,117,,Byeong Hun An,77,21.61,43,199
117,118,,Brian Gay,82,21.56,58,269
118,119,,Kevin Chappell,95,21.51,57,265
119,120,,Ben Crane,86,21.46,47,219
120,121,,Matt Every,76,21.4,55,257
121,122,,Ernie Els,52,21.37,25,117
122,123,,Jason Bohn,75,21.24,48,226
123,124,,Shane Lowry,52,21.19,25,118
124,125,,Ryan Palmer,61,21.16,40,189
125,126,,Jimmy Walker,68,21.13,41,194
126,127,,Luke Donald,50,21.09,31,147
127,128,,Kevin Na,86,21.05,40,190
128,129,,Jim Herman,77,21.0,46,219
129,T130,,Andres Gonzales,73,20.99,51,243
130,T130,,Patrick Rodgers,76,20.99,55,262
131,132,,Brad Fritsch,56,20.96,35,167
132,133,,Hudson Swafford,94,20.95,62,296
133,134,,Danny Lee,93,20.94,49,234
134,135,,James Hahn,96,20.85,59,283
135,136,,Scott Stallings,81,20.83,65,312
136,137,,Hunter Mahan,73,20.75,44,212
137,138,,Billy Horschel,88,20.73,57,275
138,139,,Trey Mullinax,88,20.7,59,285
139,140,,Geoff Ogilvy,80,20.68,49,237
140,141,,Tyrone Van Aswegen,105,20.64,58,281
141,142,,Emiliano Grillo,90,20.56,44,214
142,143,,Boo Weekley,75,20.52,47,229
143,T144,,Dominic Bozzelli,69,20.5,49,239
144,T144,,Martin Laird,83,20.5,49,239
145,146,,Tony Finau,106,20.48,68,332
146,147,,Brandon Hagy,85,20.34,60,295
147,148,,Kevin Tway,96,20.31,66,325
148,149,,Luke List,102,20.26,62,306
149,150,,Zac Blair,105,20.07,56,279
150,T151,,Jason Kokrak,95,20.0,56,280
151,T151,,Rick Lamb,54,20.0,32,160
152,T151,,Charl Schwartzel,63,20.0,28,140
153,154,,Richy Werenski,81,19.81,42,212
154,155,,Robert Streb,98,19.79,57,288
155,156,,Rory McIlroy,51,19.72,28,142
156,157,,Mark Anderson,54,19.65,34,173
157,158,,Steve Wheatcroft,51,19.55,26,133
158,159,,Bill Haas,92,19.53,42,215
159,160,,Martin Flores,88,19.41,59,304
160,161,,Brian Stuard,93,19.37,43,222
161,162,,William McGirt,89,19.33,46,238
162,163,,Carl Pettersson,63,19.27,37,192
163,164,,Retief Goosen,52,19.23,30,156
164,165,,Seung-Yul Noh,91,19.2,53,276
165,166,,Nick Watney,75,19.03,51,268
166,167,,David Hearn,93,18.9,48,254
167,168,,Kevin Streelman,90,18.89,58,307
168,169,,Kyle Reifers,96,18.87,50,265
169,T170,,Graham DeLaet,82,18.8,47,250
170,T170,,Daniel Summerhays,100,18.8,47,250
171,172,,Jonathan Randolph,68,18.63,30,161
172,173,,Mark Hubbard,81,18.58,34,183
173,174,,Nicholas Lindheim,58,18.52,30,162
174,T175,,Julián Etulain,68,18.45,38,206
175,T175,,Matt Jones,64,18.45,38,206
176,177,,D.A. Points,68,18.38,34,185
177,178,,Ryo Ishikawa,56,18.18,28,154
178,179,,Cameron Tringale,89,18.1,38,210
179,180,,J.J. Spaun,92,18.08,47,260
180,181,,Miguel Angel Carballo,63,17.74,33,186
181,182,,Harris English,84,17.72,42,237
182,183,,Ian Poulter,72,17.71,31,175
183,184,,Brett Stegmaier,78,17.43,42,241
184,185,,J.J. Henry,92,17.31,45,260
185,186,,Jonas Blixt,74,17.24,35,203
186,187,,Michael Thompson,60,15.63,25,160
187,188,,Cody Gribble,79,14.6,33,226
188,189,,Steven Bowditch,59,13.98,26,186
189,190,,Andrew Loupe,55,12.08,25,207
