,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
42,T40,,Retief Goosen,52,"35' 0""",25462.833,728,136
43,T40,,Kevin Kisner,105,"35' 0""",45607.917,1304,68
44,T40,,Ryan Palmer,61,"35' 0""",29280.917,836,89
45,T46,,Roberto Castro,70,"35' 1""",32495.25,926,136
46,T46,,Brian Gay,82,"35' 1""",43169.25,1230,145
47,T46,,Mark Hubbard,81,"35' 1""",38072.333,1084,105
48,T46,,Shane Lowry,52,"35' 1""",21223.667,605,32
49,T46,,Ollie Schniederjans,92,"35' 1""",50768.333,1446,83
50,51,,Paul Casey,94,"35' 2""",41945.333,1194,5
51,T52,,Alex Cejka,85,"35' 3""",38586.917,1095,67
52,T52,,Zach Johnson,81,"35' 3""",39868.75,1131,131
53,T52,,David Lingmerth,79,"35' 3""",40732.167,1156,161
54,T52,,D.A. Points,68,"35' 3""",36143.167,1025,58
55,T52,,Jon Rahm,90,"35' 3""",40273.75,1143,19
56,T52,,Tag Ridings,67,"35' 3""",31407.333,891,87
57,T52,,Justin Rose,66,"35' 3""",31829.333,903,24
58,T59,,Keegan Bradley,104,"35' 4""",54635.75,1547,18
59,T59,,Bud Cauley,92,"35' 4""",50585.0,1432,37
60,T59,,Chris Kirk,89,"35' 4""",43940.5,1244,61
61,T62,,Zac Blair,105,"35' 5""",51229.167,1445,122
62,T62,,Patton Kizzire,84,"35' 5""",45320.833,1279,147
63,T62,,Tim Wilkinson,64,"35' 5""",28892.0,815,133
64,T65,,Daniel Berger,91,"35' 6""",42497.5,1197,52
65,T65,,Peter Malnati,91,"35' 6""",46104.25,1299,168
66,T65,,Francesco Molinari,75,"35' 6""",36103.0,1017,45
67,T65,,Brett Stegmaier,78,"35' 6""",36559.917,1030,60
68,T69,,Kevin Streelman,90,"35' 7""",49363.25,1387,62
69,T69,,Chris Stroud,67,"35' 7""",30377.25,853,72
70,T69,,Harold Varner III,101,"35' 7""",54406.667,1530,30
71,T72,,Michael Kim,94,"35' 8""",53230.833,1493,95
72,T72,,Matt Kuchar,95,"35' 8""",46613.917,1307,64
73,T72,,Danny Lee,93,"35' 8""",48101.083,1349,77
74,T72,,Luke List,102,"35' 8""",54600.583,1532,15
75,T72,,Trey Mullinax,88,"35' 8""",42060.333,1179,71
76,T72,,J.T. Poston,95,"35' 8""",45162.833,1266,94
77,T78,,Harris English,84,"35' 9""",43168.583,1207,139
78,T78,,Sam Saunders,76,"35' 9""",38804.167,1086,109
79,T78,,Brendan Steele,89,"35' 9""",42724.417,1194,42
80,T78,,Jimmy Walker,68,"35' 9""",30612.833,856,138
81,T82,,Mark Anderson,54,"35' 10""",26868.167,750,100
82,T82,,K.J. Choi,72,"35' 10""",34556.75,965,157
83,T82,,Martin Flores,88,"35' 10""",42859.333,1197,1
84,T82,,Troy Merritt,82,"35' 10""",43377.917,1210,119
85,T82,,Cameron Percy,71,"35' 10""",35191.167,981,7
86,T82,,Cameron Smith,86,"35' 10""",44913.25,1254,155
87,T82,,Gary Woodland,94,"35' 10""",40827.167,1140,12
88,T89,,Derek Fathauer,81,"35' 11""",40627.75,1132,162
89,T89,,Bill Haas,92,"35' 11""",43648.083,1216,43
90,T89,,Billy Hurley III,80,"35' 11""",44147.75,1230,142
91,T89,,Smylie Kaufman,76,"35' 11""",39937.917,1112,107
92,T89,,Grayson Murray,94,"35' 11""",54244.167,1509,135
93,T94,,Anirban Lahiri,72,"36' 0""",37879.25,1052,148
94,T94,,Nicholas Lindheim,58,"36' 0""",28137.25,782,97
95,T96,,Andres Gonzales,73,"36' 1""",36675.667,1016,29
96,T96,,Adam Hadwin,98,"36' 1""",48216.917,1337,116
97,T96,,Jim Herman,77,"36' 1""",42496.667,1177,26
98,T96,,Phil Mickelson,85,"36' 1""",44647.167,1236,160
99,T96,,Brandt Snedeker,53,"36' 1""",24547.417,680,80
100,T101,,Scott Brown,95,"36' 2""",50035.0,1382,129
101,T101,,Sergio Garcia,65,"36' 2""",27052.5,748,8
102,T101,,Geoff Ogilvy,80,"36' 2""",43071.417,1192,103
103,T101,,Xander Schauffele,96,"36' 2""",44893.833,1242,28
104,T101,,Shawn Stefani,72,"36' 2""",38528.583,1066,35
105,T101,,Camilo Villegas,76,"36' 2""",40066.833,1109,177
106,T107,,Brian Campbell,55,"36' 3""",26389.917,728,149
107,T107,,Billy Horschel,88,"36' 3""",50214.75,1386,24
108,109,,J.J. Spaun,92,"36' 4""",46652.333,1283,47
109,T110,,Russell Henley,99,"36' 5""",53036.833,1458,41
110,T110,,Graeme McDowell,56,"36' 5""",31101.667,854,167
111,T112,,Bryson DeChambeau,91,"36' 6""",46246.0,1268,92
112,T112,,Julián Etulain,68,"36' 6""",33087.833,906,59
113,T112,,Louis Oosthuizen,69,"36' 6""",30434.917,834,112
114,T115,,Miguel Angel Carballo,63,"36' 7""",28085.5,767,115
115,T115,,Kevin Chappell,95,"36' 7""",44248.917,1209,113
116,T115,,Brian Harman,104,"36' 7""",53329.25,1457,151
117,T115,,Rory McIlroy,51,"36' 7""",21985.667,601,85
118,T119,,Ricky Barnes,100,"36' 8""",50168.667,1369,145
119,T119,,Patrick Cantlay,52,"36' 8""",30188.333,824,13
120,T119,,J.B. Holmes,83,"36' 8""",37120.25,1012,171
121,T119,,Seamus Power,86,"36' 8""",44647.083,1218,98
122,T123,,Charley Hoffman,112,"36' 9""",58196.417,1582,76
123,T123,,Kelly Kraft,75,"36' 9""",42695.333,1162,152
124,T123,,Martin Laird,83,"36' 9""",44487.167,1211,99
125,T123,,Sean O'Hair,84,"36' 9""",44501.917,1211,74
126,T123,,Ian Poulter,72,"36' 9""",36199.75,985,127
127,T123,,Adam Scott,58,"36' 9""",26156.333,712,56
128,T129,,Tony Finau,106,"36' 10""",59686.667,1620,17
129,T129,,William McGirt,89,"36' 10""",44501.833,1207,44
130,T129,,C.T. Pan,88,"36' 10""",48590.167,1319,32
131,T129,,Jonathan Randolph,68,"36' 10""",30859.833,837,163
132,T129,,Daniel Summerhays,100,"36' 10""",51009.583,1384,158
133,T129,,Michael Thompson,60,"36' 10""",29041.75,788,140
134,T135,,Ryan Blaum,100,"36' 11""",53999.25,1462,106
135,T135,,Ryan Brehm,83,"36' 11""",40050.083,1085,34
136,T135,,Chad Collins,66,"36' 11""",35588.583,963,182
137,T135,,Branden Grace,70,"36' 11""",28368.833,768,72
138,T135,,Morgan Hoffmann,92,"36' 11""",53882.25,1459,144
139,T135,,Sung Kang,104,"36' 11""",53828.5,1458,79
140,T135,,Søren Kjeldsen,58,"36' 11""",22233.333,602,174
141,T135,,Bubba Watson,71,"36' 11""",33472.5,906,158
142,T143,,Luke Donald,50,"37' 0""",28445.75,768,176
143,T143,,James Hahn,96,"37' 0""",53454.083,1446,78
144,T143,,Charles Howell III,86,"37' 0""",45014.417,1217,49
145,T143,,Jason Kokrak,95,"37' 0""",52076.25,1406,51
146,T143,,Spencer Levin,89,"37' 0""",44204.75,1196,102
147,T143,,Andrew Loupe,55,"37' 0""",30972.417,837,186
148,T149,,Ben Crane,86,"37' 1""",45691.167,1232,95
149,T149,,J.J. Henry,92,"37' 1""",49797.083,1343,11
150,T151,,John Huh,92,"37' 2""",50371.75,1354,91
151,T151,,Whee Kim,74,"37' 2""",38516.583,1036,172
152,T151,,Sebastián Muñoz,51,"37' 2""",25620.083,690,152
153,T151,,Kyle Reifers,96,"37' 2""",49061.417,1319,84
154,T155,,Matt Every,76,"37' 4""",40330.333,1081,184
155,T155,,Ryo Ishikawa,56,"37' 4""",28389.583,761,149
156,T155,,Jhonattan Vegas,95,"37' 4""",45880.0,1229,87
157,T158,,Dominic Bozzelli,69,"37' 5""",36494.75,976,175
158,T158,,Jason Day,71,"37' 5""",35222.167,942,133
159,T158,,Ernie Els,52,"37' 5""",21908.167,585,189
160,T158,,Brandon Hagy,85,"37' 5""",45980.583,1230,126
161,T158,,Pat Perez,93,"37' 5""",47485.917,1268,82
162,163,,Greg Chalmers,75,"37' 6""",45295.833,1208,185
163,T164,,Bryce Molder,74,"37' 7""",42854.167,1140,178
164,T164,,Cameron Tringale,89,"37' 7""",43589.0,1161,128
165,166,,Byeong Hun An,77,"37' 8""",37023.917,984,125
166,T167,,Rafa Cabrera Bello,63,"37' 9""",28059.917,743,165
167,T167,,Kevin Tway,96,"37' 9""",50033.583,1325,119
168,T169,,Gonzalo Fernandez-Castaño,63,"37' 10""",29764.25,786,170
169,T169,,Marc Leishman,94,"37' 10""",46559.25,1231,37
170,T171,,Patrick Reed,107,"37' 11""",54185.5,1428,172
171,T171,,Nick Taylor,97,"37' 11""",56435.0,1488,75
172,173,,Seung-Yul Noh,91,"38' 0""",50820.75,1337,101
173,T174,,Fabián Gómez,61,"38' 1""",34354.25,903,123
174,T174,,Carl Pettersson,63,"38' 1""",35184.917,924,188
175,T174,,Charl Schwartzel,63,"38' 1""",31446.833,825,179
176,T177,,Brooks Koepka,88,"38' 2""",42556.417,1114,169
177,T177,,Robert Streb,98,"38' 2""",57326.25,1502,110
178,179,,Jonas Blixt,74,"38' 4""",40404.25,1053,180
179,T180,,Cody Gribble,79,"38' 5""",47625.667,1239,164
180,T180,,Mackenzie Hughes,106,"38' 5""",65917.583,1715,118
181,T180,,Matt Jones,64,"38' 5""",35046.167,912,156
182,T180,,Steve Wheatcroft,51,"38' 5""",27337.333,711,181
183,184,,Aaron Baddeley,61,"38' 6""",31542.167,820,166
184,185,,Jamie Lovemark,98,"38' 10""",52399.083,1349,85
185,186,,Patrick Rodgers,76,"39' 0""",45799.167,1175,90
186,T187,,Si Woo Kim,80,"39' 4""",38918.0,990,187
187,T187,,Rod Pampling,71,"39' 4""",46227.083,1176,132
188,189,,Hunter Mahan,73,"39' 10""",42019.333,1055,124
189,190,,Steven Bowditch,59,"40' 4""",32128.083,796,190
