,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
51,52,,Francesco Molinari,75,78.22,535,684
52,T53,,Russell Knox,75,78.13,500,640
53,T53,,Sean O'Hair,84,78.13,536,686
54,55,,Jamie Lovemark,98,78.1,567,726
55,56,,Michael Kim,94,78.0,585,750
56,57,,Grayson Murray,94,77.98,549,704
57,58,,Rick Lamb,54,77.92,353,453
58,59,,Blayne Barber,77,77.87,475,610
59,60,,Brendan Steele,89,77.86,545,700
60,61,,Brad Fritsch,56,77.8,319,410
61,62,,Tom Hoge,54,77.78,280,360
62,T63,,Aaron Baddeley,61,77.75,325,418
63,T63,,Ben Martin,86,77.75,545,701
64,65,,Johnson Wagner,71,77.7,432,556
65,66,,Nicholas Lindheim,58,77.5,341,440
66,67,,Byeong Hun An,77,77.44,429,554
67,68,,Emiliano Grillo,90,77.35,601,777
68,69,,Brett Stegmaier,78,77.26,530,686
69,70,,Robert Streb,98,77.25,584,756
70,T71,,Mark Anderson,54,77.06,336,436
71,T71,,Matt Kuchar,95,77.06,618,802
72,73,,Fabián Gómez,61,77.0,395,513
73,74,,Phil Mickelson,85,76.95,474,616
74,75,,Derek Fathauer,81,76.94,447,581
75,76,,Graham DeLaet,82,76.89,519,675
76,77,,Bubba Watson,71,76.86,392,510
77,78,,William McGirt,89,76.83,597,777
78,79,,Kevin Streelman,90,76.79,622,810
79,80,,Whee Kim,74,76.74,396,516
80,81,,Billy Hurley III,80,76.73,521,679
81,82,,Luke Donald,50,76.72,290,378
82,T83,,Brian Harman,104,76.71,639,833
83,T83,,Sung Kang,104,76.71,652,850
84,85,,Spencer Levin,89,76.65,617,805
85,86,,Brandon Hagy,85,76.64,433,565
86,T87,,Bryson DeChambeau,91,76.56,539,704
87,T87,,Brandt Snedeker,53,76.56,307,401
88,T89,,Chris Kirk,89,76.52,567,741
89,T89,,D.A. Points,68,76.52,479,626
90,91,,Richy Werenski,81,76.51,521,681
91,T92,,Ricky Barnes,100,76.5,534,698
92,T92,,Kevin Kisner,105,76.5,674,881
93,94,,Tyrone Van Aswegen,105,76.39,618,809
94,95,,Jim Herman,77,76.38,553,724
95,96,,Ryan Palmer,61,76.35,310,406
96,97,,Zach Johnson,81,76.32,519,680
97,T98,,Seamus Power,86,76.26,453,594
98,T98,,Nick Watney,75,76.26,408,535
99,T100,,David Hearn,93,76.23,603,791
100,T100,,Shane Lowry,52,76.23,311,408
101,102,,Scott Piercy,70,76.21,410,538
102,103,,Patton Kizzire,84,76.16,425,558
103,104,,Mark Hubbard,81,76.12,475,624
104,105,,J.T. Poston,95,76.07,534,702
105,106,,Cameron Smith,86,76.05,489,643
106,T107,,Ryan Armour,63,76.0,456,600
107,T107,,Kyle Reifers,96,76.0,608,800
108,109,,Kevin Na,86,75.87,500,659
109,110,,Mackenzie Hughes,106,75.86,660,870
110,111,,Chris Stroud,67,75.83,411,542
111,112,,Boo Weekley,75,75.79,554,731
112,T113,,Jim Furyk,54,75.76,350,462
113,T113,,Rory Sabbatini,71,75.76,447,590
114,115,,Danny Lee,93,75.74,590,779
115,116,,Russell Henley,99,75.71,617,815
116,117,,J.B. Holmes,83,75.65,379,501
117,118,,John Huh,92,75.6,595,787
118,119,,Kelly Kraft,75,75.59,449,594
119,T120,,Brett Drewitt,57,75.56,340,450
120,T120,,Ryo Ishikawa,56,75.56,306,405
121,122,,Miguel Angel Carballo,63,75.54,383,507
122,123,,Ryan Blaum,100,75.49,616,816
123,124,,Troy Merritt,82,75.48,474,628
124,125,,Louis Oosthuizen,69,75.36,367,487
125,T126,,Sam Saunders,76,75.32,476,632
126,T126,,J.J. Spaun,92,75.32,589,782
127,128,,Chez Reavie,98,75.31,674,895
128,129,,Matt Every,76,75.26,356,473
129,130,,C.T. Pan,88,75.23,562,747
130,131,,Matt Jones,64,75.17,336,447
131,132,,Patrick Reed,107,75.1,570,759
132,133,,Julián Etulain,68,75.09,419,558
133,134,,Sebastián Muñoz,51,75.07,280,373
134,T135,,Rod Pampling,71,75.0,453,604
135,T135,,Jimmy Walker,68,75.0,348,464
136,137,,Martin Laird,83,74.97,536,715
137,138,,Harris English,84,74.8,374,500
138,139,,James Hahn,96,74.76,634,848
139,140,,Ben Crane,86,74.63,559,749
140,141,,Webb Simpson,102,74.54,647,868
141,142,,Brooks Koepka,88,74.48,429,576
142,143,,Anirban Lahiri,72,74.46,449,603
143,144,,Retief Goosen,52,74.39,276,371
144,145,,Ian Poulter,72,74.37,441,593
145,146,,Vaughn Taylor,90,74.29,598,805
146,147,,Adam Hadwin,98,74.27,612,824
147,148,,Hunter Mahan,73,74.16,465,627
148,149,,Alex Cejka,85,73.93,533,721
149,150,,Morgan Hoffmann,92,73.82,547,741
150,151,,Nick Taylor,97,73.68,602,817
151,152,,Charl Schwartzel,63,73.67,319,433
152,153,,Brian Gay,82,73.63,525,713
153,154,,Bryce Molder,74,73.61,438,595
154,155,,Andrew Loupe,55,73.57,245,333
155,156,,Zac Blair,105,73.55,709,964
156,157,,Camilo Villegas,76,73.54,403,548
157,158,,Branden Grace,70,73.5,355,483
158,159,,Cody Gribble,79,73.43,434,591
159,160,,Daniel Summerhays,100,73.35,578,788
160,T161,,Chad Collins,66,73.29,376,513
161,T161,,Cameron Tringale,89,73.29,494,674
162,163,,Scott Brown,95,73.28,595,812
163,164,,Dominic Bozzelli,69,73.24,375,512
164,165,,Steven Alker,69,73.11,435,595
165,166,,Ryan Moore,82,73.1,549,751
166,167,,Jason Bohn,75,72.9,460,631
167,168,,Geoff Ogilvy,80,72.81,458,629
168,169,,Tim Wilkinson,64,72.64,385,530
169,170,,Jonas Blixt,74,72.35,424,586
170,171,,Søren Kjeldsen,58,72.25,341,472
171,172,,Gonzalo Fernandez-Castaño,63,72.18,301,417
172,173,,K.J. Choi,72,71.97,439,610
173,T174,,Brian Campbell,55,71.81,298,415
174,T174,,Steve Wheatcroft,51,71.81,321,447
175,176,,Ken Duke,77,71.76,488,680
176,177,,Rafa Cabrera Bello,63,71.67,339,473
177,178,,Graeme McDowell,56,71.54,372,520
178,179,,Roberto Castro,70,71.52,437,611
179,180,,Jonathan Randolph,68,71.37,369,517
180,181,,David Lingmerth,79,71.06,437,615
181,182,,Carl Pettersson,63,71.03,304,428
182,183,,Brian Stuard,93,70.82,602,850
183,184,,Wesley Bryan,95,70.79,509,719
184,185,,Si Woo Kim,80,70.74,394,557
185,186,,Michael Thompson,60,70.54,340,482
186,187,,Ernie Els,52,70.41,257,365
187,188,,Steven Bowditch,59,70.11,244,348
188,189,,Peter Malnati,91,69.83,523,749
189,190,,Greg Chalmers,75,69.75,415,595
