,SG_Approach-the-Green_RANK THIS WEEK,SG_Approach-the-Green_RANK LAST WEEK,SG_Approach-the-Green_PLAYER NAME,SG_Approach-the-Green_ROUNDS,SG_Approach-the-Green_AVERAGE,SG_Approach-the-Green_TOTAL SG:APP,SG_Approach-the-Green_MEASURED ROUNDS
32,T32,,D.A. Points,68,0.42100000000000004,24.4,58
33,34,,Charl Schwartzel,63,0.414,19.041,46
34,35,,Tony Finau,106,0.39,35.455,91
35,36,,Brendan Steele,89,0.389,26.09,67
36,T37,,Brandt Snedeker,53,0.375,14.24,38
37,T37,,Scott Stallings,81,0.375,25.469,68
38,39,,Rickie Fowler,78,0.374,22.076999999999998,59
39,40,,Justin Rose,66,0.358,18.279,51
40,41,,Kevin Kisner,105,0.35700000000000004,26.076999999999998,73
41,42,,Bill Haas,92,0.355,24.125999999999998,68
42,43,,Jim Furyk,54,0.345,13.805,40
43,44,,Harold Varner III,101,0.33,28.418000000000003,86
44,45,,Chez Reavie,98,0.32799999999999996,25.945999999999998,79
45,46,,Lucas Glover,93,0.32,26.909000000000002,84
46,47,,Emiliano Grillo,90,0.316,20.202,64
47,48,,Kevin Chappell,95,0.314,21.335,68
48,49,,Sergio Garcia,65,0.312,13.119000000000002,42
49,50,,Ollie Schniederjans,92,0.309,25.006,81
50,51,,Rory McIlroy,51,0.307,10.447000000000001,34
51,52,,Danny Lee,93,0.304,23.081999999999997,76
52,53,,Ben Martin,86,0.297,20.769000000000002,70
53,54,,Patton Kizzire,84,0.29,20.881999999999998,72
54,55,,Charley Hoffman,112,0.282,25.096999999999998,89
55,56,,Scott Piercy,70,0.275,12.937999999999999,47
56,57,,Cameron Percy,71,0.266,14.618,55
57,58,,Aaron Baddeley,61,0.256,11.782,46
58,59,,Sung Kang,104,0.251,20.62,82
59,60,,Ricky Barnes,100,0.23800000000000002,18.294,77
60,T61,,Brad Fritsch,56,0.235,9.873,42
61,T61,,Tom Hoge,54,0.235,9.165,39
62,T63,,Martin Laird,83,0.22399999999999998,15.199000000000002,68
63,T63,,Brian Stuard,93,0.22399999999999998,14.985,67
64,65,,Charles Howell III,86,0.223,15.140999999999998,68
65,66,,Shane Lowry,52,0.214,7.271,34
66,67,,Matt Kuchar,95,0.204,14.883,73
67,T68,,Adam Hadwin,98,0.20199999999999999,15.179,75
68,T68,,Seamus Power,86,0.20199999999999999,13.757,68
69,T68,,Hudson Swafford,94,0.20199999999999999,15.325999999999999,76
70,71,,Pat Perez,93,0.19899999999999998,14.12,71
71,72,,Kevin Streelman,90,0.19699999999999998,15.357000000000001,78
72,73,,Russell Knox,75,0.184,9.564,52
73,74,,Harris English,84,0.177,12.056,68
74,75,,Jhonattan Vegas,95,0.175,12.055,69
75,76,,Chris Stroud,67,0.17300000000000001,8.301,48
76,77,,Jamie Lovemark,98,0.171,13.017999999999999,76
77,78,,Russell Henley,99,0.17,13.923,82
78,79,,Louis Oosthuizen,69,0.16899999999999998,7.938,47
79,80,,Keegan Bradley,104,0.166,14.453,87
80,81,,Kelly Kraft,75,0.159,10.353,65
81,82,,Michael Kim,94,0.158,13.251,84
82,T83,,Branden Grace,70,0.149,6.401,43
83,T83,,Cameron Smith,86,0.149,10.588,71
84,85,,Rory Sabbatini,71,0.146,7.742000000000001,53
85,86,,Jim Herman,77,0.14300000000000002,9.439,66
86,87,,Jason Kokrak,95,0.138,10.892000000000001,79
87,88,,Vaughn Taylor,90,0.135,10.289000000000001,76
88,89,,Ryan Armour,63,0.121,5.922999999999999,49
89,90,,Camilo Villegas,76,0.107,6.615,62
90,91,,Roberto Castro,70,0.105,5.462999999999999,52
91,92,,Sean O'Hair,84,0.10400000000000001,7.044,68
92,T93,,Mark Hubbard,81,0.10099999999999999,6.162999999999999,61
93,T93,,Chris Kirk,89,0.10099999999999999,7.091,70
94,95,,Cameron Tringale,89,0.08900000000000001,5.787999999999999,65
95,T96,,Jason Day,71,0.084,4.438,53
96,T96,,Tyrone Van Aswegen,105,0.084,6.725,80
97,98,,J.T. Poston,95,0.063,4.5,71
98,99,,Nick Taylor,97,0.053,4.428999999999999,83
99,100,,J.J. Henry,92,0.05,3.7680000000000002,75
100,T101,,Martin Flores,88,0.047,3.145,67
101,T101,,J.B. Holmes,83,0.047,2.701,57
102,103,,Seung-Yul Noh,91,0.044000000000000004,3.302,75
103,104,,Billy Horschel,88,0.038,2.95,78
104,105,,Bryson DeChambeau,91,0.02,1.444,71
105,T106,,James Hahn,96,0.016,1.3030000000000002,81
106,T106,,David Hearn,93,0.016,1.137,71
107,108,,Retief Goosen,52,0.009000000000000001,0.354,41
108,109,,Brian Gay,82,-0.006,-0.414,69
109,110,,John Huh,92,-0.02,-1.492,76
110,111,,Ben Crane,86,-0.024,-1.633,69
111,T112,,Ryan Blaum,100,-0.032,-2.583,82
112,T112,,Troy Merritt,82,-0.032,-2.156,68
113,T112,,Grayson Murray,94,-0.032,-2.728,85
114,115,,Ryan Brehm,83,-0.033,-1.983,61
115,116,,David Lingmerth,79,-0.044000000000000004,-2.872,65
116,117,,Patrick Reed,107,-0.045,-3.5639999999999996,80
117,118,,Brooks Koepka,88,-0.055,-3.45,63
118,119,,Graeme McDowell,56,-0.057,-2.752,48
119,120,,Smylie Kaufman,76,-0.059000000000000004,-3.7260000000000004,63
120,121,,Zach Johnson,81,-0.066,-4.225,64
121,122,,Xander Schauffele,96,-0.07,-4.921,70
122,123,,Robert Streb,98,-0.07200000000000001,-6.01,84
123,124,,Sebastián Muñoz,51,-0.077,-3.008,39
124,125,,Luke Donald,50,-0.078,-3.3560000000000003,43
125,126,,Johnson Wagner,71,-0.08800000000000001,-5.016,57
126,127,,Andres Gonzales,73,-0.08900000000000001,-5.091,57
127,T128,,Søren Kjeldsen,58,-0.09,-3.052,34
128,T128,,C.T. Pan,88,-0.09,-6.66,74
129,130,,Brett Stegmaier,78,-0.11699999999999999,-6.778,58
130,131,,Shawn Stefani,72,-0.11900000000000001,-7.132000000000001,60
131,132,,J.J. Spaun,92,-0.122,-8.757,72
132,T133,,Blayne Barber,77,-0.12300000000000001,-8.266,67
133,T133,,Daniel Summerhays,100,-0.12300000000000001,-9.623,78
134,T133,,Richy Werenski,81,-0.12300000000000001,-7.5120000000000005,61
135,T136,,Derek Fathauer,81,-0.136,-8.687999999999999,64
136,T136,,Sam Saunders,76,-0.136,-8.289,61
137,T138,,Zac Blair,105,-0.141,-11.42,81
138,T138,,Matt Every,76,-0.141,-8.629,61
139,140,,Anirban Lahiri,72,-0.14300000000000002,-8.441,59
140,141,,Kevin Tway,96,-0.168,-12.425,74
141,142,,William McGirt,89,-0.17600000000000002,-11.998,68
142,143,,Whee Kim,74,-0.18100000000000002,-10.515,58
143,144,,Spencer Levin,89,-0.195,-13.089,67
144,145,,Alex Cejka,85,-0.2,-12.395999999999999,62
145,146,,Bubba Watson,71,-0.204,-10.394,51
146,147,,Steven Alker,69,-0.212,-10.815,51
147,148,,Jonathan Randolph,68,-0.213,-10.001,47
148,149,,Scott Brown,95,-0.225,-17.570999999999998,78
149,150,,Rod Pampling,71,-0.231,-15.252,66
150,151,,Rafa Cabrera Bello,63,-0.239,-10.04,42
151,152,,Mark Anderson,54,-0.24100000000000002,-10.126,42
152,153,,Jason Bohn,75,-0.24600000000000002,-15.28,62
153,154,,Chad Collins,66,-0.254,-13.7,54
154,155,,Ken Duke,77,-0.256,-15.383,60
155,156,,Julián Etulain,68,-0.292,-14.89,51
156,157,,Trey Mullinax,88,-0.3,-19.81,66
157,T158,,Brian Harman,104,-0.31,-25.434,82
158,T158,,Tim Wilkinson,64,-0.31,-14.26,46
159,160,,Gonzalo Fernandez-Castaño,63,-0.312,-13.706,44
160,161,,Brett Drewitt,57,-0.314,-13.52,43
161,162,,Geoff Ogilvy,80,-0.327,-21.893,67
162,163,,Ryo Ishikawa,56,-0.32799999999999996,-14.094000000000001,43
163,164,,Kyle Reifers,96,-0.337,-24.929000000000002,74
164,165,,Dominic Bozzelli,69,-0.342,-18.828,55
165,166,,Tag Ridings,67,-0.35600000000000004,-17.81,50
166,167,,Michael Thompson,60,-0.373,-16.423,44
167,168,,Carl Pettersson,63,-0.385,-20.019000000000002,52
168,169,,Brandon Hagy,85,-0.39299999999999996,-27.121,69
169,170,,Mackenzie Hughes,106,-0.40399999999999997,-38.779,96
170,171,,Morgan Hoffmann,92,-0.419,-34.348,82
171,172,,Andrew Loupe,55,-0.424,-19.944000000000003,47
172,173,,Fabián Gómez,61,-0.429,-21.889,51
173,174,,Bryce Molder,74,-0.431,-27.608,64
174,175,,Matt Jones,64,-0.46799999999999997,-23.889,51
175,176,,K.J. Choi,72,-0.511,-27.592,54
176,177,,Ernie Els,52,-0.512,-16.898,33
177,T178,,Greg Chalmers,75,-0.529,-35.968,68
178,T178,,Patrick Rodgers,76,-0.529,-34.909,66
179,180,,Peter Malnati,91,-0.563,-41.099,73
180,T181,,Rick Lamb,54,-0.578,-21.973000000000003,38
181,T181,,Nicholas Lindheim,58,-0.578,-25.427,44
182,183,,Cody Gribble,79,-0.586,-41.004,70
183,184,,Si Woo Kim,80,-0.6,-33.618,56
184,185,,Jonas Blixt,74,-0.614,-36.231,59
185,186,,Brian Campbell,55,-0.75,-30.749000000000002,41
186,187,,Hunter Mahan,73,-0.8859999999999999,-52.275,59
187,188,,Steve Wheatcroft,51,-0.953,-38.138000000000005,40
188,189,,Miguel Angel Carballo,63,-1.035,-44.521,43
189,190,,Steven Bowditch,59,-1.26,-56.713,45
