,Longest_Hole_Outs_in_yards_RANK THIS WEEK,Longest_Hole_Outs_in_yards_RANK LAST WEEK,Longest_Hole_Outs_in_yards_PLAYER NAME,Longest_Hole_Outs_in_yards_ROUNDS,Longest_Hole_Outs_in_yards_DISTANCE,Longest_Hole_Outs_in_yards_TOURNAMENT,Longest_Hole_Outs_in_yards_ROUND- COURSE,Longest_Hole_Outs_in_yards_HOLE
52,58,,Jim Furyk,54,151,The RSM Classic,4,11
53,59,,Keegan Bradley,104,149,Farmers Ins.,4,14
54,60,,Chad Campbell,97,148,Valspar Champ,1,10
55,61,,Kevin Na,86,146,Sony Open,3,12
56,63,,Daniel Summerhays,100,140,RBC Heritage,2,13
57,64,,Andres Gonzales,73,139,Canadian Open,4,5
58,66,,Chase Seiffert,11,138,Travelers Champ,2,3
59,67,,Daniel Berger,91,135,Shell Houston,2,5
60,68,,Rod Pampling,71,134,Shriners Hosp.,1,6
61,69,,Ryan Moore,82,133,Wyndham Champ,3,9
62,70,,Andy Sullivan,25,133,WGC-Mexico,2,9
63,71,,Gonzalo Fernandez-Castaño,63,131,Barbasol Champ,2,14
64,72,,Bill Haas,92,131,Wyndham Champ,2,1
65,73,,Xander Schauffele,96,131,Sanderson Farms,4,2
66,74,,Chris Smith,5,131,Barbasol Champ,2,2
67,78,,Willy Wilcox,36,129,Barbasol Champ,1,11
68,79,,Joaquin Niemann,6,128,The Greenbrier,4,10
69,80,,Patrick Cantlay,52,128,PGA Championshi,1,7
70,81,,Bryce Molder,74,128,RBC Heritage,2,2
71,82,,Kramer Hickok,6,126,Canadian Open,3,17
72,83,,Francesco Molinari,75,124,Shriners Hosp.,4,11
73,84,,Matt Every,76,124,The Greenbrier,2,1
74,85,,Sam Horsfield,16,123,Quicken Loans,2,11
75,86,,Sean O'Hair,84,123,Phoenix Open,2,13
76,87,,Paul Casey,94,123,WGC-Bridgestone,2,17
77,88,,Bryson DeChambeau,91,123,Sony Open,1,5
78,90,,Brandon Hagy,85,122,Sanderson Farms,2,1
79,91,,Sergio Garcia,65,122,THE PLAYERS,1,17
80,92,,Fabián Gómez,61,120,Safeway Open,3,10
81,96,,Renato Paratore,4,118,WGC-Bridgestone,4,16
82,97,,Whee Kim,74,118,St. Jude,3,16
83,99,,Luke List,102,116,St. Jude,3,13
84,101,,Andrew Loupe,55,115,St. Jude,2,9
85,103,,Dominic Bozzelli,69,113,CareerBuilder,1,14
86,104,,Josh Teater,6,113,The RSM Classic,2,8
87,105,,Julián Etulain,68,112,Sanderson Farms,2,9
88,106,,Nicholas Lindheim,58,110,Barbasol Champ,1,10
89,107,,Dustin Johnson,77,109,THE PLAYERS,2,11
90,108,,Graham DeLaet,82,109,RBC Heritage,2,9
91,109,,Tom Hoge,54,108,Travelers Champ,1,2
92,110,,Troy Merritt,82,105,John Deere,2,10
93,111,,J.B. Holmes,83,105,WGC-Bridgestone,4,18
94,112,,Tony Finau,106,105,Texas Open,2,11
95,115,,Marc Leishman,94,105,Travelers Champ,2,17
96,117,,Bud Cauley,92,103,CareerBuilder,4,11
97,122,,Will MacKenzie,49,98,Farmers Ins.,2,6
98,123,,Ryo Ishikawa,56,98,Farmers Ins.,4,18
99,124,,Jamie Lovemark,98,97,Byron Nelson,2,6
100,125,,Kevin Chappell,95,95,Arnold Palmer,4,6
101,129,,Geoff Ogilvy,80,93,Wyndham Champ,4,8
102,130,,Jordan Spieth,85,93,TOUR Champ,4,10
103,131,,D.A. Points,68,93,Wells Fargo,4,12
104,135,,Tim Wilkinson,64,90,John Deere,1,14
105,136,,Cameron Smith,86,90,Wyndham Champ,4,1
106,138,,Jon Curran,35,88,CareerBuilder,4,16
107,143,,Cameron Tringale,89,82,Genesis Open,2,18
108,144,,Blake Kennedy,2,82,Wells Fargo,2,3
109,145,,Scott Brown,95,81,John Deere,2,10
110,147,,Jim Herman,77,79,Sony Open,3,18
111,148,,Kelly Kraft,75,78,The Greenbrier,2,16
112,149,,Tag Ridings,67,77,Travelers Champ,1,12
113,150,,Russell Knox,75,76,WGC-Bridgestone,1,2
114,153,,Omar Uresti,6,73,Barbasol Champ,2,13
115,155,,Mark Wilson,39,70,Phoenix Open,2,15
116,156,,Andres Romero,32,69,Wyndham Champ,2,8
117,157,,Tim Herron,20,64,Arnold Palmer,1,4
118,158,,Jared Sawada,4,63,Sony Open,2,10
119,159,,Ben Martin,86,63,Phoenix Open,1,13
120,161,,Vijay Singh,48,61,PGA Championshi,2,18
121,163,,Bernd Wiesberger,37,59,Shell Houston,2,4
122,164,,Aaron Baddeley,61,58,Farmers Ins.,1,7
123,168,,K.T. Kim,19,50,PGA Championshi,4,15
124,169,,David Lingmerth,79,46,DEAN & DELUCA,2,11
125,170,,Søren Kjeldsen,58,45,Honda Classic,4,2
126,172,,Brett Stegmaier,78,43,Farmers Ins.,1,6
127,177,,Scott Piercy,70,42,Safeway Open,2,9
128,179,,Richard Sterne,12,41,WGC-Mexico,2,14
129,180,,Robby Shelton,26,41,Wells Fargo,3,3
130,181,,Brad Fritsch,56,40,Wells Fargo,1,4
131,186,,Kevin Kisner,105,38,TOUR Champ,3,14
132,189,,Patrick Reed,107,38,T of C,1,6
133,190,,Louis Oosthuizen,69,38,Phoenix Open,4,5
134,191,,Thomas Pieters,37,38,Honda Classic,2,2
135,192,,Matt Kuchar,95,37,Genesis Open,4,12
136,193,,John Huh,92,37,Genesis Open,2,1
137,197,,Billy Hurley III,80,37,RBC Heritage,1,2
138,199,,Smylie Kaufman,76,36,Texas Open,3,14
139,200,,Adam Hadwin,98,35,Phoenix Open,2,17
140,201,,Emiliano Grillo,90,35,Arnold Palmer,2,12
141,202,,Steven Bowditch,59,35,Arnold Palmer,2,14
142,205,,Charl Schwartzel,63,34,Arnold Palmer,2,10
143,208,,Bob Estes,37,34,John Deere,2,2
144,211,,Tyrone Van Aswegen,105,34,CareerBuilder,3,8
145,212,,J.T. Poston,95,34,Honda Classic,2,14
146,214,,Alex Cejka,85,34,Shriners Hosp.,4,8
147,221,,Seung-Yul Noh,91,32,The Greenbrier,2,15
148,222,,Billy Horschel,88,32,BMW Champ,1,17
149,226,,Rick Lamb,54,31,John Deere,1,14
150,228,,J.J. Spaun,92,31,Wyndham Champ,4,11
151,229,,James Hahn,96,31,Quicken Loans,3,3
152,233,,Anirban Lahiri,72,31,NORTHERN TRUST,1,13
153,243,,Steve Stricker,48,30,Phoenix Open,1,2
154,244,,Zach Johnson,81,29,Sony Open,2,18
155,249,,Richy Werenski,81,29,Shell Houston,1,16
156,253,,Henrik Stenson,46,29,THE PLAYERS,3,14
157,255,,Bubba Watson,71,28,T of C,4,2
158,258,,Michael Thompson,60,28,DEAN & DELUCA,1,5
159,261,,C.T. Pan,88,28,Phoenix Open,1,3
160,262,,Lee Westwood,37,28,PGA Championshi,4,13
161,264,,Kurt Slattery,2,28,John Deere,1,15
162,265,,Ryan Armour,63,27,Barbasol Champ,3,5
163,266,,Sam Saunders,76,27,Barbasol Champ,1,13
164,267,,Blayne Barber,77,27,Texas Open,4,12
165,268,,Brooks Koepka,88,27,Phoenix Open,4,12
166,269,,Russell Henley,99,27,NORTHERN TRUST,1,5
167,270,,Jonathan Randolph,68,27,CareerBuilder,2,16
168,271,,K.J. Choi,72,27,Genesis Open,1,8
169,275,,Brandon Stone,19,27,WGC-Mexico,1,1
170,278,,Jimmy Walker,68,26,Genesis Open,3,1
171,286,,Spencer Levin,89,26,Phoenix Open,1,6
172,297,,Yuta Ikeda,29,26,WGC-Mexico,4,1
173,299,,Webb Simpson,102,25,DEAN & DELUCA,1,4
174,302,,Jason Bohn,75,25,Shriners Hosp.,1,9
175,303,,Brian Gay,82,25,DEAN & DELUCA,1,4
176,307,,Patrick Rodgers,76,25,Wells Fargo,2,15
177,309,,Danny Lee,93,25,Farmers Ins.,1,12
178,311,,Jonathan Byrd,31,25,John Deere,1,2
179,312,,Chad Collins,66,25,Sanderson Farms,1,11
180,315,,Curtis Luck,37,25,Texas Open,1,5
181,316,,Brian Harman,104,25,THE PLAYERS,1,2
182,318,,Byeong Hun An,77,25,PGA Championshi,2,7
183,320,,Stewart Cink,93,24,Sony Open,2,14
184,324,,Kyle Stanley,104,24,the Memorial,4,17
185,327,,Tommy Gainey,20,24,Shriners Hosp.,2,1
186,334,,Alex Noren,41,24,WGC-Mexico,2,14
187,338,,Branden Grace,70,23,THE PLAYERS,1,18
188,339,,Rickie Fowler,78,23,the Memorial,1,18
189,342,,Mackenzie Hughes,106,23,T of C,4,14
190,346,,Nick Taylor,97,23,Sanderson Farms,3,3
191,347,,Jason Gore,12,23,The RSM Classic,1,3
192,352,,Tommy Fleetwood,35,23,WGC-Mexico,2,6
193,357,,Ollie Schniederjans,92,23,The RSM Classic,4,16
194,374,,Ian Poulter,72,22,RBC Heritage,2,5
195,377,,Matthias Schwab,2,22,Arnold Palmer,1,7
196,382,,Phil Mickelson,85,22,Genesis Open,4,17
197,383,,Steve Marino,39,22,Phoenix Open,2,14
198,384,,Hiroshi Iwata,25,22,Sanderson Farms,3,6
199,390,,Peter Uihlein,23,21,the Memorial,2,6
200,393,,Jonas Blixt,74,21,the Memorial,2,15
201,399,,William McGirt,89,21,Dell Tech Champ,4,9
202,401,,Greg Owen,47,21,Wells Fargo,1,15
203,402,,Matt Jones,64,21,Wyndham Champ,1,4
204,404,,Seamus Power,86,21,Texas Open,2,5
205,405,,Brett Coletta,9,21,the Memorial,4,12
206,421,,Fabrizio Zanotti,17,21,WGC-Mexico,3,1
207,422,,Harris English,84,21,DEAN & DELUCA,1,4
208,423,,Sung Joon Park,3,21,St. Jude,1,4
209,426,,Scott Langley,10,20,The RSM Classic,1,5
210,428,,Hideki Matsuyama,83,20,WGC-Bridgestone,2,8
211,430,,Si Woo Kim,80,20,WGC-Mexico,3,2
212,434,,Colt Knost,11,20,Safeway Open,2,4
213,439,,Gary Woodland,94,20,Canadian Open,1,13
214,443,,Ricky Barnes,100,20,Wells Fargo,3,7
215,444,,Mark Anderson,54,20,Farmers Ins.,4,1
216,446,,Freddie Jacobson,24,20,RBC Heritage,2,12
217,452,,John Peterson,42,20,Byron Nelson,1,10
218,455,,Robert Garrigus,78,20,CareerBuilder,2,5
219,457,,Wesley Bryan,95,20,Shriners Hosp.,1,1
220,461,,Graeme McDowell,56,20,THE PLAYERS,2,13
221,472,,Rob Oppenheim,12,19,Sanderson Farms,1,3
222,483,,Brandt Snedeker,53,19,Travelers Champ,4,1
223,487,,Charlie Wi,20,19,Sanderson Farms,1,5
224,496,,Dylan Frittelli,6,19,PGA Championshi,1,10
225,497,,Trey Mullinax,88,19,St. Jude,4,5
226,502,,Cameron Percy,71,18,DEAN & DELUCA,1,3
227,507,,Ted Purdy,12,18,Wyndham Champ,2,7
228,510,,Scott Hebert,2,18,PGA Championshi,2,5
229,513,,Y.E. Yang,26,18,Byron Nelson,1,12
230,529,,Ernie Els,52,18,Genesis Open,2,15
231,533,,Padraig Harrington,30,18,Farmers Ins.,1,14
232,540,,Brendon de Jonge,32,18,Wells Fargo,2,5
233,541,,Keith Mitchell,4,18,Valspar Champ,2,12
234,546,,Danny Willett,29,18,WGC-Mexico,3,7
235,547,,Beau Hossler,25,18,Shell Houston,2,9
236,572,,Shane Bertsch,22,17,Barbasol Champ,3,11
237,576,,Shaun Micheel,7,17,PGA Championshi,1,12
238,583,,Hideto Tanihara,41,17,WGC-Mexico,3,8
239,586,,Jason Kokrak,95,17,PGA Championshi,3,3
240,590,,Craig Hocknull,2,17,Phoenix Open,2,6
241,596,,Brian Campbell,55,17,Safeway Open,1,16
242,598,,Max Homa,39,17,Wells Fargo,2,6
243,605,,Ryan Palmer,61,17,John Deere,2,13
244,621,,Tim Weinhart,2,16,The RSM Classic,1,8
245,622,,Ryan Blaum,100,16,The Greenbrier,4,1
246,626,,Wesley McClain,7,16,Texas Open,2,5
247,632,,Nick Watney,75,16,Honda Classic,4,10
248,635,,Henrik Norlander,18,16,The RSM Classic,4,1
249,640,,Zack Sucher,36,16,Texas Open,3,4
250,650,,Ross Fisher,35,16,WGC-Mexico,4,4
251,658,,Rory Sabbatini,71,16,Canadian Open,2,13
252,661,,J.J. Henry,92,16,Phoenix Open,1,5
253,664,,Chris Stroud,67,16,John Deere,2,15
254,671,,Cody Gribble,79,16,Safeway Open,4,13
255,675,,Davis Love III,39,15,The Greenbrier,1,17
256,684,,Vaughn Taylor,90,15,the Memorial,1,15
257,685,,Brendon Todd,21,15,Barbasol Champ,1,15
258,688,,Arjun Atwal,18,15,Wyndham Champ,1,11
259,702,,Sam Brazel,8,15,WGC-Mexico,3,14
260,706,,Tyler Aldridge,37,15,St. Jude,1,13
261,719,,Adam Scott,58,15,THE PLAYERS,1,14
262,727,,Nick Hardy,4,15,John Deere,4,8
263,728,,David Hearn,93,15,Canadian Open,1,17
264,737,,Patton Kizzire,84,15,The Greenbrier,2,11
265,769,,Michael Kim,94,14,Travelers Champ,4,18
266,774,,D.J. Trahan,15,14,Barbasol Champ,2,13
267,775,,Bobby Gates,11,14,Byron Nelson,2,1
268,793,,Justin Lower,4,14,Wells Fargo,3,14
269,829,,Zach Zaback,2,13,Travelers Champ,1,17
270,830,,Aaron Wise,20,13,Shriners Hosp.,2,2
271,836,,Tyrrell Hatton,41,13,RBC Heritage,1,18
272,845,,Sung Kang,104,13,Honda Classic,2,16
273,850,,Matt Dobyns,2,13,PGA Championshi,2,1
274,859,,Gregor Main,2,13,Safeway Open,2,12
275,869,,Shane Lowry,52,13,RBC Heritage,4,5
276,881,,Zach Cabra,2,13,Texas Open,1,7
277,898,,Bobby Wyatt,49,13,Sanderson Farms,3,4
278,907,,Charles Howell III,86,12,Dell Tech Champ,1,6
279,925,,Lee McCoy,12,12,Canadian Open,3,8
280,979,,Billy Downes,2,12,Travelers Champ,2,9
