,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
95,96,,Mark Anderson,54,+.130
96,97,,Patrick Rodgers,76,+.131
97,98,,J.J. Spaun,92,+.134
98,T99,,Geoff Ogilvy,80,+.135
99,T99,,J.T. Poston,95,+.135
100,T99,,Hudson Swafford,94,+.135
101,T102,,Brooks Koepka,88,+.136
102,T102,,Brian Stuard,93,+.136
103,104,,Vaughn Taylor,90,+.137
104,T105,,Emiliano Grillo,90,+.138
105,T105,,Billy Horschel,88,+.138
106,T105,,Andrew Loupe,55,+.138
107,T108,,Brian Harman,104,+.139
108,T108,,Martin Laird,83,+.139
109,T110,,Chad Campbell,97,+.140
110,T110,,Gonzalo Fernandez-Castaño,63,+.140
111,T110,,Russell Henley,99,+.140
112,T110,,Rod Pampling,71,+.140
113,T114,,Ian Poulter,72,+.144
114,T114,,Kyle Stanley,104,+.144
115,T114,,Harold Varner III,101,+.144
116,117,,Kevin Kisner,105,+.145
117,118,,Ryan Armour,63,+.146
118,T119,,Alex Cejka,85,+.150
119,T119,,Patton Kizzire,84,+.150
120,T119,,Grayson Murray,94,+.150
121,122,,Matt Kuchar,95,+.151
122,123,,Matt Every,76,+.152
123,124,,C.T. Pan,88,+.153
124,125,,Rory McIlroy,51,+.154
125,T126,,Ryan Blaum,100,+.155
126,T126,,Camilo Villegas,76,+.155
127,T128,,Bryce Molder,74,+.156
128,T128,,Robert Streb,98,+.156
129,130,,Tyrone Van Aswegen,105,+.160
130,131,,Graeme McDowell,56,+.161
131,T132,,Robert Garrigus,78,+.162
132,T132,,Patrick Reed,107,+.162
133,134,,Tag Ridings,67,+.163
134,135,,Jason Bohn,75,+.164
135,T136,,Blayne Barber,77,+.167
136,T136,,Richy Werenski,81,+.167
137,138,,Sung Kang,104,+.168
138,T139,,Ernie Els,52,+.169
139,T139,,Danny Lee,93,+.169
140,T139,,Michael Thompson,60,+.169
141,T142,,Billy Hurley III,80,+.174
142,T142,,Anirban Lahiri,72,+.174
143,144,,Russell Knox,75,+.176
144,145,,Cameron Percy,71,+.177
145,T146,,Brad Fritsch,56,+.178
146,T146,,Morgan Hoffmann,92,+.178
147,T148,,Bryson DeChambeau,91,+.179
148,T148,,Kelly Kraft,75,+.179
149,T150,,Retief Goosen,52,+.180
150,T150,,Mark Hubbard,81,+.180
151,T150,,Ryan Moore,82,+.180
152,153,,Keegan Bradley,104,+.181
153,T154,,Steven Alker,69,+.184
154,T154,,Scott Piercy,70,+.184
155,T156,,Brett Drewitt,57,+.186
156,T156,,Shawn Stefani,72,+.186
157,158,,Jonathan Randolph,68,+.187
158,159,,Nicholas Lindheim,58,+.188
159,T160,,Chad Collins,66,+.190
160,T160,,Chris Kirk,89,+.190
161,162,,Johnson Wagner,71,+.194
162,T163,,K.J. Choi,72,+.195
163,T163,,Francesco Molinari,75,+.195
164,165,,Wesley Bryan,95,+.198
165,166,,Scott Stallings,81,+.200
166,T167,,Rickie Fowler,78,+.202
167,T167,,Chris Stroud,67,+.202
168,T169,,Si Woo Kim,80,+.211
169,T169,,Jimmy Walker,68,+.211
170,171,,Ryo Ishikawa,56,+.212
171,172,,Sergio Garcia,65,+.213
172,T173,,Jonas Blixt,74,+.216
173,T173,,Cameron Tringale,89,+.216
174,175,,Cody Gribble,79,+.221
175,176,,Derek Fathauer,81,+.222
176,177,,Smylie Kaufman,76,+.224
177,178,,Phil Mickelson,85,+.231
178,179,,Steven Bowditch,59,+.232
179,T180,,Ben Crane,86,+.237
180,T180,,David Hearn,93,+.237
181,T182,,Tom Hoge,54,+.242
182,T182,,Brandt Snedeker,53,+.242
183,184,,Byeong Hun An,77,+.245
184,185,,J.J. Henry,92,+.246
185,186,,Carl Pettersson,63,+.274
186,187,,William McGirt,89,+.287
187,188,,Rick Lamb,54,+.288
188,189,,Brett Stegmaier,78,+.320
189,190,,Søren Kjeldsen,58,+.321
