,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
148,149,,Russell Knox,75,+.173
149,150,,Pat Perez,93,+.174
150,T151,,Jonathan Randolph,68,+.175
151,T151,,Daniel Summerhays,100,+.175
152,T151,,Kevin Tway,96,+.175
153,T154,,Jason Day,71,+.176
154,T154,,Steve Wheatcroft,51,+.176
155,156,,Mackenzie Hughes,106,+.177
156,157,,Ryo Ishikawa,56,+.179
157,158,,Billy Horschel,88,+.181
158,159,,Kevin Streelman,90,+.184
159,T160,,Jim Furyk,54,+.188
160,T160,,Scott Stallings,81,+.188
161,T162,,Adam Scott,58,+.190
162,T162,,Brian Stuard,93,+.190
163,T164,,Blayne Barber,77,+.191
164,T164,,Kyle Reifers,96,+.191
165,166,,Brett Drewitt,57,+.195
166,167,,Sebastián Muñoz,51,+.196
167,168,,Andrew Loupe,55,+.198
168,169,,Dominic Bozzelli,69,+.200
169,T170,,Brian Harman,104,+.202
170,T170,,Ben Martin,86,+.202
171,172,,Rafa Cabrera Bello,63,+.203
172,173,,Zach Johnson,81,+.206
173,T174,,Ken Duke,77,+.208
174,T174,,Ernie Els,52,+.208
175,176,,Chris Kirk,89,+.210
176,177,,Ryan Moore,82,+.218
177,T178,,Keegan Bradley,104,+.219
178,T178,,Derek Fathauer,81,+.219
179,180,,Spencer Levin,89,+.234
180,181,,Carl Pettersson,63,+.240
181,182,,Ryan Palmer,61,+.250
182,183,,Jonas Blixt,74,+.255
183,184,,Si Woo Kim,80,+.257
184,185,,Graeme McDowell,56,+.276
185,186,,Richy Werenski,81,+.286
186,187,,Steven Bowditch,59,+.287
187,188,,Matt Every,76,+.320
188,189,,Miguel Angel Carballo,63,+.338
189,190,,Kelly Kraft,75,+.381
