,Going_for_the_Green_RANK THIS WEEK,Going_for_the_Green_RANK LAST WEEK,Going_for_the_Green_PLAYER NAME,Going_for_the_Green_ROUNDS,Going_for_the_Green_%,Going_for_the_Green_ATTEMPTS,Going_for_the_Green_NON-ATTEMPTS,Going_for_the_Green_RTP-GOING FOR THE GREEN,Going_for_the_Green_RTP-NOT GOING FOR THE GRN
98,T98,,Charles Howell III,86,52.63,130,117,-69,-10
99,100,,Kelly Kraft,75,52.49,116,105,-61,+14
100,101,,Scott Stallings,81,52.34,112,102,-63,-6
101,102,,John Huh,92,52.33,135,123,-67,+1
102,103,,Billy Horschel,88,52.08,138,127,-60,-9
103,104,,Harris English,84,52.05,114,105,-71,+8
104,105,,Cameron Smith,86,51.77,146,136,-83,-18
105,106,,Julián Etulain,68,51.69,92,86,-39,E
106,107,,Scott Brown,95,51.62,143,134,-77,+1
107,108,,Jonas Blixt,74,51.47,105,99,-55,-10
108,109,,James Hahn,96,51.43,162,153,-99,-3
109,110,,Michael Kim,94,51.38,149,141,-80,-11
110,111,,J.J. Spaun,92,51.2,128,122,-75,+3
111,112,,Si Woo Kim,80,51.14,112,107,-52,-2
112,113,,Stewart Cink,93,50.9,141,136,-79,-18
113,114,,Branden Grace,70,50.58,87,85,-40,-12
114,115,,Brett Stegmaier,78,50.51,99,97,-44,-2
115,116,,Nick Watney,75,50.48,106,104,-58,-4
116,117,,David Lingmerth,79,50.43,116,114,-61,-20
117,118,,Aaron Baddeley,61,50.26,95,94,-37,-4
118,T119,,Martin Laird,83,50.0,135,135,-82,-10
119,T119,,Sam Saunders,76,50.0,105,105,-50,-19
120,T119,,Steve Wheatcroft,51,50.0,71,71,-29,-4
121,122,,Jason Dufner,89,49.8,127,128,-63,-18
122,123,,Gonzalo Fernandez-Castaño,63,49.38,79,81,-43,-10
123,124,,Troy Merritt,82,49.22,126,130,-59,-15
124,T125,,Bill Haas,92,49.16,117,121,-61,-21
125,T125,,Brian Harman,104,49.16,147,152,-78,-21
126,127,,Pat Perez,93,49.1,137,142,-91,-7
127,128,,Tom Hoge,54,48.94,69,72,-30,+2
128,129,,Webb Simpson,102,48.75,137,144,-88,-6
129,130,,Rafa Cabrera Bello,63,48.72,76,80,-36,+3
130,131,,Chris Stroud,67,48.7,75,79,-42,-10
131,132,,Kevin Kisner,105,48.41,122,130,-71,-24
132,133,,Richy Werenski,81,48.34,102,109,-53,-5
133,134,,Johnson Wagner,71,47.98,95,103,-34,-13
134,135,,Brian Campbell,55,47.86,67,73,-34,+2
135,136,,J.J. Henry,92,47.76,128,140,-73,-11
136,137,,Patton Kizzire,84,47.56,117,129,-50,-1
137,138,,Ryan Moore,82,46.88,120,136,-78,-19
138,139,,Alex Cejka,85,46.54,101,116,-42,-6
139,140,,Vaughn Taylor,90,45.82,126,149,-50,-29
140,141,,Miguel Angel Carballo,63,45.81,71,84,-48,+7
141,142,,Ian Poulter,72,45.59,93,111,-61,-1
142,143,,Chad Campbell,97,45.23,128,155,-69,-26
143,144,,Derek Fathauer,81,45.16,98,119,-61,-6
144,145,,Kyle Reifers,96,45.08,119,145,-61,-4
145,146,,D.A. Points,68,44.93,93,114,-44,-15
146,147,,Ricky Barnes,100,44.85,122,150,-77,-11
147,148,,Kevin Na,86,44.64,104,129,-61,-14
148,149,,Matt Kuchar,95,44.53,122,152,-69,-33
149,150,,Cameron Tringale,89,44.29,97,122,-67,-7
150,151,,Brett Drewitt,57,44.14,64,81,-19,+2
151,152,,Ryan Blaum,100,43.93,123,157,-60,-13
152,153,,Ben Crane,86,43.44,106,138,-40,-8
153,154,,Whee Kim,74,42.86,81,108,-51,-16
154,155,,Chez Reavie,98,42.61,124,167,-57,-17
155,156,,Geoff Ogilvy,80,42.55,100,135,-55,-3
156,157,,Chris Kirk,89,42.53,111,150,-58,E
157,158,,Tyrone Van Aswegen,105,42.44,115,156,-64,+1
158,159,,Blayne Barber,77,42.02,100,138,-49,-10
159,160,,Brad Fritsch,56,41.83,64,89,-32,-6
160,161,,Ernie Els,52,41.59,47,66,-29,-2
161,162,,K.J. Choi,72,41.4,77,109,-44,-17
162,163,,Mark Anderson,54,41.33,62,88,-37,-6
163,164,,Spencer Levin,89,40.69,94,137,-49,-21
164,165,,Steven Bowditch,59,40.13,61,91,-19,+12
165,166,,Camilo Villegas,76,39.72,85,129,-42,-11
166,167,,Zach Johnson,81,39.67,96,146,-46,-13
167,168,,Tim Wilkinson,64,39.61,61,93,-35,-8
168,169,,Ken Duke,77,38.97,83,130,-37,-29
169,170,,Wesley Bryan,95,38.43,103,165,-53,-21
170,171,,Carl Pettersson,63,38.38,71,114,-41,-9
171,172,,Chad Collins,66,38.02,73,119,-45,-12
172,173,,Peter Malnati,91,37.94,96,157,-48,-19
173,174,,David Hearn,93,37.55,89,148,-55,-16
174,175,,Greg Chalmers,75,37.5,96,160,-38,-24
175,176,,Graeme McDowell,56,36.93,65,111,-31,-13
176,177,,Billy Hurley III,80,36.86,94,161,-54,-26
177,178,,Zac Blair,105,36.1,100,177,-59,-16
178,179,,Nicholas Lindheim,58,35.63,57,103,-35,+4
179,180,,Roberto Castro,70,35.48,66,120,-29,-18
180,181,,Michael Thompson,60,34.9,52,97,-28,-2
181,182,,Jason Bohn,75,34.72,75,141,-37,-1
182,183,,Søren Kjeldsen,58,34.38,44,84,-25,-2
183,184,,Brian Gay,82,33.93,76,148,-52,-28
184,185,,Brian Stuard,93,33.75,81,159,-36,-15
185,186,,Luke Donald,50,32.88,48,98,-28,-13
186,187,,Jim Furyk,54,31.76,47,101,-27,-12
187,188,,Ryan Armour,63,29.45,48,115,-30,-16
188,189,,Steven Alker,69,29.38,52,125,-31,-7
189,190,,Bryce Molder,74,26.58,63,174,-29,-29
