,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
137,T137,,Xander Schauffele,96,164.5,470877300.0,795
138,T139,,William McGirt,89,164.6,469938100.0,793
139,T139,,Bubba Watson,71,164.6,333524100.0,563
140,T141,,Alex Cejka,85,164.7,435145800.0,734
141,T141,,Branden Grace,70,164.7,305864500.0,516
142,T141,,Kevin Na,86,164.7,406822900.0,686
143,T144,,Chad Collins,66,164.8,373706500.0,630
144,T144,,Mark Hubbard,81,164.8,432425800.0,729
145,T144,,Graeme McDowell,56,164.8,311388800.0,525
146,T147,,Bud Cauley,92,164.9,556709200.0,938
147,T147,,Kyle Stanley,104,164.9,623358500.0,1050
148,149,,Rory McIlroy,51,165.0,224582100.0,378
149,150,,Byeong Hun An,77,165.2,360320700.0,606
150,T151,,Ben Crane,86,165.3,482008600.0,810
151,T151,,Bryson DeChambeau,91,165.3,470090600.0,790
152,T151,,Russell Henley,99,165.3,541047800.0,909
153,T151,,Martin Laird,83,165.3,467734900.0,786
154,T151,,Pat Perez,93,165.3,494998500.0,832
155,T156,,Jason Day,71,165.4,327506200.0,550
156,T156,,Bill Haas,92,165.4,487100600.0,818
157,T156,,Ian Poulter,72,165.4,391684400.0,658
158,T156,,Tim Wilkinson,64,165.4,319105800.0,536
159,T160,,Sergio Garcia,65,165.6,283748800.0,476
160,T160,,Emiliano Grillo,90,165.6,436433400.0,732
161,T162,,Kelly Kraft,75,165.7,422841400.0,709
162,T162,,Danny Lee,93,165.7,503464200.0,844
163,T164,,Patrick Cantlay,52,165.8,322279800.0,540
164,T164,,Spencer Levin,89,165.8,480398900.0,805
165,T166,,Aaron Baddeley,61,165.9,313632400.0,525
166,T166,,Jim Furyk,54,165.9,288516000.0,483
167,T168,,Adam Hadwin,98,166.0,523612100.0,876
168,T168,,D.A. Points,68,166.0,395682800.0,662
169,T170,,Rod Pampling,71,166.2,445283000.0,744
170,T170,,C.T. Pan,88,166.2,534775100.0,894
171,172,,Keegan Bradley,104,166.6,588908900.0,982
172,T173,,Scott Brown,95,166.7,534621400.0,891
173,T173,,Francesco Molinari,75,166.7,385370600.0,642
174,T173,,Louis Oosthuizen,69,166.7,333730900.0,556
175,T176,,Rafa Cabrera Bello,63,167.0,283156300.0,471
176,T176,,Adam Scott,58,167.0,272412800.0,453
177,178,,Ryan Moore,82,167.2,441174300.0,733
178,T179,,Jim Herman,77,167.3,454134400.0,754
179,T179,,Hideki Matsuyama,83,167.3,365088500.0,606
180,T181,,Daniel Berger,91,167.4,456820100.0,758
181,T181,,Charl Schwartzel,63,167.4,309092800.0,513
182,183,,Gary Woodland,94,167.8,433138800.0,717
183,184,,Marc Leishman,94,168.0,477305700.0,789
184,185,,John Huh,92,168.3,550297100.0,908
185,186,,Jhonattan Vegas,95,168.7,474393200.0,781
186,187,,Rickie Fowler,78,169.1,393300300.0,646
187,188,,Wesley Bryan,95,169.2,513953900.0,844
188,189,,Paul Casey,94,169.3,474096300.0,778
189,190,,Søren Kjeldsen,58,169.5,222755100.0,365
