,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
108,109,,Mackenzie Hughes,106,21.83,43,197,-42,42 Under
109,110,,Patrick Cantlay,52,21.74,25,115,-27,27 Under
110,111,,Morgan Hoffmann,92,21.57,33,153,-33,33 Under
111,112,,Kelly Kraft,75,21.55,25,116,-28,28 Under
112,113,,Gonzalo Fernandez-Castaño,63,21.52,17,79,-18,18 Under
113,114,,Cameron Percy,71,21.5,23,107,-23,23 Under
114,115,,Daniel Berger,91,21.33,32,150,-37,37 Under
115,116,,Matt Kuchar,95,21.31,26,122,-28,28 Under
116,T117,,Ernie Els,52,21.28,10,47,-13,13 Under
117,T117,,Billy Hurley III,80,21.28,20,94,-22,22 Under
118,119,,J.T. Poston,95,21.23,31,146,-30,30 Under
119,120,,Nicholas Lindheim,58,21.05,12,57,-14,14 Under
120,121,,Kyle Stanley,104,21.03,41,195,-49,49 Under
121,122,,Seamus Power,86,21.01,29,138,-28,28 Under
122,123,,Rickie Fowler,78,20.9,28,134,-29,29 Under
123,124,,Shawn Stefani,72,20.87,24,115,-28,28 Under
124,125,,Branden Grace,70,20.69,18,87,-18,18 Under
125,126,,Bill Haas,92,20.51,24,117,-22,22 Under
126,127,,Troy Merritt,82,20.47,26,127,-24,24 Under
127,128,,Scott Brown,95,20.28,29,143,-30,30 Under
128,129,,Chez Reavie,98,20.16,25,124,-24,24 Under
129,T130,,Blayne Barber,77,20.0,20,100,-22,22 Under
130,T130,,Paul Casey,94,20.0,29,145,-32,32 Under
131,132,,Zac Blair,105,19.8,20,101,-21,21 Under
132,133,,Rick Lamb,54,19.74,15,76,-15,15 Under
133,134,,Grayson Murray,94,19.72,42,213,-44,44 Under
134,135,,Matt Jones,64,19.61,20,102,-21,21 Under
135,136,,Seung-Yul Noh,91,19.44,28,144,-29,29 Under
136,137,,Hunter Mahan,73,19.35,24,124,-28,28 Under
137,138,,Adam Hadwin,98,19.33,29,150,-29,29 Under
138,T139,,Steven Alker,69,19.23,10,52,-10,10 Under
139,T139,,Rory McIlroy,51,19.23,20,104,-19,19 Under
140,141,,Brian Campbell,55,19.12,13,68,-13,13 Under
141,142,,Alex Cejka,85,18.81,19,101,-17,17 Under
142,143,,Cody Gribble,79,18.75,27,144,-30,30 Under
143,T144,,Ryan Blaum,100,18.7,23,123,-22,22 Under
144,T144,,Patrick Rodgers,76,18.7,23,123,-21,21 Under
145,146,,Francesco Molinari,75,18.4,23,125,-21,21 Under
146,147,,Brian Harman,104,18.37,27,147,-33,33 Under
147,148,,Ian Poulter,72,18.28,17,93,-20,20 Under
148,149,,Vaughn Taylor,90,18.25,23,126,-23,23 Under
149,150,,William McGirt,89,18.12,25,138,-27,27 Under
150,151,,Robert Streb,98,18.06,28,155,-22,22 Under
151,152,,Aaron Baddeley,61,17.89,17,95,-15,15 Under
152,T153,,John Huh,92,17.78,24,135,-26,26 Under
153,T153,,Jonathan Randolph,68,17.78,16,90,-16,16 Under
154,155,,Peter Malnati,91,17.71,17,96,-19,19 Under
155,156,,Steven Bowditch,59,17.46,11,63,-10,10 Under
156,157,,Ryo Ishikawa,56,17.44,15,86,-14,14 Under
157,158,,Brett Drewitt,57,17.19,11,64,-7,7 Under
158,T159,,Rod Pampling,71,17.14,24,140,-20,20 Under
159,T159,,C.T. Pan,88,17.14,24,140,-21,21 Under
160,161,,Chris Kirk,89,17.12,19,111,-17,17 Under
161,162,,Brian Gay,82,17.11,13,76,-17,17 Under
162,163,,Spencer Levin,89,17.02,16,94,-18,18 Under
163,164,,Fabián Gómez,61,17.0,17,100,-17,17 Under
164,165,,Patrick Reed,107,16.93,32,189,-29,29 Under
165,166,,Ken Duke,77,16.87,14,83,-14,14 Under
166,167,,Si Woo Kim,80,16.81,19,113,-19,19 Under
167,168,,Byeong Hun An,77,16.54,21,127,-23,23 Under
168,169,,Brandt Snedeker,53,16.46,13,79,-12,12 Under
169,T170,,Dominic Bozzelli,69,15.79,18,114,-16,16 Under
170,T170,,Rafa Cabrera Bello,63,15.79,12,76,-10,10 Under
171,172,,Zach Johnson,81,15.63,15,96,-13,13 Under
172,173,,Ben Crane,86,15.09,16,106,-17,17 Under
173,174,,Johnson Wagner,71,14.74,14,95,-14,14 Under
174,175,,Jason Bohn,75,14.67,11,75,-13,13 Under
175,176,,Luke Donald,50,14.58,7,48,-8,8 Under
176,177,,Sergio Garcia,65,14.56,15,103,-13,13 Under
177,178,,David Lingmerth,79,14.53,17,117,-21,21 Under
178,179,,D.A. Points,68,13.98,13,93,-14,14 Under
179,180,,Graeme McDowell,56,13.85,9,65,-10,10 Under
180,181,,Danny Lee,93,13.73,21,153,-24,24 Under
181,T182,,Roberto Castro,70,13.64,9,66,-8,8 Under
182,T182,,Søren Kjeldsen,58,13.64,6,44,-6,6 Under
183,184,,Whee Kim,74,13.58,11,81,-15,15 Under
184,185,,Jonas Blixt,74,13.21,14,106,-17,17 Under
185,186,,Julián Etulain,68,12.9,12,93,-9,9 Under
186,187,,Steve Wheatcroft,51,12.68,9,71,-10,10 Under
187,188,,Bryce Molder,74,11.11,7,63,-7,7 Under
188,189,,Chris Stroud,67,10.53,8,76,-8,8 Under
189,190,,Greg Chalmers,75,10.42,10,96,-10,10 Under
