,Average_Approach_Shot_Distance_RANK THIS WEEK,Average_Approach_Shot_Distance_RANK LAST WEEK,Average_Approach_Shot_Distance_PLAYER NAME,Average_Approach_Shot_Distance_ROUNDS,Average_Approach_Shot_Distance_AVG,Average_Approach_Shot_Distance_TOTAL DIST OF APPR SHOT,Average_Approach_Shot_Distance_TOTAL HOLES
71,T69,,Seung-Yul Noh,91,164.1,7900431.0,1337
72,T69,,Sam Saunders,76,164.1,6414789.0,1086
73,T69,,Vaughn Taylor,90,164.1,7950937.0,1346
74,75,,Alex Cejka,85,164.2,6473075.0,1095
75,T76,,Phil Mickelson,85,164.3,7309873.0,1236
76,T76,,Shawn Stefani,72,164.3,6303940.0,1066
77,T76,,Johnson Wagner,71,164.3,5960318.0,1008
78,T79,,Luke Donald,50,164.4,4545714.0,768
79,T79,,Hunter Mahan,73,164.4,6242969.0,1055
80,T79,,Steve Wheatcroft,51,164.4,4209152.0,711
81,T82,,Ricky Barnes,100,164.5,8106527.0,1369
82,T82,,Ryan Blaum,100,164.5,8658294.0,1462
83,T82,,Kevin Streelman,90,164.5,8211960.0,1387
84,T82,,Harold Varner III,101,164.5,9063012.0,1530
85,86,,David Lingmerth,79,164.6,6849832.0,1156
86,T87,,Harris English,84,164.7,7157769.0,1207
87,T87,,Kyle Reifers,96,164.7,7818874.0,1319
88,T89,,Zach Johnson,81,164.9,6713439.0,1131
89,T89,,Jon Rahm,90,164.9,6783864.0,1143
90,T91,,Brian Harman,104,165.0,8652994.0,1457
91,T91,,Si Woo Kim,80,165.0,5879077.0,990
92,T91,,Seamus Power,86,165.0,7235306.0,1218
93,T91,,Xander Schauffele,96,165.0,7379301.0,1242
94,T91,,Nick Taylor,97,165.0,8840632.0,1488
95,T96,,Chad Campbell,97,165.1,9017539.0,1517
96,T96,,J.J. Henry,92,165.1,7983555.0,1343
97,T96,,Mackenzie Hughes,106,165.1,10192334.0,1715
98,T96,,Brandt Snedeker,53,165.1,4041573.0,680
99,100,,Billy Horschel,88,165.2,8244413.0,1386
100,T101,,Ben Martin,86,165.4,7449717.0,1251
101,T101,,J.J. Spaun,92,165.4,7637821.0,1283
102,103,,Cameron Tringale,89,165.5,6917146.0,1161
103,T104,,Branden Grace,70,165.6,4578833.0,768
104,T104,,Ryo Ishikawa,56,165.6,4536033.0,761
105,T104,,Matt Kuchar,95,165.6,7792287.0,1307
106,T104,,Cameron Smith,86,165.6,7473976.0,1254
107,T104,,Brian Stuard,93,165.6,7122493.0,1195
108,109,,Jonas Blixt,74,165.7,6280046.0,1053
109,110,,Russell Knox,75,165.8,5532360.0,927
110,T111,,Bryson DeChambeau,91,165.9,7571945.0,1268
111,T111,,Michael Kim,94,165.9,8918768.0,1493
112,T111,,Anirban Lahiri,72,165.9,6284223.0,1052
113,T111,,Jonathan Randolph,68,165.9,4999119.0,837
114,T115,,Zac Blair,105,166.0,8634207.0,1445
115,T115,,Fabián Gómez,61,166.0,5395998.0,903
116,T115,,Tim Wilkinson,64,166.0,4870680.0,815
117,T118,,Lucas Glover,93,166.1,8923573.0,1492
118,T118,,Kevin Kisner,105,166.1,7796524.0,1304
119,T118,,Chez Reavie,98,166.1,8406520.0,1406
120,121,,Shane Lowry,52,166.2,3620305.0,605
121,T122,,Graham DeLaet,82,166.3,7577812.0,1266
122,T122,,Sean O'Hair,84,166.3,7249806.0,1211
123,T122,,Chris Stroud,67,166.3,5107653.0,853
124,T125,,Graeme McDowell,56,166.4,5115956.0,854
125,T125,,Jordan Spieth,85,166.4,6840101.0,1142
126,T127,,Kevin Chappell,95,166.5,7245454.0,1209
127,T127,,Bubba Watson,71,166.5,5431841.0,906
128,129,,Cody Gribble,79,166.6,7428996.0,1239
129,T130,,Kelly Kraft,75,166.7,6975160.0,1162
130,T130,,Robert Streb,98,166.7,9012452.0,1502
131,T130,,Jimmy Walker,68,166.7,5137106.0,856
132,T133,,Martin Laird,83,166.8,7270678.0,1211
133,T133,,Justin Thomas,86,166.8,6510725.0,1084
134,T135,,Jason Day,71,166.9,5658985.0,942
135,T135,,James Hahn,96,166.9,8690248.0,1446
136,137,,Spencer Levin,89,167.0,7188968.0,1196
137,T138,,Ben Crane,86,167.1,7410606.0,1232
138,T138,,Sung Kang,104,167.1,8772960.0,1458
139,T138,,Patrick Reed,107,167.1,8588121.0,1428
140,141,,Pat Perez,93,167.2,7634209.0,1268
141,T142,,Adam Scott,58,167.3,4288708.0,712
142,T142,,Webb Simpson,102,167.3,8572471.0,1423
143,T144,,Jason Kokrak,95,167.4,8473942.0,1406
144,T144,,C.T. Pan,88,167.4,7948403.0,1319
145,T144,,Brendan Steele,89,167.4,7194264.0,1194
146,T147,,Rafa Cabrera Bello,63,167.5,4480619.0,743
147,T147,,Charley Hoffman,112,167.5,9541902.0,1582
148,149,,Bud Cauley,92,167.7,8643425.0,1432
149,T150,,Byeong Hun An,77,167.8,5945106.0,984
150,T150,,Aaron Baddeley,61,167.8,4952534.0,820
151,T150,,Jim Furyk,54,167.8,4307076.0,713
152,T150,,Russell Henley,99,167.8,8809580.0,1458
153,T150,,Mark Hubbard,81,167.8,6546938.0,1084
154,T150,,Daniel Summerhays,100,167.8,8362315.0,1384
155,T156,,Bill Haas,92,167.9,7348608.0,1216
156,T156,,Luke List,102,167.9,9261831.0,1532
157,T158,,Adam Hadwin,98,168.0,8084981.0,1337
158,T158,,William McGirt,89,168.0,7297904.0,1207
159,T160,,Emiliano Grillo,90,168.1,6909876.0,1142
160,T160,,Jamie Lovemark,98,168.1,8163755.0,1349
161,162,,Danny Lee,93,168.4,8178857.0,1349
162,163,,Scott Brown,95,168.5,8385645.0,1382
163,T164,,Ian Poulter,72,168.6,5977519.0,985
164,T164,,Kyle Stanley,104,168.6,10172365.0,1676
165,T166,,Keegan Bradley,104,168.8,9401825.0,1547
166,T166,,Sergio Garcia,65,168.8,4545376.0,748
167,T166,,Rod Pampling,71,168.8,7146776.0,1176
168,T169,,Tony Finau,106,168.9,9852879.0,1620
169,T169,,Rory McIlroy,51,168.9,3653393.0,601
170,T171,,Daniel Berger,91,169.0,7284026.0,1197
171,T171,,D.A. Points,68,169.0,6237821.0,1025
172,173,,Wesley Bryan,95,169.1,8106397.0,1332
173,174,,Jim Herman,77,169.2,7171060.0,1177
174,175,,Kevin Na,86,169.3,6722632.0,1103
175,176,,Brooks Koepka,88,169.5,6797343.0,1114
176,177,,Louis Oosthuizen,69,169.7,5095545.0,834
177,178,,Patrick Cantlay,52,170.0,5042329.0,824
178,179,,Ryan Moore,82,170.3,7079118.0,1155
179,T180,,Søren Kjeldsen,58,170.4,3693909.0,602
180,T180,,Francesco Molinari,75,170.4,6238440.0,1017
181,182,,Justin Rose,66,170.6,5545535.0,903
182,183,,Hideki Matsuyama,83,170.7,6030194.0,981
183,T184,,John Huh,92,170.8,8323904.0,1354
184,T184,,Jhonattan Vegas,95,170.8,7555694.0,1229
185,T186,,Rickie Fowler,78,170.9,6427445.0,1045
186,T186,,Marc Leishman,94,170.9,7574168.0,1231
187,188,,Gary Woodland,94,171.2,7026370.0,1140
188,189,,Paul Casey,94,171.5,7372429.0,1194
189,190,,Charl Schwartzel,63,172.4,5119775.0,825
