,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
82,83,,Tyrone Van Aswegen,105,"44' 3""",149856,282,12488.0,+40.00
83,T84,,K.J. Choi,72,"44' 4""",91010,171,7584.1669999999995,+25.00
84,T84,,Robert Garrigus,78,"44' 4""",116074,218,9672.833,+29.00
85,T84,,Cody Gribble,79,"44' 4""",143042,269,11920.167,+29.00
86,T84,,Patton Kizzire,84,"44' 4""",157895,297,13157.917,+44.00
87,T88,,Jonas Blixt,74,"44' 5""",117816,221,9818.0,+52.00
88,T88,,Patrick Cantlay,52,"44' 5""",84716,159,7059.6669999999995,+7.00
89,T88,,Ryo Ishikawa,56,"44' 5""",104987,197,8748.917,+39.00
90,T88,,Smylie Kaufman,76,"44' 5""",151230,284,12602.5,+43.00
91,T88,,Kyle Stanley,104,"44' 5""",137065,257,11422.083,+36.00
92,T88,,Brian Stuard,93,"44' 5""",102260,192,8521.667,+33.00
93,T94,,Steven Bowditch,59,"44' 6""",119707,224,9975.583,+59.00
94,T94,,Jason Kokrak,95,"44' 6""",148433,278,12369.417,+23.00
95,T94,,Robert Streb,98,"44' 6""",164009,307,13667.417,+33.00
96,T94,,Chris Stroud,67,"44' 6""",92398,173,7699.8330000000005,+26.00
97,T98,,Kevin Chappell,95,"44' 7""",136422,255,11368.5,+31.00
98,T98,,Stewart Cink,93,"44' 7""",165372,309,13781.0,+30.00
99,T98,,J.B. Holmes,83,"44' 7""",146036,273,12169.667,+19.00
100,T98,,Martin Laird,83,"44' 7""",111265,208,9272.083,+26.00
101,T98,,Tag Ridings,67,"44' 7""",113395,212,9449.583,+13.00
102,T103,,Chad Campbell,97,"44' 8""",153318,286,12776.5,+37.00
103,T103,,Gonzalo Fernandez-Castaño,63,"44' 8""",112054,209,9337.833,+16.00
104,T105,,Sergio Garcia,65,"44' 9""",83756,156,6979.6669999999995,+22.00
105,T105,,Rick Lamb,54,"44' 9""",74595,139,6216.25,+27.00
106,T105,,Hudson Swafford,94,"44' 9""",147227,274,12268.917,+32.00
107,T108,,Zac Blair,105,"44' 10""",134592,250,11216.0,+21.00
108,T108,,Wesley Bryan,95,"44' 10""",145917,271,12159.75,+47.00
109,T108,,Paul Casey,94,"44' 10""",113955,212,9496.25,+11.00
110,T108,,Bryson DeChambeau,91,"44' 10""",140974,262,11747.833,+46.00
111,T108,,Cameron Smith,86,"44' 10""",148896,277,12408.0,+28.00
112,T108,,Nick Taylor,97,"44' 10""",159746,297,13312.167,+36.00
113,T114,,Fabián Gómez,61,"44' 11""",95455,177,7954.5830000000005,+13.00
114,T114,,Mackenzie Hughes,106,"44' 11""",199598,370,16633.167,+46.00
115,116,,Sung Kang,104,"45' 0""",175449,325,14620.75,+31.00
116,117,,Daniel Summerhays,100,"45' 1""",146743,271,12228.583,+37.00
117,118,,Vaughn Taylor,90,"45' 2""",107791,199,8982.583,+18.00
118,T119,,Blayne Barber,77,"45' 3""",124270,229,10355.833,+41.00
119,T119,,Adam Hadwin,98,"45' 3""",125488,231,10457.333,+24.00
120,T119,,Charles Howell III,86,"45' 3""",147575,272,12297.917,+25.00
121,T122,,Ernie Els,52,"45' 4""",70768,130,5897.3330000000005,+24.00
122,T122,,Brian Gay,82,"45' 4""",125104,230,10425.333,+33.00
123,T122,,Branden Grace,70,"45' 4""",92417,170,7701.4169999999995,+9.00
124,T125,,Byeong Hun An,77,"45' 5""",108994,200,9082.833,+37.00
125,T125,,Bryce Molder,74,"45' 5""",137978,253,11498.167,+41.00
126,T125,,Michael Thompson,60,"45' 5""",93186,171,7765.5,+29.00
127,T128,,Ricky Barnes,100,"45' 6""",178483,327,14873.583,+19.00
128,T128,,Ryan Blaum,100,"45' 6""",180753,331,15062.75,+46.00
129,T128,,Scott Brown,95,"45' 6""",143107,262,11925.583,+28.00
130,T131,,Tony Finau,106,"45' 7""",190748,349,15895.667,+20.00
131,T131,,Patrick Rodgers,76,"45' 7""",160315,293,13359.583,+40.00
132,T133,,Rafa Cabrera Bello,63,"45' 8""",81645,149,6803.75,+18.00
133,T133,,Alex Cejka,85,"45' 8""",112893,206,9407.75,+30.00
134,T133,,Michael Kim,94,"45' 8""",155710,284,12975.833,+22.00
135,T136,,Julián Etulain,68,"45' 9""",100473,183,8372.75,+21.00
136,T136,,Kyle Reifers,96,"45' 9""",123445,225,10287.083,+34.00
137,138,,Brian Campbell,55,"45' 10""",85217,155,7101.4169999999995,+19.00
138,139,,Keegan Bradley,104,"45' 11""",146598,266,12216.5,+53.00
139,T140,,Whee Kim,74,"46' 0""",139166,252,11597.167,+26.00
140,T140,,Sebastián Muñoz,51,"46' 0""",96069,174,8005.75,+23.00
141,T142,,Dominic Bozzelli,69,"46' 1""",124522,225,10376.833,+31.00
142,T142,,Ian Poulter,72,"46' 1""",105596,191,8799.667,+26.00
143,T142,,Patrick Reed,107,"46' 1""",173645,314,14470.417,+32.00
144,T142,,Adam Scott,58,"46' 1""",86306,156,7192.1669999999995,+14.00
145,146,,John Huh,92,"46' 2""",150107,271,12508.917,+27.00
146,147,,Derek Fathauer,81,"46' 3""",150934,272,12577.833,+60.00
147,T148,,Daniel Berger,91,"46' 4""",126199,227,10516.583,+16.00
148,T148,,Marc Leishman,94,"46' 4""",150699,271,12558.25,+26.00
149,T148,,Cameron Percy,71,"46' 4""",117885,212,9823.75,+36.00
150,T151,,J.J. Henry,92,"46' 5""",146376,263,12198.0,+52.00
151,T151,,Hunter Mahan,73,"46' 5""",115831,208,9652.583,+21.00
152,T151,,J.J. Spaun,92,"46' 5""",130435,234,10869.583,+27.00
153,T154,,Russell Henley,99,"46' 6""",158469,284,13205.75,+43.00
154,T154,,Spencer Levin,89,"46' 6""",112084,201,9340.333,+37.00
155,T156,,Grayson Murray,94,"46' 7""",184910,331,15409.167,+49.00
156,T156,,Seamus Power,86,"46' 7""",176122,315,14676.833,+16.00
157,T158,,Sam Saunders,76,"46' 8""",111534,199,9294.5,+25.00
158,T158,,Gary Woodland,94,"46' 8""",138353,247,11529.417,+21.00
159,T160,,Kelly Kraft,75,"46' 10""",138844,247,11570.333,+67.00
160,T160,,Camilo Villegas,76,"46' 10""",150529,268,12544.083,+29.00
161,T162,,Matt Jones,64,"47' 1""",117986,209,9832.167,+21.00
162,T162,,C.T. Pan,88,"47' 1""",152542,270,12711.833,+33.00
163,T164,,Rickie Fowler,78,"47' 3""",99285,175,8273.75,+24.00
164,T164,,Jamie Lovemark,98,"47' 3""",169071,298,14089.25,+7.00
165,T166,,Matt Every,76,"47' 4""",150431,265,12535.917,+66.00
166,T166,,Nicholas Lindheim,58,"47' 4""",106235,187,8852.917,+30.00
167,T168,,William McGirt,89,"47' 6""",97984,172,8165.3330000000005,+35.00
168,T168,,Harold Varner III,101,"47' 6""",172716,303,14393.0,+41.00
169,170,,Kevin Streelman,90,"47' 7""",134108,235,11175.667,+28.00
170,171,,Andres Gonzales,73,"47' 8""",142439,249,11869.917,+12.00
171,T172,,Shawn Stefani,72,"47' 10""",129162,225,10763.5,+40.00
172,T172,,Brett Stegmaier,78,"47' 10""",110853,193,9237.75,+42.00
173,174,,Carl Pettersson,63,"47' 11""",126517,220,10543.083,+56.00
174,175,,Russell Knox,75,"48' 0""",92227,160,7685.5830000000005,+28.00
175,176,,Troy Merritt,82,"48' 2""",141059,244,11754.917,+30.00
176,177,,Brooks Koepka,88,"48' 6""",141951,244,11829.25,+29.00
177,178,,Richy Werenski,81,"48' 7""",117143,201,9761.917,+46.00
178,179,,Cameron Tringale,89,"48' 8""",148242,254,12353.5,+38.00
179,180,,Seung-Yul Noh,91,"48' 10""",192287,328,16023.917,+41.00
180,T181,,Jim Furyk,54,"48' 11""",64581,110,5381.75,+14.00
181,T181,,Brian Harman,104,"48' 11""",160262,273,13355.167,+46.00
182,T181,,David Hearn,93,"48' 11""",122588,209,10215.667,+37.00
183,T181,,Si Woo Kim,80,"48' 11""",126185,215,10515.417,+50.00
184,185,,Ben Crane,86,"49' 4""",133705,226,11142.083,+47.00
185,186,,Steve Wheatcroft,51,"49' 7""",73822,124,6151.8330000000005,+16.00
186,187,,Graeme McDowell,56,"49' 9""",82353,138,6862.75,+31.00
187,188,,Søren Kjeldsen,58,"50' 0""",61798,103,5149.833,+23.00
188,189,,Rod Pampling,71,"51' 0""",141444,231,11787.0,+25.00
189,190,,Kevin Kisner,105,"51' 2""",134479,219,11206.583,+19.00
