,Average_Going_for_it_Shot_Distance_in_Yards_RANK THIS WEEK,Average_Going_for_it_Shot_Distance_in_Yards_RANK LAST WEEK,Average_Going_for_it_Shot_Distance_in_Yards_PLAYER NAME,Average_Going_for_it_Shot_Distance_in_Yards_EVENTS,Average_Going_for_it_Shot_Distance_in_Yards_AVG,Average_Going_for_it_Shot_Distance_in_Yards_DISTANCE (IN INCHES),Average_Going_for_it_Shot_Distance_in_Yards_ATTEMPTS
81,T81,,Morgan Hoffmann,29,256.4,1412395.0,153
82,83,,Russell Henley,27,256.6,1459722.0,158
83,84,,Marc Leishman,25,256.7,1487683.0,161
84,85,,Greg Chalmers,28,256.8,887549.0,96
85,86,,Cameron Smith,26,257.0,1351040.0,146
86,87,,Cody Gribble,28,257.1,1332694.0,144
87,T88,,Jonas Blixt,25,257.2,981319.0,106
88,T88,,Scott Brown,29,257.2,1324321.0,143
89,T90,,Louis Oosthuizen,18,257.4,917330.0,99
90,T90,,Kevin Tway,27,257.4,1649108.0,178
91,92,,Rod Pampling,22,257.5,1297944.0,140
92,T93,,Branden Grace,20,257.6,806654.0,87
93,T93,,Chez Reavie,28,257.6,1149945.0,124
94,T95,,Ken Duke,26,257.7,770148.0,83
95,T95,,J.J. Henry,29,257.7,1187595.0,128
96,T95,,J.B. Holmes,23,257.7,1224485.0,132
97,T95,,Sean O'Hair,25,257.7,1335821.0,144
98,T95,,Xander Schauffele,28,257.7,1391346.0,150
99,T95,,Kyle Stanley,29,257.7,1809286.0,195
100,101,,Jim Herman,25,257.8,1345875.0,145
101,102,,Troy Merritt,28,257.9,1179131.0,127
102,103,,Miguel Angel Carballo,22,258.0,668764.0,72
103,104,,C.T. Pan,29,258.1,1300634.0,140
104,T105,,Gonzalo Fernandez-Castaño,22,258.5,735247.0,79
105,T105,,Brian Stuard,31,258.5,753872.0,81
106,107,,Jhonattan Vegas,29,258.7,1760054.0,189
107,T108,,Webb Simpson,28,258.8,1276345.0,137
108,T108,,Daniel Summerhays,29,258.8,1443931.0,155
109,110,,Charles Howell III,23,258.9,1211808.0,130
110,T111,,Zac Blair,32,259.0,941682.0,101
111,T111,,Dominic Bozzelli,24,259.0,1062762.0,114
112,T111,,Ben Crane,26,259.0,988409.0,106
113,114,,Scott Piercy,22,259.1,858078.0,92
114,T115,,Jim Furyk,18,259.2,438484.0,47
115,T115,,Billy Hurley III,25,259.2,876981.0,94
116,T115,,Jamie Lovemark,28,259.2,1800717.0,193
117,118,,Cameron Percy,23,259.3,998919.0,107
118,T119,,Tony Finau,29,259.4,2446319.0,262
119,T119,,Mackenzie Hughes,31,259.4,1839384.0,197
120,T119,,J.J. Spaun,29,259.4,1195228.0,128
121,T122,,Rickie Fowler,21,259.5,1251613.0,134
122,T122,,Johnson Wagner,26,259.5,887355.0,95
123,T124,,Jason Bohn,28,259.7,701195.0,75
124,T124,,Luke Donald,18,259.7,448744.0,48
125,T124,,Jordan Spieth,23,259.7,1383924.0,148
126,T124,,Justin Thomas,25,259.7,1467816.0,157
127,T128,,Kevin Na,26,259.9,973036.0,104
128,T128,,Justin Rose,18,259.9,1178956.0,126
129,T128,,Brandt Snedeker,15,259.9,739269.0,79
130,T128,,Bubba Watson,22,259.9,1225854.0,131
131,132,,Ryan Moore,24,260.0,1123046.0,120
132,133,,Michael Kim,28,260.1,1395314.0,149
133,T134,,Daniel Berger,26,260.2,1405188.0,150
134,T134,,Emiliano Grillo,25,260.2,1198924.0,128
135,136,,Hideki Matsuyama,22,260.4,1425136.0,152
136,137,,Vaughn Taylor,26,260.5,1181678.0,126
137,T138,,Brendan Steele,25,260.6,1500865.0,160
138,T138,,Jimmy Walker,21,260.6,938004.0,100
139,140,,Brett Stegmaier,27,260.7,938618.0,100
140,T141,,Julián Etulain,22,260.8,873211.0,93
141,T141,,Danny Lee,32,260.8,1436549.0,153
142,143,,Adam Scott,16,260.9,826418.0,88
143,144,,Sung Kang,32,261.0,1756890.0,187
144,145,,Wesley Bryan,28,261.1,977658.0,104
145,T146,,Paul Casey,24,261.3,1364074.0,145
146,T146,,Ryo Ishikawa,20,261.3,808982.0,86
147,T148,,Matt Jones,20,261.4,959958.0,102
148,T148,,Nick Taylor,29,261.4,1543410.0,164
149,150,,Francesco Molinari,21,261.5,1176691.0,125
150,151,,John Huh,28,261.7,1271912.0,135
151,152,,Chris Stroud,22,261.8,716217.0,76
152,153,,Bud Cauley,28,261.9,1621848.0,172
153,T154,,Spencer Levin,31,262.0,886519.0,94
154,T154,,Kevin Streelman,26,262.0,1452622.0,154
155,T154,,Tim Wilkinson,22,262.0,575426.0,61
156,157,,Chris Kirk,28,262.1,1047291.0,111
157,T158,,Martin Laird,25,262.3,1284042.0,136
158,T158,,Geoff Ogilvy,25,262.3,944185.0,100
159,160,,Adam Hadwin,28,262.4,1416804.0,150
160,T161,,Whee Kim,27,262.5,765536.0,81
161,T161,,William McGirt,28,262.5,1303894.0,138
162,T161,,Kyle Reifers,32,262.5,1133878.0,120
163,164,,Kevin Chappell,27,262.7,1598401.0,169
164,T165,,Byeong Hun An,22,262.9,1201868.0,127
165,T165,,Bryson DeChambeau,31,262.9,1353384.0,143
166,T165,,Brooks Koepka,24,262.9,1693855.0,179
167,168,,Bryce Molder,26,263.1,596793.0,63
168,T169,,Kelly Kraft,27,263.2,1099179.0,116
169,T169,,Jon Rahm,23,263.2,1582075.0,167
170,171,,Aaron Baddeley,20,263.5,901272.0,95
171,172,,Robert Streb,30,263.6,1470797.0,155
172,T173,,Matt Kuchar,26,263.7,1158004.0,122
173,T173,,Phil Mickelson,22,263.7,1300520.0,137
174,175,,Charl Schwartzel,18,264.0,1074135.0,113
175,176,,Shawn Stefani,26,264.1,1093388.0,115
176,T177,,Roberto Castro,25,264.2,627649.0,66
177,T177,,Si Woo Kim,30,264.2,1074774.0,113
178,179,,Chad Collins,26,264.5,695121.0,73
179,180,,Patrick Reed,29,264.6,1800241.0,189
180,181,,Michael Thompson,21,264.7,495526.0,52
181,182,,D.A. Points,22,264.9,886942.0,93
182,183,,Ryan Blaum,29,265.1,1173771.0,123
183,184,,Bill Haas,25,265.3,1117334.0,117
184,185,,Sergio Garcia,17,266.5,988059.0,103
185,T186,,Rory McIlroy,14,266.9,999437.0,104
186,T186,,Jonathan Randolph,22,266.9,864869.0,90
187,188,,Rafa Cabrera Bello,19,267.7,732356.0,76
188,189,,Zach Johnson,23,267.9,925841.0,96
189,190,,Søren Kjeldsen,17,269.6,427051.0,44
