,Presidents_Cup_United_States_RANK THIS WEEK,Presidents_Cup_United_States_RANK LAST WEEK,Presidents_Cup_United_States_PLAYER NAME,Presidents_Cup_United_States_POINTS
104,105,105,Doug Barron,789600
105,106,106,Brandt Jobe,780473
106,107,107,Omar Uresti,769923
107,108,108,Gary Nicklaus,768009
108,109,109,Robin Freeman,759239
109,110,110,Dicky Pride,748404
110,111,111,Mike Brisky,747299
111,112,112,Scott McCarron,741502
112,113,113,Brad Fabel,734445
113,114,114,John Maginnes,716734
114,115,115,Jerry Smith,715803
115,116,116,Bob Burns,670269
116,117,117,Doug Dunakey,663603
117,118,118,Charles Raulerson,652891
118,119,119,Ronnie Black,646398
119,120,120,Brett Quigley,627716
120,121,121,Carl Paulson,611220
121,122,122,Billy Andrade,609455
122,123,123,Jay Delsing,601803
123,124,124,Craig Barlow,594275
124,125,125,"Dave Stockton, Jr.",589869
125,126,126,Tommy Tolles,589723
126,127,127,Mike Sposa,527496
127,128,128,Ben Bates,521217
128,129,129,Robert Gamez,506670
129,130,130,Bob Friend,501448
130,131,131,Peter Jacobsen,486818
131,132,132,Sean Murphy,486002
132,133,133,Tom Watson,458228
133,134,134,Eric Booker,440918
134,135,135,Nolan Henke,408628
135,136,136,Mike Springer,401675
136,137,137,Emlyn Aubrey,391653
137,138,138,Charles Howell III,390725
138,139,139,P.H. Horgan III,376198
139,140,140,John Daly,373019
140,141,141,Shaun Micheel,366188
141,142,142,Phil Blackmar,349373
142,143,143,D.A. Weibring,346304
143,144,144,Mike Hulbert,336773
144,145,145,Perry Moss,333356
145,146,146,Tom Kite,328840
146,147,147,Michael Bradley,319852
147,148,148,Bruce Lietzke,316972
148,149,149,Billy Ray Brown,301472
149,150,150,Cameron Beckman,285485
150,151,151,Danny Briggs,283449
151,152,152,Jeff Gallagher,271557
152,153,153,Donnie Hammond,262827
153,154,154,Curtis Strange,253308
154,155,155,Chip Beck,250697
155,156,156,Larry Rinker,243933
156,157,157,Jeff Gove,234893
157,158,158,Casey Martin,234709
158,159,159,Tom Purtzer,221056
159,160,160,Steve Gotsche,214873
160,161,161,David Ogrin,210477
161,162,162,Bob Heintz,188540
162,163,163,Scott Simpson,179006
163,164,164,"Jim Gallagher, Jr.",175534
164,165,165,Willie Wood,172754
165,166,166,Dick Mast,165729
166,167,167,Steve Hart,165307
167,168,168,Jim McGovern,164644
168,169,169,Andy Bean,160232
169,170,170,David Edwards,158638
170,171,171,John Rollins,152184
171,172,172,Kelly Gibson,148295
172,173,173,Jason Buha,144337
173,174,174,Jason Caron,140415
174,175,175,Mike Standly,133074
175,176,176,Jeff Brehaut,126353
176,177,177,Ryan Howison,117171
177,178,178,Bobby Cochran,116143
178,179,179,Bart Bryant,115792
179,180,180,Mark Carnevale,105219
180,181,181,Bob Gilder,104895
181,182,182,Brian Claar,97262
182,183,183,Marco Dawson,88580
183,184,184,Hale Irwin,79382
184,185,185,Lanny Wadkins,73433
185,186,186,Aaron Bengoechea,68640
186,187,187,Gene Sauers,66153
187,188,188,Brent Schwarzrock,65480
188,189,189,Doug Tewell,65152
189,190,190,Wayne Levi,64426
190,191,191,Fuzzy Zoeller,63146
191,192,192,Dan Pohl,60461
192,193,193,Craig Bowden,57220
193,194,194,John Restino,54228
194,195,195,Gary Hallberg,51253
195,196,196,Ken Green,48947
196,197,197,Keith Clearwater,44205
197,198,198,Bobby Clampett,44112
198,199,199,Brad Bryant,41643
199,200,200,Don Pooley,40807
200,201,201,Jack Nicklaus,39563
201,202,202,Mike Sullivan,38021
202,203,203,Clarence Rose,36451
203,204,204,Keith Fergus,29982
204,205,205,Ed Fiori,28436
205,206,206,Curt Byrum,27921
206,207,207,Bobby Wadkins,25673
207,208,208,Dave Eichelberger,23520
208,209,209,Raymond Floyd,22480
209,210,210,Mike Nicolette,21217
210,211,211,Dave Stockton,20920
211,212,212,Ted Schulz,20377
212,213,213,Mark McCumber,17794
213,214,214,Mike Donald,15312
214,215,215,Ben Crenshaw,14800
215,216,216,Sam Randolph,14400
216,217,217,Brett Wetterich,14348
217,218,218,Jack Renner,10909
218,219,219,Stan Utley,9872
219,220,220,Greg Twiggs,9080
220,221,221,Gary Koch,5250
221,222,222,Guy Boros,4500
222,T223,T223,Mark Hayes,3841
223,T223,T223,Andy North,3841
224,225,225,Mac O'Grady,3520
225,226,226,Tom Sieckmann,3408
