,Official_World_Golf_Ranking_RANK THIS WEEK,Official_World_Golf_Ranking_RANK LAST WEEK,Official_World_Golf_Ranking_PLAYER NAME,Official_World_Golf_Ranking_EVENTS,Official_World_Golf_Ranking_AVG POINTS,Official_World_Golf_Ranking_TOTAL POINTS,Official_World_Golf_Ranking_POINTS LOST,Official_World_Golf_Ranking_POINTS GAINED,Official_World_Golf_Ranking_COUNTRY
38,39,41.0,Richard Sterne,45,2.72,122.49,-37.56,115.35,RSA
39,40,40.0,Scott Piercy,52,2.72,141.53,-90.7,91.87,USA
40,41,39.0,Peter Hanson,52,2.71,140.76,-146.78,47.05,SWE
41,42,42.0,Bo Van Pelt,52,2.67,138.69,-142.22,52.7,USA
42,43,43.0,Miguel Angel Jiménez,46,2.63,121.21,-68.79,77.56,ESP
43,44,44.0,Jamie Donaldson,48,2.6,125.04,-83.69,96.32,WAL
44,45,45.0,Ryan Moore,47,2.59,121.87,-84.89,74.17,USA
45,46,46.0,Thomas Bjørn,49,2.56,125.46,-89.88,96.79,DEN
46,47,47.0,Francesco Molinari,52,2.46,127.84,-108.64,58.98,ITA
47,48,48.0,Boo Weekley,52,2.41,125.27,-29.28,126.18,USA
48,49,49.0,Thorbjørn Olesen,52,2.34,121.92,-81.75,91.24,DEN
49,50,50.0,D.A. Points,52,2.34,121.53,-57.83,117.87,USA
50,51,51.0,Ángel Cabrera,48,2.29,110.13,-32.21,112.87,ARG
51,52,53.0,David Lynn,52,2.28,118.59,-79.02,81.62,ENG
52,53,52.0,Nicolas Colsaerts,52,2.28,118.42,-104.11,63.96,BEL
53,54,54.0,Joost Luiten,52,2.21,115.03,-59.88,98.36,NED
54,55,55.0,Gonzalo Fernandez-Castaño,52,2.19,113.71,-92.91,74.15,ESP
55,56,56.0,Bernd Wiesberger,52,2.16,112.28,-67.68,74.9,AUT
56,57,60.0,Martin Laird,49,2.15,105.45,-79.74,84.59,SCO
57,58,62.0,Chris Wood,45,2.14,96.1,-47.67,83.59,ENG
58,59,57.0,Michael Thompson,52,2.13,110.87,-71.18,95.32,USA
59,60,59.0,Thongchai Jaidee,52,2.13,110.54,-60.62,77.31,THA
60,61,58.0,Robert Garrigus,52,2.12,110.45,-91.35,53.58,USA
61,62,61.0,Marc Leishman,52,2.09,108.63,-59.15,80.42,AUS
62,63,63.0,Brendon de Jonge,52,2.09,108.44,-61.23,79.9,ZIM
63,64,68.0,Patrick Reed,40,2.08,83.37,-8.04,81.27,USA
64,65,67.0,Stephen Gallacher,50,2.07,103.72,-59.32,82.83,SCO
65,66,64.0,Jimmy Walker,52,2.06,107.18,-57.34,92.95,USA
66,67,65.0,Roberto Castro,52,2.06,107.09,-24.46,98.74,USA
67,68,66.0,Tim Clark,41,2.04,83.57,-42.88,61.46,RSA
68,69,69.0,Peter Uihlein,46,2.04,93.71,-14.45,90.3,USA
69,70,71.0,Shane Lowry,52,1.96,102.04,-65.99,60.32,IRL
70,71,72.0,Russell Henley,51,1.96,99.76,-40.37,89.16,USA
71,72,70.0,Carl Pettersson,52,1.96,101.7,-108.09,38.61,SWE
72,73,73.0,Harris English,52,1.95,101.32,-37.74,91.77,USA
73,74,74.0,Paul Lawrie,51,1.94,99.04,-111.36,33.98,SCO
74,75,78.0,John Merrick,51,1.9,96.65,-38.7,96.05,USA
75,76,75.0,Mikko Ilonen,42,1.86,78.25,-18.54,77.35,FIN
76,77,79.0,Alex Noren,47,1.86,87.37,-79.29,55.87,SWE
77,78,76.0,Marcel Siem,52,1.85,96.04,-70.66,58.66,GER
78,79,77.0,Freddie Jacobson,40,1.84,73.63,-84.2,65.71,SWE
79,80,80.0,Gary Woodland,51,1.83,93.4,-50.25,86.68,USA
80,81,81.0,Brett Rumford,52,1.8,93.63,-32.77,83.25,AUS
81,82,83.0,John Huh,52,1.78,92.74,-54.33,73.1,USA
82,83,82.0,Kyle Stanley,52,1.78,92.32,-76.31,71.94,USA
83,84,84.0,Scott Stallings,52,1.77,92.12,-52.82,76.56,USA
84,85,86.0,Ken Duke,52,1.72,89.69,-43.66,77.2,USA
85,86,85.0,George Coetzee,52,1.72,89.35,-84.1,53.37,RSA
86,87,87.0,Kiradech Aphibarnrat,52,1.72,89.27,-41.63,81.0,THA
87,88,88.0,David Lingmerth,52,1.71,89.16,-33.7,83.03,SWE
88,89,89.0,Luke Guthrie,41,1.71,69.92,-34.55,48.96,USA
89,90,90.0,Chris Kirk,52,1.7,88.66,-58.44,74.67,USA
90,91,91.0,David Toms,40,1.7,67.84,-86.66,36.41,USA
91,92,94.0,David Howell,52,1.69,87.84,-27.21,76.96,ENG
92,93,92.0,Charles Howell III,52,1.69,87.69,-72.41,89.86,USA
93,94,93.0,Ryan Palmer,49,1.68,82.19,-56.35,68.47,USA
94,95,95.0,Kevin Chappell,52,1.67,86.62,-38.87,82.82,USA
95,96,99.0,Matt Jones,50,1.65,82.7,-17.11,82.14,AUS
96,97,96.0,Marcus Fraser,52,1.63,84.74,-72.2,46.53,AUS
97,98,97.0,Geoff Ogilvy,47,1.62,76.04,-78.31,49.65,AUS
98,99,98.0,Padraig Harrington,52,1.61,83.58,-74.19,50.74,IRL
99,100,100.0,Brooks Koepka,40,1.6,63.85,-10.42,58.77,USA
100,101,101.0,Charley Hoffman,52,1.57,81.46,-44.46,69.43,USA
101,102,109.0,Sung Joon Park,41,1.55,63.58,-8.19,61.99,KOR
102,103,103.0,Victor Dubuisson,40,1.54,61.67,-35.73,47.83,FRA
103,104,107.0,Paul Casey,50,1.54,76.83,-49.86,61.39,ENG
104,105,106.0,Kevin Stadler,52,1.52,79.02,-46.26,57.47,USA
105,106,104.0,Hiroyuki Fujita,52,1.52,78.78,-79.78,17.44,JPN
106,107,108.0,Chris Stroud,52,1.51,78.7,-33.12,75.66,USA
107,108,105.0,John Senden,52,1.51,78.67,-105.87,38.7,AUS
108,109,110.0,Marc Warren,52,1.5,78.13,-33.54,60.25,SCO
109,110,111.0,Scott Jamieson,52,1.49,77.61,-50.99,46.46,SCO
110,111,112.0,Pablo Larrazabal,52,1.48,77.06,-66.14,53.12,ESP
111,112,114.0,Chesson Hadley,40,1.46,58.26,-1.58,59.83,USA
112,113,113.0,Brendan Jones,44,1.45,63.83,-47.55,25.24,AUS
113,114,102.0,Sangmoon Bae,52,1.44,75.06,-89.11,71.5,KOR
114,115,119.0,Danny Willett,49,1.44,70.64,-50.13,36.84,ENG
115,116,117.0,Matt Every,52,1.44,74.88,-42.93,53.67,USA
116,117,116.0,Brian Davis,52,1.44,74.87,-48.66,59.83,ENG
117,118,115.0,Rafa Cabrera Bello,52,1.43,74.49,-76.85,40.47,ESP
118,119,118.0,K.J. Choi,52,1.43,74.41,-98.83,54.18,KOR
119,120,124.0,Hyung-Sung Kim,52,1.42,74.03,-38.11,44.52,KOR
120,121,120.0,Daniel Summerhays,52,1.41,73.07,-25.95,58.04,USA
121,122,125.0,Thaworn Wiratchant,52,1.4,72.81,-55.65,25.31,THA
122,123,122.0,Grégory Bourdy,52,1.39,72.4,-38.35,54.06,FRA
123,124,123.0,Ross Fisher,52,1.39,72.11,-46.51,43.47,ENG
124,125,121.0,Richie Ramsay,52,1.39,72.09,-69.59,30.64,SCO
125,126,128.0,Rory Sabbatini,52,1.37,71.09,-47.49,55.93,RSA
126,127,127.0,Jaco Van Zyl,52,1.36,70.88,-51.45,61.17,RSA
127,128,126.0,Anders Hansen,45,1.36,61.32,-74.35,34.64,DEN
128,129,129.0,David Hearn,52,1.33,69.32,-30.93,59.22,CAN
129,130,130.0,Michael Putnam,47,1.33,62.43,-15.76,57.61,USA
130,131,132.0,Julien Quesne,47,1.33,62.37,-34.28,50.4,FRA
131,132,135.0,Raphael Jacquelin,51,1.31,66.78,-48.58,43.93,FRA
132,133,131.0,Derek Ernst,40,1.31,52.26,-6.0,58.26,USA
133,134,134.0,John Peterson,40,1.3,51.98,-13.44,45.29,USA
134,135,133.0,Morgan Hoffmann,40,1.29,51.7,-17.29,39.22,USA
135,136,136.0,Josh Teater,52,1.28,66.71,-39.03,60.85,USA
136,137,137.0,Tommy Fleetwood,52,1.28,66.4,-29.78,62.74,ENG
137,138,190.0,Shingo Katayama,51,1.26,64.21,-34.49,46.86,JPN
138,139,138.0,Thomas Aiken,52,1.25,64.91,-53.53,45.7,RSA
139,140,139.0,Darren Fichardt,52,1.25,64.84,-35.2,52.36,RSA
140,141,140.0,Charlie Beljan,48,1.24,59.59,-27.97,44.37,USA
141,142,143.0,Eduardo De La Riva,43,1.24,53.3,-21.19,35.66,ESP
142,143,146.0,Ben Martin,49,1.24,60.64,-9.22,55.67,USA
143,144,141.0,Mark Wilson,48,1.22,58.76,-69.25,44.28,USA
144,145,142.0,Pat Perez,48,1.21,58.31,-43.33,43.75,USA
145,146,144.0,Seung-Yul Noh,52,1.21,62.93,-53.6,34.94,KOR
146,147,145.0,Felipe Aguilar,52,1.21,62.9,-36.35,61.11,CHI
147,148,151.0,Simon Khan,41,1.17,47.91,-15.81,48.02,ENG
148,149,147.0,Stewart Cink,46,1.17,53.73,-25.02,54.17,USA
149,150,148.0,John Rollins,52,1.16,60.14,-50.85,50.04,USA
150,151,149.0,Ryo Ishikawa,52,1.14,59.53,-76.29,28.97,JPN
151,152,150.0,Jason Kokrak,52,1.14,59.47,-29.95,54.57,USA
152,153,156.0,Bob Estes,44,1.14,50.06,-30.42,37.22,USA
153,154,152.0,Cameron Tringale,52,1.13,58.66,-47.7,51.05,USA
154,155,153.0,WC Liang,52,1.13,58.65,-25.05,37.76,CHN
155,156,154.0,Brian Gay,52,1.12,58.36,-34.17,62.28,USA
156,157,155.0,Brad Kennedy,47,1.12,52.7,-35.58,36.22,AUS
157,158,157.0,William McGirt,52,1.11,57.98,-30.73,41.74,USA
158,159,162.0,Koumei Oda,51,1.1,56.3,-52.05,28.29,JPN
159,160,159.0,Simon Dyson,52,1.1,57.23,-81.48,36.52,ENG
160,161,160.0,Kristoffer Broberg,40,1.09,43.46,-30.67,2.25,SWE
161,162,161.0,Greg Chalmers,52,1.09,56.47,-77.63,34.73,AUS
162,163,158.0,Gaganjeet Bhullar,43,1.08,46.45,-35.1,13.74,IND
163,164,163.0,J.J. Henry,52,1.07,55.84,-33.63,36.76,USA
164,165,164.0,Bud Cauley,52,1.07,55.58,-50.92,28.14,USA
165,166,165.0,Ben Crane,49,1.07,52.33,-67.92,34.93,USA
166,167,233.0,Scott Hend,50,1.06,52.76,-23.98,40.02,AUS
167,168,168.0,Brian Harman,52,1.05,54.58,-25.97,40.07,USA
168,169,167.0,Brendan Steele,52,1.05,54.53,-37.7,47.6,USA
169,170,169.0,Andres Romero,48,1.04,50.14,-41.77,31.58,ARG
170,171,171.0,Søren Kjeldsen,52,1.04,53.98,-36.23,32.94,DEN
171,172,166.0,Kyoung-Hoon Lee,44,1.04,45.65,-23.33,27.45,KOR
172,173,170.0,Johnson Wagner,52,1.03,53.43,-57.21,34.8,USA
173,174,174.0,Ben Curtis,49,1.02,50.12,-49.9,18.2,USA
174,175,173.0,Jeff Overton,52,1.01,52.61,-58.38,29.85,USA
175,176,172.0,K.T. Kim,52,1.01,52.55,-73.69,19.69,KOR
176,177,181.0,Steve Webster,51,1.01,51.47,-31.62,38.69,ENG
177,178,175.0,Hideto Tanihara,49,1.01,49.35,-27.3,27.14,JPN
178,179,177.0,Alejandro Cañizares,52,1.0,52.1,-29.5,36.49,ESP
179,180,179.0,Nicholas Thompson,52,1.0,52.0,-18.41,46.03,USA
180,181,176.0,Charlie Wi,52,1.0,51.94,-51.43,25.94,KOR
181,182,180.0,Edward Loar,52,1.0,51.81,-13.65,50.63,USA
182,183,178.0,"Ted Potter, Jr.",52,0.99,51.66,-44.33,34.27,USA
183,184,182.0,Garth Mulroy,52,0.99,51.35,-41.29,35.52,RSA
184,185,188.0,Prayad Marksaeng,52,0.98,50.81,-29.21,45.39,THA
185,186,183.0,Kevin Na,40,0.98,39.04,-70.65,5.75,USA
186,187,189.0,Romain Wattel,50,0.96,48.18,-34.19,28.5,FRA
187,188,187.0,Yoshinori Fujimoto,42,0.96,40.42,-26.97,14.65,JPN
188,189,186.0,Jerry Kelly,51,0.96,49.06,-33.25,44.6,USA
189,190,184.0,Vijay Singh,49,0.96,47.0,-60.62,17.42,FIJ
190,191,191.0,Bryce Molder,51,0.96,48.74,-47.89,36.26,USA
191,192,193.0,Fredrik Andersson Hed,51,0.95,48.59,-48.22,12.02,SWE
192,193,185.0,Aaron Baddeley,50,0.95,47.63,-71.93,31.16,AUS
193,194,192.0,Jeff Maggert,52,0.94,49.06,-17.47,45.45,USA
194,195,194.0,Ricardo Santos,52,0.93,48.5,-31.22,47.68,POR
195,196,195.0,Anirban Lahiri,40,0.93,37.23,-23.3,25.69,IND
196,197,196.0,Scott Brown,52,0.93,48.4,-27.15,49.59,USA
197,198,197.0,Daan Huizing,40,0.93,37.07,-0.15,37.22,NED
198,199,201.0,Jonathan Byrd,42,0.91,38.3,-57.86,17.04,USA
199,200,198.0,Mike Hendry,40,0.91,36.45,-17.42,27.19,NZL
200,201,200.0,Brendon Todd,52,0.91,47.31,-11.29,46.08,USA
201,202,213.0,Toshinori Muto,52,0.91,47.12,-50.15,17.93,JPN
202,203,199.0,Hennie Otto,52,0.9,46.85,-41.04,36.52,RSA
203,204,203.0,Joachim B Hansen,46,0.9,41.23,-14.49,23.11,DEN
204,205,202.0,Jung-gon Hwang,52,0.89,46.51,-30.48,20.19,KOR
205,206,208.0,Andrea Pavan,49,0.89,43.65,-19.42,41.55,ITA
206,207,205.0,James Hahn,52,0.89,46.08,-27.11,35.49,USA
207,208,206.0,Justin Leonard,52,0.89,46.03,-24.46,44.09,USA
208,209,204.0,Toru Taniguchi,50,0.87,43.7,-57.77,12.35,JPN
209,210,207.0,Robert Rock,52,0.87,45.23,-59.41,26.16,ENG
210,211,209.0,Richard Lee,52,0.87,45.15,-19.76,38.33,USA
211,212,210.0,Jason Bohn,52,0.86,44.8,-19.05,32.46,USA
212,213,211.0,Patrick Cantlay,40,0.85,34.1,-17.62,29.2,USA
213,214,213.0,Martin Flores,52,0.85,44.22,-25.03,35.56,USA
214,215,220.0,Craig Lee,50,0.85,42.5,-15.83,38.15,SCO
215,216,215.0,Hyun-woo Ryu,52,0.85,44.01,-23.69,22.33,KOR
216,217,212.0,Jeev Milkha Singh,52,0.84,43.87,-52.33,13.43,IND
217,218,216.0,Morten Orum Madsen,44,0.84,37.08,-11.25,29.48,DEN
218,219,217.0,Michael Hoey,52,0.84,43.77,-50.17,30.44,NIR
219,220,218.0,Trevor Immelman,52,0.84,43.55,-34.81,34.56,RSA
220,221,219.0,Tommy Gainey,52,0.83,43.09,-51.27,19.07,USA
221,222,222.0,Sihwan Kim,40,0.82,32.99,-6.96,26.68,USA
222,223,221.0,Eddie Pepperell,40,0.82,32.99,-12.55,23.91,ENG
223,224,225.0,Masahiro Kawamura,40,0.82,32.62,-9.13,24.31,JPN
224,225,224.0,Shiv Kapur,52,0.81,42.12,-23.66,30.94,IND
225,226,223.0,Edoardo Molinari,40,0.81,32.34,-30.45,28.2,ITA
226,227,270.0,Arnond Vongvanij,40,0.79,31.76,-12.35,16.76,THA
227,228,227.0,Yuta Ikeda,52,0.79,41.22,-48.24,8.21,JPN
228,229,228.0,Brian Stuard,52,0.79,41.16,-18.93,42.08,USA
229,230,226.0,Retief Goosen,40,0.78,31.39,-51.56,13.52,RSA
230,231,230.0,Ricardo Gonzalez,46,0.78,36.08,-21.01,27.79,ARG
231,232,231.0,Alvaro Quiros,47,0.78,36.85,-58.1,18.23,ESP
232,233,229.0,D.H. Lee,52,0.78,40.73,-26.89,31.98,KOR
233,234,232.0,Shawn Stefani,50,0.78,38.99,-18.86,22.48,USA
234,235,235.0,Satoshi Kodaira,40,0.77,30.97,-5.41,30.4,JPN
235,236,236.0,Lucas Glover,42,0.77,32.42,-33.23,36.61,USA
236,237,237.0,Ben Kohles,40,0.77,30.73,-17.06,19.5,USA
237,238,238.0,James Driscoll,52,0.77,39.86,-21.78,35.4,USA
238,239,240.0,Marco Crespi,40,0.76,30.46,-9.21,22.11,ITA
239,240,234.0,Adilson da Silva,52,0.76,39.57,-14.82,32.7,BRA
240,241,242.0,David Horsey,52,0.76,39.46,-24.44,36.53,ENG
241,242,241.0,Jake Roos,47,0.76,35.56,-16.27,23.11,RSA
242,243,239.0,Peter Lawrie,52,0.76,39.33,-37.52,19.17,IRL
243,244,243.0,Paul Waring,40,0.75,30.2,-7.2,27.4,ENG
244,245,244.0,Andrew Svoboda,52,0.75,39.04,-11.76,35.46,USA
245,246,278.0,Kunihiro Kamii,48,0.74,35.72,-21.86,20.57,JPN
246,247,247.0,Russell Knox,52,0.74,38.22,-17.3,29.6,SCO
247,248,255.0,Woody Austin,45,0.73,32.92,-10.55,28.24,USA
248,248,245.0,Spencer Levin,40,0.73,29.26,-48.84,12.23,USA
249,250,254.0,Ashun Wu,43,0.73,31.34,-20.11,9.33,CHN
250,251,246.0,Casey Wittenberg,52,0.73,37.87,-34.65,17.69,USA
251,252,251.0,George McNeill,48,0.73,34.93,-40.87,25.6,USA
252,253,249.0,Francois Calmels,40,0.73,29.04,-2.18,31.22,FRA
253,254,248.0,I J Jang,52,0.72,37.54,-24.3,19.0,KOR
254,255,252.0,Emiliano Grillo,47,0.72,33.85,-10.23,27.18,ARG
255,256,260.0,Jose-Filipe Lima,43,0.72,30.93,-10.08,28.84,POR
256,257,250.0,Graeme Storm,52,0.72,37.39,-18.62,28.91,ENG
257,258,267.0,Wade Ormsby,40,0.72,28.69,-7.17,27.58,AUS
258,259,263.0,Y.E. Yang,52,0.71,37.1,-58.63,17.63,KOR
259,260,257.0,Grégory Havret,52,0.71,36.99,-33.99,32.9,FRA
260,261,253.0,Magnus Carlsson,49,0.71,34.84,-27.51,16.79,SWE
261,262,256.0,Justin Hicks,52,0.71,36.79,-20.78,25.39,USA
262,263,258.0,Davis Love III,40,0.7,27.96,-32.15,12.07,USA
263,264,259.0,Camilo Villegas,52,0.7,36.32,-33.67,31.82,COL
264,265,265.0,Adrian Otaegui,45,0.7,31.34,-2.99,29.33,ESP
265,266,262.0,Greg Owen,52,0.69,36.12,-26.76,21.86,ENG
266,267,301.0,Siddikur Rahman,43,0.69,29.85,-25.12,19.11,BAN
267,268,261.0,David Drysdale,52,0.69,36.06,-28.47,21.32,SCO
268,269,264.0,Chad Campbell,52,0.69,35.91,-32.96,20.66,USA
269,270,266.0,Lee Slattery,52,0.68,35.57,-36.62,19.97,ENG
270,271,268.0,Troy Matteson,52,0.68,35.43,-30.59,12.87,USA
271,272,307.0,Shunsuke Sonoda,41,0.67,27.51,-15.3,19.52,JPN
272,273,302.0,Seuk-hyun Baek,40,0.66,26.56,-10.67,20.78,KOR
273,274,271.0,Robert Karlsson,52,0.66,34.41,-58.42,21.96,SWE
274,275,273.0,Kevin Tway,40,0.66,26.44,-2.05,25.41,USA
275,276,269.0,Juvic Pagunsan,47,0.66,30.85,-36.08,10.36,PHI
276,277,274.0,Brad Fritsch,52,0.66,34.09,-15.23,26.3,CAN
277,278,272.0,Peter Senior,40,0.65,26.14,-15.94,1.5,AUS
278,279,277.0,Seve Benson,52,0.65,33.86,-12.48,27.89,ENG
279,280,275.0,Justin Bolli,52,0.65,33.86,-18.17,21.6,USA
280,281,276.0,Mark Foster,52,0.65,33.73,-37.83,20.57,ENG
281,282,279.0,Stuart Appleby,52,0.65,33.72,-14.77,24.96,AUS
282,283,280.0,Scott Gardiner,52,0.65,33.65,-15.24,19.45,AUS
283,284,288.0,Tomohiro Kondo,48,0.64,30.59,-35.46,18.83,JPN
284,285,281.0,Angelo Que,45,0.63,28.39,-10.57,20.89,PHI
285,286,282.0,Robert Streb,52,0.63,32.75,-17.52,20.44,USA
286,287,285.0,Jim Herman,52,0.63,32.68,-12.79,24.24,USA
287,288,284.0,Damian McGrane,52,0.63,32.66,-18.23,25.04,IRL
288,289,283.0,James Kingston,52,0.63,32.64,-18.58,30.84,RSA
289,290,294.0,Kazuhiro Yamashita,49,0.63,30.7,-18.97,13.72,JPN
290,291,286.0,Michio Matsumura,51,0.62,31.4,-22.67,23.1,JPN
291,292,290.0,Tom Gillis,50,0.61,30.71,-31.76,10.58,USA
292,293,287.0,Peter Whiteford,52,0.61,31.91,-22.77,27.32,SCO
293,294,289.0,Dylan Frittelli,40,0.61,24.49,-2.81,26.28,RSA
294,295,291.0,John Parry,52,0.61,31.79,-9.5,27.91,ENG
295,296,292.0,Erik Compton,52,0.6,31.39,-19.71,32.03,USA
296,297,298.0,Danny Lee,52,0.6,31.3,-33.4,24.82,NZL
297,298,297.0,Maximilian Kieffer,49,0.6,29.49,-14.02,22.46,GER
298,299,300.0,Espen Kofstad,52,0.6,31.19,-23.05,8.49,NOR
299,300,299.0,Han Lee,47,0.6,28.18,-20.59,2.9,USA
300,301,293.0,Sean O'Hair,52,0.6,31.16,-47.18,18.32,USA
301,302,296.0,Trevor Fisher Jr,41,0.6,24.51,-18.73,14.57,RSA
302,303,295.0,Blake Adams,40,0.6,23.84,-38.78,,USA
303,304,303.0,Alexander Levy,44,0.6,26.21,-5.49,22.17,FRA
304,305,309.0,Chez Reavie,50,0.59,29.69,-45.77,23.2,USA
305,306,304.0,S.K. Ho,48,0.59,28.4,-20.64,20.76,KOR
306,307,313.0,Willy Wilcox,44,0.59,26.01,-9.48,25.16,USA
307,308,306.0,Mikko Korhonen,40,0.59,23.63,-11.67,14.28,FIN
308,309,310.0,Dicky Pride,49,0.59,28.88,-24.7,16.28,USA
309,310,305.0,Dawie van der Walt,52,0.59,30.63,-17.27,28.4,RSA
310,311,308.0,Alex Aragon,50,0.59,29.29,-10.6,25.96,USA
311,312,311.0,Simon Thornton,40,0.58,23.26,-10.83,22.12,ENG
312,313,312.0,Mark Anderson,52,0.58,30.09,-14.78,25.84,USA
313,314,315.0,Alexandre Kaleka,50,0.58,28.78,-16.12,15.29,FRA
314,315,322.0,Robert Dinwiddie,44,0.57,25.25,-5.8,21.8,ENG
315,316,330.0,Yusaku Miyazato,50,0.57,28.69,-23.08,13.15,JPN
316,317,314.0,Nick Cullen,40,0.57,22.91,-14.8,13.2,AUS
317,318,324.0,Tim Wilkinson,49,0.57,27.99,-8.03,27.92,NZL
318,319,317.0,Scott Langley,40,0.57,22.75,-7.02,25.46,USA
319,320,318.0,Jake Higginbottom,40,0.57,22.69,-8.58,12.15,AUS
320,321,320.0,Steven Bowditch,52,0.56,29.35,-10.89,27.19,AUS
321,322,325.0,Bronson La'Cassie,52,0.56,29.26,-5.14,27.86,AUS
322,323,326.0,Jens Dantorp,40,0.56,22.41,-3.91,20.06,SWE
323,324,319.0,Cameron Percy,52,0.56,29.05,-22.49,8.66,AUS
324,325,316.0,Prom Meesawat,49,0.55,27.15,-25.45,6.82,THA
325,326,332.0,Peter Malnati,40,0.55,22.08,-0.09,22.17,USA
326,327,321.0,Anthony Wall,40,0.55,22.06,-29.69,10.15,ENG
327,328,327.0,Chris Doak,52,0.55,28.67,-20.59,12.54,SCO
328,329,328.0,Matthew Baldwin,52,0.55,28.64,-23.23,17.58,ENG
329,330,330.0,Roope Kakko,40,0.55,22.0,-7.2,15.59,FIN
330,331,337.0,Darren Clarke,41,0.55,22.53,-48.6,15.93,NIR
331,332,329.0,Ricky Barnes,52,0.55,28.57,-31.08,23.45,USA
332,333,347.0,Yoshinobu Tsukada,45,0.55,24.58,-10.81,18.71,JPN
333,334,333.0,Kevin Kisner,52,0.54,28.31,-13.69,24.89,USA
334,335,322.0,Kenichi Kuboya,52,0.54,28.22,-41.46,3.04,JPN
335,336,334.0,Whee Kim,40,0.54,21.61,-13.7,12.74,KOR
336,337,336.0,Andreas Hartø,52,0.54,27.94,-19.12,14.56,DEN
337,338,352.0,Tetsuji Hiratsuka,52,0.54,27.82,-36.14,16.97,JPN
338,339,339.0,Gareth Maybin,52,0.53,27.72,-12.15,25.36,IRL
339,340,342.0,Robert-Jan Derksen,51,0.53,27.18,-16.9,22.31,NED
340,341,340.0,Scott Strange,40,0.53,21.09,-9.34,23.69,AUS
341,342,341.0,Jorge Campillo,52,0.53,27.38,-19.16,24.6,ESP
342,343,335.0,David Oh,41,0.53,21.54,-8.3,18.84,USA
343,344,345.0,Johan Carlsson,40,0.52,20.99,-0.07,21.06,SWE
344,345,368.0,Antonio Lascuna,40,0.52,20.92,-12.93,9.93,PHI
