,FedExCup_Season_Points_RANK THIS WEEK,FedExCup_Season_Points_RANK LAST WEEK,FedExCup_Season_Points_PLAYER NAME,FedExCup_Season_Points_EVENTS,FedExCup_Season_Points_POINTS,FedExCup_Season_Points_# OF WINS,FedExCup_Season_Points_# OF TOP 10'S,FedExCup_Season_Points_POINTS BEHIND LEAD,FedExCup_Season_Points_RESET POINTS
67,68,68,Ryan Moore,19,653,,3.0,2406.0,
68,69,69,Marc Leishman,20,648,,4.0,2411.0,
69,70,70,Ian Poulter,13,645,,3.0,2414.0,
70,71,71,Brian Davis,25,622,,3.0,2437.0,
71,72,72,Luke Guthrie,25,607,,2.0,2452.0,
72,73,73,Robert Garrigus,20,601,,2.0,2458.0,
73,74,74,Derek Ernst,19,598,1.0,1.0,2461.0,
74,75,75,Daniel Summerhays,23,594,,4.0,2465.0,
75,76,76,Scott Brown,19,588,1.0,1.0,2471.0,
76,77,77,Nicholas Thompson,26,585,,2.0,2474.0,
77,78,78,Brian Stuard,23,583,,4.0,2476.0,
78,79,79,Jerry Kelly,20,580,,2.0,2479.0,
79,80,80,Brian Harman,27,578,,2.0,2481.0,
80,81,81,Brendan Steele,23,574,,2.0,2485.0,
81,82,82,Ernie Els,16,571,,1.0,2488.0,
82,83,83,Stewart Cink,20,568,,3.0,2491.0,
83,84,84,Richard Lee,22,565,,2.0,2494.0,
84,85,85,Rory Sabbatini,24,553,,5.0,2506.0,
85,86,86,Martin Flores,23,552,,2.0,2507.0,
86,87,87,Kevin Stadler,22,547,,2.0,2512.0,
87,88,88,Matt Every,25,545,,3.0,2514.0,
88,89,89,Pat Perez,20,544,,4.0,2515.0,
89,90,90,Bo Van Pelt,20,542,,1.0,2517.0,
90,91,91,Justin Leonard,22,536,,1.0,2523.0,
91,92,92,William McGirt,22,533,,2.0,2526.0,
92,93,93,James Driscoll,22,524,,2.0,2535.0,
93,94,94,Bob Estes,16,523,,2.0,2536.0,
94,95,95,Jason Kokrak,22,521,,3.0,2538.0,
95,96,96,"Ted Potter, Jr.",21,518,,2.0,2541.0,
96,97,97,J.J. Henry,25,516,,2.0,2543.0,
97,98,98,Bryce Molder,21,504,,,2555.0,
98,99,99,Geoff Ogilvy,18,492,,1.0,2567.0,
99,100,100,Jeff Overton,23,484,,2.0,2575.0,
100,101,101,James Hahn,25,480,,2.0,2579.0,
101,102,102,Mark Wilson,18,476,,3.0,2583.0,
102,103,103,Martin Kaymer,15,474,,3.0,2585.0,
103,104,104,Charlie Beljan,23,459,,1.0,2600.0,
104,105,105,John Senden,24,458,,,2601.0,
105,106,106,Jason Bohn,22,454,,2.0,2605.0,
106,107,107,Lucas Glover,22,454,,2.0,2605.0,
107,108,108,Jeff Maggert,20,453,,2.0,2606.0,
108,109,109,Justin Hicks,24,451,,1.0,2608.0,
109,110,110,Camilo Villegas,21,450,,2.0,2609.0,
110,111,111,Morgan Hoffmann,19,444,,3.0,2615.0,
111,112,112,Chez Reavie,21,439,,,2620.0,
112,113,113,Carl Pettersson,23,439,,1.0,2620.0,
113,114,114,D.H. Lee,21,432,,3.0,2627.0,
114,115,115,Andres Romero,20,430,,2.0,2629.0,
115,116,116,Johnson Wagner,23,430,,2.0,2629.0,
116,117,117,Erik Compton,22,422,,1.0,2637.0,
117,118,118,Charlie Wi,22,401,,1.0,2658.0,
118,119,119,Aaron Baddeley,23,401,,2.0,2658.0,
119,120,120,Steven Bowditch,21,400,,1.0,2659.0,
120,121,121,George McNeill,20,399,,,2660.0,
121,122,122,Greg Chalmers,23,395,,2.0,2664.0,
122,123,123,Stuart Appleby,23,395,,1.0,2664.0,
123,124,124,Scott Langley,26,386,,1.0,2673.0,
124,125,125,Ben Crane,20,369,,2.0,2690.0,
125,126,126,Robert Streb,25,359,,,2700.0,
126,127,127,Peter Hanson,15,356,,1.0,2703.0,
127,128,128,Nicolas Colsaerts,17,353,,3.0,2706.0,
128,129,129,Brad Fritsch,24,350,,1.0,2709.0,
129,130,130,Padraig Harrington,17,345,,3.0,2714.0,
130,131,131,Bud Cauley,24,343,,,2716.0,
131,132,132,Ricky Barnes,26,342,,,2717.0,
132,133,133,Fabián Gómez,23,339,,1.0,2720.0,
133,134,134,Greg Owen,24,336,,,2723.0,
134,135,135,Shawn Stefani,21,333,,2.0,2726.0,
135,136,136,Chad Campbell,25,330,,1.0,2729.0,
136,137,137,Woody Austin,8,326,1.0,1.0,2733.0,
137,138,138,David Toms,16,326,,1.0,2733.0,
138,139,139,Jim Herman,19,325,,2.0,2734.0,
139,140,140,Tommy Gainey,28,324,,1.0,2735.0,
140,141,141,Ryo Ishikawa,23,298,,1.0,2761.0,
141,142,142,Tag Ridings,24,295,,1.0,2764.0,
142,143,143,Trevor Immelman,24,295,,1.0,2764.0,
143,144,144,Dicky Pride,23,293,,2.0,2766.0,
144,145,145,Brendon Todd,10,293,,,2766.0,
145,146,146,Vijay Singh,19,291,,,2768.0,
146,147,147,Doug LaBelle II,23,290,,,2769.0,
147,148,148,Ben Kohles,25,286,,1.0,2773.0,
148,149,149,Brandt Jobe,19,283,,,2776.0,
149,150,150,Justin Bolli,23,278,,2.0,2781.0,
150,151,151,Steve LeBrun,21,270,,,2789.0,
151,152,152,Tom Gillis,22,264,,,2795.0,
152,153,153,Ben Curtis,20,251,,,2808.0,
153,154,154,Louis Oosthuizen,12,249,,1.0,2810.0,
154,155,155,Vaughn Taylor,16,246,,1.0,2813.0,
155,156,156,Robert Karlsson,18,236,,1.0,2823.0,
156,157,157,Jonathan Byrd,16,234,,2.0,2825.0,
157,158,158,Cameron Percy,21,230,,,2829.0,
158,159,159,Henrik Norlander,22,229,,,2830.0,
159,160,160,Seung-Yul Noh,25,226,,1.0,2833.0,
160,161,161,Ross Fisher,15,215,,1.0,2844.0,
161,162,162,Davis Love III,15,209,,1.0,2850.0,
162,163,163,Luke List,24,202,,,2857.0,
163,164,164,Casey Wittenberg,27,199,,1.0,2860.0,
164,165,165,David Mathis,24,197,,1.0,2862.0,
165,166,166,Russell Knox,11,197,,,2862.0,
166,167,167,Troy Matteson,24,194,,,2865.0,
167,168,168,Tim Herron,15,190,,,2869.0,
168,169,169,Will Claxton,24,186,,,2873.0,
169,170,170,Sean O'Hair,22,183,,,2876.0,
170,171,171,Retief Goosen,9,182,,1.0,2877.0,
171,172,172,Y.E. Yang,19,182,,,2877.0,
172,173,173,Stephen Ames,19,182,,,2877.0,
173,174,174,Mike Weir,22,173,,,2886.0,
174,175,175,D.J. Trahan,16,169,,1.0,2890.0,
175,176,176,Nick O'Hern,10,169,,1.0,2890.0,
176,177,177,Scott Gardiner,23,161,,,2898.0,
177,178,178,Cameron Beckman,8,150,,1.0,2909.0,
178,179,179,Bobby Gates,20,144,,1.0,2915.0,
179,180,180,Alistair Presnell,23,140,,,2919.0,
180,181,181,Fred Couples,4,138,,,2921.0,
181,182,182,Lee Williams,22,134,,,2925.0,
182,183,183,Bill Lunde,10,133,,1.0,2926.0,
183,184,184,Colt Knost,25,130,,,2929.0,
184,185,185,Robert Allenby,24,129,,1.0,2930.0,
185,186,186,Kevin Sutherland,13,129,,,2930.0,
186,187,187,Aaron Watkins,19,126,,1.0,2933.0,
187,188,188,Darron Stiles,20,125,,,2934.0,
188,189,189,Jin Park,20,125,,,2934.0,
189,190,190,Chris DiMarco,11,118,,1.0,2941.0,
190,191,191,Glen Day,6,113,,1.0,2946.0,
191,192,192,John Mallinger,12,112,,,2947.0,
192,193,193,Tim Petrovic,12,109,,1.0,2950.0,
193,194,194,Rod Pampling,16,109,,,2950.0,
194,T195,T195,Matt Bettencourt,9,102,,,2957.0,
195,T195,T195,Heath Slocum,9,102,,,2957.0,
196,197,197,Paul Casey,7,100,,,2959.0,
197,198,198,Andres Gonzales,17,96,,1.0,2963.0,
198,199,199,Nathan Green,9,92,,,2967.0,
199,200,200,Kevin Na,8,92,,,2967.0,
200,201,201,Steve Marino,12,91,,,2968.0,
201,202,202,Andrew Svoboda,18,89,,,2970.0,
202,203,203,Joey Snyder III,15,85,,,2974.0,
203,204,204,Billy Mayfair,14,79,,1.0,2980.0,
204,205,205,Paul Haley II,18,74,,,2985.0,
205,206,206,Michael Bradley,21,74,,,2985.0,
206,207,207,Eric Meierdierks,19,72,,,2987.0,
207,208,208,Jeff Gove,17,69,,,2990.0,
208,209,209,Billy Andrade,3,63,,1.0,2996.0,
209,210,210,Steve Flesch,6,60,,,2999.0,
210,211,211,Hank Kuehne,5,59,,,3000.0,
211,212,212,Joe Ogilvie,15,58,,,3001.0,
212,213,213,Kenny Perry,3,58,,,3001.0,
213,214,214,Scott Verplank,14,57,,,3002.0,
214,215,215,Joe Affrunti,5,56,,,3003.0,
215,216,216,Gary Christian,10,52,,,3007.0,
216,217,217,"Wes Short, Jr.",15,51,,,3008.0,
217,218,218,Bernhard Langer,1,42,,,3017.0,
218,219,219,Michael Letzig,17,41,,,3018.0,
219,220,220,Joe Durant,7,40,,,3019.0,
220,221,221,Duffy Waldorf,3,35,,,3024.0,
221,222,222,Chris Riley,3,35,,,3024.0,
222,223,223,Tom Watson,4,32,,,3027.0,
223,224,224,Ryuji Imada,7,32,,,3027.0,
224,T225,T225,Peter Lonard,1,28,,,3031.0,
225,T225,T225,Paul Stankowski,1,28,,,3031.0,
226,T227,T227,Bart Bryant,2,27,,,3032.0,
227,T227,T227,Russ Cochran,1,27,,,3032.0,
228,229,229,Dean Wilson,2,24,,,3035.0,
229,230,230,David Frost,1,22,,,3037.0,
230,231,231,Robert Gamez,3,21,,,3038.0,
231,232,232,Jesper Parnevik,13,20,,,3039.0,
232,233,233,José María Olazábal,2,20,,,3039.0,
233,234,234,Skip Kendall,2,19,,,3040.0,
234,235,235,John Daly,12,18,,,3041.0,
235,236,236,J.B. Holmes,5,17,,,3042.0,
236,237,237,Sandy Lyle,2,16,,,3043.0,
237,238,238,Neal Lancaster,6,16,,,3043.0,
238,239,239,Troy Kelly,10,15,,,3044.0,
239,240,240,Andre Stolz,1,13,,,3046.0,
240,241,241,Marc Turnesa,2,13,,,3046.0,
241,T242,T242,Tom Lehman,2,11,,,3048.0,
242,T242,T242,Mark O'Meara,3,11,,,3048.0,
243,244,244,Alexandre Rocha,3,10,,,3049.0,
244,T245,T245,Marco Dawson,1,8,,,3051.0,
245,T245,T245,Kent Jones,1,8,,,3051.0,
246,247,247,Lee Janzen,11,8,,,3051.0,
247,248,248,David Duval,8,5,,,3054.0,
248,249,249,Arjun Atwal,8,4,,,3055.0,
249,250,250,Scott McCarron,8,2,,,3057.0,
250,T251,T251,Frank Lickliter II,3,1,,,3058.0,
251,T251,T251,Ted Purdy,3,1,,,3058.0,
252,253,253,Todd Hamilton,4,1,,,3058.0,
