,PGA_Championship_Points_RANK THIS WEEK,PGA_Championship_Points_RANK LAST WEEK,PGA_Championship_Points_PLAYER NAME,PGA_Championship_Points_EVENTS,PGA_Championship_Points_POINTS
179,180,180,Pat Perez,3,15840
180,181,181,Ben Curtis,3,15350
181,182,182,Vijay Singh,2,15150
182,183,183,Brooks Koepka,1,14950
183,T184,T184,Doug LaBelle II,2,14855
184,T184,T184,Nick O'Hern,2,14855
185,T184,T184,Shawn Stefani,1,14855
186,187,187,Darren Clarke,1,14500
187,188,188,Bud Cauley,2,14400
188,T189,T189,Ross Fisher,2,12177
189,T189,T189,Scott Gardiner,2,12177
190,T189,T189,Jeff Maggert,2,12177
191,T192,T192,James Driscoll,3,11700
192,T192,T192,Robert Gamez,1,11700
193,T192,T192,Bobby Gates,2,11700
194,T192,T192,Nathan Green,1,11700
195,T196,T196,Greg Owen,2,11448
196,T196,T196,Cameron Percy,2,11448
197,T198,T198,Morgan Hoffmann,2,10918
198,T198,T198,William McGirt,3,10918
199,200,200,Arjun Atwal,2,10494
200,201,201,Dean Wilson,1,8740
201,T202,T202,Ben Crane,3,7680
202,T202,T202,Luke List,2,7680
203,T204,T204,Thomas Aiken,1,7104
204,T204,T204,Matt Bettencourt,1,7104
205,T204,T204,Chris Riley,1,7104
206,T207,T207,Jeff Gove,2,6720
207,T207,T207,Skip Kendall,1,6720
208,T207,T207,Marc Turnesa,1,6720
209,T207,T207,Chris Williams,2,6720
210,211,211,Vaughn Taylor,1,6540
211,T212,T212,Heath Slocum,1,6360
212,T212,T212,Joey Snyder III,2,6360
213,T214,T214,David Duval,1,6210
214,T214,T214,Tag Ridings,2,6210
215,216,216,Ryuji Imada,1,6120
216,217,217,Scott McCarron,1,6060
217,218,218,"Wes Short, Jr.",1,6000
