,Total_Driving_RANK THIS WEEK,Total_Driving_RANK LAST WEEK,Total_Driving_PLAYER NAME,Total_Driving_EVENTS,Total_Driving_TOTAL,Total_Driving_DISTANCE RANK,Total_Driving_ACCURACY RANK
51,T50,T50,Casey Martin,29,158,6,152
52,53,53,Jesper Parnevik,20,159,93,66
53,54,54,Blaine McCallister,30,160,140,20
54,T55,T55,K.J. Choi,30,162,73,89
55,T55,T55,Frank Lickliter II,31,162,139,23
56,T55,T55,Bob May,26,162,57,105
57,58,58,Fred Funk,32,163,162,1
58,59,59,Tom Byrum,27,164,153,11
59,T60,T60,Craig Barlow,31,165,24,141
60,T60,T60,Tim Herron,28,165,12,153
61,T62,T62,Olin Browne,31,166,160,6
62,T62,T62,Brandel Chamblee,21,166,97,69
63,64,64,Len Mattiace,31,167,97,70
64,65,65,Frank Nobilo,28,168,127,41
65,T66,T66,Notah Begay III,24,169,93,76
66,T66,T66,Paul Stankowski,22,169,19,150
67,68,68,Robert Gamez,26,170,126,44
68,T69,T69,Stephen Ames,31,171,78,93
69,T69,T69,Dudley Hart,24,171,110,61
70,T69,T69,Steve Jones,21,171,41,130
71,T72,T72,John Cook,28,172,143,29
72,T72,T72,Skip Kendall,32,172,125,47
73,T74,T74,Bob Burns,29,173,48,125
74,T74,T74,Billy Mayfair,29,173,151,22
75,76,76,Stuart Appleby,24,174,8,166
76,77,77,David Sutherland,32,177,90,87
77,T78,T78,Scott Hoch,29,178,131,47
78,T78,T78,Jerry Kelly,32,178,80,98
79,T78,T78,Shaun Micheel,31,178,52,126
80,T78,T78,Larry Mize,21,178,173,5
81,T78,T78,Duffy Waldorf,23,178,19,159
82,T83,T83,Shigeki Maruyama,26,183,26,157
83,T83,T83,Joe Ogilvie,30,183,54,129
84,85,85,Andrew Magee,26,184,39,145
85,86,86,Scott McCarron,30,185,5,180
86,T87,T87,Jason Buha,29,186,75,111
87,T87,T87,Doug Dunakey,27,186,37,149
88,89,89,Brian Gay,33,187,170,17
89,T90,T90,Glen Day,28,188,150,38
90,T90,T90,Franklin Langham,28,188,93,95
91,T92,T92,Cameron Beckman,26,189,29,160
92,T92,T92,Scott Gump,36,189,182,7
93,T92,T92,Rory Sabbatini,26,189,11,178
94,T95,T95,Glen Hnatiuk,30,190,182,8
95,T95,T95,John Huston,23,190,86,104
96,T97,T97,John Daly,26,191,1,190
97,T97,T97,Brandt Jobe,32,191,23,168
98,T97,T97,Pete Jordan,31,191,182,9
99,T100,T100,Jeff Gove,31,192,90,102
100,T100,T100,Tom Scherrer,33,192,84,108
101,T102,T102,Bart Bryant,25,194,176,18
102,T102,T102,Dennis Paulson,26,194,15,179
103,T102,T102,Jerry Smith,32,194,175,19
104,T102,T102,Mark Wiebe,28,194,141,53
105,T106,T106,Fulton Allem,25,195,168,27
106,T106,T106,J.L. Lewis,30,195,34,161
107,T106,T106,Steve Pate,28,195,127,68
108,T109,T109,Fred Couples,19,196,13,183
109,T109,T109,P.H. Horgan III,25,196,168,28
110,T109,T109,Bradley Hughes,33,196,116,80
111,T109,T109,Loren Roberts,24,196,192,4
112,T109,T109,Ted Tryba,37,196,57,139
113,T109,T109,Mike Weir,28,196,112,84
114,T115,T115,Paul Azinger,20,198,50,148
115,T115,T115,Jimmy Green,27,198,135,63
116,T115,T115,Charles Raulerson,32,198,47,151
117,118,118,Brian Henninger,29,199,116,83
118,T119,T119,Mike Brisky,31,201,156,45
119,T119,T119,John Maginnes,32,201,188,13
120,T121,T121,Barry Cheesman,35,203,17,186
121,T121,T121,Chris Riley,28,203,104,99
122,123,123,Aaron Bengoechea,29,206,25,181
123,124,124,Sean Murphy,35,208,123,85
124,T125,T125,Stewart Cink,27,209,45,164
125,T125,T125,Mike Reid,23,209,194,15
126,127,127,Paul Goydos,30,212,179,33
127,128,128,Kevin Sutherland,27,213,93,120
128,129,129,Esteban Toledo,35,215,190,25
129,130,130,Ben Bates,35,217,89,128
130,131,131,Bob Friend,32,218,186,32
131,T132,T132,Bob Estes,21,220,146,74
132,T132,T132,Robin Freeman,32,220,73,147
133,T132,T132,Jean Van de Velde,22,220,62,158
134,T135,T135,Craig Bowden,25,223,187,36
135,T135,T135,John Rollins,27,223,50,173
136,137,137,Jay Don Blake,29,224,165,59
137,T138,T138,Mark Brooks,29,226,177,49
138,T138,T138,Gabriel Hjertstedt,29,226,119,107
139,140,140,Russ Cochran,25,228,72,156
140,T141,T141,Greg Kraft,29,229,154,75
141,T141,T141,Corey Pavin,25,229,195,34
142,T141,T141,Omar Uresti,34,229,157,72
143,144,144,Joey Sindelar,30,230,97,133
144,145,145,Craig Stadler,21,231,57,174
145,146,146,Brett Quigley,21,232,57,175
146,147,147,Bobby Cochran,30,234,65,169
147,148,148,Bob Heintz,34,236,44,192
148,149,149,J.P. Hayes,26,237,120,117
149,T150,T150,Jay Delsing,33,239,85,154
150,T150,T150,Keith Nolan,23,239,182,57
151,152,152,Joe Ozaki,18,240,159,81
152,153,153,Steve Gotsche,32,243,112,131
153,154,154,David Morland IV,31,244,112,132
154,T155,T155,Jay Haas,26,246,164,82
155,T155,T155,Steve Stricker,21,246,55,191
156,157,157,Brad Faxon,29,250,171,79
157,158,158,Brian Watts,29,251,133,118
158,159,159,Tom Pernice Jr.,32,254,130,124
159,T160,T160,Michael Bradley,26,255,66,189
160,T160,T160,Paul Curry,25,255,193,62
161,T160,T160,Carlos Franco,24,255,68,187
162,T160,T160,Steve Hart,30,255,188,67
163,T160,T160,Neal Lancaster,31,255,112,143
164,165,165,Craig Perks,28,257,102,155
165,T166,T166,Dan Forsman,27,258,143,115
166,T166,T166,Jim McGovern,18,258,123,135
167,168,168,Jeff Sluman,32,264,167,97
168,169,169,Doug Barron,27,269,147,122
169,T170,T170,Ronnie Black,28,270,133,137
170,T170,T170,Dicky Pride,35,270,161,109
171,T170,T170,Tommy Tolles,20,270,75,195
172,173,173,Craig Spence,31,273,97,176
173,T174,T174,Jason Caron,29,275,105,170
174,T174,T174,Mike Sposa,26,275,110,165
175,T174,T174,Bob Tway,30,275,131,144
176,177,177,Billy Andrade,31,277,105,172
177,T178,T178,Brad Fabel,30,278,177,101
178,T178,T178,"Dave Stockton, Jr.",31,278,157,121
179,180,180,Jim Carter,30,282,163,119
180,181,181,Matt Gogel,30,285,147,138
181,182,182,Eric Booker,31,286,109,177
182,183,183,Perry Moss,21,288,121,167
183,184,184,Gary Nicklaus,30,305,142,163
184,185,185,Ryan Howison,30,313,171,142
185,T186,T186,Rick Fehr,24,314,129,185
186,T186,T186,Nolan Henke,32,314,180,134
187,188,188,David Frost,25,319,173,146
188,189,189,Trevor Dodds,29,326,138,188
189,190,190,Emlyn Aubrey,26,328,166,162
190,191,191,Kevin Wentworth,31,330,137,193
191,192,192,Mark O'Meara,19,336,152,184
192,193,193,Mike Springer,31,337,155,182
193,194,194,Chip Beck,21,362,191,171
194,195,195,Mike Hulbert,34,375,181,194
