,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
44,45,45,Scott Stallings,84,110,50,60
45,T46,T46,Blake Adams,116,111,14,97
46,T46,T46,Sergio Garcia,61,111,55,56
47,48,48,Jason Dufner,78,112,60,52
48,49,49,Tom Gillis,55,113,45,68
49,50,50,Brendan Steele,89,114,15,99
50,T51,T51,Chris Couch,73,115,6,109
51,T51,T51,Justin Hicks,60,115,25,90
52,53,53,Ben Crane,76,119,51,68
53,54,54,Tommy Gainey,104,120,72,48
54,T55,T55,Robert Allenby,84,123,84,39
55,T55,T55,Alexandre Rocha,65,123,94,29
56,T57,T57,Jim Furyk,87,125,87,38
57,T57,T57,Bill Lunde,92,125,112,13
58,T57,T57,Mark Wilson,89,125,48,77
59,60,60,Troy Matteson,91,126,34,92
60,T61,T61,Scott Piercy,78,128,43,85
61,T61,T61,Jhonattan Vegas,84,128,84,44
62,63,63,Matt Kuchar,94,129,79,50
63,64,64,Johnson Wagner,81,135,90,45
64,65,65,Lucas Glover,74,137,55,82
65,66,66,Pat Perez,76,138,38,100
66,67,67,Steve Marino,76,142,54,88
67,68,68,Brendon de Jonge,105,143,78,65
68,T69,T69,Hunter Haas,96,147,76,71
69,T69,T69,Carl Pettersson,95,147,58,89
70,T71,T71,Kent Jones,76,149,76,73
71,T71,T71,D.A. Points,89,149,39,110
72,T73,T73,Spencer Levin,113,152,117,35
73,T73,T73,Alex Prugh,82,152,72,80
74,75,75,J.B. Holmes,57,153,90,63
75,76,76,Bobby Gates,82,155,37,118
76,77,77,Sung Kang,63,159,43,116
77,78,78,Kris Blanks,92,161,141,20
78,T79,T79,Zach Johnson,79,164,97,67
79,T79,T79,Nick O'Hern,89,164,106,58
80,81,81,Trevor Immelman,84,165,134,31
81,T82,T82,Stephen Ames,69,166,65,101
82,T82,T82,Robert Garrigus,83,166,94,72
83,T82,T82,Vijay Singh,79,166,103,63
84,T82,T82,Kevin Streelman,90,166,72,94
85,86,86,Luke Donald,73,168,127,41
86,87,87,Ernie Els,71,169,162,7
87,88,88,Jerry Kelly,85,170,100,70
88,T89,T89,William McGirt,103,171,146,25
89,T89,T89,Phil Mickelson,79,171,120,51
90,T89,T89,Jim Renner,65,171,64,107
91,T92,T92,Joseph Bramlett,73,182,79,103
92,T92,T92,Jeff Overton,92,182,63,119
93,T94,T94,Ben Curtis,66,184,97,87
94,T94,T94,Chris Stroud,88,184,136,48
95,96,96,Tag Ridings,87,187,45,142
96,97,97,Andres Gonzales,60,188,65,123
97,98,98,Ricky Barnes,78,191,129,62
98,99,99,Ben Martin,74,196,79,117
99,100,100,Steve Stricker,70,197,119,78
100,101,101,Alex Cejka,59,201,127,74
101,102,102,Chris Kirk,87,202,144,58
102,103,103,Scott McCarron,65,204,21,183
103,T104,T104,Michael Bradley,74,205,168,37
104,T104,T104,Will Strickler,51,205,35,170
105,T104,T104,Vaughn Taylor,89,205,129,76
106,T104,T104,Roland Thatcher,67,205,75,130
107,108,108,Rickie Fowler,84,207,87,120
108,109,109,Kevin Chappell,78,208,94,114
109,T110,T110,Jason Day,76,210,100,110
110,T110,T110,Brandt Snedeker,85,210,97,113
111,T112,T112,Jonathan Byrd,83,211,120,91
112,T112,T112,George McNeill,69,211,79,132
113,114,114,Steven Bowditch,86,212,71,141
114,115,115,Chris Riley,76,215,100,115
115,116,116,Fabián Gómez,84,218,114,104
116,117,117,Bryce Molder,82,223,115,108
117,118,118,Ian Poulter,52,228,132,96
118,119,119,Scott Gutschewski,67,230,70,160
119,120,120,Garrett Willis,71,232,108,124
120,121,121,K.J. Choi,77,233,152,81
121,122,122,Ryan Moore,79,234,79,155
122,T123,T123,David Mathis,83,237,108,129
123,T123,T123,Michael Thompson,79,237,136,101
124,125,125,Robert Karlsson,61,238,90,148
125,126,126,Lee Janzen,62,240,87,153
126,T127,T127,Aaron Baddeley,77,241,144,97
127,T127,T127,Shane Bertsch,62,241,115,126
128,T129,T129,Paul Goydos,81,242,122,120
129,T129,T129,Zack Miller,86,242,68,174
130,131,131,Ángel Cabrera,50,243,106,137
131,T132,T132,Chris DiMarco,93,244,138,106
132,T132,T132,Rory Sabbatini,85,244,159,85
133,134,134,Tim Herron,85,245,153,92
134,T135,T135,Brian Gay,90,253,108,145
135,T135,T135,Justin Leonard,82,253,141,112
136,T137,T137,Retief Goosen,50,257,132,125
137,T137,T137,Marc Turnesa,54,257,162,95
138,139,139,Geoff Ogilvy,69,260,103,157
139,140,140,James Driscoll,71,261,117,144
140,141,141,Ryan Palmer,82,263,124,139
141,T142,T142,Matt McQuillan,59,265,108,157
142,T142,T142,Y.E. Yang,63,265,103,162
143,144,144,Michael Putnam,67,266,139,127
144,145,145,Jimmy Walker,79,270,134,136
145,146,146,Andres Romero,77,272,126,146
146,147,147,Troy Merritt,63,274,141,133
147,148,148,Marc Leishman,87,278,156,122
148,T149,T149,Rich Beem,53,284,112,172
149,T149,T149,Michael Connell,76,284,146,138
150,151,151,Paul Stankowski,78,286,182,104
151,152,152,Harrison Frazar,58,288,124,164
152,153,153,Rocco Mediate,53,290,122,168
153,154,154,Camilo Villegas,69,292,129,163
154,T155,T155,Stewart Cink,72,293,165,128
155,T155,T155,David Duval,67,293,158,135
156,157,157,Padraig Harrington,60,298,165,133
157,158,158,Charlie Wi,83,299,159,140
158,159,159,Freddie Jacobson,92,300,157,143
159,160,160,Daniel Summerhays,75,301,151,150
160,161,161,Sean O'Hair,71,305,153,152
161,162,162,Derek Lamely,65,306,150,156
162,163,163,Ryuji Imada,83,309,179,130
163,164,164,Dean Wilson,62,310,153,157
164,T165,T165,Richard Johnson,64,316,170,146
165,T165,T165,Tim Petrovic,88,316,149,167
166,167,167,Colt Knost,80,317,146,171
167,168,168,J.P. Hayes,56,318,140,178
168,169,169,Cameron Beckman,71,320,169,151
169,170,170,Joe Ogilvie,75,328,167,161
170,171,171,Matt Jones,71,329,164,165
171,172,172,Arjun Atwal,91,334,185,149
172,173,173,Shaun Micheel,77,338,184,154
173,174,174,Nathan Green,81,344,178,166
174,175,175,Bio Kim,71,345,159,186
175,176,176,Anthony Kim,72,347,171,176
176,T177,T177,Stuart Appleby,65,349,174,175
177,T177,T177,Jarrod Lyle,83,349,177,172
178,179,179,Matt Bettencourt,84,351,182,169
179,180,180,Martin Piller,63,352,171,181
180,181,181,Greg Chalmers,88,354,175,179
181,182,182,Kevin Kisner,70,355,171,184
182,183,183,Nate Smith,66,358,181,177
183,184,184,Steve Flesch,88,361,176,185
184,185,185,D.J. Brigman,67,362,180,182
185,186,186,Kevin Na,84,366,186,180
