,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
85,T75,T75,Jimmy Walker,79,5.7,59,1038,+0.119
86,T75,T75,Mark Wilson,89,5.7,55,968,+0.164
87,T88,T88,Joseph Bramlett,73,5.8,48,834,+0.146
88,T88,T88,Jason Day,76,5.8,47,816,+0.064
89,T88,T88,J.B. Holmes,57,5.8,37,638,+0.405
90,T88,T88,Matt McQuillan,59,5.8,39,667,+0.256
91,T88,T88,Charl Schwartzel,58,5.8,32,556,+0.156
92,T88,T88,Webb Simpson,98,5.8,67,1148,+0.239
93,T88,T88,Michael Thompson,79,5.8,55,946,+0.273
94,T95,T95,Stuart Appleby,65,5.9,49,824,+0.184
95,T95,T95,Alex Cejka,59,5.9,38,644,+0.263
96,T95,T95,Hunter Haas,96,5.9,70,1178,E
97,T95,T95,David Hearn,88,5.9,62,1053,+0.161
98,T95,T95,Martin Laird,77,5.9,50,846,+0.240
99,T95,T95,John Merrick,71,5.9,49,834,+0.163
100,T95,T95,Tim Petrovic,88,5.9,62,1057,+0.161
101,T102,T102,Aaron Baddeley,77,6.0,51,847,+0.235
102,T102,T102,Harrison Frazar,58,6.0,34,563,+0.471
103,T104,T104,Blake Adams,116,6.1,89,1454,+0.180
104,T104,T104,Ben Crane,76,6.1,53,864,+0.094
105,T104,T104,Brendon de Jonge,105,6.1,78,1274,+0.064
106,T104,T104,Tommy Gainey,104,6.1,76,1256,+0.289
107,T104,T104,Charley Hoffman,93,6.1,62,1019,+0.403
108,T104,T104,Kent Jones,76,6.1,57,927,+0.474
109,T104,T104,Hunter Mahan,92,6.1,65,1060,+0.169
110,T104,T104,Chris Stroud,88,6.1,66,1076,+0.152
111,T104,T104,Josh Teater,104,6.1,78,1272,+0.218
112,T113,T113,Michael Bradley,74,6.2,50,805,+0.200
113,T113,T113,Chad Campbell,99,6.2,74,1199,+0.338
114,T113,T113,Greg Chalmers,88,6.2,67,1087,+0.224
115,T113,T113,Matt Jones,71,6.2,54,872,+0.148
116,T113,T113,Matt Kuchar,94,6.2,61,991,+0.213
117,T113,T113,Justin Rose,79,6.2,54,878,+0.222
118,T113,T113,Kevin Stadler,88,6.2,62,1003,+0.403
119,T113,T113,Kyle Stanley,98,6.2,68,1099,+0.206
120,T121,T121,Rich Beem,53,6.3,40,630,+0.275
121,T121,T121,Keegan Bradley,91,6.3,67,1058,+0.209
122,T121,T121,Steve Elkington,50,6.3,37,583,+0.243
123,T121,T121,Ernie Els,71,6.3,52,824,+0.327
124,T121,T121,Scott Stallings,84,6.3,60,947,+0.300
125,T121,T121,Roland Thatcher,67,6.3,53,838,+0.132
126,127,127,Jarrod Lyle,83,6.4,63,989,+0.143
127,T128,T128,Cameron Beckman,71,6.5,57,875,+0.228
128,T128,T128,K.J. Choi,77,6.5,52,805,+0.058
129,T128,T128,Andres Gonzales,60,6.5,41,631,+0.098
130,T128,T128,Shaun Micheel,77,6.5,58,886,+0.259
131,T132,T132,Michael Connell,76,6.6,66,1004,+0.318
132,T132,T132,Trevor Immelman,84,6.6,61,922,+0.164
133,T132,T132,Michael Putnam,67,6.6,48,723,+0.188
134,T132,T132,Alexandre Rocha,65,6.6,45,683,+0.356
135,T132,T132,Daniel Summerhays,75,6.6,60,906,+0.333
136,T137,T137,Kris Blanks,92,6.7,76,1140,+0.447
137,T137,T137,Kevin Chappell,78,6.7,56,840,+0.107
138,T137,T137,Freddie Jacobson,92,6.7,65,971,+0.154
139,T137,T137,Ben Martin,74,6.7,60,898,+0.383
140,T137,T137,William McGirt,103,6.7,85,1271,+0.082
141,T137,T137,Bo Van Pelt,92,6.7,66,989,+0.152
142,T143,T143,Ricky Barnes,78,6.8,60,881,+0.167
143,T143,T143,Rickie Fowler,84,6.8,62,915,+0.290
144,T143,T143,Bio Kim,71,6.8,53,778,+0.208
145,T143,T143,Davis Love III,70,6.8,49,720,+0.265
146,T143,T143,Troy Matteson,91,6.8,75,1110,+0.347
147,T143,T143,Camilo Villegas,69,6.8,53,784,+0.302
148,T149,T149,Chris DiMarco,93,6.9,78,1136,+0.269
149,T149,T149,James Driscoll,71,6.9,58,836,+0.121
150,T149,T149,Padraig Harrington,60,6.9,42,609,+0.214
151,T149,T149,J.P. Hayes,56,6.9,46,664,+0.304
152,T149,T149,Derek Lamely,65,6.9,54,779,+0.278
153,T149,T149,Nate Smith,66,6.9,51,735,+0.098
154,T155,T155,Arjun Atwal,91,7.0,80,1138,+0.238
155,T155,T155,Scott Gutschewski,67,7.0,53,762,+0.377
156,T155,T155,Cameron Tringale,110,7.0,94,1339,+0.181
157,T158,T158,Sergio Garcia,61,7.1,44,620,+0.068
158,T158,T158,Jim Herman,69,7.1,56,792,+0.268
159,T158,T158,Sean O'Hair,71,7.1,59,831,+0.373
160,T158,T158,Alex Prugh,82,7.1,69,973,+0.290
161,T158,T158,Jim Renner,65,7.1,52,730,+0.250
162,T158,T158,Vijay Singh,79,7.1,70,984,+0.143
163,T158,T158,Brendan Steele,89,7.1,76,1064,+0.224
164,T165,T165,Matt Bettencourt,84,7.2,76,1057,+0.237
165,T165,T165,Tim Herron,85,7.2,76,1062,+0.145
166,T165,T165,Steve Marino,76,7.2,62,856,+0.210
167,T165,T165,Jeff Overton,92,7.2,72,1006,+0.181
168,T169,T169,D.J. Brigman,67,7.3,55,757,+0.545
169,T169,T169,Charles Howell III,108,7.3,91,1245,+0.077
170,T169,T169,Anthony Kim,72,7.3,57,778,+0.053
171,172,172,Joe Ogilvie,75,7.4,62,842,+0.242
172,T173,T173,Ángel Cabrera,50,7.5,36,483,+0.278
173,T173,T173,Marc Leishman,87,7.5,82,1090,+0.317
174,T173,T173,Ian Poulter,52,7.5,41,545,+0.317
175,T173,T173,Nick Watney,80,7.5,64,859,+0.172
176,T177,T177,Stewart Cink,72,7.6,54,708,+0.204
177,T177,T177,Andres Romero,77,7.6,71,933,+0.282
178,T179,T179,Ryan Palmer,82,7.7,63,816,+0.095
179,T179,T179,Martin Piller,63,7.7,55,713,+0.164
180,T179,T179,Rory Sabbatini,85,7.7,64,836,+0.156
181,182,182,Will Strickler,51,7.8,46,589,+0.087
182,183,183,Chris Kirk,87,8.1,86,1060,+0.128
183,184,184,Rod Pampling,72,8.3,69,835,+0.101
184,185,185,David Duval,67,8.5,67,792,+0.224
185,186,186,Phil Mickelson,79,9.1,73,803,+0.068
