,Club_Head_Speed_RANK THIS WEEK,Club_Head_Speed_RANK LAST WEEK,Club_Head_Speed_PLAYER NAME,Club_Head_Speed_ROUNDS,Club_Head_Speed_AVG.,Club_Head_Speed_TOTAL CLUB HEAD SPEED,Club_Head_Speed_TOTAL ATTEMPTS,Club_Head_Speed_FASTEST SPEED,Club_Head_Speed_SLOWEST SPEED
78,T78,T78,Y.E. Yang,63,113.92,4784.81,42,117.94,110.5
79,80,80,Bo Van Pelt,92,113.85,7628.17,67,116.91,103.12
80,81,81,Rory Sabbatini,85,113.79,6144.55,54,116.85,110.82
81,82,82,Webb Simpson,98,113.69,9663.9,85,117.68,106.72
82,83,83,Ben Martin,74,113.55,5109.65,45,118.28,109.96
83,T84,T84,Chad Campbell,99,113.54,8629.32,76,116.83,106.56
84,T84,T84,Brendan Steele,89,113.54,8061.28,71,117.67,106.82
85,86,86,Jeff Overton,92,113.5,8058.44,71,118.09,110.42
86,87,87,William McGirt,103,113.49,9646.58,85,116.6,106.97
87,88,88,Ryan Moore,79,113.45,6580.21,58,117.24,110.45
88,89,89,Jim Renner,65,113.36,5441.47,48,118.2,110.0
89,90,90,Kevin Stadler,88,113.34,6913.64,61,117.52,109.41
90,91,91,Andres Gonzales,60,113.25,4643.26,41,116.17,109.91
91,92,92,Kevin Na,84,113.12,5542.71,49,117.98,108.21
92,93,93,Graeme McDowell,50,113.1,4184.82,37,116.19,110.91
93,94,94,Camilo Villegas,69,113.09,5880.56,52,117.56,109.85
94,95,95,Geoff Ogilvy,69,113.08,5880.2,52,116.13,105.66
95,T96,T96,Jarrod Lyle,83,113.05,6669.87,59,118.2,107.84
96,T96,T96,Vijay Singh,79,113.05,8139.62,72,116.25,109.1
97,98,98,J.J. Henry,96,112.85,8463.65,75,117.69,107.22
98,99,99,Michael Thompson,79,112.66,6083.8,54,115.36,106.9
99,100,100,Roland Thatcher,67,112.62,5518.18,49,115.91,109.05
100,101,101,Bill Lunde,92,112.6,8332.19,74,116.24,106.54
101,102,102,Fabián Gómez,84,112.59,5291.7,47,117.59,109.43
102,103,103,Rod Pampling,72,112.56,5290.18,47,115.52,109.49
103,104,104,Freddie Jacobson,92,112.49,7311.85,65,116.71,108.13
104,105,105,Ernie Els,71,112.42,5958.36,53,116.81,108.26
105,106,106,Chris Stroud,88,112.26,8194.7,73,114.86,108.72
106,107,107,Lee Janzen,62,112.16,4710.81,42,115.52,106.82
107,108,108,Robert Allenby,84,112.11,7287.35,65,114.68,106.64
108,109,109,Tim Herron,85,112.03,7281.76,65,115.1,108.84
109,110,110,Luke Donald,73,111.97,5374.76,48,116.88,108.08
110,111,111,Chris Kirk,87,111.92,8393.84,75,115.34,106.28
111,112,112,Sung Kang,63,111.83,4361.43,39,118.76,108.15
112,113,113,Hunter Mahan,92,111.76,8270.44,74,114.95,104.53
113,114,114,Troy Merritt,63,111.6,5245.07,47,114.97,108.41
114,115,115,Ryuji Imada,83,111.59,8368.98,75,114.64,107.27
115,116,116,Daniel Summerhays,75,111.49,6243.45,56,115.47,107.98
116,117,117,Charlie Wi,83,111.43,7465.62,67,115.79,104.08
117,118,118,Joe Durant,71,111.39,5680.82,51,114.59,107.31
118,119,119,Billy Horschel,75,111.38,6348.68,57,114.39,108.61
119,120,120,Kris Blanks,92,111.33,8460.77,76,116.16,107.09
120,121,121,Shaun Micheel,77,111.27,5897.36,53,114.89,107.82
121,122,122,David Hearn,88,111.21,7340.19,66,115.29,106.88
122,123,123,Martin Piller,63,111.2,4892.93,44,116.4,105.19
123,124,124,Alexandre Rocha,65,111.16,4335.38,39,117.55,107.6
124,125,125,Joe Ogilvie,75,111.08,5776.28,52,114.61,107.18
125,126,126,Hunter Haas,96,110.99,8435.4,76,115.02,101.2
126,127,127,Woody Austin,59,110.98,4661.25,42,114.14,105.0
127,128,128,Briny Baird,60,110.96,4438.39,40,114.59,106.59
128,129,129,Steve Stricker,70,110.94,6212.4,56,113.98,107.35
129,130,130,Carl Pettersson,95,110.92,9316.89,84,115.72,105.23
130,131,131,Kevin Kisner,70,110.83,5541.32,50,113.97,106.47
131,132,132,D.J. Brigman,67,110.76,4984.25,45,114.7,106.72
132,133,133,K.J. Choi,77,110.6,6635.72,60,113.62,106.01
133,134,134,John Merrick,71,110.48,6187.03,56,114.36,104.28
134,135,135,Brandt Snedeker,85,110.45,7400.22,67,113.39,108.34
135,T136,T136,Matt Kuchar,94,110.41,7949.55,72,115.62,106.82
136,T136,T136,Chez Reavie,92,110.41,8060.11,73,114.99,105.45
137,138,138,Paul Stankowski,78,110.37,6291.03,57,113.0,107.36
138,139,139,Spencer Levin,113,110.35,9490.39,86,114.18,107.4
139,140,140,D.A. Points,89,110.2,7383.5,67,113.46,106.02
140,141,141,Kent Jones,76,110.17,6279.51,57,113.52,101.42
141,142,142,Cameron Beckman,71,110.15,6388.93,58,114.43,102.42
142,143,143,Billy Mayfair,94,110.12,8699.4,79,114.47,106.38
143,144,144,Jason Dufner,78,110.11,6826.57,62,114.96,103.85
144,145,145,Ian Poulter,52,110.02,4400.97,40,112.87,107.14
145,146,146,Greg Chalmers,88,109.98,7368.99,67,112.78,104.7
146,147,147,Marc Turnesa,54,109.84,3844.42,35,113.22,105.51
147,148,148,Stephen Ames,69,109.67,5373.86,49,112.76,100.94
148,149,149,Bryce Molder,82,109.64,6578.25,60,115.25,104.07
149,150,150,Johnson Wagner,81,109.59,7671.25,70,112.83,106.8
150,151,151,Nate Smith,66,109.23,4915.3,45,112.35,105.95
151,152,152,David Mathis,83,109.13,6001.99,55,116.95,105.36
152,153,153,Tim Petrovic,88,109.11,7310.7,67,112.04,106.05
153,154,154,Dean Wilson,62,109.08,5453.84,50,112.33,105.53
154,155,155,Jason Bohn,74,108.98,7083.99,65,113.16,104.96
155,156,156,Arjun Atwal,91,108.94,7952.49,73,112.61,105.68
156,157,157,Steve Flesch,88,108.93,6644.67,61,115.34,105.94
157,158,158,Michael Connell,76,108.92,7406.88,68,112.78,99.94
158,159,159,Ben Crane,76,108.85,6530.85,60,114.3,104.17
159,160,160,Jim Furyk,87,108.71,7065.96,65,112.61,104.15
160,161,161,Vaughn Taylor,89,108.65,8149.09,75,111.84,105.33
161,162,162,Steve Elkington,50,108.64,3802.34,35,110.71,105.98
162,163,163,Rich Beem,53,108.61,4561.82,42,111.65,104.19
163,164,164,Justin Leonard,82,108.38,6828.11,63,111.66,106.26
164,165,165,Colt Knost,80,108.37,6394.03,59,115.12,104.56
165,166,166,Matt McQuillan,59,108.36,4009.45,37,113.03,104.52
166,T167,T167,Chris DiMarco,93,108.29,7904.96,73,110.9,104.46
167,T167,T167,Justin Hicks,60,108.29,4331.74,40,115.58,105.45
168,169,169,J.P. Hayes,56,107.95,4318.1,40,110.8,101.27
169,170,170,Shane Bertsch,62,107.89,4747.27,44,110.64,105.05
170,171,171,Richard Johnson,64,107.88,5178.47,48,118.07,103.12
171,172,172,Ben Curtis,66,107.66,6136.77,57,110.31,104.07
172,173,173,Mark Wilson,89,107.61,8070.65,75,112.15,104.81
173,174,174,Chris Riley,76,107.56,6130.72,57,110.94,103.7
174,175,175,Alex Cejka,59,107.55,4624.64,43,112.68,104.31
175,176,176,Garrett Willis,71,107.03,4923.28,46,109.21,103.49
176,177,177,Zach Johnson,79,106.92,7163.32,67,109.89,102.93
177,178,178,Jerry Kelly,85,106.61,7143.01,67,110.27,103.7
178,179,179,Brian Davis,105,106.4,9256.4,87,110.82,102.39
179,180,180,David Toms,78,106.24,6162.0,58,110.4,102.75
180,181,181,Aron Price,58,106.16,4564.7,43,112.54,102.39
181,182,182,Heath Slocum,89,106.13,7853.57,74,109.89,102.88
182,183,183,Rocco Mediate,53,106.02,4665.04,44,121.27,101.88
183,184,184,Paul Goydos,81,105.7,6764.73,64,109.66,100.88
184,185,185,Nick O'Hern,89,104.55,6377.78,61,107.38,100.06
185,186,186,Brian Gay,90,103.39,7340.91,71,109.34,100.1
