,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
155,T154,T154,Nate Smith,66,3.67,27,735,+0.48
156,157,157,Paul Stankowski,78,3.68,33,896,+0.88
157,158,158,Troy Matteson,91,3.69,41,1110,+0.59
158,159,159,Andres Romero,77,3.75,35,933,+0.46
159,160,160,Zack Miller,86,3.8,39,1027,+0.56
160,T161,T161,Rich Beem,53,3.81,24,630,+0.96
161,T161,T161,Robert Garrigus,83,3.81,36,944,+0.53
162,T161,T161,Nathan Green,81,3.81,37,972,+0.78
163,164,164,D.J. Brigman,67,3.83,29,757,+0.66
164,165,165,Sean O'Hair,71,3.85,32,831,+0.63
165,166,166,Ricky Barnes,78,3.86,34,881,+0.53
166,167,167,Tommy Gainey,104,3.98,50,1256,+0.76
167,168,168,Padraig Harrington,60,4.11,25,609,+0.76
168,169,169,Tag Ridings,87,4.22,43,1019,+0.84
169,T170,T170,Matt Jones,71,4.24,37,872,+0.32
170,T170,T170,Will Strickler,51,4.24,25,589,+1.00
171,172,172,Shaun Micheel,77,4.29,38,886,+0.53
172,T173,T173,Matt Bettencourt,84,4.35,46,1057,+0.67
173,T173,T173,Michael Bradley,74,4.35,35,805,+0.69
174,175,175,Derek Lamely,65,4.36,34,779,+0.76
175,176,176,David Duval,67,4.42,35,792,+0.54
176,T177,T177,Steven Bowditch,86,4.44,47,1059,+0.72
177,T177,T177,Davis Love III,70,4.44,32,720,+0.44
178,179,179,Phil Mickelson,79,4.73,38,803,+0.37
179,180,180,Ángel Cabrera,50,4.97,24,483,+0.46
180,181,181,Martin Piller,63,5.19,37,713,+0.59
181,182,182,Anthony Kim,72,5.27,41,778,+0.44
182,183,183,James Driscoll,71,5.5,46,836,+0.48
183,184,184,Ryan Palmer,82,5.51,45,816,+0.56
184,185,185,Bio Kim,71,5.91,46,778,+0.67
185,186,186,J.B. Holmes,57,5.96,38,638,+0.26
