,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
72,T72,T72,Phil Mickelson,79,0.14,8.109,58
73,74,74,Sung Kang,63,0.135,6.881,51
74,75,75,Bobby Gates,82,0.133,8.905,67
75,76,76,George McNeill,69,0.13,7.523,58
76,77,77,Brandt Snedeker,85,0.127,8.535,67
77,78,78,Ernie Els,71,0.121,7.132999999999999,59
78,79,79,Brendan Steele,89,0.11800000000000001,9.099,77
79,80,80,Tag Ridings,87,0.114,8.429,74
80,81,81,Carl Pettersson,95,0.113,10.142000000000001,90
81,82,82,Kevin Stadler,88,0.109,7.972,73
82,T83,T83,Briny Baird,60,0.10099999999999999,4.946000000000001,49
83,T83,T83,Ben Crane,76,0.10099999999999999,6.277,62
84,85,85,Spencer Levin,113,0.09699999999999999,9.085,94
85,86,86,Chad Campbell,99,0.08199999999999999,7.138999999999999,87
86,87,87,Tom Gillis,55,0.076,3.812,50
87,88,88,Ben Martin,74,0.073,4.743,65
88,89,89,Zack Miller,86,0.057,4.246,75
89,90,90,Steve Stricker,70,0.047,2.5069999999999997,53
90,91,91,D.A. Points,89,0.044000000000000004,3.2260000000000004,74
91,92,92,Luke Donald,73,0.04,2.092,52
92,T93,T93,Robert Karlsson,61,0.038,1.689,45
93,T93,T93,Jerry Kelly,85,0.038,2.602,68
94,95,95,Joseph Bramlett,73,0.03,1.8030000000000002,61
95,96,96,Michael Putnam,67,0.02,1.0659999999999998,53
96,97,97,Geoff Ogilvy,69,0.017,0.9259999999999999,54
97,98,98,Nick O'Hern,89,0.013000000000000001,0.9570000000000001,76
98,99,99,Zach Johnson,79,0.012,0.7390000000000001,64
99,100,100,Mark Wilson,89,0.006999999999999999,0.489,70
100,101,101,Steve Elkington,50,-0.004,-0.17600000000000002,42
101,102,102,Roland Thatcher,67,-0.006999999999999999,-0.42700000000000005,61
102,103,103,Ricky Barnes,78,-0.011000000000000001,-0.72,64
103,104,104,Hunter Haas,96,-0.015,-1.238,85
104,T105,T105,Jim Furyk,87,-0.017,-1.177,70
105,T105,T105,Freddie Jacobson,92,-0.017,-1.165,70
106,107,107,J.P. Hayes,56,-0.035,-1.686,48
107,108,108,William McGirt,103,-0.039,-3.5469999999999997,92
108,109,109,Jonathan Byrd,83,-0.040999999999999995,-2.946,72
109,110,110,Ben Curtis,66,-0.046,-2.824,62
110,111,111,Stewart Cink,72,-0.055,-2.8680000000000003,52
111,T112,T112,Kent Jones,76,-0.059000000000000004,-3.983,67
112,T112,T112,Johnson Wagner,81,-0.059000000000000004,-4.1080000000000005,70
113,T114,T114,Ryan Palmer,82,-0.06,-3.628,60
114,T114,T114,Chris Stroud,88,-0.06,-4.656000000000001,78
115,116,116,Brendon de Jonge,105,-0.065,-5.981,92
116,117,117,Garrett Willis,71,-0.066,-4.2,64
117,118,118,K.J. Choi,77,-0.07,-4.035,58
118,119,119,Scott Gutschewski,67,-0.07200000000000001,-3.9739999999999998,55
119,120,120,Marc Turnesa,54,-0.077,-3.554,46
120,121,121,Kris Blanks,92,-0.078,-6.5120000000000005,83
121,122,122,Chris Riley,76,-0.087,-5.947,68
122,123,123,David Mathis,83,-0.091,-6.349,70
123,124,124,Jason Bohn,74,-0.10300000000000001,-6.917000000000001,67
124,125,125,Marc Leishman,87,-0.11599999999999999,-9.246,80
125,126,126,Chris Kirk,87,-0.11800000000000001,-9.088,77
126,127,127,Sean O'Hair,71,-0.122,-7.306,60
127,T128,T128,Tim Herron,85,-0.125,-9.647,77
128,T128,T128,Camilo Villegas,69,-0.125,-7.143,57
129,130,130,Stephen Ames,69,-0.131,-7.867000000000001,60
130,131,131,Charlie Wi,83,-0.133,-10.214,77
131,132,132,Matt Jones,71,-0.135,-8.667,64
132,133,133,Alex Cejka,59,-0.145,-6.813,47
133,134,134,Woody Austin,59,-0.149,-7.466,50
134,135,135,Rich Beem,53,-0.152,-7.007000000000001,46
135,136,136,Jarrod Lyle,83,-0.175,-12.61,72
136,137,137,Aron Price,58,-0.17600000000000002,-8.639,49
137,138,138,Troy Merritt,63,-0.18100000000000002,-10.308,57
138,139,139,Alexandre Rocha,65,-0.184,-9.017999999999999,49
139,140,140,Fabián Gómez,84,-0.18600000000000003,-12.867,69
140,141,141,Retief Goosen,50,-0.204,-8.164,40
141,142,142,Ryuji Imada,83,-0.21100000000000002,-16.048,76
142,143,143,Colt Knost,80,-0.22899999999999998,-15.335999999999999,67
143,T144,T144,James Driscoll,71,-0.243,-14.823,61
144,T144,T144,David Duval,67,-0.243,-14.097999999999999,58
145,146,146,Shane Bertsch,62,-0.245,-12.745999999999999,52
146,147,147,Kevin Kisner,70,-0.247,-14.065999999999999,57
147,148,148,Rocco Mediate,53,-0.248,-11.890999999999998,48
148,149,149,Justin Leonard,82,-0.257,-19.016,74
149,T150,T150,Matt Bettencourt,84,-0.267,-20.59,77
150,T150,T150,Will Strickler,51,-0.267,-11.463,43
151,152,152,Joe Ogilvie,75,-0.271,-16.52,61
152,153,153,Paul Goydos,81,-0.276,-20.422,74
153,154,154,Jimmy Walker,79,-0.285,-21.665,76
154,155,155,Vaughn Taylor,89,-0.294,-24.424,83
155,156,156,Trevor Immelman,84,-0.299,-20.046,67
156,157,157,Chris DiMarco,93,-0.313,-25.674,82
157,158,158,Tim Petrovic,88,-0.316,-24.34,77
158,159,159,Bryce Molder,82,-0.325,-23.048000000000002,71
159,160,160,Martin Piller,63,-0.326,-16.939,52
160,161,161,Michael Thompson,79,-0.335,-23.087,69
161,162,162,Ian Poulter,52,-0.354,-13.799000000000001,39
162,163,163,Brian Gay,90,-0.36,-26.673000000000002,74
163,164,164,Matt McQuillan,59,-0.363,-17.412,48
164,165,165,Nathan Green,81,-0.36700000000000005,-25.693,70
165,166,166,Padraig Harrington,60,-0.392,-17.644000000000002,45
166,167,167,Michael Connell,76,-0.39299999999999996,-28.295,72
167,168,168,Lee Janzen,62,-0.401,-20.037,50
168,169,169,Greg Chalmers,88,-0.41100000000000003,-32.434,79
169,170,170,Cameron Beckman,71,-0.423,-27.083000000000002,64
170,171,171,Anthony Kim,72,-0.455,-26.412,58
171,172,172,Steve Flesch,88,-0.46,-35.917,78
172,173,173,Stuart Appleby,65,-0.461,-27.668000000000003,60
173,174,174,Andres Gonzales,60,-0.473,-21.775,46
174,175,175,Paul Stankowski,78,-0.529,-34.411,65
175,176,176,Bio Kim,71,-0.563,-32.68,58
176,177,177,Michael Bradley,74,-0.5720000000000001,-33.756,59
177,178,178,D.J. Brigman,67,-0.606,-33.34,55
178,179,179,Shaun Micheel,77,-0.64,-41.602,65
179,180,180,Richard Johnson,64,-0.6890000000000001,-37.211999999999996,54
180,181,181,Derek Lamely,65,-0.7,-40.583,58
181,182,182,Arjun Atwal,91,-0.705,-58.505,83
182,183,183,Daniel Summerhays,75,-0.7190000000000001,-47.476000000000006,66
183,184,184,Kevin Na,84,-0.757,-51.496,68
184,185,185,Dean Wilson,62,-0.863,-49.19,57
185,186,186,Nate Smith,66,-0.882,-46.744,53
