,Apex_Height_RANK THIS WEEK,Apex_Height_RANK LAST WEEK,Apex_Height_PLAYER NAME,Apex_Height_ROUNDS,Apex_Height_AVG.,Apex_Height_TOTAL APEX HEIGHT,Apex_Height_TOTAL ATTEMPTS,Apex_Height_HIGHEST APEX POINT,Apex_Height_LOWEST APEX POINT
42,43,43,Bubba Watson,85,"102' 10""","5141' 6""",50,"164' 0""","46' 5"""
43,44,44,Ben Martin,74,"102' 6""","4408' 9""",43,"137' 5""","73' 5"""
44,T45,T45,Chez Reavie,92,"102' 2""","7354' 2""",72,"134' 6""","70' 5"""
45,T45,T45,Vaughn Taylor,89,"102' 2""","7455' 9""",73,"136' 8""","73' 10"""
46,47,47,Jerry Kelly,85,"101' 6""","6596' 6""",65,"142' 6""","67' 4"""
47,48,48,Kevin Chappell,78,"101' 5""","5578' 0""",55,"146' 8""","62' 6"""
48,T49,T49,George McNeill,69,"101' 4""","5169' 4""",51,"140' 11""","64' 2"""
49,T49,T49,Aron Price,58,"101' 4""","4154' 8""",41,"126' 11""","82' 8"""
50,51,51,Brendan Steele,89,"101' 2""","7083' 2""",70,"134' 10""","59' 5"""
51,52,52,Pat Perez,76,"100' 11""","5751' 3""",57,"135' 2""","57' 2"""
52,T53,T53,Joseph Bramlett,73,"100' 10""","4838' 7""",48,"137' 4""","67' 8"""
53,T53,T53,Bio Kim,71,"100' 10""","4537' 0""",45,"143' 0""","52' 7"""
54,55,55,Alex Cejka,59,"100' 7""","4123' 0""",41,"125' 8""","73' 6"""
55,56,56,Kevin Kisner,70,"100' 2""","4509' 0""",45,"136' 0""","65' 1"""
56,57,57,Bill Haas,93,"99' 11""","6593' 3""",66,"129' 7""","61' 1"""
57,58,58,Troy Matteson,91,"99' 9""","6386' 3""",64,"146' 7""","44' 11"""
58,59,59,Scott Stallings,84,"99' 7""","6474' 7""",65,"156' 4""","60' 8"""
59,60,60,Charl Schwartzel,58,"99' 5""","3381' 6""",34,"121' 5""","69' 8"""
60,61,61,Tim Herron,85,"99' 4""","6259' 7""",63,"131' 10""","69' 7"""
61,T62,T62,James Driscoll,71,"99' 0""","5050' 1""",51,"144' 2""","62' 0"""
62,T62,T62,Dean Wilson,62,"99' 0""","4555' 1""",46,"129' 0""","53' 0"""
63,T64,T64,Martin Laird,77,"98' 10""","5436' 8""",55,"133' 10""","69' 1"""
64,T64,T64,Geoff Ogilvy,69,"98' 10""",5137',52,"138' 4""","75' 4"""
65,66,66,Luke Donald,73,"98' 8""","4441' 0""",45,"140' 6""","71' 8"""
66,67,67,Joe Ogilvie,75,"98' 2""","4711' 2""",48,"131' 6""","63' 8"""
67,68,68,Bo Van Pelt,92,"98' 1""","6373' 6""",65,"142' 6""","71' 10"""
68,69,69,Matt McQuillan,59,"97' 11""","3426' 3""",35,"154' 8""","62' 6"""
69,70,70,Rory Sabbatini,85,"97' 6""","5168' 0""",53,"159' 4""","63' 10"""
70,71,71,Brandt Snedeker,85,"97' 5""","6232' 8""",64,"118' 6""","72' 2"""
71,72,72,Jim Renner,65,"97' 4""","4671' 9""",48,"154' 6""","61' 8"""
72,73,73,Brandt Jobe,100,"97' 2""","6702' 3""",69,"129' 0""","61' 0"""
73,74,74,John Merrick,71,"97' 1""","5049' 9""",52,"120' 4""","74' 11"""
74,75,75,Briny Baird,60,"96' 11""","3780' 3""",39,"135' 4""","55' 7"""
75,T76,T76,Ernie Els,71,"96' 7""","4732' 0""",49,"149' 0""","63' 2"""
76,T76,T76,Fabián Gómez,84,"96' 7""","4541' 3""",47,"127' 8""","59' 7"""
77,T78,T78,Scott McCarron,65,"96' 6""","4438' 9""",46,"146' 11""","66' 1"""
78,T78,T78,Marc Turnesa,54,"96' 6""",3183',33,"126' 5""","74' 1"""
79,T78,T78,Gary Woodland,93,"96' 6""","4536' 2""",47,"123' 10""","41' 0"""
80,81,81,Sung Kang,63,"96' 4""","3563' 1""",37,"118' 6""","70' 10"""
81,82,82,Hunter Mahan,92,"96' 0""","6912' 6""",72,"128' 0""","69' 8"""
82,T83,T83,Justin Rose,79,"95' 11""","5944' 9""",62,"137' 6""","64' 6"""
83,T83,T83,Heath Slocum,89,"95' 11""","6811' 7""",71,"129' 2""","63' 0"""
84,T85,T85,Woody Austin,59,"95' 7""","3631' 8""",38,"125' 1""","75' 5"""
85,T85,T85,Webb Simpson,98,"95' 7""","7644' 8""",80,"123' 11""","64' 10"""
86,87,87,D.J. Brigman,67,"95' 6""","3914' 6""",41,"120' 2""","59' 11"""
87,T88,T88,Anthony Kim,72,"95' 3""","4952' 8""",52,"132' 8""","46' 5"""
88,T88,T88,Alexandre Rocha,65,"95' 3""","3714' 6""",39,"134' 5""","68' 0"""
89,90,90,D.J. Trahan,91,"94' 9""",6251',66,"157' 2""","56' 4"""
90,91,91,Steve Stricker,70,"94' 5""","5194' 6""",55,"122' 4""","58' 6"""
91,92,92,Chris Kirk,87,"94' 2""","6495' 8""",69,"132' 5""","66' 6"""
92,T93,T93,Aaron Baddeley,77,"94' 1""","5175' 5""",55,"144' 11""","63' 10"""
93,T93,T93,Sean O'Hair,71,"94' 1""","4045' 7""",43,"122' 11""","64' 2"""
94,95,95,David Duval,67,"94' 0""","4324' 3""",46,"118' 7""","52' 10"""
95,T96,T96,Chris Stroud,88,"93' 9""","6750' 2""",72,"135' 4""","43' 0"""
96,T96,T96,Jimmy Walker,79,"93' 9""","4874' 3""",52,"151' 4""","42' 11"""
97,98,98,Martin Piller,63,"93' 7""","3931' 8""",42,"122' 8""","61' 11"""
98,99,99,Adam Scott,60,"93' 5""","4298' 3""",46,"131' 7""","59' 5"""
99,T100,T100,J.J. Henry,96,"93' 3""",6622',71,"134' 11""","60' 7"""
100,T100,T100,Bill Lunde,92,"93' 3""","6620' 8""",71,"126' 1""","54' 5"""
101,T102,T102,Robert Allenby,84,"93' 2""","6053' 9""",65,"130' 4""","47' 1"""
102,T102,T102,Brian Davis,105,"93' 2""","7731' 6""",83,"127' 2""","65' 0"""
103,T102,T102,Sergio Garcia,61,"93' 2""","3540' 7""",38,"146' 7""","48' 5"""
104,105,105,Matt Jones,71,"93' 1""",4652',50,"132' 0""","62' 7"""
105,106,106,Jeff Overton,92,"92' 10""","6126' 4""",66,"187' 8""","4' 11"""
106,T107,T107,Kent Jones,76,"92' 9""","5192' 5""",56,"121' 0""","58' 1"""
107,T107,T107,Kevin Streelman,90,"92' 9""","5474' 4""",59,"131' 1""","62' 1"""
108,T109,T109,Jarrod Lyle,83,"92' 2""","5440' 1""",59,"118' 11""","55' 8"""
109,T109,T109,John Senden,94,"92' 2""","7004' 8""",76,"137' 0""","57' 4"""
110,111,111,Bobby Gates,82,"92' 0""","4693' 9""",51,"148' 11""","54' 7"""
111,112,112,Lee Janzen,62,"91' 10""","3858' 8""",42,"124' 5""","52' 4"""
112,113,113,Camilo Villegas,69,"91' 8""","4491' 3""",49,"134' 7""","40' 1"""
113,114,114,Lucas Glover,74,"91' 5""","4844' 1""",53,"137' 0""","50' 11"""
114,115,115,Rocco Mediate,53,"91' 4""","3835' 0""",42,"125' 5""","57' 5"""
115,116,116,Charlie Wi,83,"91' 2""","5928' 5""",65,"119' 6""","56' 7"""
116,T117,T117,Stewart Cink,72,"90' 8""","3627' 7""",40,"121' 4""","66' 5"""
117,T117,T117,Nick Watney,80,"90' 8""","5622' 2""",62,"129' 4""","54' 11"""
118,119,119,Andres Gonzales,60,"90' 6""","3709' 6""",41,"137' 0""","58' 7"""
119,120,120,Rich Beem,53,"90' 4""","3704' 7""",41,"109' 0""","53' 2"""
120,121,121,Justin Hicks,60,"89' 10""","3413' 0""",38,"115' 8""","59' 11"""
121,122,122,Johnson Wagner,81,"89' 6""","5909' 1""",66,"125' 8""","59' 10"""
122,123,123,Chad Campbell,99,"88' 10""",6041',68,"117' 7""","50' 2"""
123,124,124,Arjun Atwal,91,"88' 7""","6109' 8""",69,"127' 8""","53' 11"""
124,T125,T125,Cameron Beckman,71,"88' 3""","4852' 6""",55,"117' 10""","52' 5"""
125,T125,T125,Zach Johnson,79,"88' 3""",5736',65,"115' 4""","53' 7"""
126,127,127,Cameron Tringale,110,"87' 10""","7375' 7""",84,"134' 2""","64' 4"""
127,128,128,Michael Thompson,79,"87' 5""","4194' 2""",48,"126' 0""","62' 2"""
128,T129,T129,Stuart Appleby,65,"87' 3""","4360' 9""",50,"134' 8""","46' 0"""
129,T129,T129,Jason Dufner,78,"87' 3""",4971',57,"138' 11""","43' 7"""
130,131,131,Carl Pettersson,95,"87' 2""",7059',81,"111' 2""","59' 7"""
131,132,132,Ben Curtis,66,"87' 0""","4873' 1""",56,"117' 7""","60' 0"""
132,133,133,Matt Kuchar,94,"86' 10""","5902' 6""",68,"137' 2""","53' 11"""
133,134,134,Kevin Na,84,"86' 9""",4077',47,"110' 0""","45' 7"""
134,T135,T135,Matt Bettencourt,84,"86' 6""","5621' 9""",65,"140' 10""","42' 5"""
135,T135,T135,William McGirt,103,"86' 6""","7269' 1""",84,"117' 2""","50' 10"""
136,137,137,D.A. Points,89,"86' 5""","5532' 2""",64,"116' 4""","61' 0"""
137,138,138,Ryuji Imada,83,"86' 3""","6126' 4""",71,"135' 11""","48' 10"""
138,139,139,Richard Johnson,64,"85' 6""","3933' 0""",46,"116' 7""","54' 8"""
139,140,140,Jason Bohn,74,"85' 5""","5465' 2""",64,"120' 5""","54' 5"""
140,141,141,Bryce Molder,82,"85' 4""","4948' 3""",58,"133' 4""","55' 1"""
141,142,142,J.P. Hayes,56,"85' 3""","3324' 2""",39,"110' 2""","59' 2"""
142,143,143,Troy Merritt,63,"85' 2""","3918' 8""",46,"115' 8""","55' 10"""
143,T144,T144,K.J. Choi,77,"85' 1""","4763' 1""",56,"114' 10""","57' 8"""
144,T144,T144,Chris DiMarco,93,"85' 1""","6043' 0""",71,"126' 2""","47' 4"""
145,146,146,Steve Elkington,50,"84' 11""","2887' 5""",34,"118' 4""","56' 1"""
146,147,147,Spencer Levin,113,"84' 10""",6784',80,"170' 4""","55' 10"""
147,148,148,Kris Blanks,92,"84' 7""","6092' 6""",72,"112' 6""","55' 7"""
148,149,149,David Mathis,83,"84' 6""",4645',55,"105' 5""","59' 10"""
149,150,150,Colt Knost,80,"84' 5""","4726' 1""",56,"112' 10""","63' 2"""
150,151,151,David Toms,78,"84' 0""","4702' 6""",56,"110' 2""","55' 10"""
151,152,152,Scott Gutschewski,67,"83' 8""","3680' 1""",44,"114' 8""","46' 7"""
152,153,153,Michael Connell,76,"83' 7""","5598' 0""",67,"114' 10""","64' 0"""
153,154,154,Garrett Willis,71,"83' 5""","3588' 5""",43,"125' 7""","58' 5"""
154,155,155,Steve Flesch,88,"83' 4""","5000' 5""",60,"119' 7""","45' 7"""
155,T156,T156,Michael Bradley,74,"83' 3""","4413' 3""",53,"117' 8""","35' 5"""
156,T156,T156,Charles Howell III,108,"83' 3""",6491',78,"120' 2""","49' 0"""
157,T158,T158,Paul Goydos,81,"82' 8""",5042',61,"111' 11""","59' 11"""
158,T158,T158,Graeme McDowell,50,"82' 8""","2727' 3""",33,"116' 7""","48' 11"""
159,T158,T158,Boo Weekley,66,"82' 8""","3969' 3""",48,"111' 10""","53' 4"""
160,161,161,Brendon de Jonge,105,"82' 5""","6921' 7""",84,"115' 10""","44' 5"""
161,162,162,Joe Durant,71,"82' 2""","3942' 2""",48,"105' 5""","63' 7"""
162,163,163,Ian Poulter,52,"82' 0""","3198' 7""",39,"106' 5""","42' 6"""
163,T164,T164,Blake Adams,116,"81' 6""","6032' 9""",74,"112' 5""","49' 6"""
164,T164,T164,Ryan Moore,79,"81' 6""","4646' 2""",57,"117' 4""","52' 10"""
165,166,166,Brian Gay,90,"81' 5""","5618' 1""",69,"118' 6""","50' 11"""
166,T167,T167,Nick O'Hern,89,"81' 4""","4801' 0""",59,"129' 5""","40' 4"""
167,T167,T167,Y.E. Yang,63,"81' 4""","3171' 0""",39,"130' 5""","49' 0"""
168,T169,T169,Stephen Ames,69,"81' 0""","3725' 1""",46,"118' 1""","52' 7"""
169,T169,T169,Jim Furyk,87,"81' 0""","5021' 5""",62,"123' 11""","43' 7"""
170,171,171,Jim Herman,69,"80' 6""",3623',45,"115' 1""","47' 2"""
171,172,172,Trevor Immelman,84,"79' 10""","3674' 0""",46,"103' 8""","37' 1"""
172,173,173,Justin Leonard,82,"79' 2""","4354' 0""",55,"108' 4""","39' 4"""
173,T174,T174,Hunter Haas,96,"79' 1""","5612' 9""",71,"131' 2""","42' 11"""
174,T174,T174,Nate Smith,66,"79' 1""","3560' 5""",45,"112' 5""","48' 6"""
175,T174,T174,Daniel Summerhays,75,"79' 1""","3876' 9""",49,"110' 1""","49' 2"""
176,177,177,Tim Petrovic,88,"78' 10""","5284' 3""",67,"126' 11""","39' 11"""
177,178,178,Shaun Micheel,77,"77' 10""","3813' 1""",49,"117' 5""","39' 10"""
178,179,179,Rod Pampling,72,"76' 9""","3530' 3""",46,"110' 1""","31' 4"""
179,180,180,Greg Chalmers,88,"76' 4""","4886' 0""",64,"105' 5""","42' 4"""
180,181,181,Chris Riley,76,"75' 4""","4066' 7""",54,"97' 4""","45' 4"""
181,182,182,Ricky Barnes,78,"75' 2""",3981',53,"120' 5""","32' 10"""
182,183,183,Freddie Jacobson,92,"74' 7""","4250' 2""",57,"105' 7""","44' 2"""
183,184,184,Nathan Green,81,"73' 2""","3951' 7""",54,"118' 8""","36' 8"""
184,185,185,Tom Gillis,55,"68' 11""","3309' 9""",48,"92' 7""","19' 2"""
185,186,186,Shane Bertsch,62,"67' 3""","2824' 9""",42,"91' 7""","39' 1"""
