,Driving_Accuracy_Percentage_RANK THIS WEEK,Driving_Accuracy_Percentage_RANK LAST WEEK,Driving_Accuracy_Percentage_PLAYER NAME,Driving_Accuracy_Percentage_ROUNDS,Driving_Accuracy_Percentage_%,Driving_Accuracy_Percentage_FAIRWAYS HIT,Driving_Accuracy_Percentage_POSSIBLE FAIRWAYS
72,73,73,Chad Campbell,99,63.31,856,1352
73,74,74,Justin Rose,79,63.27,682,1078
74,75,75,Kevin Stadler,88,63.25,704,1113
75,76,76,Kris Blanks,92,63.11,792,1255
76,77,77,Ryan Moore,79,63.1,660,1046
77,78,78,Fabián Gómez,84,63.08,668,1059
78,79,79,Lee Janzen,62,63.04,493,782
79,80,80,Marc Turnesa,54,62.93,455,723
80,81,81,Robert Allenby,84,62.91,731,1162
81,82,82,Geoff Ogilvy,69,62.89,578,919
82,83,83,Hunter Mahan,92,62.85,785,1249
83,84,84,Daniel Summerhays,75,62.83,639,1017
84,85,85,Steve Stricker,70,62.47,606,970
85,86,86,Greg Chalmers,88,62.42,749,1200
86,87,87,Carl Pettersson,95,62.29,811,1302
87,T88,T88,Alexandre Rocha,65,62.23,496,797
88,T88,T88,Y.E. Yang,63,62.23,514,826
89,90,90,Troy Merritt,63,62.04,528,851
90,91,91,K.J. Choi,77,61.99,649,1047
91,92,92,Webb Simpson,98,61.93,846,1366
92,93,93,Sung Kang,63,61.82,510,825
93,94,94,Trevor Immelman,84,61.74,723,1171
94,95,95,Charl Schwartzel,58,61.73,484,784
95,96,96,Keegan Bradley,91,61.5,746,1213
96,97,97,Andres Gonzales,60,61.49,447,727
97,98,98,Josh Teater,104,61.48,841,1368
98,99,99,Retief Goosen,50,61.44,419,682
99,100,100,Steve Flesch,88,61.43,720,1172
100,101,101,Charlie Wi,83,61.35,711,1159
101,102,102,Roland Thatcher,67,61.16,570,932
102,103,103,Bill Lunde,92,61.11,751,1229
103,T104,T104,Cameron Beckman,71,61.05,572,937
104,T104,T104,Lucas Glover,74,61.05,630,1032
105,106,106,Cameron Tringale,110,60.99,902,1479
106,T107,T107,Steve Marino,76,60.98,647,1061
107,T107,T107,Nate Smith,66,60.98,511,838
108,109,109,Kevin Kisner,70,60.96,545,894
109,110,110,Freddie Jacobson,92,60.82,714,1174
110,111,111,William McGirt,103,60.78,840,1382
111,112,112,Jeff Overton,92,60.46,769,1272
112,113,113,Ryuji Imada,83,60.36,699,1158
113,114,114,Charley Hoffman,93,60.34,776,1286
114,115,115,Jonathan Byrd,83,60.33,692,1147
115,116,116,Michael Thompson,79,60.14,614,1021
116,T117,T117,Ernie Els,71,60.1,583,970
117,T117,T117,Bobby Gates,82,60.1,619,1030
118,119,119,Chris Stroud,88,60.03,703,1171
119,120,120,George McNeill,69,59.95,509,849
120,121,121,D.J. Trahan,91,59.81,759,1269
121,122,122,Vijay Singh,79,59.67,657,1101
122,123,123,Joseph Bramlett,73,59.54,540,907
123,124,124,Kyle Stanley,98,59.52,747,1255
124,125,125,Davis Love III,70,59.45,582,979
125,126,126,Nathan Green,81,59.44,639,1075
126,127,127,Jim Renner,65,59.1,471,797
127,128,128,Paul Stankowski,78,59.05,594,1006
128,129,129,Kevin Chappell,78,59.0,593,1005
129,130,130,Tommy Gainey,104,58.97,822,1394
130,131,131,Jarrod Lyle,83,58.86,648,1101
131,132,132,Troy Matteson,91,58.83,713,1212
132,133,133,Ricky Barnes,78,58.55,637,1088
133,134,134,Martin Laird,77,58.51,619,1058
134,135,135,Stuart Appleby,65,58.2,529,909
135,136,136,Nick Watney,80,58.15,624,1073
136,137,137,Gary Woodland,93,58.07,752,1295
137,138,138,Scott Gutschewski,67,58.06,479,825
138,139,139,Sergio Garcia,61,58.0,493,850
139,140,140,Camilo Villegas,69,57.98,552,952
140,141,141,Andres Romero,77,57.8,604,1045
141,142,142,Kevin Na,84,57.66,674,1169
142,143,143,Charles Howell III,108,57.51,835,1452
143,144,144,Will Strickler,51,57.38,377,657
144,145,145,Alex Prugh,82,57.35,624,1088
145,146,146,Tim Herron,85,57.29,648,1131
146,147,147,Dustin Johnson,72,57.17,570,997
147,148,148,Zack Miller,86,57.06,651,1141
148,149,149,Michael Bradley,74,57.03,556,975
149,150,150,Tag Ridings,87,56.99,644,1130
150,151,151,Jim Herman,69,56.98,486,853
151,152,152,Bubba Watson,85,56.92,629,1105
152,153,153,Scott Stallings,84,56.91,618,1086
153,154,154,Scott Piercy,78,56.81,588,1035
154,155,155,Robert Karlsson,61,56.78,469,826
155,156,156,Rory Sabbatini,85,56.74,640,1128
156,157,157,Rickie Fowler,84,56.7,643,1134
157,158,158,Joe Ogilvie,75,56.62,530,936
158,159,159,Stewart Cink,72,56.58,520,919
159,160,160,Matt Bettencourt,84,56.51,664,1175
160,161,161,Chris Kirk,87,56.47,685,1213
161,162,162,Arjun Atwal,91,56.31,718,1275
162,163,163,James Driscoll,71,55.79,506,907
163,164,164,Sean O'Hair,71,55.78,545,977
164,165,165,Shaun Micheel,77,55.71,566,1016
165,166,166,Aaron Baddeley,77,55.67,584,1049
166,167,167,Matt Jones,71,55.52,548,987
167,168,168,D.J. Brigman,67,55.27,456,825
168,169,169,Steven Bowditch,86,55.12,630,1143
169,170,170,Ángel Cabrera,50,54.97,354,644
170,171,171,Michael Putnam,67,54.72,481,879
171,172,172,Jason Day,76,54.7,559,1022
172,173,173,Jhonattan Vegas,84,54.65,611,1118
173,174,174,Marc Leishman,87,54.41,660,1213
174,175,175,Martin Piller,63,54.0,445,824
175,176,176,Ryan Palmer,82,53.76,601,1118
176,177,177,Phil Mickelson,79,53.2,573,1077
177,178,178,Jimmy Walker,79,53.13,586,1103
178,179,179,Padraig Harrington,60,52.98,436,823
179,180,180,Robert Garrigus,83,52.97,616,1163
180,181,181,Bio Kim,71,52.87,479,906
181,182,182,J.B. Holmes,57,52.09,386,741
182,183,183,David Duval,67,51.88,484,933
183,184,184,Harrison Frazar,58,51.49,416,808
184,185,185,Derek Lamely,65,50.57,446,882
185,186,186,Anthony Kim,72,46.99,469,998
