,Total_Driving_RANK THIS WEEK,Total_Driving_RANK LAST WEEK,Total_Driving_PLAYER NAME,Total_Driving_EVENTS,Total_Driving_TOTAL,Total_Driving_DISTANCE RANK,Total_Driving_ACCURACY RANK
49,50,50,Scott Stallings,28,164,11,153
50,T51,T51,Chad Campbell,29,165,92,73
51,T51,T51,Ben Crane,23,165,139,26
52,T51,T51,Heath Slocum,29,165,163,2
53,54,54,Steve Marino,23,166,59,107
54,T55,T55,Sergio Garcia,16,167,28,139
55,T55,T55,Lucas Glover,23,167,63,104
56,T55,T55,Hunter Mahan,25,167,84,83
57,T58,T58,David Hearn,26,168,96,72
58,T58,T58,Carl Pettersson,27,168,81,87
59,T60,T60,Jason Dufner,23,169,125,44
60,T60,T60,Jim Herman,22,169,18,151
61,T60,T60,Aron Price,18,169,158,11
62,63,63,Jeff Overton,26,170,58,112
63,64,64,Jim Renner,22,171,44,127
64,T65,T65,Stephen Ames,22,172,150,22
65,T65,T65,Andres Gonzales,21,172,75,97
66,T65,T65,Cameron Tringale,32,172,66,106
67,T68,T68,Zack Miller,30,173,25,148
68,T68,T68,Justin Rose,23,173,99,74
69,70,70,Scott Gutschewski,23,174,36,138
70,71,71,Steven Bowditch,28,175,6,169
71,T72,T72,Tommy Gainey,34,176,46,130
72,T72,T72,Alex Prugh,29,176,31,145
73,T72,T72,Kevin Streelman,26,176,111,65
74,75,75,Roland Thatcher,22,177,75,102
75,T76,T76,Hunter Haas,30,178,114,64
76,T76,T76,Kent Jones,25,178,137,41
77,78,78,Brendon de Jonge,30,179,119,60
78,T79,T79,Joseph Bramlett,25,180,57,123
79,T79,T79,Matt Kuchar,24,180,128,52
80,T79,T79,Ben Martin,25,180,109,71
81,T79,T79,George McNeill,21,180,60,120
82,T79,T79,Ryan Moore,22,180,103,77
83,T84,T84,Robert Allenby,25,181,100,81
84,T84,T84,David Toms,23,181,175,6
85,T84,T84,Jhonattan Vegas,25,181,8,173
86,T87,T87,Rickie Fowler,24,182,25,157
87,T87,T87,Jim Furyk,26,182,164,18
88,T87,T87,Lee Janzen,19,182,103,79
89,T90,T90,J.B. Holmes,16,183,1,182
90,T90,T90,Charles Howell III,30,183,40,143
91,T90,T90,Robert Karlsson,18,183,28,155
92,T90,T90,Johnson Wagner,25,183,160,23
93,T94,T94,Kevin Chappell,26,184,55,129
94,T94,T94,Robert Garrigus,26,184,4,180
95,T94,T94,Alexandre Rocha,22,184,96,88
96,T97,T97,Ben Curtis,23,185,180,5
97,T97,T97,Zach Johnson,23,185,177,8
98,T97,T97,Brandt Snedeker,26,185,124,61
99,T100,T100,Jason Day,21,186,14,172
100,T100,T100,Jerry Kelly,26,186,183,3
101,T100,T100,Chris Riley,25,186,174,12
102,T103,T103,Geoff Ogilvy,21,188,106,82
103,T103,T103,Vijay Singh,25,188,66,122
104,T103,T103,Y.E. Yang,18,188,100,88
105,T106,T106,Ángel Cabrera,17,189,19,170
106,T106,T106,Nick O'Hern,29,189,182,7
107,T108,T108,Brian Gay,26,190,186,4
108,T108,T108,David Mathis,25,190,161,29
109,T108,T108,Matt McQuillan,21,190,135,55
110,T108,T108,Garrett Willis,24,190,171,19
111,T112,T112,Rich Beem,21,192,129,63
112,T112,T112,Bill Lunde,28,192,89,103
113,114,114,Fabián Gómez,26,194,116,78
114,T115,T115,Shane Bertsch,20,195,168,27
115,T115,T115,Bryce Molder,27,195,161,34
116,T117,T117,James Driscoll,24,196,33,163
117,T117,T117,Spencer Levin,31,196,127,69
118,119,119,Steve Stricker,19,198,113,85
119,T120,T120,Jonathan Byrd,26,199,84,115
120,T120,T120,Phil Mickelson,21,199,22,177
121,T122,T122,Paul Goydos,25,200,185,15
122,T122,T122,Rocco Mediate,23,200,184,16
123,T124,T124,Harrison Frazar,19,201,17,184
124,T124,T124,Ryan Palmer,24,201,25,176
125,126,126,Andres Romero,22,202,61,141
126,T127,T127,Alex Cejka,21,204,167,37
127,T127,T127,Luke Donald,19,204,147,57
128,T129,T129,Ricky Barnes,23,205,72,133
129,T129,T129,Vaughn Taylor,27,205,147,58
130,T129,T129,Camilo Villegas,25,205,65,140
131,T132,T132,Retief Goosen,16,206,107,99
132,T132,T132,Ian Poulter,16,206,155,51
133,T134,T134,Trevor Immelman,25,208,114,94
134,T134,T134,Jimmy Walker,24,208,30,178
135,T136,T136,Chris Stroud,28,210,91,119
136,T136,T136,Michael Thompson,25,210,94,116
137,138,138,Chris DiMarco,31,211,178,33
138,139,139,Michael Putnam,21,212,41,171
139,140,140,J.P. Hayes,19,213,157,56
140,T141,T141,Kris Blanks,29,215,139,76
141,T141,T141,Justin Leonard,26,215,168,47
142,T141,T141,Troy Merritt,23,215,125,90
143,T144,T144,Aaron Baddeley,22,217,51,166
144,T144,T144,Chris Kirk,28,217,56,161
145,T146,T146,Michael Connell,26,218,173,45
146,T146,T146,Colt Knost,27,218,176,42
147,T146,T146,William McGirt,32,218,107,111
148,149,149,Tim Petrovic,29,219,166,53
149,150,150,Derek Lamely,26,222,37,185
150,151,151,Daniel Summerhays,29,223,139,84
151,152,152,K.J. Choi,22,225,134,91
152,T153,T153,Tim Herron,28,227,81,146
153,T153,T153,Sean O'Hair,24,227,63,164
154,T153,T153,Dean Wilson,22,227,179,48
155,156,156,Marc Leishman,27,228,54,174
156,157,157,Freddie Jacobson,25,232,122,110
157,158,158,David Duval,24,233,50,183
158,T159,T159,Bio Kim,25,234,53,181
159,T159,T159,Rory Sabbatini,24,234,78,156
160,T159,T159,Charlie Wi,25,234,133,101
161,T162,T162,Ernie Els,21,235,118,117
162,T162,T162,Marc Turnesa,20,235,155,80
163,164,164,Matt Jones,25,237,70,167
164,T165,T165,Stewart Cink,22,240,81,159
165,T165,T165,Padraig Harrington,18,240,61,179
166,167,167,Joe Ogilvie,24,242,84,158
167,168,168,Michael Bradley,24,247,98,149
168,169,169,Cameron Beckman,25,249,145,104
169,170,170,Richard Johnson,23,251,181,70
170,T171,T171,Anthony Kim,26,254,68,186
171,T171,T171,Kevin Kisner,24,254,145,109
172,T171,T171,Martin Piller,23,254,79,175
173,174,174,Stuart Appleby,24,256,121,135
174,175,175,Greg Chalmers,28,258,172,86
175,176,176,Steve Flesch,27,259,159,100
176,177,177,Jarrod Lyle,29,260,129,131
177,178,178,Nathan Green,26,263,137,126
178,179,179,Ryuji Imada,29,265,152,113
179,180,180,D.J. Brigman,23,268,100,168
180,181,181,Nate Smith,24,272,165,107
181,T182,T182,Matt Bettencourt,30,277,117,160
182,T182,T182,Paul Stankowski,24,277,149,128
183,184,184,Shaun Micheel,27,294,129,165
184,185,185,Arjun Atwal,29,305,143,162
185,186,186,Kevin Na,26,312,170,142
