,Total_Distance_Efficiency_RANK THIS WEEK,Total_Distance_Efficiency_RANK LAST WEEK,Total_Distance_Efficiency_PLAYER NAME,Total_Distance_Efficiency_ROUNDS,Total_Distance_Efficiency_AVG.,Total_Distance_Efficiency_AVERAGE DISTANCE (YARDS),Total_Distance_Efficiency_AVERAGE CLUB HEAD SPEED,Total_Distance_Efficiency_TOTAL ATTEMPTS,Total_Distance_Efficiency_HIGHEST DIST. EFFICIENCY
62,T63,T63,Ángel Cabrera,50,2.589,309.96299999999997,119.725,29,3.177
63,T63,T63,Scott Gutschewski,67,2.589,298.871,115.454,44,3.0610000000000004
64,T63,T63,Rocco Mediate,53,2.589,274.54900000000004,106.024,44,2.9010000000000002
65,T66,T66,Bill Haas,93,2.5869999999999997,303.164,117.177,68,3.108
66,T66,T66,Matt McQuillan,59,2.5869999999999997,280.363,108.363,37,2.903
67,T66,T66,Martin Piller,63,2.5869999999999997,287.72900000000004,111.20299999999999,44,2.9960000000000004
68,T66,T66,Michael Putnam,67,2.5869999999999997,299.434,115.73200000000001,46,3.028
69,T66,T66,Rory Sabbatini,85,2.5869999999999997,294.42,113.788,54,2.989
70,T71,T71,Keegan Bradley,91,2.5860000000000003,303.783,117.494,64,3.092
71,T71,T71,Vijay Singh,79,2.5860000000000003,296.478,114.64299999999999,71,3.158
72,T73,T73,Rich Beem,53,2.585,280.775,108.615,42,2.9739999999999998
73,T73,T73,Tim Herron,85,2.585,289.553,112.027,65,3.0660000000000003
74,T73,T73,Anthony Kim,72,2.585,296.913,114.855,60,2.958
75,T76,T76,David Duval,67,2.5839999999999996,297.772,115.22200000000001,49,2.915
76,T76,T76,Ryan Moore,79,2.5839999999999996,293.16,113.45200000000001,58,2.952
77,T76,T76,Rod Pampling,72,2.5839999999999996,290.856,112.557,47,2.92
78,79,79,Chris DiMarco,93,2.583,279.755,108.287,73,2.832
79,T80,T80,Ernie Els,71,2.5810000000000004,290.205,112.42200000000001,53,3.127
80,T80,T80,Steve Flesch,88,2.5810000000000004,281.099,108.929,61,3.057
81,T80,T80,Colt Knost,80,2.5810000000000004,279.758,108.37299999999999,59,2.9210000000000003
82,83,83,Jim Herman,69,2.58,298.281,115.602,46,2.9619999999999997
83,T84,T84,Kris Blanks,92,2.5780000000000003,287.048,111.32600000000001,76,2.9360000000000004
84,T84,T84,Matt Kuchar,94,2.5780000000000003,284.584,110.41,72,3.069
85,T84,T84,Marc Leishman,87,2.5780000000000003,299.61,116.198,75,3.0439999999999996
86,T87,T87,Stewart Cink,72,2.577,296.086,114.90700000000001,46,2.9960000000000004
87,T87,T87,Retief Goosen,50,2.577,296.265,114.98299999999999,38,2.9010000000000002
88,T87,T87,Adam Scott,60,2.577,302.22900000000004,117.264,47,3.051
89,T90,T90,Justin Leonard,82,2.576,279.194,108.383,63,2.924
90,T90,T90,Troy Matteson,91,2.576,300.205,116.51700000000001,72,3.1430000000000002
91,T90,T90,Tag Ridings,87,2.576,310.03,120.333,61,2.9589999999999996
92,93,93,Ben Curtis,66,2.575,277.217,107.663,57,2.903
93,T94,T94,Ben Martin,74,2.574,292.254,113.54799999999999,45,2.87
94,T94,T94,David Mathis,83,2.574,280.888,109.12700000000001,55,2.8489999999999998
95,96,96,Blake Adams,116,2.573,295.237,114.75200000000001,79,2.926
96,97,97,Alex Prugh,82,2.572,297.586,115.70700000000001,61,2.905
97,98,98,Brendan Steele,89,2.571,291.936,113.539,71,2.872
98,T99,T99,Roland Thatcher,67,2.57,289.389,112.616,49,2.88
99,T99,T99,Jimmy Walker,79,2.57,302.731,117.8,57,2.952
100,T101,T101,Matt Bettencourt,84,2.569,292.955,114.04899999999999,69,3.062
101,T101,T101,K.J. Choi,77,2.569,284.127,110.595,60,3.0469999999999997
102,T101,T101,Tim Petrovic,88,2.569,280.281,109.115,67,2.989
103,T104,T104,Justin Hicks,60,2.568,278.107,108.294,40,3.0460000000000003
104,T104,T104,Dustin Johnson,72,2.568,313.69,122.132,47,3.1180000000000003
105,106,106,Jerry Kelly,85,2.5660000000000003,273.538,106.61200000000001,67,2.947
106,107,107,Lee Janzen,62,2.5639999999999996,287.528,112.162,42,2.8089999999999997
107,108,108,J.J. Henry,96,2.562,289.172,112.84899999999999,75,2.978
108,T109,T109,George McNeill,69,2.5610000000000004,299.215,116.819,53,2.935
109,T109,T109,Johnson Wagner,81,2.5610000000000004,280.693,109.589,70,2.898
110,T109,T109,Boo Weekley,66,2.5610000000000004,294.332,114.90899999999999,49,2.807
111,T112,T112,Briny Baird,60,2.56,284.108,110.96,40,2.815
112,T112,T112,Brandt Jobe,100,2.56,295.12,115.29,69,3.045
113,T112,T112,Robert Karlsson,61,2.56,301.306,117.693,41,2.861
114,T112,T112,Ian Poulter,52,2.56,281.70099999999996,110.024,40,3.071
115,T112,T112,Kyle Stanley,98,2.56,304.151,118.81299999999999,70,3.054
116,T117,T117,Woody Austin,59,2.559,283.95,110.98200000000001,42,3.2030000000000003
117,T117,T117,Charley Hoffman,93,2.559,302.188,118.105,74,3.0260000000000002
118,T117,T117,Jarrod Lyle,83,2.559,289.314,113.04899999999999,59,3.156
119,T120,T120,Ryuji Imada,83,2.5580000000000003,285.387,111.586,75,2.9539999999999997
120,T120,T120,Billy Mayfair,94,2.5580000000000003,281.66900000000004,110.119,79,2.918
121,T122,T122,Fabián Gómez,84,2.557,287.85,112.589,47,2.904
122,T122,T122,Troy Merritt,63,2.557,285.332,111.59700000000001,47,2.949
123,T124,T124,Hunter Haas,96,2.556,283.699,110.992,76,2.872
124,T124,T124,Cameron Tringale,110,2.556,293.08299999999997,114.655,87,2.9160000000000004
125,126,126,Andres Romero,77,2.555,296.42,116.024,64,3.032
126,127,127,Michael Bradley,74,2.5540000000000003,291.48900000000003,114.13799999999999,54,2.878
127,128,128,Marc Turnesa,54,2.553,280.388,109.84100000000001,35,2.895
128,129,129,Webb Simpson,98,2.552,293.606,115.046,84,3.0610000000000004
129,T130,T130,Michael Connell,76,2.551,277.895,108.925,68,2.838
130,T130,T130,Dean Wilson,62,2.551,278.29900000000004,109.07700000000001,50,3.141
131,T132,T132,Stephen Ames,69,2.549,279.502,109.671,49,2.8360000000000003
132,T132,T132,Andres Gonzales,60,2.549,288.621,113.25,41,2.847
133,T132,T132,Gary Woodland,93,2.549,316.906,124.34100000000001,53,2.8710000000000004
134,135,135,Davis Love III,70,2.548,295.241,115.889,39,2.99
135,T136,T136,Michael Thompson,79,2.5469999999999997,292.313,114.789,53,3.363
136,T136,T136,Charlie Wi,83,2.5469999999999997,283.79900000000004,111.427,67,2.923
137,T138,T138,Scott Piercy,78,2.546,300.892,118.164,51,3.0389999999999997
138,T138,T138,Jhonattan Vegas,84,2.546,311.112,122.196,64,2.958
139,T140,T140,Lucas Glover,74,2.545,296.5,116.50200000000001,57,2.9819999999999998
140,T140,T140,Justin Rose,79,2.545,292.409,114.89399999999999,64,3.1719999999999997
141,T140,T140,D.J. Trahan,91,2.545,294.71299999999997,115.814,75,3.1439999999999997
142,T143,T143,William McGirt,103,2.543,288.58,113.48899999999999,85,2.944
143,T143,T143,Bubba Watson,85,2.543,316.682,124.54799999999999,56,2.949
144,T145,T145,Chad Campbell,99,2.542,288.68,113.544,76,2.98
145,T145,T145,Y.E. Yang,63,2.542,289.649,113.92399999999999,42,2.806
146,T147,T147,Matt Jones,71,2.54,295.268,116.24700000000001,52,2.87
147,T147,T147,Bryce Molder,82,2.54,278.464,109.637,60,2.9130000000000003
148,T149,T149,Steven Bowditch,86,2.539,299.91200000000003,118.11200000000001,65,2.867
149,T149,T149,Pat Perez,76,2.539,292.51099999999997,115.199,61,2.9010000000000002
150,T151,T151,Alexandre Rocha,65,2.537,281.996,111.163,39,2.926
151,T151,T151,Will Strickler,51,2.537,300.399,118.41799999999999,34,3.242
152,T153,T153,Kevin Kisner,70,2.533,280.77299999999997,110.82600000000001,50,2.892
153,T153,T153,Shaun Micheel,77,2.533,281.827,111.271,53,2.92
154,155,155,Derek Lamely,65,2.532,296.23,116.977,45,2.945
155,T156,T156,Stuart Appleby,65,2.531,289.112,114.244,59,3.347
156,T156,T156,Nate Smith,66,2.531,276.441,109.229,45,2.888
157,158,158,Nick Watney,80,2.53,298.54900000000004,118.008,64,2.8819999999999997
158,T159,T159,Richard Johnson,64,2.528,272.759,107.885,48,2.844
159,T159,T159,John Senden,94,2.528,294.75,116.587,79,2.88
160,T161,T161,Freddie Jacobson,92,2.526,284.168,112.49,65,2.8289999999999997
161,T161,T161,Daniel Summerhays,75,2.526,281.657,111.49,56,2.888
162,163,163,Scott Stallings,84,2.525,301.07599999999996,119.245,67,2.8819999999999997
163,164,164,Kevin Na,84,2.524,285.485,113.117,49,2.7939999999999996
164,165,165,Kevin Streelman,90,2.522,290.147,115.057,62,2.971
165,166,166,Graeme McDowell,50,2.521,285.10200000000003,113.103,37,2.904
166,T167,T167,Joe Durant,71,2.52,280.66,111.389,51,2.7939999999999996
167,T167,T167,Zack Miller,86,2.52,304.413,120.78299999999999,53,3.2260000000000004
168,169,169,Bobby Gates,82,2.517,293.389,116.554,56,2.9739999999999998
169,170,170,Jonathan Byrd,83,2.516,288.961,114.84100000000001,68,2.905
170,171,171,Sean O'Hair,71,2.513,291.235,115.87,45,2.9139999999999997
171,172,172,Charles Howell III,108,2.512,292.52299999999997,116.456,84,2.852
172,173,173,Sergio Garcia,61,2.51,299.786,119.43,43,2.966
173,174,174,Aaron Baddeley,77,2.509,298.89,119.14200000000001,57,2.867
174,T175,T175,Brendon de Jonge,105,2.508,287.061,114.45,88,2.866
175,T175,T175,Scott McCarron,65,2.508,286.4,114.178,47,3.091
176,177,177,Chris Couch,73,2.505,301.474,120.335,50,2.8139999999999996
177,178,178,Greg Chalmers,88,2.501,275.117,109.985,67,2.862
178,179,179,Paul Stankowski,78,2.5,280.795,112.34,56,2.997
179,180,180,Tom Gillis,55,2.499,285.209,114.109,49,2.878
180,181,181,Luke Donald,73,2.498,279.725,111.97399999999999,48,2.721
181,182,182,Bio Kim,71,2.477,293.753,118.615,48,2.905
182,183,183,Trevor Immelman,84,2.476,293.16,118.402,55,2.7739999999999996
183,184,184,Nathan Green,81,2.464,281.559,114.291,55,2.898
184,185,185,Ricky Barnes,78,2.458,288.899,117.541,57,2.853
185,186,186,James Driscoll,71,2.437,288.70099999999996,118.47,54,2.832
