,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
172,T173,T173,David Mathis,83,50.11,57209.3,114175
173,T173,T173,Garrett Willis,71,50.11,54119.8,107997
174,175,175,Justin Leonard,82,50.06,63609.1,127055
175,176,176,Daniel Summerhays,75,50.01,56686.5,113341
176,177,177,Chris DiMarco,93,49.78,67293.1,135181
177,178,178,Jerry Kelly,85,49.71,51184.2,102974
178,T179,T179,Paul Goydos,81,49.52,64319.0,129898
179,T179,T179,Rocco Mediate,53,49.52,44407.5,89671
180,181,181,Nate Smith,66,49.49,43994.7,88893
181,182,182,Nick O'Hern,89,49.43,65446.1,132412
182,183,183,Ben Curtis,66,49.34,50556.3,102466
183,184,184,Richard Johnson,64,49.1,45412.1,92485
184,185,185,Dean Wilson,62,49.05,49781.3,101487
185,186,186,Brian Gay,90,48.62,59853.2,123112
