,Carry_Efficiency_RANK THIS WEEK,Carry_Efficiency_RANK LAST WEEK,Carry_Efficiency_PLAYER NAME,Carry_Efficiency_ROUNDS,Carry_Efficiency_AVG.,Carry_Efficiency_AVERAGE CARRY DIST. YARDS,Carry_Efficiency_AVERAGE CLUB HEAD SPEED,Carry_Efficiency_TOTAL ATTEMPTS,Carry_Efficiency_HIGHEST CARRY EFFICIENCY
41,42,42,Robert Karlsson,61,2.4419999999999997,287.4,117.69,36,2.661
42,T43,T43,J.P. Hayes,56,2.441,263.2,107.803,35,2.677
43,T43,T43,Rocco Mediate,53,2.441,258.2,105.811,39,2.571
44,T43,T43,Michael Putnam,67,2.441,282.6,115.759,37,2.6210000000000004
45,46,46,Will Strickler,51,2.439,289.0,118.47200000000001,32,2.608
46,47,47,Matt McQuillan,59,2.438,264.4,108.436,32,2.625
47,48,48,Jim Renner,65,2.437,276.4,113.439,44,2.6260000000000003
48,T49,T49,Arjun Atwal,91,2.436,265.0,108.76,63,2.6310000000000002
49,T49,T49,Joseph Bramlett,73,2.436,281.2,115.406,45,2.636
50,T49,T49,Michael Thompson,79,2.436,274.8,112.78399999999999,42,2.577
51,T52,T52,Robert Allenby,84,2.435,273.1,112.15799999999999,63,2.638
52,T52,T52,Brendan Steele,89,2.435,276.6,113.616,67,2.655
53,54,54,Ben Crane,76,2.432,264.6,108.76,58,2.72
54,T55,T55,Carl Pettersson,95,2.431,269.7,110.93299999999999,76,2.605
55,T55,T55,Alex Prugh,82,2.431,281.2,115.63600000000001,53,2.6430000000000002
56,T57,T57,Dustin Johnson,72,2.43,296.7,122.12200000000001,39,2.69
57,T57,T57,David Toms,78,2.43,258.1,106.229,52,2.628
58,59,59,Troy Matteson,91,2.4290000000000003,282.8,116.40700000000001,57,2.678
59,T60,T60,Rich Beem,53,2.428,263.5,108.52,38,2.62
60,T60,T60,Stewart Cink,72,2.428,279.4,115.04299999999999,37,2.722
61,T60,T60,Charl Schwartzel,58,2.428,283.6,116.814,32,2.699
62,T60,T60,Steve Stricker,70,2.428,269.5,110.975,54,2.73
63,T64,T64,Anthony Kim,72,2.427,278.6,114.802,45,2.6689999999999996
64,T64,T64,Webb Simpson,98,2.427,275.8,113.625,72,2.642
65,66,66,Kyle Stanley,98,2.426,287.9,118.64399999999999,58,2.832
66,67,67,Bill Haas,93,2.425,283.9,117.064,60,2.661
67,T68,T68,David Duval,67,2.424,279.0,115.09299999999999,44,2.574
68,T68,T68,Ben Martin,74,2.424,275.0,113.436,40,2.6630000000000003
69,T68,T68,Geoff Ogilvy,69,2.424,274.0,113.01700000000001,46,2.698
70,T68,T68,Roland Thatcher,67,2.424,272.7,112.494,45,2.62
71,T72,T72,Tim Herron,85,2.4219999999999997,271.1,111.932,55,2.609
72,T72,T72,Chris Stroud,88,2.4219999999999997,272.1,112.336,60,2.625
73,74,74,Woody Austin,59,2.421,269.1,111.17,36,2.5989999999999998
74,T75,T75,Zach Johnson,79,2.42,259.0,107.05,59,2.616
75,T75,T75,Billy Mayfair,94,2.42,266.9,110.279,69,2.5989999999999998
76,77,77,Kent Jones,76,2.419,266.8,110.29299999999999,49,2.553
77,T78,T78,Jason Bohn,74,2.418,263.4,108.931,59,2.625
78,T78,T78,Derek Lamely,65,2.418,283.1,117.041,39,2.628
79,80,80,Jim Furyk,87,2.417,262.8,108.74600000000001,55,2.637
80,81,81,Rory Sabbatini,85,2.416,274.9,113.759,43,2.6839999999999997
81,82,82,D.J. Trahan,91,2.415,279.6,115.78,59,2.634
82,83,83,Martin Piller,63,2.414,268.8,111.335,39,2.6319999999999997
83,T84,T84,Steven Bowditch,86,2.4130000000000003,284.8,118.04799999999999,55,2.6210000000000004
84,T84,T84,Jeff Overton,92,2.4130000000000003,273.7,113.427,61,2.665
85,T84,T84,Jhonattan Vegas,84,2.4130000000000003,294.9,122.196,53,2.616
86,T87,T87,Retief Goosen,50,2.412,277.3,114.958,29,2.687
87,T87,T87,Bubba Watson,85,2.412,300.7,124.67,43,2.7089999999999996
88,T89,T89,Cameron Beckman,71,2.411,265.5,110.085,52,2.6039999999999996
89,T89,T89,Adam Scott,60,2.411,282.7,117.23200000000001,43,2.6430000000000002
90,T91,T91,George McNeill,69,2.41,281.5,116.789,45,2.627
91,T91,T91,D.A. Points,89,2.41,265.3,110.095,61,2.6310000000000002
92,T93,T93,Ian Poulter,52,2.4090000000000003,265.2,110.075,38,2.734
93,T93,T93,Andres Romero,77,2.4090000000000003,279.9,116.19200000000001,53,2.702
94,T95,T95,Ángel Cabrera,50,2.408,288.7,119.897,23,2.635
95,T95,T95,Kevin Chappell,78,2.408,275.9,114.57700000000001,53,2.65
96,T95,T95,Nick O'Hern,89,2.408,252.2,104.758,55,2.6460000000000004
97,T98,T98,Paul Stankowski,78,2.407,265.6,110.346,46,2.6010000000000004
98,T98,T98,Garrett Willis,71,2.407,257.7,107.088,39,2.571
99,100,100,Jonathan Byrd,83,2.406,276.3,114.836,51,2.6719999999999997
100,T101,T101,Steve Elkington,50,2.404,261.1,108.61200000000001,32,2.6260000000000003
101,T101,T101,Troy Merritt,63,2.404,268.0,111.509,43,2.568
102,T103,T103,Alexandre Rocha,65,2.403,267.4,111.274,34,2.551
103,T103,T103,Marc Turnesa,54,2.403,264.6,110.09899999999999,29,2.6
104,T105,T105,K.J. Choi,77,2.4019999999999997,265.3,110.45100000000001,50,2.648
105,T105,T105,Brandt Jobe,100,2.4019999999999997,277.0,115.30799999999999,60,2.68
106,107,107,Colt Knost,80,2.401,259.7,108.184,54,2.58
107,T108,T108,Briny Baird,60,2.398,266.3,111.02600000000001,36,2.6180000000000003
108,T108,T108,Fabián Gómez,84,2.398,269.8,112.522,45,2.59
109,110,110,Justin Hicks,60,2.397,259.0,108.03399999999999,36,2.688
110,111,111,Luke Donald,73,2.396,267.9,111.781,39,2.569
111,T112,T112,Lee Janzen,62,2.394,268.5,112.162,42,2.551
112,T112,T112,Spencer Levin,113,2.394,264.3,110.37700000000001,73,2.625
113,T114,T114,Paul Goydos,81,2.392,253.0,105.76899999999999,59,2.6239999999999997
114,T114,T114,Jimmy Walker,79,2.392,282.3,117.992,43,2.655
115,T114,T114,Dean Wilson,62,2.392,260.7,108.98200000000001,42,2.6189999999999998
116,T117,T117,Jarrod Lyle,83,2.391,270.2,112.985,54,2.605
117,T117,T117,Scott Stallings,84,2.391,285.1,119.23200000000001,59,2.68
118,T119,T119,Brian Gay,90,2.39,247.1,103.368,64,2.614
119,T119,T119,Matt Kuchar,94,2.39,263.8,110.36200000000001,61,2.6660000000000004
120,T119,T119,Y.E. Yang,63,2.39,272.3,113.936,35,2.766
121,122,122,Johnson Wagner,81,2.388,261.8,109.603,58,2.548
122,T123,T123,Blake Adams,116,2.387,274.0,114.792,69,2.613
123,T123,T123,Chris Riley,76,2.387,257.0,107.67,50,2.57
124,T125,T125,Chad Campbell,99,2.386,270.8,113.5,61,2.585
125,T125,T125,Andres Gonzales,60,2.386,269.9,113.12899999999999,35,2.583
126,T125,T125,Kevin Kisner,70,2.386,264.5,110.84899999999999,42,2.6719999999999997
127,128,128,Bobby Gates,82,2.385,278.0,116.527,45,2.636
128,129,129,Chris Couch,73,2.384,286.9,120.344,41,2.56
129,T130,T130,J.J. Henry,96,2.383,269.1,112.884,70,2.559
130,T130,T130,Ryan Moore,79,2.383,270.5,113.512,51,2.545
131,T130,T130,Justin Rose,79,2.383,273.6,114.818,58,2.674
132,T130,T130,Nick Watney,80,2.383,280.8,117.84100000000001,54,2.657
133,T134,T134,Jerry Kelly,85,2.3819999999999997,254.0,106.60700000000001,61,2.5669999999999997
134,T134,T134,Charlie Wi,83,2.3819999999999997,265.5,111.45200000000001,61,2.559
135,T136,T136,Chris DiMarco,93,2.381,257.9,108.28200000000001,68,2.588
136,T136,T136,Gary Woodland,93,2.381,296.4,124.486,42,2.6689999999999996
137,T138,T138,Matt Bettencourt,84,2.38,271.5,114.075,61,2.667
138,T138,T138,Jim Herman,69,2.38,274.8,115.46,41,2.56
139,T138,T138,Cameron Tringale,110,2.38,272.8,114.62,80,2.5780000000000003
140,141,141,Kris Blanks,92,2.379,264.5,111.21,69,2.591
141,T142,T142,Stephen Ames,69,2.378,260.6,109.557,45,2.5
142,T142,T142,Lucas Glover,74,2.378,276.5,116.286,46,2.585
143,T144,T144,Ben Curtis,66,2.374,255.7,107.709,55,2.54
144,T144,T144,Zack Miller,86,2.374,286.2,120.53200000000001,43,2.702
145,146,146,David Mathis,83,2.373,258.9,109.115,54,2.511
146,147,147,Scott Gutschewski,67,2.372,274.0,115.50299999999999,41,2.6289999999999996
147,148,148,Jason Dufner,78,2.37,261.1,110.146,50,2.6180000000000003
148,T149,T149,Pat Perez,76,2.369,273.0,115.23200000000001,56,2.543
149,T149,T149,John Senden,94,2.369,276.4,116.661,71,2.52
150,151,151,Sean O'Hair,71,2.3680000000000003,274.2,115.809,38,2.641
151,T152,T152,Steve Flesch,88,2.367,257.9,108.949,58,2.571
152,T152,T152,Hunter Haas,96,2.367,262.4,110.83,61,2.5660000000000003
153,T152,T152,Graeme McDowell,50,2.367,267.7,113.124,32,2.635
154,T155,T155,Michael Connell,76,2.366,257.7,108.939,63,2.557
155,T155,T155,Justin Leonard,82,2.366,256.4,108.338,50,2.509
156,157,157,Matt Jones,71,2.364,274.5,116.12899999999999,45,2.569
157,T158,T158,Bryce Molder,82,2.363,259.0,109.60600000000001,54,2.596
158,T158,T158,Kevin Streelman,90,2.363,272.2,115.171,56,2.637
159,160,160,Kevin Na,84,2.362,267.3,113.164,44,2.556
160,T161,T161,Stuart Appleby,65,2.3609999999999998,269.1,113.96700000000001,41,2.529
161,T161,T161,Aaron Baddeley,77,2.3609999999999998,281.7,119.33200000000001,48,2.656
162,T161,T161,Ryuji Imada,83,2.3609999999999998,263.3,111.522,65,2.552
163,T161,T161,William McGirt,103,2.3609999999999998,267.9,113.447,76,2.549
164,165,165,Rod Pampling,72,2.36,265.7,112.57,41,2.559
165,166,166,Scott McCarron,65,2.359,269.2,114.133,43,2.533
166,167,167,Richard Johnson,64,2.358,254.4,107.87799999999999,44,2.574
167,168,168,Tim Petrovic,88,2.356,257.5,109.28200000000001,61,2.539
168,169,169,Michael Bradley,74,2.353,268.4,114.07799999999999,50,2.531
169,170,170,Nate Smith,66,2.349,256.6,109.22200000000001,44,2.597
170,T171,T171,Joe Durant,71,2.3480000000000003,261.5,111.34200000000001,45,2.55
171,T171,T171,Boo Weekley,66,2.3480000000000003,269.9,114.919,44,2.541
172,173,173,Bio Kim,71,2.346,278.6,118.738,40,2.5610000000000004
173,T174,T174,Shane Bertsch,62,2.343,252.9,107.954,38,2.5069999999999997
174,T174,T174,Greg Chalmers,88,2.343,257.7,109.96700000000001,57,2.563
175,176,176,Charles Howell III,108,2.339,272.3,116.40700000000001,69,2.499
176,T177,T177,Brendon de Jonge,105,2.334,266.9,114.353,80,2.5340000000000003
177,T177,T177,Daniel Summerhays,75,2.334,259.6,111.236,47,2.5789999999999997
178,179,179,Shaun Micheel,77,2.333,259.6,111.25200000000001,46,2.54
179,180,180,James Driscoll,71,2.331,275.5,118.23200000000001,44,2.5269999999999997
180,T181,T181,Sergio Garcia,61,2.32,277.3,119.56700000000001,31,2.674
181,T181,T181,Freddie Jacobson,92,2.32,260.7,112.384,54,2.608
182,183,183,Trevor Immelman,84,2.305,272.6,118.272,40,2.524
183,184,184,Tom Gillis,55,2.292,261.1,113.917,41,2.483
184,185,185,Ricky Barnes,78,2.2880000000000003,268.6,117.36,46,2.5
185,186,186,Nathan Green,81,2.273,259.7,114.255,51,2.516
