,Right_Rough_Tendency_RTP_Score_RANK THIS WEEK,Right_Rough_Tendency_RTP_Score_RANK LAST WEEK,Right_Rough_Tendency_RTP_Score_PLAYER NAME,Right_Rough_Tendency_RTP_Score_ROUNDS,Right_Rough_Tendency_RTP_Score_RTP SCORE
172,173,173,Ángel Cabrera,50,+.229
173,T174,T174,Steve Elkington,50,+.247
174,T174,T174,Scott McCarron,65,+.247
175,176,176,Tom Gillis,55,+.248
176,T177,T177,Jason Bohn,74,+.250
177,T177,T177,Brendan Steele,89,+.250
178,179,179,Will Strickler,51,+.255
179,180,180,Alexandre Rocha,65,+.260
180,181,181,Nate Smith,66,+.266
181,182,182,Michael Connell,76,+.269
182,183,183,Jerry Kelly,85,+.278
183,184,184,Troy Merritt,63,+.308
184,185,185,Daniel Summerhays,75,+.333
185,186,186,Justin Hicks,60,+.369
