,Good_Drive_Percentage_RANK THIS WEEK,Good_Drive_Percentage_RANK LAST WEEK,Good_Drive_Percentage_PLAYER NAME,Good_Drive_Percentage_ROUNDS,Good_Drive_Percentage_%,Good_Drive_Percentage_# HIT,Good_Drive_Percentage_TOTAL ATTEMPTS
50,51,51,K.J. Choi,77,82.04,859,1047
51,52,52,Michael Connell,76,82.0,870,1061
52,53,53,Ernie Els,71,81.96,795,970
53,54,54,Robert Allenby,84,81.93,952,1162
54,55,55,Ricky Barnes,78,81.89,891,1088
55,T56,T56,Chad Campbell,99,81.88,1130,1380
56,T56,T56,Dean Wilson,62,81.88,705,861
57,58,58,Nick Watney,80,81.73,877,1073
58,59,59,Roland Thatcher,67,81.65,761,932
59,60,60,Brian Gay,90,81.64,1023,1253
60,61,61,Kris Blanks,92,81.61,1047,1283
61,62,62,Robert Garrigus,83,81.6,949,1163
62,63,63,Vijay Singh,79,81.47,897,1101
63,64,64,Sergio Garcia,61,81.41,692,850
64,65,65,Jeff Overton,92,81.29,1034,1272
65,66,66,Jonathan Byrd,83,81.26,932,1147
66,67,67,Y.E. Yang,63,81.23,671,826
67,T68,T68,Blake Adams,116,81.2,1313,1617
68,T68,T68,Lucas Glover,74,81.2,838,1032
69,70,70,Rickie Fowler,84,81.13,920,1134
70,71,71,Bryce Molder,82,81.1,927,1143
71,72,72,Brandt Jobe,100,80.93,1129,1395
72,73,73,Robert Karlsson,61,80.87,668,826
73,74,74,Charlie Wi,83,80.85,937,1159
74,75,75,Boo Weekley,66,80.8,745,922
75,76,76,Rich Beem,53,80.78,597,739
76,77,77,Steve Marino,76,80.77,857,1061
77,78,78,Chris DiMarco,93,80.74,1048,1298
78,79,79,Brendon de Jonge,105,80.59,1179,1463
79,80,80,Chris Kirk,87,80.46,976,1213
80,81,81,Carl Pettersson,95,80.45,1070,1330
81,82,82,Phil Mickelson,79,80.32,865,1077
82,83,83,Jerry Kelly,85,80.27,952,1186
83,84,84,Spencer Levin,113,80.25,1264,1575
84,85,85,Hunter Haas,96,80.21,1074,1339
85,86,86,Jason Bohn,74,80.19,834,1040
86,87,87,Garrett Willis,71,80.18,793,989
87,88,88,Chris Riley,76,80.17,849,1059
88,89,89,Stephen Ames,69,80.15,771,962
89,90,90,Brendan Steele,89,80.03,994,1242
90,T91,T91,Ryan Moore,79,80.02,837,1046
91,T91,T91,Johnson Wagner,81,80.02,905,1131
92,93,93,William McGirt,103,79.97,1150,1438
93,94,94,J.J. Henry,96,79.81,1067,1337
94,T95,T95,J.P. Hayes,56,79.62,621,780
95,T95,T95,J.B. Holmes,57,79.62,590,741
96,97,97,Matt Jones,71,79.23,782,987
97,98,98,Greg Chalmers,88,79.15,972,1228
98,99,99,Marc Leishman,87,79.14,960,1213
99,100,100,Bill Lunde,92,79.07,1016,1285
100,101,101,Cameron Tringale,110,78.96,1212,1535
101,102,102,Kevin Na,84,78.7,920,1169
102,103,103,Aaron Baddeley,77,78.64,847,1077
103,104,104,Troy Merritt,63,78.61,691,879
104,105,105,Tim Petrovic,88,78.57,964,1227
105,106,106,Stuart Appleby,65,78.55,714,909
106,107,107,Camilo Villegas,69,78.36,746,952
107,108,108,Ryan Palmer,82,78.35,876,1118
108,109,109,Daniel Summerhays,75,78.28,818,1045
109,110,110,Charles Howell III,108,78.18,1179,1508
110,111,111,Marc Turnesa,54,78.16,587,751
111,112,112,Josh Teater,104,78.1,1134,1452
112,113,113,Chris Stroud,88,78.0,957,1227
113,114,114,Jason Day,76,77.98,797,1022
114,115,115,Matt Bettencourt,84,77.96,916,1175
115,116,116,Tommy Gainey,104,77.86,1129,1450
116,117,117,Troy Matteson,91,77.76,986,1268
117,118,118,Jimmy Walker,79,77.7,857,1103
118,119,119,Sean O'Hair,71,77.69,759,977
119,120,120,David Duval,67,77.49,723,933
120,121,121,Padraig Harrington,60,77.28,636,823
121,122,122,Arjun Atwal,91,77.25,985,1275
122,123,123,David Mathis,83,77.16,895,1160
123,124,124,Briny Baird,60,77.0,646,839
124,125,125,Kent Jones,76,76.96,815,1059
125,126,126,Nathan Green,81,76.92,870,1131
126,127,127,Andres Romero,77,76.89,825,1073
127,128,128,Jhonattan Vegas,84,76.83,902,1174
128,129,129,Ben Martin,74,76.81,795,1035
129,130,130,Billy Horschel,75,76.67,802,1046
130,131,131,Harrison Frazar,58,76.61,619,808
131,132,132,Scott McCarron,65,76.52,694,907
132,133,133,Tim Herron,85,76.5,908,1187
133,134,134,Michael Bradley,74,76.43,788,1031
134,135,135,Keegan Bradley,91,76.36,969,1269
135,136,136,Stewart Cink,72,76.31,744,975
136,137,137,Steve Flesch,88,76.3,937,1228
137,138,138,Steven Bowditch,86,76.23,914,1199
138,139,139,David Hearn,88,76.04,936,1231
139,T140,T140,Rory Sabbatini,85,75.93,899,1184
140,T140,T140,Kyle Stanley,98,75.93,1038,1367
141,142,142,Jarrod Lyle,83,75.89,878,1157
142,143,143,Kevin Stadler,88,75.59,926,1225
143,144,144,Colt Knost,80,75.47,843,1117
144,145,145,Aron Price,58,75.34,611,811
145,146,146,Cameron Beckman,71,75.33,748,993
146,147,147,Scott Piercy,78,75.25,821,1091
147,148,148,Scott Stallings,84,75.21,880,1170
148,149,149,Kevin Chappell,78,75.11,818,1089
149,150,150,Woody Austin,59,75.03,616,821
150,151,151,Shane Bertsch,62,74.97,650,867
151,152,152,Zack Miller,86,74.94,897,1197
152,153,153,Alex Prugh,82,74.74,855,1144
153,154,154,John Merrick,71,74.62,741,993
154,155,155,Sung Kang,63,74.35,655,881
155,156,156,Michael Thompson,79,74.21,820,1105
156,157,157,Shaun Micheel,77,74.16,795,1072
157,158,158,Matt McQuillan,59,74.15,611,824
158,T159,T159,Anthony Kim,72,74.05,739,998
159,T159,T159,Will Strickler,51,74.05,528,713
160,161,161,Paul Stankowski,78,74.04,807,1090
161,162,162,Rod Pampling,72,73.98,745,1007
162,163,163,Michael Putnam,67,73.9,691,935
163,164,164,Freddie Jacobson,92,73.56,946,1286
164,165,165,Fabián Gómez,84,73.44,860,1171
165,166,166,Tag Ridings,87,73.31,890,1214
166,167,167,Bobby Gates,82,73.29,837,1142
167,168,168,Richard Johnson,64,73.27,655,894
168,169,169,Justin Hicks,60,73.06,613,839
169,170,170,Lee Janzen,62,72.98,632,866
170,171,171,Kevin Kisner,70,72.7,711,978
171,172,172,Derek Lamely,65,72.2,657,910
172,173,173,Jim Herman,69,72.12,696,965
173,174,174,James Driscoll,71,72.05,714,991
174,175,175,Nate Smith,66,72.02,664,922
175,176,176,Ángel Cabrera,50,71.86,503,700
176,177,177,George McNeill,69,71.7,689,961
177,178,178,Alexandre Rocha,65,71.29,648,909
178,179,179,Joseph Bramlett,73,71.05,724,1019
179,180,180,Martin Piller,63,70.68,622,880
180,181,181,Joe Ogilvie,75,70.13,735,1048
181,182,182,Scott Gutschewski,67,69.69,653,937
182,183,183,Jim Renner,65,69.53,632,909
183,184,184,Andres Gonzales,60,69.49,583,839
184,185,185,Bio Kim,71,69.29,686,990
185,186,186,D.J. Brigman,67,66.17,620,937
