,Rough_Tendency_RANK THIS WEEK,Rough_Tendency_RANK LAST WEEK,Rough_Tendency_PLAYER NAME,Rough_Tendency_ROUNDS,Rough_Tendency_%,Rough_Tendency_TOTAL ROUGH,Rough_Tendency_POSSIBLE FWYS,Rough_Tendency_RELATIVE TO PAR
125,126,126,Martin Laird,77,30.5,258,846,+0.43
126,127,127,Ricky Barnes,78,30.53,269,881,+1.26
127,128,128,Scott Gutschewski,67,30.58,233,762,+2.06
128,129,129,Nick Watney,80,30.62,263,859,-0.11
129,130,130,Joseph Bramlett,73,30.7,256,834,+1.13
130,131,131,Kevin Chappell,78,30.71,258,840,+1.12
131,132,132,Troy Matteson,91,30.72,341,1110,+0.82
132,133,133,Jarrod Lyle,83,30.74,304,989,+2.14
133,134,134,Charl Schwartzel,58,30.76,171,556,+1.70
134,135,135,Camilo Villegas,69,30.87,242,784,+1.28
135,136,136,Rory Sabbatini,85,30.98,259,836,+0.35
136,137,137,Bobby Gates,82,31.0,284,916,+1.62
137,138,138,James Driscoll,71,31.1,260,836,+1.23
138,139,139,D.J. Trahan,91,31.12,352,1131,+0.99
139,T140,T140,Matt Bettencourt,84,31.41,332,1057,+1.17
140,T140,T140,Chris Stroud,88,31.41,338,1076,+0.65
141,142,142,Rickie Fowler,84,31.48,288,915,+0.14
142,143,143,Phil Mickelson,79,31.51,253,803,-0.16
143,144,144,George McNeill,69,31.53,251,796,+1.04
144,145,145,Charles Howell III,108,31.57,393,1245,+0.23
145,146,146,Nathan Green,81,31.58,307,972,+1.40
146,147,147,Ryan Palmer,82,31.62,258,816,+0.39
147,148,148,Arjun Atwal,91,31.63,360,1138,+1.42
148,T149,T149,Martin Piller,63,31.7,226,713,+2.21
149,T149,T149,Paul Stankowski,78,31.7,284,896,+0.74
150,T151,T151,Alex Prugh,82,31.76,309,973,+2.20
151,T151,T151,Bubba Watson,85,31.76,256,806,+0.20
152,153,153,Stuart Appleby,65,31.92,263,824,+1.44
153,154,154,Shaun Micheel,77,31.94,283,886,+1.10
154,155,155,Tim Herron,85,32.02,340,1062,+0.85
155,156,156,Chris Kirk,87,32.17,341,1060,+0.79
156,157,157,Sean O'Hair,71,32.25,268,831,+1.42
157,158,158,D.J. Brigman,67,32.5,246,757,+1.46
158,159,159,Ángel Cabrera,50,32.51,157,483,+1.46
159,160,160,Scott Stallings,84,32.52,308,947,+0.71
160,161,161,Michael Bradley,74,32.67,263,805,+0.80
161,162,162,Kevin Na,84,32.72,304,929,+0.39
162,163,163,Bio Kim,71,32.78,255,778,+1.22
163,164,164,Jim Herman,69,32.83,260,792,+1.04
164,165,165,Dustin Johnson,72,32.84,246,749,+0.37
165,166,166,Joe Ogilvie,75,32.9,277,842,+0.90
166,167,167,Zack Miller,86,33.01,339,1027,+1.92
167,168,168,Marc Leishman,87,33.03,360,1090,+0.67
168,169,169,Padraig Harrington,60,33.17,202,609,-0.10
169,170,170,Matt Jones,71,33.26,290,872,+1.14
170,171,171,Tag Ridings,87,33.27,339,1019,+1.24
171,172,172,Steven Bowditch,86,33.81,358,1059,+1.15
172,T173,T173,Robert Karlsson,61,33.82,207,612,+0.68
173,T173,T173,Gary Woodland,93,33.82,322,952,+0.56
174,175,175,Scott Piercy,78,33.91,293,864,+0.92
175,176,176,J.B. Holmes,57,34.01,217,638,E
176,177,177,Aaron Baddeley,77,34.12,289,847,-0.07
177,178,178,David Duval,67,34.6,274,792,+1.42
178,179,179,Michael Putnam,67,35.13,254,723,+1.30
179,180,180,Jason Day,76,35.54,290,816,+1.03
180,181,181,Robert Garrigus,83,35.59,336,944,+0.39
181,182,182,Jhonattan Vegas,84,36.13,345,955,+0.96
182,183,183,Jimmy Walker,79,36.32,377,1038,+1.41
183,184,184,Harrison Frazar,58,36.41,205,563,+0.73
184,185,185,Derek Lamely,65,36.84,287,779,+1.39
185,186,186,Anthony Kim,72,37.28,290,778,+0.52
