,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
64,T63,T63,Padraig Harrington,18,2.5,140,56
65,T63,T63,Troy Matteson,28,2.5,210,84
66,T63,T63,Tim Petrovic,32,2.5,263,105
67,T63,T63,Y.E. Yang,21,2.5,175,70
68,T69,T69,J.B. Holmes,26,2.51,251,100
69,T69,T69,Ryuji Imada,28,2.51,226,90
70,T69,T69,Kevin Streelman,28,2.51,226,90
71,T72,T72,Paul Stankowski,18,2.52,156,62
72,T72,T72,Johnson Wagner,28,2.52,214,85
73,T72,T72,Brett Wetterich,16,2.52,136,54
74,T75,T75,Aaron Baddeley,26,2.53,238,94
75,T75,T75,Jeff Quinney,29,2.53,230,91
76,T75,T75,Webb Simpson,31,2.53,248,98
77,T78,T78,Cameron Beckman,25,2.54,173,68
78,T78,T78,John Mallinger,29,2.54,198,78
79,T78,T78,Shaun Micheel,21,2.54,178,70
80,T78,T78,Phil Mickelson,20,2.54,193,76
81,T82,T82,Blake Adams,26,2.55,214,84
82,T82,T82,Sean O'Hair,25,2.55,209,82
83,T82,T82,Andres Romero,21,2.55,186,73
84,T82,T82,Jimmy Walker,27,2.55,209,82
85,T82,T82,Bubba Watson,22,2.55,196,77
86,T87,T87,Bill Haas,25,2.56,223,87
87,T87,T87,Cliff Kresge,17,2.56,128,50
88,T87,T87,Bryce Molder,26,2.56,215,84
89,T87,T87,Cameron Tringale,22,2.56,141,55
90,T91,T91,Woody Austin,29,2.57,239,93
91,T91,T91,Ben Crane,24,2.57,211,82
92,T91,T91,Martin Laird,26,2.57,234,91
93,T91,T91,Jeff Overton,26,2.57,229,89
94,T95,T95,Michael Connell,25,2.58,230,89
95,T95,T95,Mathew Goggin,28,2.58,219,85
96,T95,T95,Tim Herron,24,2.58,204,79
97,T95,T95,Brandt Snedeker,26,2.58,230,89
98,T95,T95,Josh Teater,31,2.58,261,101
99,T95,T95,Nick Watney,24,2.58,227,88
100,T101,T101,Jeff Maggert,28,2.59,197,76
101,T101,T101,Kenny Perry,20,2.59,176,68
102,T101,T101,Chris Stroud,27,2.59,233,90
103,T104,T104,Jason Day,24,2.6,213,82
104,T104,T104,Hunter Mahan,25,2.6,218,84
105,T104,T104,Rory McIlroy,16,2.6,135,52
106,T104,T104,Alex Prugh,28,2.6,229,88
107,T104,T104,D.J. Trahan,27,2.6,239,92
108,T104,T104,Garrett Willis,24,2.6,213,82
109,110,110,Charles Warren,21,2.61,167,64
110,T111,T111,David Duval,24,2.62,186,71
111,T111,T111,Rod Pampling,26,2.62,202,77
112,113,113,Stewart Cink,23,2.63,210,80
113,T114,T114,Steve Marino,24,2.64,214,81
114,T114,T114,Scott Verplank,22,2.64,193,73
115,T116,T116,Daniel Chopra,28,2.65,196,74
116,T116,T116,Geoff Ogilvy,19,2.65,159,60
117,118,118,Nathan Green,27,2.66,229,86
118,T119,T119,J.P. Hayes,25,2.68,212,79
119,T119,T119,Scott Piercy,28,2.68,236,88
120,T121,T121,Robert Allenby,22,2.7,200,74
121,T121,T121,Tom Gillis,27,2.7,262,97
122,T121,T121,Jerry Kelly,29,2.7,267,99
123,T121,T121,Cameron Percy,25,2.7,197,73
124,T121,T121,John Rollins,26,2.7,219,81
125,T126,T126,Chris Couch,23,2.71,179,66
126,T126,T126,Trevor Immelman,19,2.71,149,55
127,T126,T126,Davis Love III,24,2.71,214,79
128,T126,T126,Brenden Pappas,24,2.71,179,66
129,T126,T126,Ian Poulter,15,2.71,133,49
130,T126,T126,Roland Thatcher,26,2.71,195,72
131,132,132,Joe Ogilvie,32,2.72,269,99
132,T133,T133,Lee Janzen,26,2.73,210,77
133,T133,T133,Dustin Johnson,23,2.73,224,82
134,T135,T135,Kris Blanks,30,2.74,249,91
135,T135,T135,Brian Davis,32,2.74,277,101
136,T135,T135,Skip Kendall,18,2.74,159,58
137,T135,T135,Roger Tambellini,26,2.74,211,77
138,T139,T139,Bill Lunde,28,2.75,217,79
139,T139,T139,Greg Owen,27,2.75,190,69
140,T139,T139,Brian Stuard,28,2.75,223,81
141,142,142,D.A. Points,29,2.76,248,90
142,T143,T143,Matt Every,18,2.77,166,60
143,T143,T143,Andrew McLardy,21,2.77,144,52
144,T143,T143,Rory Sabbatini,26,2.77,216,78
145,T146,T146,Henrik Bjornstad,26,2.78,200,72
146,T146,T146,Jason Dufner,25,2.78,242,87
147,T146,T146,Marc Leishman,26,2.78,242,87
148,T146,T146,Jarrod Lyle,18,2.78,150,54
149,T146,T146,George McNeill,28,2.78,220,79
150,T151,T151,Mathias Grönberg,22,2.79,170,61
151,T151,T151,Billy Mayfair,26,2.79,218,78
152,T151,T151,Garth Mulroy,19,2.79,148,53
153,T154,T154,Rich Barcelo,25,2.8,196,70
154,T154,T154,Troy Merritt,29,2.8,241,86
155,T156,T156,Stuart Appleby,31,2.81,284,101
156,T156,T156,Sergio Garcia,15,2.81,146,52
157,T156,T156,Chris Tidland,24,2.81,216,77
158,T159,T159,Paul Goydos,25,2.82,220,78
159,T159,T159,Ryan Palmer,27,2.82,237,84
160,T161,T161,Michael Letzig,27,2.83,238,84
161,T161,T161,Rocco Mediate,25,2.83,201,71
162,T163,T163,Brent Delahoussaye,21,2.86,163,57
163,T163,T163,Vijay Singh,24,2.86,212,74
164,T163,T163,Camilo Villegas,20,2.86,206,72
165,166,166,Justin Bolli,23,2.87,158,55
166,T167,T167,Alex Cejka,28,2.88,233,81
167,T167,T167,Jeff Gove,22,2.88,164,57
168,T167,T167,David Lutterus,25,2.88,199,69
169,T170,T170,Martin Flores,26,2.91,218,75
170,T170,T170,Lucas Glover,23,2.91,215,74
171,T172,T172,Matt Bettencourt,32,2.92,266,91
172,T172,T172,John Daly,20,2.92,184,63
173,T172,T172,Steve Wheatcroft,27,2.92,216,74
174,175,175,Justin Leonard,27,2.93,258,88
175,176,176,Robert Garrigus,22,2.94,209,71
176,177,177,Adam Scott,20,2.97,202,68
177,178,178,Derek Lamely,28,2.99,242,81
178,T179,T179,Craig Bowden,20,3.0,168,56
179,T179,T179,Kevin Johnson,26,3.0,186,62
180,T179,T179,Nicholas Thompson,29,3.0,264,88
181,182,182,Steve Lowery,25,3.01,202,67
182,183,183,Chris Wilson,26,3.02,196,65
183,184,184,Steve Flesch,25,3.06,239,78
184,185,185,Mike Weir,19,3.07,175,57
185,186,186,Ángel Cabrera,19,3.08,194,63
186,187,187,Greg Kraft,22,3.15,164,52
187,188,188,Mark Calcavecchia,16,3.16,158,50
188,189,189,Ted Purdy,30,3.17,273,86
189,190,190,Vance Veazey,23,3.31,192,58
190,191,191,Jerod Turner,21,3.39,183,54
191,192,192,Brad Faxon,23,3.57,207,58
