,First_Tee_Early_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Scoring_Average_PLAYER NAME,First_Tee_Early_Scoring_Average_ROUNDS,First_Tee_Early_Scoring_Average_AVG,First_Tee_Early_Scoring_Average_TOTAL STROKES,First_Tee_Early_Scoring_Average_TOT. EARLY RDS.(1ST TEE)
57,T57,T57,John Senden,103,70.22,2598,37
58,T59,T59,Jerry Kelly,99,70.23,2107,30
59,T59,T59,Alex Prugh,88,70.23,1826,26
60,61,61,Jonathan Byrd,85,70.24,1756,25
61,62,62,Charles Howell III,103,70.27,2881,41
62,63,63,Brendon de Jonge,114,70.3,2320,33
63,T64,T64,Luke Donald,71,70.31,1125,16
64,T64,T64,Bob Estes,79,70.31,1828,26
65,66,66,Jeff Maggert,76,70.32,1547,22
66,67,67,Jay Williamson,76,70.33,1688,24
67,T68,T68,James Driscoll,78,70.35,1618,23
68,T68,T68,Nicholas Thompson,88,70.35,1618,23
69,T70,T70,Tim Clark,88,70.37,2111,30
70,T70,T70,Jason Day,82,70.37,1900,27
71,72,72,Robert Garrigus,71,70.38,1689,24
72,73,73,Rory Sabbatini,79,70.39,2182,31
73,T74,T74,Cliff Kresge,50,70.4,1408,20
74,T74,T74,Tom Pernice Jr.,74,70.4,2112,30
75,T76,T76,Ricky Barnes,103,70.44,2395,34
76,T76,T76,Spencer Levin,110,70.44,2395,34
77,T78,T78,Chris Couch,66,70.47,1339,19
78,T78,T78,Tim Petrovic,105,70.47,2678,38
79,T80,T80,Sean O'Hair,84,70.48,1480,21
80,T80,T80,Kevin Stadler,86,70.48,2185,31
81,82,82,Ryuji Imada,90,70.49,2608,37
82,T83,T83,Woody Austin,93,70.5,1974,28
83,T83,T83,Jarrod Lyle,54,70.5,1128,16
84,T85,T85,Ernie Els,72,70.53,1340,19
85,T85,T85,Carl Pettersson,99,70.53,2257,32
86,T85,T85,Michael Sim,64,70.53,1340,19
87,88,88,Paul Goydos,78,70.54,1693,24
88,T89,T89,Hunter Mahan,85,70.56,1764,25
89,T89,T89,Chris Tidland,77,70.56,1905,27
90,T91,T91,Jason Dufner,87,70.59,2612,37
91,T91,T91,Vaughn Taylor,87,70.59,2400,34
92,T93,T93,Michael Bradley,77,70.61,2330,33
93,T93,T93,Greg Owen,69,70.61,1271,18
94,95,95,Mathew Goggin,85,70.62,2048,29
95,T96,T96,Lee Janzen,77,70.64,1766,25
96,T96,T96,Brandt Snedeker,89,70.64,1978,28
97,T96,T96,Johnson Wagner,85,70.64,1978,28
98,99,99,Marc Leishman,87,70.66,2049,29
99,T100,T100,Justin Leonard,89,70.67,2120,30
100,T100,T100,Ryan Palmer,84,70.67,1908,27
101,102,102,Roland Thatcher,72,70.68,1767,25
102,103,103,Matt Every,60,70.69,1131,16
103,T104,T104,Rich Barcelo,70,70.7,1626,23
104,T104,T104,Will MacKenzie,72,70.7,1626,23
105,T104,T104,Rory McIlroy,54,70.7,1414,20
106,T104,T104,Y.E. Yang,72,70.7,2333,33
107,T108,T108,Steve Marino,81,70.71,1697,24
108,T108,T108,Garth Mulroy,53,70.71,990,14
109,T108,T108,D.J. Trahan,92,70.71,1980,28
110,T111,T111,Ted Purdy,86,70.73,1556,22
111,T111,T111,Jimmy Walker,82,70.73,1839,26
112,113,113,John Mallinger,78,70.75,1132,16
113,114,114,Skip Kendall,58,70.76,1203,17
114,115,115,Padraig Harrington,57,70.77,920,13
115,T116,T116,Chad Campbell,94,70.78,2619,37
116,T116,T116,John Merrick,109,70.78,2619,37
117,118,118,Steve Stricker,73,70.81,1133,16
118,119,119,Troy Matteson,84,70.83,2125,30
119,120,120,J.P. Hayes,79,70.84,1346,19
120,T121,T121,Cameron Beckman,68,70.86,1488,21
121,T121,T121,Henrik Bjornstad,72,70.86,1559,22
122,123,123,Garrett Willis,82,70.89,1985,28
123,T124,T124,Blake Adams,84,70.9,2127,30
124,T124,T124,George McNeill,79,70.9,1489,21
125,T124,T124,Josh Teater,101,70.9,2056,29
126,127,127,Brett Quigley,96,70.91,2269,32
127,T128,T128,Trevor Immelman,55,70.94,1277,18
128,T128,T128,Ian Poulter,55,70.94,1277,18
129,130,130,Robert Allenby,76,70.96,1774,25
130,T131,T131,Richard Johnson,90,70.97,2058,29
131,T131,T131,Scott Piercy,88,70.97,2342,33
132,T133,T133,Craig Bowden,56,71.0,710,10
133,T133,T133,Brian Davis,101,71.0,1704,24
134,T133,T133,Rocco Mediate,71,71.0,1704,24
135,T133,T133,Geoff Ogilvy,62,71.0,1278,18
136,T133,T133,Adam Scott,70,71.0,1065,15
137,138,138,Jerod Turner,54,71.04,1634,23
138,T139,T139,Steve Lowery,67,71.05,1421,20
139,T139,T139,Shaun Micheel,70,71.05,1421,20
140,141,141,Daniel Chopra,74,71.1,1493,21
141,142,142,Billy Mayfair,78,71.13,1707,24
142,T143,T143,Derek Lamely,81,71.14,1565,22
143,T143,T143,Bill Lunde,79,71.14,1565,22
144,145,145,Jeff Overton,89,71.15,1921,27
145,146,146,Omar Uresti,74,71.16,1779,25
146,147,147,Mark Wilson,87,71.18,1993,28
147,148,148,Zach Johnson,93,71.2,2492,35
148,149,149,Brenden Pappas,66,71.22,1638,23
149,150,150,Kris Blanks,91,71.24,1781,25
150,151,151,Lucas Glover,75,71.25,1710,24
151,T152,T152,Jason Bohn,84,71.28,2067,29
152,T152,T152,Steve Wheatcroft,74,71.28,1782,25
153,T154,T154,Jim Furyk,76,71.29,998,14
154,T154,T154,David Lutterus,69,71.29,1711,24
155,156,156,Ryan Moore,80,71.39,1642,23
156,T157,T157,John Daly,63,71.41,1571,22
157,T157,T157,Camilo Villegas,78,71.41,1571,22
158,159,159,Michael Connell,89,71.42,2214,31
159,160,160,Aaron Baddeley,94,71.43,2143,30
160,161,161,Alex Cejka,81,71.46,1715,24
161,162,162,D.A. Points,90,71.47,2144,30
162,163,163,Andres Romero,73,71.48,1644,23
163,164,164,Mathias Grönberg,61,71.5,1430,20
164,165,165,Martin Laird,91,71.52,2074,29
165,T166,T166,Brent Delahoussaye,57,71.53,1359,19
166,T166,T166,Sergio Garcia,58,71.53,1359,19
167,168,168,Davis Love III,79,71.56,1288,18
168,169,169,Rod Pampling,77,71.57,2004,28
169,170,170,Steve Flesch,78,71.61,2363,33
170,T171,T171,Matt Bettencourt,91,71.64,2006,28
171,T171,T171,Cameron Tringale,55,71.64,1003,14
172,T173,T173,Ben Curtis,78,71.69,2079,29
173,T173,T173,Martin Flores,75,71.69,1147,16
174,175,175,Mark Calcavecchia,50,71.75,1148,16
175,176,176,Stuart Appleby,101,71.77,2799,39
176,177,177,Brad Faxon,58,71.79,1005,14
177,178,178,Justin Bolli,55,71.8,1077,15
178,T179,T179,Tim Herron,79,71.81,1867,26
179,T179,T179,Kenny Perry,69,71.81,1508,21
180,181,181,Scott Verplank,74,71.84,2299,32
181,182,182,Roger Tambellini,77,71.87,1653,23
182,183,183,Kevin Johnson,62,71.9,1438,20
183,184,184,Chris Wilson,65,72.05,1369,19
184,185,185,Mike Weir,59,72.06,1225,17
185,186,186,Troy Merritt,86,72.13,1731,24
186,187,187,Nathan Green,86,72.18,2021,28
187,188,188,Jeff Gove,57,72.24,1228,17
188,189,189,Andrew McLardy,52,72.38,1158,16
189,190,190,David Duval,71,72.62,1525,21
190,191,191,Vance Veazey,58,72.88,1239,17
191,192,192,Greg Kraft,52,74.25,891,12
