,Tenth_Tee_Early_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Scoring_Average_ROUNDS,Tenth_Tee_Early_Scoring_Average_AVG,Tenth_Tee_Early_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Scoring_Average_TOTAL 10TH TEE EARLY RDS.
39,T38,T38,Bo Van Pelt,104,70.0,1400,20
40,T38,T38,Charles Warren,64,70.0,840,12
41,T38,T38,Mark Wilson,87,70.0,1190,17
42,43,43,Martin Laird,91,70.06,1191,17
43,T44,T44,Will MacKenzie,72,70.07,981,14
44,T44,T44,Cameron Percy,73,70.07,981,14
45,46,46,Camilo Villegas,78,70.09,771,11
46,47,47,Spencer Levin,110,70.1,1472,21
47,T48,T48,Mark Calcavecchia,50,70.11,631,9
48,T48,T48,Davis Love III,79,70.11,1332,19
49,T48,T48,Kevin Sutherland,86,70.11,1262,18
50,T48,T48,Garrett Willis,82,70.11,1262,18
51,52,52,Alex Prugh,88,70.12,1192,17
52,T53,T53,Ryan Palmer,84,70.13,1122,16
53,T53,T53,Carl Pettersson,99,70.13,1122,16
54,T53,T53,Webb Simpson,98,70.13,1683,24
55,T53,T53,David Toms,86,70.13,1052,15
56,T57,T57,Rory McIlroy,54,70.17,421,6
57,T57,T57,Brett Wetterich,54,70.17,421,6
58,59,59,Andres Romero,73,70.18,1193,17
59,60,60,John Senden,103,70.2,702,10
60,61,61,Ernie Els,72,70.21,983,14
61,62,62,Jeff Quinney,91,70.22,1264,18
62,63,63,Jay Williamson,76,70.26,1335,19
63,64,64,Jimmy Walker,82,70.28,1265,18
64,T65,T65,Charley Hoffman,85,70.31,1125,16
65,T65,T65,Pat Perez,90,70.31,1125,16
66,T65,T65,Aron Price,70,70.31,914,13
67,T65,T65,Adam Scott,70,70.31,914,13
68,T69,T69,Chad Collins,87,70.33,1055,15
69,T69,T69,Jeff Overton,89,70.33,1055,15
70,71,71,Briny Baird,87,70.36,985,14
71,72,72,Troy Merritt,86,70.38,1478,21
72,73,73,J.P. Hayes,79,70.39,1619,23
73,T74,T74,Woody Austin,93,70.4,1408,20
74,T74,T74,Cliff Kresge,50,70.4,352,5
75,T76,T76,James Driscoll,78,70.41,1197,17
76,T76,T76,Rod Pampling,77,70.41,1197,17
77,78,78,Skip Kendall,58,70.42,845,12
78,79,79,Blake Adams,84,70.43,986,14
79,T80,T80,Brendon de Jonge,114,70.44,1268,18
80,T80,T80,Scott Verplank,74,70.44,634,9
81,T80,T80,Bubba Watson,77,70.44,1268,18
82,83,83,Kevin Stadler,86,70.45,775,11
83,84,84,Stewart Cink,84,70.46,916,13
84,85,85,Bryce Molder,84,70.47,1198,17
85,T86,T86,Chris DiMarco,88,70.5,705,10
86,T86,T86,Charlie Wi,95,70.5,1410,20
87,88,88,Jarrod Lyle,54,70.54,917,13
88,89,89,Joe Durant,67,70.55,776,11
89,T90,T90,Ricky Barnes,103,70.56,1129,16
90,T90,T90,Alex Cejka,81,70.56,1270,18
91,T92,T92,Brian Davis,101,70.57,1976,28
92,T92,T92,Kevin Na,94,70.57,988,14
93,94,94,Sean O'Hair,84,70.58,847,12
94,95,95,John Merrick,109,70.6,1765,25
95,T96,T96,K.J. Choi,82,70.62,918,13
96,T96,T96,Rickie Fowler,98,70.62,1483,21
97,T98,T98,Scott McCarron,90,70.63,1130,16
98,T98,T98,Joe Ogilvie,99,70.63,1695,24
99,T98,T98,Chris Tidland,77,70.63,1130,16
100,T101,T101,Lee Janzen,77,70.64,989,14
101,T101,T101,Hunter Mahan,85,70.64,989,14
102,T103,T103,Henrik Bjornstad,72,70.65,1201,17
103,T103,T103,Richard Johnson,90,70.65,1201,17
104,T105,T105,Tim Herron,79,70.67,848,12
105,T105,T105,Jerry Kelly,99,70.67,1272,18
106,T105,T105,Chris Riley,73,70.67,848,12
107,T108,T108,Brandt Snedeker,89,70.69,1131,16
108,T108,T108,Boo Weekley,88,70.69,1131,16
109,110,110,Brett Quigley,96,70.7,1626,23
110,111,111,Shaun Micheel,70,70.73,778,11
111,112,112,Derek Lamely,81,70.78,1628,23
112,113,113,Kenny Perry,69,70.8,708,10
113,114,114,Jonathan Byrd,85,70.82,1204,17
114,115,115,Kevin Streelman,90,70.83,1275,18
115,116,116,Marc Leishman,87,70.85,1417,20
116,117,117,Matt Jones,89,70.87,1063,15
117,118,118,Trevor Immelman,55,70.88,567,8
118,119,119,Chris Couch,66,70.89,638,9
119,T120,T120,Heath Slocum,97,70.9,1418,20
120,T120,T120,Cameron Tringale,55,70.9,709,10
121,T122,T122,John Daly,63,70.92,922,13
122,T122,T122,Jason Dufner,87,70.92,922,13
123,T122,T122,Bill Haas,87,70.92,851,12
124,125,125,Josh Teater,101,70.95,1490,21
125,T126,T126,Mathias Grönberg,61,71.0,994,14
126,T126,T126,Michael Letzig,84,71.0,1065,15
127,T126,T126,Jeev Milkha Singh,59,71.0,923,13
128,129,129,D.A. Points,90,71.05,1350,19
129,130,130,Troy Matteson,84,71.06,1137,16
130,T131,T131,John Mallinger,78,71.07,1066,15
131,T131,T131,Steve Wheatcroft,74,71.07,1066,15
132,T133,T133,Rory Sabbatini,79,71.08,924,13
133,T133,T133,Vaughn Taylor,87,71.08,853,12
134,135,135,Chris Stroud,90,71.11,1280,18
135,136,136,Stuart Appleby,101,71.12,1209,17
136,T137,T137,Jason Bohn,84,71.14,996,14
137,T137,T137,Y.E. Yang,72,71.14,498,7
138,139,139,Bob Estes,79,71.15,925,13
139,140,140,Tom Gillis,97,71.17,854,12
140,T141,T141,Mathew Goggin,85,71.18,1210,17
141,T141,T141,Dean Wilson,54,71.18,783,11
142,143,143,Roland Thatcher,72,71.2,712,10
143,T144,T144,Steve Flesch,78,71.21,997,14
144,T144,T144,Nathan Green,86,71.21,997,14
145,T144,T144,Roger Tambellini,77,71.21,997,14
146,147,147,Omar Uresti,74,71.29,998,14
147,T148,T148,Robert Garrigus,71,71.31,927,13
148,T148,T148,J.J. Henry,92,71.31,927,13
149,150,150,Retief Goosen,75,71.33,642,9
150,151,151,Tim Petrovic,105,71.35,1213,17
151,152,152,Scott Piercy,88,71.4,1071,15
152,153,153,Brenden Pappas,66,71.44,643,9
153,154,154,Ted Purdy,86,71.46,1858,26
154,155,155,John Rollins,81,71.47,1072,15
155,156,156,Matt Bettencourt,91,71.53,1359,19
156,157,157,Ben Crane,85,71.55,787,11
157,158,158,Bill Lunde,79,71.6,1432,20
158,159,159,George McNeill,79,71.63,1361,19
159,160,160,Martin Flores,75,71.65,1433,20
160,T161,T161,Billy Mayfair,78,71.67,860,12
161,T161,T161,Rocco Mediate,71,71.67,1075,15
162,T161,T161,Geoff Ogilvy,62,71.67,645,9
163,T161,T161,Ian Poulter,55,71.67,645,9
164,165,165,Cameron Beckman,68,71.7,717,10
165,166,166,Jeff Maggert,76,71.72,1291,18
166,167,167,David Duval,71,71.75,1148,16
167,168,168,Vance Veazey,58,71.8,1077,15
168,169,169,Brian Stuard,81,71.81,1149,16
169,170,170,Michael Sim,64,71.86,503,7
170,171,171,Jeff Gove,57,71.87,1078,15
171,172,172,Garth Mulroy,53,71.92,863,12
172,T173,T173,Nicholas Thompson,88,72.0,1656,23
173,T173,T173,Nick Watney,91,72.0,936,13
174,T173,T173,Chris Wilson,65,72.0,864,12
175,T176,T176,Ángel Cabrera,64,72.25,867,12
176,T176,T176,Sergio Garcia,58,72.25,867,12
177,T176,T176,Greg Kraft,52,72.25,867,12
178,T179,T179,Craig Bowden,56,72.29,1229,17
179,T179,T179,Daniel Chopra,74,72.29,1229,17
180,181,181,James Nitties,92,72.31,1157,16
181,182,182,Kris Blanks,91,72.33,1085,15
182,183,183,Rich Barcelo,70,72.43,1014,14
183,184,184,Jerod Turner,54,72.64,799,11
184,185,185,Steve Lowery,67,72.72,1309,18
185,186,186,Brad Faxon,58,72.82,1238,17
186,T187,T187,Greg Owen,69,72.93,1021,14
187,T187,T187,Johnson Wagner,85,72.93,1021,14
188,189,189,Andrew McLardy,52,73.0,730,10
189,190,190,David Lutterus,69,73.19,1171,16
190,191,191,Kevin Johnson,62,73.36,807,11
191,192,192,Justin Bolli,55,74.7,747,10
