,Tenth_Tee_Late_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Scoring_Average_ROUNDS,Tenth_Tee_Late_Scoring_Average_AVG,Tenth_Tee_Late_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Scoring_Average_TOTAL 10TH TEE LATE RNDS.
54,T55,T55,Greg Chalmers,93,70.38,1126,16
55,T55,T55,Vijay Singh,75,70.38,563,8
56,57,57,K.J. Choi,82,70.45,775,11
57,T58,T58,Jonathan Byrd,85,70.47,1198,17
58,T58,T58,Nathan Green,86,70.47,1057,15
59,T60,T60,Jason Dufner,87,70.5,987,14
60,T60,T60,Sergio Garcia,58,70.5,282,4
61,T60,T60,Ian Poulter,55,70.5,282,4
62,63,63,Ryan Palmer,84,70.53,1058,15
63,64,64,Stewart Cink,84,70.56,635,9
64,65,65,Matt Every,60,70.57,988,14
65,66,66,John Merrick,109,70.58,1341,19
66,T67,T67,Padraig Harrington,57,70.6,353,5
67,T67,T67,Richard Johnson,90,70.6,1412,20
68,T67,T67,Rocco Mediate,71,70.6,706,10
69,T67,T67,Scott Piercy,88,70.6,1412,20
70,T71,T71,Tim Clark,88,70.62,918,13
71,T71,T71,Kevin Stadler,86,70.62,1483,21
72,T73,T73,Jeff Overton,89,70.64,989,14
73,T73,T73,Webb Simpson,98,70.64,989,14
74,75,75,Jerry Kelly,99,70.67,1060,15
75,76,76,Dustin Johnson,83,70.75,566,8
76,77,77,D.J. Trahan,92,70.76,1486,21
77,78,78,Brett Wetterich,54,70.77,920,13
78,79,79,Justin Leonard,89,70.79,991,14
79,T80,T80,Zach Johnson,93,70.8,708,10
80,T80,T80,Hunter Mahan,85,70.8,708,10
81,T82,T82,Bob Estes,79,70.81,1133,16
82,T82,T82,Andrew McLardy,52,70.81,1133,16
83,84,84,Will MacKenzie,72,70.82,779,11
84,85,85,Chris Riley,73,70.83,850,12
85,86,86,Geoff Ogilvy,62,70.86,496,7
86,T87,T87,Michael Bradley,77,70.93,993,14
87,T87,T87,Alex Cejka,81,70.93,993,14
88,T89,T89,Chris DiMarco,88,70.94,1277,18
89,T89,T89,Kevin Streelman,90,70.94,1277,18
90,T89,T89,Nicholas Thompson,88,70.94,1135,16
91,92,92,Vaughn Taylor,87,70.95,1490,21
92,93,93,Kris Blanks,91,70.96,1632,23
93,T94,T94,Stuart Appleby,101,71.0,1420,20
94,T94,T94,Luke Donald,71,71.0,639,9
95,T94,T94,Steve Flesch,78,71.0,1065,15
96,T94,T94,Robert Garrigus,71,71.0,852,12
97,T94,T94,Matt Kuchar,97,71.0,639,9
98,T94,T94,Steve Stricker,73,71.0,142,2
99,T94,T94,Chris Stroud,90,71.0,1065,15
100,101,101,Tim Herron,79,71.05,1350,19
101,102,102,Troy Matteson,84,71.06,1208,17
102,T103,T103,James Driscoll,78,71.07,995,14
103,T103,T103,Mark Wilson,87,71.07,1066,15
104,T105,T105,Jeff Maggert,76,71.08,853,12
105,T105,T105,Sean O'Hair,84,71.08,924,13
106,T107,T107,Rickie Fowler,98,71.09,782,11
107,T107,T107,Ryan Moore,80,71.09,782,11
108,T109,T109,Garth Mulroy,53,71.11,640,9
109,T109,T109,Jeff Quinney,91,71.11,1280,18
110,111,111,Tom Pernice Jr.,74,71.13,1138,16
111,112,112,Carl Pettersson,99,71.14,1494,21
112,113,113,Aron Price,70,71.15,925,13
113,T114,T114,Brenden Pappas,66,71.17,1281,18
114,T114,T114,David Toms,86,71.17,854,12
115,T114,T114,Cameron Tringale,55,71.17,854,12
116,117,117,Matt Jones,89,71.22,1282,18
117,118,118,Garrett Willis,82,71.23,926,13
118,119,119,Martin Laird,91,71.24,1211,17
119,120,120,Jay Williamson,76,71.27,784,11
120,T121,T121,Aaron Baddeley,94,71.28,1283,18
121,T121,T121,Michael Letzig,84,71.28,1283,18
122,123,123,Bubba Watson,77,71.3,713,10
123,T124,T124,David Duval,71,71.33,642,9
124,T124,T124,Rory Sabbatini,79,71.33,856,12
125,126,126,J.J. Henry,92,71.38,1499,21
126,T127,T127,Woody Austin,93,71.4,1071,15
127,T127,T127,Brian Davis,101,71.4,1071,15
128,T127,T127,Freddie Jacobson,83,71.4,1071,15
129,130,130,Jimmy Walker,82,71.41,1214,17
130,131,131,Jeff Gove,57,71.42,857,12
131,T132,T132,James Nitties,92,71.44,1286,18
132,T132,T132,Jeev Milkha Singh,59,71.44,643,9
133,134,134,Stephen Ames,75,71.46,929,13
134,135,135,Joe Ogilvie,99,71.5,1287,18
135,136,136,Troy Merritt,86,71.57,1002,14
136,137,137,Boo Weekley,88,71.59,1217,17
137,138,138,Kevin Sutherland,86,71.62,931,13
138,T139,T139,Justin Bolli,55,71.67,1290,18
139,T139,T139,Jarrod Lyle,54,71.67,430,6
140,T139,T139,Chris Tidland,77,71.67,860,12
141,142,142,Scott McCarron,90,71.68,1362,19
142,143,143,Scott Verplank,74,71.69,932,13
143,144,144,Omar Uresti,74,71.74,1363,19
144,T145,T145,Briny Baird,87,71.75,1148,16
145,T145,T145,Derek Lamely,81,71.75,1148,16
146,T145,T145,Chris Wilson,65,71.75,1435,20
147,148,148,Josh Teater,101,71.77,1579,22
148,149,149,Greg Owen,69,71.81,1149,16
149,T150,T150,Lee Janzen,77,71.82,1221,17
150,T150,T150,Charles Warren,64,71.82,790,11
151,152,152,Camilo Villegas,78,71.83,431,6
152,153,153,Paul Goydos,78,71.86,1006,14
153,154,154,Michael Sim,64,71.87,1078,15
154,T155,T155,John Mallinger,78,71.88,1150,16
155,T155,T155,Rory McIlroy,54,71.88,575,8
156,157,157,Davis Love III,79,71.89,647,9
157,158,158,Matt Bettencourt,91,71.94,1295,18
158,T159,T159,Rich Barcelo,70,72.0,1368,19
159,T159,T159,Bill Lunde,79,72.0,1080,15
160,T159,T159,David Lutterus,69,72.0,1152,16
161,T159,T159,Rod Pampling,77,72.0,936,13
162,T159,T159,Vance Veazey,58,72.0,576,8
163,164,164,Cameron Percy,73,72.07,1081,15
164,T165,T165,Henrik Bjornstad,72,72.09,793,11
165,T165,T165,Skip Kendall,58,72.09,793,11
166,T167,T167,Ángel Cabrera,64,72.14,505,7
167,T167,T167,Jerod Turner,54,72.14,1010,14
168,169,169,Graham DeLaet,88,72.21,1011,14
169,T170,T170,Mathew Goggin,85,72.24,1228,17
170,T170,T170,Roland Thatcher,72,72.24,1517,21
171,172,172,Roger Tambellini,77,72.29,1518,21
172,173,173,Daniel Chopra,74,72.33,1085,15
173,174,174,Cameron Beckman,68,72.41,1231,17
174,175,175,Mathias Grönberg,61,72.45,797,11
175,176,176,Cliff Kresge,50,72.54,943,13
176,177,177,Brent Delahoussaye,57,72.58,871,12
177,178,178,Lucas Glover,75,72.67,654,9
178,179,179,Martin Flores,75,72.71,1236,17
179,180,180,Steve Marino,81,72.73,800,11
180,181,181,Mark Calcavecchia,50,72.77,946,13
181,182,182,Trevor Immelman,55,72.78,655,9
182,183,183,Brian Stuard,81,72.93,1094,15
183,T184,T184,Kevin Johnson,62,73.0,1241,17
184,T184,T184,Steve Wheatcroft,74,73.0,876,12
185,186,186,Ted Purdy,86,73.19,1171,16
186,187,187,Steve Lowery,67,73.27,806,11
187,188,188,Greg Kraft,52,73.38,954,13
188,189,189,Craig Bowden,56,73.4,734,10
189,190,190,Mike Weir,59,73.57,515,7
190,191,191,Brad Faxon,58,74.25,891,12
191,192,192,Jim Furyk,76,76.0,76,1
