,Birdie_or_Better_Percentage_-_Right_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Right_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Right_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Right_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Right_Rough_%,Birdie_or_Better_Percentage_-_Right_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Right_Rough_TOTAL HOLES
73,74,74,Brett Quigley,96,16.18,22,136
74,75,75,Ted Purdy,86,16.03,21,131
75,76,76,John Senden,103,15.86,23,145
76,77,77,Webb Simpson,98,15.85,26,164
77,78,78,Camilo Villegas,78,15.84,16,101
78,79,79,Jay Williamson,76,15.79,15,95
79,80,80,Jeff Maggert,76,15.69,16,102
80,81,81,Cameron Tringale,55,15.66,13,83
81,82,82,Adam Scott,70,15.63,15,96
82,83,83,J.B. Holmes,100,15.59,29,186
83,T84,T84,Chad Collins,87,15.29,26,170
84,T84,T84,Rickie Fowler,98,15.29,26,170
85,86,86,Nicholas Thompson,88,15.22,21,138
86,87,87,Jerod Turner,54,15.19,12,79
87,T88,T88,Joe Durant,67,15.07,11,73
88,T88,T88,Omar Uresti,74,15.07,11,73
89,90,90,Luke Donald,71,15.04,17,113
90,91,91,Tom Gillis,97,15.03,23,153
91,T92,T92,James Driscoll,78,14.97,28,187
92,T92,T92,Bo Van Pelt,104,14.97,25,167
93,94,94,Lee Janzen,77,14.93,20,134
94,95,95,Steve Marino,81,14.88,18,121
95,96,96,Ryuji Imada,90,14.86,22,148
96,97,97,Davis Love III,79,14.85,15,101
97,98,98,Matt Bettencourt,91,14.84,23,155
98,99,99,Garrett Willis,82,14.81,12,81
99,100,100,Michael Bradley,77,14.75,18,122
100,T101,T101,Matt Jones,89,14.72,24,163
101,T101,T101,Bryce Molder,84,14.72,24,163
102,103,103,Chris Wilson,65,14.71,15,102
103,104,104,Garth Mulroy,53,14.67,11,75
104,105,105,Graham DeLaet,88,14.6,20,137
105,T106,T106,Chris DiMarco,88,14.5,19,131
106,T106,T106,David Lutterus,69,14.5,19,131
107,108,108,Charles Howell III,103,14.47,34,235
108,109,109,Jim Furyk,76,14.46,12,83
109,110,110,Steve Wheatcroft,74,14.43,14,97
110,T111,T111,Matt Every,60,14.29,14,98
111,T111,T111,Johnson Wagner,85,14.29,17,119
112,T113,T113,Jason Dufner,87,14.16,16,113
113,T113,T113,Mathew Goggin,85,14.16,16,113
114,115,115,Paul Goydos,78,14.15,15,106
115,T116,T116,K.J. Choi,82,14.0,14,100
116,T116,T116,Brian Gay,101,14.0,14,100
117,118,118,Boo Weekley,88,13.95,18,129
118,119,119,Brenden Pappas,66,13.93,17,122
119,120,120,Richard Johnson,90,13.86,14,101
120,121,121,Ryan Moore,80,13.83,13,94
121,122,122,Jason Day,82,13.75,22,160
122,123,123,Vaughn Taylor,87,13.74,18,131
123,124,124,Jeff Quinney,91,13.68,16,117
124,125,125,Stuart Appleby,101,13.64,21,154
125,126,126,Paul Stankowski,62,13.58,11,81
126,127,127,Jonathan Byrd,85,13.42,20,149
127,T128,T128,Mathias Grönberg,61,13.33,12,90
128,T128,T128,Heath Slocum,97,13.33,14,105
129,T128,T128,David Toms,86,13.33,16,120
130,T131,T131,Paul Casey,64,13.16,10,76
131,T131,T131,Brendon de Jonge,114,13.16,20,152
132,133,133,Charlie Wi,95,13.07,20,153
133,134,134,Jeev Milkha Singh,59,13.04,12,92
134,135,135,Rod Pampling,77,12.96,14,108
135,136,136,Derek Lamely,81,12.93,19,147
136,137,137,Rocco Mediate,71,12.9,12,93
137,138,138,James Nitties,92,12.58,19,151
138,139,139,Steve Lowery,67,12.5,13,104
139,140,140,Vijay Singh,75,12.4,16,129
140,141,141,Steve Elkington,74,12.38,13,105
141,142,142,Jeff Gove,57,12.33,9,73
142,143,143,Brian Davis,101,12.27,20,163
143,144,144,Greg Chalmers,93,12.22,27,221
144,145,145,Nathan Green,86,12.1,19,157
145,146,146,Troy Matteson,84,11.9,20,168
146,147,147,Michael Letzig,84,11.89,17,143
147,148,148,John Merrick,109,11.88,19,160
148,149,149,Michael Connell,89,11.86,14,118
149,150,150,Stewart Cink,84,11.67,14,120
150,151,151,Rory McIlroy,54,11.63,10,86
151,152,152,Tim Petrovic,105,11.54,21,182
152,153,153,J.P. Hayes,79,11.4,13,114
153,T154,T154,Kevin Na,94,11.36,15,132
154,T154,T154,Tom Pernice Jr.,74,11.36,10,88
155,156,156,Joe Ogilvie,99,11.34,22,194
156,157,157,Scott McCarron,90,11.28,15,133
157,T158,T158,Brent Delahoussaye,57,11.25,9,80
158,T158,T158,Ian Poulter,55,11.25,9,80
159,160,160,Jason Bohn,84,11.21,13,116
160,T161,T161,Kris Blanks,91,11.2,14,125
161,T161,T161,Pat Perez,90,11.2,14,125
162,163,163,Hunter Mahan,85,11.19,15,134
163,164,164,Trevor Immelman,55,10.96,8,73
164,165,165,Briny Baird,87,10.88,16,147
165,166,166,Shaun Micheel,70,10.78,11,102
166,167,167,Tim Clark,88,10.71,9,84
167,168,168,Josh Teater,101,10.67,19,178
168,169,169,Jerry Kelly,99,10.66,13,122
169,T170,T170,Brad Faxon,58,10.64,10,94
170,T170,T170,Aron Price,70,10.64,10,94
171,172,172,Mark Calcavecchia,50,10.45,7,67
172,173,173,Greg Owen,69,10.34,12,116
173,174,174,Mark Wilson,87,10.24,13,127
174,175,175,Vance Veazey,58,10.23,9,88
175,176,176,Will MacKenzie,72,10.0,11,110
176,177,177,Ben Curtis,78,9.88,8,81
177,178,178,Kenny Perry,69,9.86,7,71
178,179,179,Chris Riley,73,9.84,12,122
179,180,180,Kevin Johnson,62,9.76,8,82
180,181,181,Freddie Jacobson,83,9.68,15,155
181,182,182,Roger Tambellini,77,9.6,12,125
182,183,183,Tim Herron,79,9.55,15,157
183,184,184,Brian Stuard,81,9.35,10,107
184,185,185,Brandt Snedeker,89,9.23,12,130
185,186,186,Mike Weir,59,8.7,8,92
186,187,187,Greg Kraft,52,8.57,6,70
187,188,188,Cameron Beckman,68,8.55,10,117
188,189,189,Carl Pettersson,99,8.53,11,129
189,190,190,Rich Barcelo,70,8.33,11,132
190,191,191,Craig Bowden,56,8.22,6,73
191,192,192,Skip Kendall,58,6.25,4,64
