,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
144,T144,T144,Rod Pampling,77,-.30,71.18,70.88
145,T146,T146,Paul Goydos,78,-.31,71.35,71.04
146,T146,T146,Billy Mayfair,78,-.31,70.97,70.66
147,T148,T148,Matt Bettencourt,91,-.34,71.38,71.04
148,T148,T148,Mike Weir,59,-.34,71.77,71.43
149,150,150,Cameron Percy,73,-.35,71.0,70.65
150,151,151,Nathan Green,86,-.38,71.28,70.9
151,152,152,Cameron Tringale,55,-.40,71.15,70.75
152,T153,T153,Bill Lunde,79,-.41,71.37,70.96
153,T153,T153,Troy Merritt,86,-.41,71.02,70.61
154,T155,T155,Cliff Kresge,50,-.42,71.04,70.62
155,T155,T155,Steve Wheatcroft,74,-.42,71.57,71.15
156,T157,T157,David Duval,71,-.43,71.59,71.16
157,T157,T157,Jeff Maggert,76,-.43,71.09,70.66
158,159,159,Cameron Beckman,68,-.44,71.06,70.62
159,160,160,Omar Uresti,74,-.45,71.14,70.69
160,161,161,Skip Kendall,58,-.50,71.14,70.64
161,162,162,Henrik Bjornstad,72,-.53,71.28,70.75
162,163,163,Derek Lamely,81,-.55,71.38,70.83
163,164,164,Mathew Goggin,85,-.57,71.31,70.74
164,165,165,Greg Owen,69,-.58,71.45,70.87
165,166,166,Mathias Grönberg,61,-.60,71.36,70.76
166,167,167,Brian Stuard,81,-.61,71.25,70.64
167,T168,T168,Martin Flores,75,-.66,71.39,70.73
168,T168,T168,Nicholas Thompson,88,-.66,71.41,70.75
169,170,170,Rich Barcelo,70,-.70,71.69,70.99
170,171,171,Ted Purdy,86,-.71,71.64,70.93
171,T172,T172,John Daly,63,-.76,71.21,70.45
172,T172,T172,Roland Thatcher,72,-.76,71.51,70.75
173,174,174,Garth Mulroy,53,-.79,71.49,70.7
174,T175,T175,Mark Calcavecchia,50,-.82,72.1,71.28
175,T175,T175,Steve Flesch,78,-.82,71.62,70.8
176,T175,T175,Brenden Pappas,66,-.82,71.23,70.41
177,178,178,Roger Tambellini,77,-.85,71.49,70.64
178,T179,T179,Brent Delahoussaye,57,-.98,71.54,70.56
179,T179,T179,David Lutterus,69,-.98,71.97,70.99
180,181,181,Andrew McLardy,52,-1.07,71.85,70.78
181,182,182,Craig Bowden,56,-1.08,72.07,70.99
182,183,183,Daniel Chopra,74,-1.13,71.85,70.72
183,184,184,Steve Lowery,67,-1.15,71.87,70.72
184,185,185,Vance Veazey,58,-1.22,72.22,71.0
185,186,186,Jeff Gove,57,-1.24,71.89,70.65
186,187,187,Chris Wilson,65,-1.48,72.2,70.72
187,188,188,Jerod Turner,54,-1.64,72.13,70.49
188,189,189,Kevin Johnson,62,-1.70,72.48,70.78
189,190,190,Justin Bolli,55,-1.72,72.4,70.68
190,191,191,Greg Kraft,52,-1.92,72.73,70.81
191,192,192,Brad Faxon,58,-1.96,72.71,70.75
