,First_Tee_Late_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Scoring_Average_PLAYER NAME,First_Tee_Late_Scoring_Average_ROUNDS,First_Tee_Late_Scoring_Average_AVG,First_Tee_Late_Scoring_Average_TOTAL STROKES,First_Tee_Late_Scoring_Average_TOTAL 1ST TEE LATE ROUNDS
49,50,50,Kevin Streelman,90,70.36,1548,22
50,51,51,Bill Haas,87,70.38,2393,34
51,52,52,Jim Furyk,76,70.4,2957,42
52,53,53,Paul Casey,64,70.41,2042,29
53,T54,T54,Steve Elkington,74,70.42,1690,24
54,T54,T54,Ernie Els,72,70.42,2324,33
55,T54,T54,Richard Johnson,90,70.42,1690,24
56,T54,T54,Troy Merritt,86,70.42,1831,26
57,58,58,Tom Gillis,97,70.43,1620,23
58,59,59,Ryan Moore,80,70.44,2254,32
59,60,60,James Nitties,92,70.45,2043,29
60,T61,T61,Stuart Appleby,101,70.46,1691,24
61,T61,T61,Boo Weekley,88,70.46,1832,26
62,T63,T63,Robert Garrigus,71,70.48,1480,21
63,T63,T63,Troy Matteson,84,70.48,1480,21
64,T63,T63,Shaun Micheel,70,70.48,1903,27
65,66,66,Nick Watney,91,70.49,2608,37
66,67,67,Roger Tambellini,77,70.5,1269,18
67,68,68,Davis Love III,79,70.52,2327,33
68,69,69,J.B. Holmes,100,70.53,2257,32
69,70,70,K.J. Choi,82,70.56,2258,32
70,71,71,Ben Crane,85,70.57,1482,21
71,72,72,Jeff Quinney,91,70.58,1694,24
72,T73,T73,Zach Johnson,93,70.6,2471,35
73,T73,T73,Jimmy Walker,82,70.6,1412,20
74,T75,T75,Webb Simpson,98,70.61,2330,33
75,T75,T75,Garrett Willis,82,70.61,1624,23
76,T77,T77,Matt Bettencourt,91,70.64,1766,25
77,T77,T77,Michael Connell,89,70.64,1766,25
78,T79,T79,Joe Durant,67,70.65,1201,17
79,T79,T79,Brett Quigley,96,70.65,1837,26
80,T79,T79,John Rollins,81,70.65,1837,26
81,T79,T79,Andres Romero,73,70.65,1625,23
82,T79,T79,Kevin Sutherland,86,70.65,2190,31
83,T84,T84,Robert Allenby,76,70.66,2261,32
84,T84,T84,Kenny Perry,69,70.66,2049,29
85,86,86,John Mallinger,78,70.67,2120,30
86,87,87,Chad Campbell,94,70.68,1767,25
87,88,88,Ricky Barnes,103,70.7,2121,30
88,T89,T89,Chris Couch,66,70.71,1485,21
89,T89,T89,John Senden,103,70.71,2404,34
90,91,91,Pat Perez,90,70.72,1768,25
91,T92,T92,Rod Pampling,77,70.74,1344,19
92,T92,T92,Tom Pernice Jr.,74,70.74,1344,19
93,T92,T92,Heath Slocum,97,70.74,2405,34
94,T92,T92,Johnson Wagner,85,70.74,1627,23
95,T96,T96,Camilo Villegas,78,70.75,2264,32
96,T96,T96,Brett Wetterich,54,70.75,1132,16
97,T98,T98,Hunter Mahan,85,70.76,2406,34
98,T98,T98,Charles Warren,64,70.76,1486,21
99,T100,T100,Jarrod Lyle,54,70.78,1274,18
100,T100,T100,Cameron Tringale,55,70.78,1274,18
101,T102,T102,J.P. Hayes,79,70.82,1983,28
102,T102,T102,John Merrick,109,70.82,1983,28
103,T104,T104,Woody Austin,93,70.83,2054,29
104,T104,T104,David Duval,71,70.83,1700,24
105,106,106,Ryan Palmer,84,70.84,1771,25
106,107,107,Tim Clark,88,70.86,2055,29
107,108,108,Mathias Grönberg,61,70.87,1063,15
108,T109,T109,Greg Owen,69,70.9,1489,21
109,T109,T109,Jay Williamson,76,70.9,1489,21
110,T111,T111,Lucas Glover,75,70.93,2128,30
111,T111,T111,Justin Leonard,89,70.93,2128,30
112,T111,T111,Tim Petrovic,105,70.93,2128,30
113,114,114,Sean O'Hair,84,70.94,2483,35
114,T115,T115,Dustin Johnson,83,70.95,2838,40
115,T115,T115,Phil Mickelson,76,70.95,2980,42
116,117,117,Nathan Green,86,70.96,1987,28
117,T118,T118,Ángel Cabrera,64,70.97,2200,31
118,T118,T118,Stewart Cink,84,70.97,2200,31
119,T120,T120,Stephen Ames,75,71.0,1562,22
120,T120,T120,Greg Chalmers,93,71.0,1988,28
121,T120,T120,Charley Hoffman,85,71.0,2201,31
122,T120,T120,Ryuji Imada,90,71.0,1562,22
123,T120,T120,Bryce Molder,84,71.0,2130,30
124,125,125,Alex Prugh,88,71.03,2202,31
125,T126,T126,James Driscoll,78,71.04,1634,23
126,T126,T126,Brian Stuard,81,71.04,1989,28
127,128,128,Rocco Mediate,71,71.05,1492,21
128,T129,T129,Steve Lowery,67,71.06,1208,17
129,T129,T129,Rory McIlroy,54,71.06,1279,18
130,131,131,Will MacKenzie,72,71.08,1706,24
131,132,132,Bob Estes,79,71.13,1636,23
132,T133,T133,Bill Lunde,79,71.14,1494,21
133,T133,T133,Chris Tidland,77,71.14,1565,22
134,T135,T135,Jason Day,82,71.16,2206,31
135,T135,T135,Matt Every,60,71.16,1352,19
136,T135,T135,Billy Mayfair,78,71.16,1352,19
137,T135,T135,Adam Scott,70,71.16,2206,31
138,139,139,Cliff Kresge,50,71.18,783,11
139,140,140,Brenden Pappas,66,71.2,1068,15
140,141,141,Chris Stroud,90,71.24,2066,29
141,142,142,Sergio Garcia,58,71.29,1212,17
142,143,143,Marc Leishman,87,71.3,2139,30
143,144,144,Kevin Stadler,86,71.32,1569,22
144,T145,T145,Michael Bradley,77,71.33,1070,15
145,T145,T145,Greg Kraft,52,71.33,1070,15
146,T145,T145,Jeff Maggert,76,71.33,1712,24
147,T145,T145,Steve Marino,81,71.33,2354,33
148,149,149,Skip Kendall,58,71.35,1213,17
149,150,150,Padraig Harrington,57,71.37,1927,27
150,151,151,George McNeill,79,71.39,1999,28
151,152,152,Jerry Kelly,99,71.4,2499,35
152,153,153,Blake Adams,84,71.43,1500,21
153,154,154,Ben Curtis,78,71.44,1286,18
154,155,155,Trevor Immelman,55,71.47,1358,19
155,156,156,Ted Purdy,86,71.48,1501,21
156,157,157,David Lutterus,69,71.5,858,12
157,158,158,Brian Gay,101,71.52,1788,25
158,159,159,Andrew McLardy,52,71.56,644,9
159,160,160,Michael Letzig,84,71.58,1360,19
160,161,161,Mathew Goggin,85,71.59,1575,22
161,162,162,Brian Davis,101,71.62,2435,34
162,163,163,Steve Wheatcroft,74,71.71,1506,21
163,T164,T164,Craig Bowden,56,71.72,1291,18
164,T164,T164,Joe Ogilvie,99,71.72,2080,29
165,166,166,Jeff Gove,57,71.75,861,12
166,167,167,Cameron Percy,73,71.77,1579,22
167,T168,T168,Brad Faxon,58,71.79,1005,14
168,T168,T168,Vijay Singh,75,71.79,2010,28
169,170,170,Garth Mulroy,53,71.82,1221,17
170,T171,T171,Henrik Bjornstad,72,71.9,1510,21
171,T171,T171,Mike Weir,59,71.9,1510,21
172,173,173,Kevin Johnson,62,71.92,935,13
173,T174,T174,Rich Barcelo,70,72.0,936,13
174,T174,T174,John Daly,63,72.0,1224,17
175,T176,T176,Alex Cejka,81,72.04,1729,24
176,T176,T176,Nicholas Thompson,88,72.04,1801,25
177,T178,T178,Daniel Chopra,74,72.05,1441,20
178,T178,T178,Derek Lamely,81,72.05,1441,20
179,180,180,Roland Thatcher,72,72.13,1082,15
180,181,181,Rory Sabbatini,79,72.23,1589,22
181,182,182,Ian Poulter,55,72.28,1301,18
182,183,183,Vance Veazey,58,72.53,1233,17
183,184,184,Justin Bolli,55,72.64,799,11
184,185,185,Paul Goydos,78,72.72,1818,25
185,186,186,Y.E. Yang,72,72.76,1237,17
186,187,187,Steve Flesch,78,72.8,1092,15
187,188,188,Jason Dufner,87,72.83,1675,23
188,189,189,Brent Delahoussaye,57,72.92,948,13
189,190,190,Chris Wilson,65,73.23,952,13
190,191,191,Mark Calcavecchia,50,73.33,880,12
191,192,192,Jerod Turner,54,75.0,375,5
