,Early_Scoring_Average_RANK THIS WEEK,Early_Scoring_Average_RANK LAST WEEK,Early_Scoring_Average_PLAYER NAME,Early_Scoring_Average_ROUNDS,Early_Scoring_Average_AVG,Early_Scoring_Average_TOTAL STROKES,Early_Scoring_Average_TOTAL EARLY ROUNDS
54,55,55,Paul Goydos,78,70.28,2741,39
55,T56,T56,Retief Goosen,75,70.29,2390,34
56,T56,T56,Spencer Levin,110,70.29,3936,56
57,T56,T56,Chris Stroud,90,70.29,3163,45
58,59,59,Jay Williamson,76,70.3,3023,43
59,T60,T60,Ryuji Imada,90,70.34,3306,47
60,T60,T60,Justin Leonard,89,70.34,3095,44
61,T62,T62,Woody Austin,93,70.35,3447,49
62,T62,T62,Brendon de Jonge,114,70.35,3588,51
63,T62,T62,J.J. Henry,92,70.35,3588,51
64,T62,T62,Scott McCarron,90,70.35,3236,46
65,T66,T66,Ben Crane,85,70.36,3307,47
66,T66,T66,Kevin Streelman,90,70.36,3518,50
67,68,68,Rickie Fowler,98,70.37,3237,46
68,69,69,James Driscoll,78,70.38,2815,40
69,T70,T70,Ernie Els,72,70.39,2323,33
70,T70,T70,Bill Haas,87,70.39,2534,36
71,T72,T72,Jerry Kelly,99,70.4,3379,48
72,T72,T72,Cliff Kresge,50,70.4,1760,25
73,T74,T74,Matt Every,60,70.41,1901,27
74,T74,T74,Joe Ogilvie,99,70.41,3591,51
75,T74,T74,Ryan Palmer,84,70.41,3098,44
76,T74,T74,Carl Pettersson,99,70.41,3450,49
77,78,78,Michael Bradley,77,70.42,3380,48
78,T79,T79,Chad Campbell,94,70.46,3664,52
79,T79,T79,Will MacKenzie,72,70.46,2607,37
80,T81,T81,Jarrod Lyle,54,70.47,2114,30
81,T81,T81,Heath Slocum,97,70.47,3594,51
82,T83,T83,Ricky Barnes,103,70.48,3524,50
83,T83,T83,Jonathan Byrd,85,70.48,2960,42
84,T85,T85,Sean O'Hair,84,70.53,2398,34
85,T85,T85,Kevin Stadler,86,70.53,3033,43
86,87,87,Zach Johnson,93,70.54,3245,46
87,T88,T88,John Rollins,81,70.55,2822,40
88,T88,T88,Jimmy Walker,82,70.55,3104,44
89,T90,T90,Rory McIlroy,54,70.58,1835,26
90,T90,T90,Chris Tidland,77,70.58,3035,43
91,T92,T92,Bob Estes,79,70.59,2753,39
92,T92,T92,Hunter Mahan,85,70.59,2753,39
93,T92,T92,Rory Sabbatini,79,70.59,3106,44
94,T92,T92,Garrett Willis,82,70.59,3247,46
95,T96,T96,J.P. Hayes,79,70.6,2965,42
96,T96,T96,Lee Janzen,77,70.6,2824,40
97,98,98,Chris Couch,66,70.61,1977,28
98,99,99,Michael Connell,89,70.62,3319,47
99,100,100,Skip Kendall,58,70.67,2120,30
100,T101,T101,Jason Dufner,87,70.68,3534,50
101,T101,T101,Adam Scott,70,70.68,1979,28
102,103,103,Lucas Glover,75,70.69,2474,35
103,T104,T104,Robert Allenby,76,70.7,2333,33
104,T104,T104,Mark Wilson,87,70.7,3252,46
105,T106,T106,John Merrick,109,70.71,4384,62
106,T106,T106,Brandt Snedeker,89,70.71,3182,45
107,T106,T106,Nick Watney,91,70.71,2899,41
108,109,109,Vaughn Taylor,87,70.72,3253,46
109,T110,T110,Henrik Bjornstad,72,70.73,2829,40
110,T110,T110,Marc Leishman,87,70.73,3466,49
111,112,112,Brian Stuard,81,70.74,2688,38
112,T113,T113,Blake Adams,84,70.75,3113,44
113,T113,T113,Tim Petrovic,105,70.75,3891,55
114,115,115,Brian Davis,101,70.77,3680,52
115,T116,T116,Ryan Moore,80,70.78,2548,36
116,T116,T116,Y.E. Yang,72,70.78,2831,40
117,118,118,Aaron Baddeley,94,70.8,3469,49
118,119,119,Davis Love III,79,70.81,2620,37
119,T120,T120,James Nitties,92,70.82,3187,45
120,T120,T120,Brett Quigley,96,70.82,3966,56
121,T122,T122,Mathew Goggin,85,70.83,3258,46
122,T122,T122,Roland Thatcher,72,70.83,2550,36
123,124,124,Richard Johnson,90,70.85,3259,46
124,T125,T125,Jeff Overton,89,70.86,2976,42
125,T125,T125,Josh Teater,101,70.86,3614,51
126,127,127,Brent Delahoussaye,57,70.87,2197,31
127,T128,T128,Michael Sim,64,70.88,1843,26
128,T128,T128,Camilo Villegas,78,70.88,2410,34
129,T130,T130,John Mallinger,78,70.91,2269,32
130,T130,T130,Troy Matteson,84,70.91,3262,46
131,132,132,Trevor Immelman,55,70.92,1844,26
132,133,133,Andres Romero,73,70.93,2837,40
133,134,134,Shaun Micheel,70,70.94,2199,31
134,T135,T135,Robert Garrigus,71,70.95,2696,38
135,T135,T135,Jeff Maggert,76,70.95,2838,40
136,137,137,Derek Lamely,81,70.96,3193,45
137,138,138,Martin Laird,91,70.98,3265,46
138,139,139,Alex Cejka,81,71.07,2985,42
139,140,140,Ben Curtis,78,71.09,3199,45
140,141,141,Scott Piercy,88,71.1,3413,48
141,T142,T142,Cameron Beckman,68,71.13,2205,31
142,T142,T142,Rod Pampling,77,71.13,3201,45
143,T142,T142,Ted Purdy,86,71.13,3414,48
144,T145,T145,Jason Bohn,84,71.16,3131,44
145,T145,T145,Ángel Cabrera,64,71.16,1779,25
146,T145,T145,Mark Calcavecchia,50,71.16,1779,25
147,148,148,Nicholas Thompson,88,71.17,3274,46
148,T149,T149,John Daly,63,71.19,2563,36
149,T149,T149,Ian Poulter,55,71.19,1922,27
150,T151,T151,Troy Merritt,86,71.2,3275,46
151,T151,T151,Steve Wheatcroft,74,71.2,2848,40
152,153,153,Geoff Ogilvy,62,71.22,1923,27
153,T154,T154,Tim Herron,79,71.23,2778,39
154,T154,T154,Rocco Mediate,71,71.23,2849,40
155,T154,T154,Omar Uresti,74,71.23,2849,40
156,157,157,Mike Weir,59,71.24,2066,29
157,158,158,George McNeill,79,71.25,2850,40
158,159,159,Bill Lunde,79,71.26,3064,43
159,T160,T160,Garth Mulroy,53,71.27,1853,26
160,T160,T160,Brenden Pappas,66,71.27,2352,33
161,162,162,Mathias Grönberg,61,71.29,2424,34
162,163,163,Billy Mayfair,78,71.3,2638,37
163,164,164,D.A. Points,90,71.31,3494,49
164,T165,T165,Rich Barcelo,70,71.35,2640,37
165,T165,T165,Johnson Wagner,85,71.35,3068,43
166,167,167,Cameron Tringale,55,71.4,1785,25
167,168,168,Kenny Perry,69,71.48,2216,31
168,169,169,Steve Flesch,78,71.49,3360,47
169,170,170,Roger Tambellini,77,71.53,2718,38
170,171,171,Scott Verplank,74,71.54,2933,41
171,T172,T172,Daniel Chopra,74,71.56,2791,39
172,T172,T172,Jerod Turner,54,71.56,2433,34
173,174,174,Stuart Appleby,101,71.57,4008,56
174,175,175,Matt Bettencourt,91,71.6,3365,47
175,176,176,Greg Owen,69,71.63,2292,32
176,177,177,Kris Blanks,91,71.65,2866,40
177,178,178,Martin Flores,75,71.67,2580,36
178,179,179,Nathan Green,86,71.77,3086,43
179,T180,T180,Craig Bowden,56,71.81,1939,27
180,T180,T180,Sergio Garcia,58,71.81,2226,31
181,182,182,Steve Lowery,67,71.82,2801,39
182,183,183,Chris Wilson,65,72.03,2233,31
183,184,184,David Lutterus,69,72.05,2882,40
184,185,185,Jeff Gove,57,72.06,2306,32
185,186,186,Vance Veazey,58,72.12,2380,33
186,187,187,David Duval,71,72.13,2741,38
187,188,188,Brad Faxon,58,72.35,2243,31
188,189,189,Kevin Johnson,62,72.44,2318,32
189,190,190,Andrew McLardy,52,72.62,1888,26
190,191,191,Justin Bolli,55,72.81,1893,26
191,192,192,Greg Kraft,52,73.25,1758,24
