,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
56,57,57,Tim Herron,79,13.96,31,222
57,58,58,Jim Furyk,76,13.95,30,215
58,59,59,Bryce Molder,84,13.89,35,252
59,60,60,Tim Clark,88,13.87,33,238
60,61,61,Rickie Fowler,98,13.83,35,253
61,62,62,John Senden,103,13.82,38,275
62,63,63,Padraig Harrington,57,13.79,20,145
63,64,64,Nicholas Thompson,88,13.78,35,254
64,65,65,Mathew Goggin,85,13.73,32,233
65,T66,T66,Zach Johnson,93,13.7,37,270
66,T66,T66,John Merrick,109,13.7,40,292
67,T68,T68,Robert Allenby,76,13.68,26,190
68,T68,T68,Briny Baird,87,13.68,39,285
69,T68,T68,Luke Donald,71,13.68,29,212
70,71,71,J.P. Hayes,79,13.66,28,205
71,72,72,Greg Chalmers,93,13.62,44,323
72,73,73,Tom Gillis,97,13.61,40,294
73,74,74,Kevin Streelman,90,13.57,35,258
74,75,75,Chad Collins,87,13.52,38,281
75,T76,T76,Kris Blanks,91,13.48,31,230
76,T76,T76,Shaun Micheel,70,13.48,24,178
77,78,78,Richard Johnson,90,13.41,35,261
78,79,79,Scott Verplank,74,13.37,25,187
79,80,80,Freddie Jacobson,83,13.36,35,262
80,T81,T81,Ángel Cabrera,64,13.19,19,144
81,T81,T81,Steve Lowery,67,13.19,24,182
82,83,83,Nathan Green,86,13.18,39,296
83,84,84,Jeff Quinney,91,13.16,40,304
84,85,85,Mark Wilson,87,13.1,33,252
85,86,86,Michael Connell,89,13.08,31,237
86,87,87,K.J. Choi,82,13.0,29,223
87,T88,T88,Matt Bettencourt,91,12.98,27,208
88,T88,T88,Chad Campbell,94,12.98,37,285
89,90,90,Brian Davis,101,12.96,39,301
90,91,91,Stuart Appleby,101,12.93,38,294
91,92,92,Chris Riley,73,12.9,28,217
92,93,93,Trevor Immelman,55,12.86,18,140
93,94,94,Michael Bradley,77,12.77,30,235
94,95,95,Ernie Els,72,12.75,26,204
95,96,96,Matt Every,60,12.74,20,157
96,97,97,John Mallinger,78,12.55,29,231
97,98,98,Brian Gay,101,12.46,36,289
98,99,99,Blake Adams,84,12.4,31,250
99,100,100,Jonathan Byrd,85,12.35,30,243
100,101,101,Jimmy Walker,82,12.34,29,235
101,102,102,Roger Tambellini,77,12.32,26,211
102,103,103,Rory McIlroy,54,12.28,14,114
103,104,104,Davis Love III,79,12.22,22,180
104,105,105,Ricky Barnes,103,12.19,34,279
105,106,106,Pat Perez,90,12.16,31,255
106,T107,T107,Bob Estes,79,12.15,30,247
107,T107,T107,J.J. Henry,92,12.15,30,247
108,109,109,Chris Tidland,77,12.09,26,215
109,110,110,Jerry Kelly,99,12.06,31,257
110,111,111,David Toms,86,12.04,26,216
111,112,112,Joe Durant,67,12.02,22,183
112,T113,T113,James Nitties,92,11.94,32,268
113,T113,T113,Aron Price,70,11.94,24,201
114,115,115,Chris DiMarco,88,11.88,31,261
115,116,116,Jason Bohn,84,11.86,30,253
116,117,117,Henrik Bjornstad,72,11.82,24,203
117,118,118,Jeff Maggert,76,11.73,23,196
118,119,119,Cameron Beckman,68,11.62,23,198
119,120,120,Scott McCarron,90,11.61,31,267
120,121,121,Tom Pernice Jr.,74,11.57,25,216
121,122,122,Billy Mayfair,78,11.54,27,234
122,123,123,Lee Janzen,77,11.52,25,217
123,124,124,Vance Veazey,58,11.45,19,166
124,125,125,Brendon de Jonge,114,11.41,34,298
125,126,126,Chris Wilson,65,11.33,17,150
126,T127,T127,Carl Pettersson,99,11.31,31,274
127,T127,T127,Jeev Milkha Singh,59,11.31,19,168
128,129,129,Camilo Villegas,78,11.29,21,186
129,130,130,Geoff Ogilvy,62,11.27,16,142
130,131,131,Troy Matteson,84,11.26,26,231
131,132,132,Johnson Wagner,85,11.2,27,241
132,133,133,Sergio Garcia,58,11.11,13,117
133,T134,T134,Steve Elkington,74,11.06,23,208
134,T134,T134,Justin Leonard,89,11.06,25,226
135,T134,T134,Kevin Stadler,86,11.06,23,208
136,T134,T134,Vaughn Taylor,87,11.06,26,235
137,T138,T138,Kevin Na,94,11.03,29,263
138,T138,T138,Mike Weir,59,11.03,15,136
139,140,140,Scott Piercy,88,11.01,25,227
140,141,141,Charlie Wi,95,10.99,31,282
141,142,142,Jason Dufner,87,10.97,26,237
142,143,143,Ben Crane,85,10.91,24,220
143,144,144,Jerod Turner,54,10.9,17,156
144,145,145,Brad Faxon,58,10.81,20,185
145,146,146,Ryan Moore,80,10.75,20,186
146,147,147,Steve Flesch,78,10.71,24,224
147,148,148,Rod Pampling,77,10.7,23,215
148,149,149,Sean O'Hair,84,10.65,23,216
149,150,150,Paul Goydos,78,10.64,25,235
150,T151,T151,Mark Calcavecchia,50,10.62,12,113
151,T151,T151,Chris Stroud,90,10.62,24,226
152,153,153,Spencer Levin,110,10.61,35,330
153,154,154,Tim Petrovic,105,10.56,34,322
154,155,155,Josh Teater,101,10.49,28,267
155,156,156,Alex Prugh,88,10.45,23,220
156,157,157,Heath Slocum,97,10.43,24,230
157,158,158,Andrew McLardy,52,10.37,14,135
158,159,159,David Lutterus,69,10.34,18,174
159,160,160,Greg Kraft,52,10.32,13,126
160,161,161,Ryuji Imada,90,10.28,29,282
161,162,162,Daniel Chopra,74,10.15,20,197
162,163,163,Kevin Sutherland,86,10.12,25,247
163,164,164,Kenny Perry,69,10.0,17,170
164,165,165,Brent Delahoussaye,57,9.88,16,162
165,166,166,Rocco Mediate,71,9.76,20,205
166,167,167,Brenden Pappas,66,9.55,17,178
167,168,168,Craig Bowden,56,9.5,17,179
168,169,169,Brett Quigley,96,9.49,28,295
169,170,170,Phil Mickelson,76,9.43,15,159
170,171,171,Kevin Johnson,62,9.41,16,170
171,172,172,Greg Owen,69,9.34,17,182
172,173,173,Alex Cejka,81,9.16,23,251
173,174,174,Ben Curtis,78,9.01,20,222
174,175,175,Will MacKenzie,72,8.96,18,201
175,176,176,Steve Wheatcroft,74,8.85,17,192
176,T177,T177,Jeff Gove,57,8.8,11,125
177,T177,T177,Bill Lunde,79,8.8,19,216
178,179,179,Omar Uresti,74,8.72,19,218
179,180,180,Roland Thatcher,72,8.65,18,208
180,181,181,Dean Wilson,54,8.54,14,164
181,182,182,Ian Poulter,55,8.26,9,109
182,183,183,Joe Ogilvie,99,8.21,23,280
183,184,184,Cameron Percy,73,7.95,14,176
184,185,185,Ted Purdy,86,7.76,18,232
185,186,186,Cameron Tringale,55,7.69,9,117
186,187,187,Justin Bolli,55,7.09,10,141
187,188,188,James Driscoll,78,6.76,14,207
188,189,189,Skip Kendall,58,6.49,10,154
189,190,190,Webb Simpson,98,6.41,18,281
190,191,191,Jarrod Lyle,54,6.3,8,127
191,192,192,Cliff Kresge,50,5.97,8,134
