,Reverse_Bounce_Back_RANK THIS WEEK,Reverse_Bounce_Back_RANK LAST WEEK,Reverse_Bounce_Back_PLAYER NAME,Reverse_Bounce_Back_ROUNDS,Reverse_Bounce_Back_% UNDER THEN OVER PAR,Reverse_Bounce_Back_TOTAL UNDER THEN OVER PAR,Reverse_Bounce_Back_UNDER PAR
44,45,45,Johnson Wagner,85,14.19,42,296
45,46,46,John Mallinger,78,14.34,37,258
46,47,47,Aaron Baddeley,94,14.37,50,348
47,48,48,Padraig Harrington,57,14.44,26,180
48,49,49,Jeev Milkha Singh,59,14.45,25,173
49,50,50,Alex Cejka,81,14.62,38,260
50,51,51,Ryan Moore,80,14.64,41,280
51,52,52,J.B. Holmes,100,14.67,54,368
52,53,53,Brian Davis,101,14.69,47,320
53,54,54,Freddie Jacobson,83,14.74,42,285
54,T55,T55,Ben Crane,85,14.75,45,305
55,T55,T55,Dean Wilson,54,14.75,27,183
56,T57,T57,Charley Hoffman,85,14.77,48,325
57,T57,T57,Charles Howell III,103,14.77,52,352
58,T57,T57,Jeff Overton,89,14.77,48,325
59,T60,T60,Kris Blanks,91,14.78,43,291
60,T60,T60,Martin Laird,91,14.78,47,318
61,62,62,Bill Haas,87,14.79,46,311
62,63,63,Charles Warren,64,14.83,35,236
63,64,64,Greg Owen,69,14.86,33,222
64,65,65,Carl Pettersson,99,14.87,51,343
65,66,66,Tim Herron,79,14.9,38,255
66,67,67,Phil Mickelson,76,14.92,44,295
67,68,68,Brett Wetterich,54,14.97,28,187
68,69,69,Nick Watney,91,14.99,52,347
69,70,70,Matt Jones,89,15.0,48,320
70,71,71,Bob Estes,79,15.02,38,253
71,72,72,K.J. Choi,82,15.03,43,286
72,73,73,Paul Casey,64,15.07,33,219
73,74,74,Brenden Pappas,66,15.09,32,212
74,75,75,Brian Stuard,81,15.15,40,264
75,76,76,Graham DeLaet,88,15.17,49,323
76,77,77,Geoff Ogilvy,62,15.18,34,224
77,78,78,Briny Baird,87,15.27,42,275
78,79,79,Justin Rose,78,15.28,44,288
79,80,80,Garrett Willis,82,15.33,44,287
80,81,81,Mike Weir,59,15.34,27,176
81,82,82,Ben Curtis,78,15.35,35,228
82,83,83,Bo Van Pelt,104,15.36,59,384
83,84,84,Brendon de Jonge,114,15.42,64,415
84,85,85,Kevin Streelman,90,15.54,53,341
85,86,86,Tom Pernice Jr.,74,15.57,38,244
86,87,87,D.J. Trahan,92,15.61,54,346
87,88,88,Blake Adams,84,15.66,44,281
88,T89,T89,Jonathan Byrd,85,15.67,47,300
89,T89,T89,D.A. Points,90,15.67,47,300
90,91,91,Robert Allenby,76,15.69,43,274
91,92,92,John Rollins,81,15.7,46,293
92,93,93,Jerry Kelly,99,15.71,52,331
93,T94,T94,Henrik Bjornstad,72,15.87,40,252
94,T94,T94,Scott Piercy,88,15.87,53,334
95,T96,T96,Ryuji Imada,90,15.89,48,302
96,T96,T96,Lee Janzen,77,15.89,41,258
97,98,98,Brett Quigley,96,16.05,52,324
98,99,99,Derek Lamely,81,16.12,44,273
99,100,100,Matt Every,60,16.16,37,229
100,101,101,Davis Love III,79,16.19,45,278
101,102,102,Josh Teater,101,16.22,55,339
102,103,103,Brent Delahoussaye,57,16.25,26,160
103,104,104,Kevin Na,94,16.27,54,332
104,105,105,Tom Gillis,97,16.28,63,387
105,106,106,James Nitties,92,16.3,52,319
106,T107,T107,J.J. Henry,92,16.33,48,294
107,T107,T107,Jay Williamson,76,16.33,41,251
108,109,109,Woody Austin,93,16.35,51,312
109,110,110,Mark Wilson,87,16.37,46,281
110,111,111,Mathew Goggin,85,16.41,43,262
111,112,112,Andrew McLardy,52,16.45,25,152
112,113,113,Troy Matteson,84,16.48,44,267
113,114,114,John Merrick,109,16.53,61,369
114,115,115,Jason Dufner,87,16.55,47,284
115,116,116,Justin Bolli,55,16.56,25,151
116,117,117,Webb Simpson,98,16.57,58,350
117,118,118,Jeff Quinney,91,16.62,55,331
118,T119,T119,Rich Barcelo,70,16.67,36,216
119,T119,T119,Cameron Beckman,68,16.67,36,216
120,T119,T119,Rory Sabbatini,79,16.67,48,288
121,122,122,Roland Thatcher,72,16.74,37,221
122,123,123,Jerod Turner,54,16.77,27,161
123,124,124,Michael Bradley,77,16.8,42,250
124,125,125,Jason Day,82,16.84,48,285
125,T126,T126,Craig Bowden,56,16.88,26,154
126,T126,T126,Dustin Johnson,83,16.88,53,314
127,128,128,Marc Leishman,87,16.89,51,302
128,129,129,Kevin Stadler,86,16.98,54,318
129,T130,T130,Jeff Gove,57,16.99,26,153
130,T130,T130,Ryan Palmer,84,16.99,53,312
131,T132,T132,Sergio Garcia,58,17.05,30,176
132,T132,T132,Sean O'Hair,84,17.05,45,264
133,134,134,George McNeill,79,17.07,49,287
134,135,135,Martin Flores,75,17.12,44,257
135,136,136,Rory McIlroy,54,17.14,30,175
136,137,137,Zach Johnson,93,17.17,57,332
137,138,138,Trevor Immelman,55,17.31,27,156
138,T139,T139,Matt Bettencourt,91,17.36,54,311
139,T139,T139,Justin Leonard,89,17.36,54,311
140,141,141,J.P. Hayes,79,17.38,49,282
141,142,142,Troy Merritt,86,17.42,54,310
142,143,143,David Toms,86,17.43,53,304
143,144,144,Michael Letzig,84,17.48,54,309
144,T145,T145,Jason Bohn,84,17.57,52,296
145,T145,T145,Cliff Kresge,50,17.57,26,148
146,147,147,Bryce Molder,84,17.61,53,301
147,148,148,David Lutterus,69,17.65,36,204
148,149,149,Bubba Watson,77,17.69,52,294
149,150,150,Andres Romero,73,17.74,44,248
150,151,151,Chris Couch,66,17.83,46,258
151,152,152,Joe Ogilvie,99,17.86,60,336
152,153,153,Billy Mayfair,78,18.03,44,244
153,154,154,Nathan Green,86,18.08,49,271
154,T155,T155,David Duval,71,18.18,44,242
155,T155,T155,Chris Tidland,77,18.18,48,264
156,157,157,Ian Poulter,55,18.24,27,148
157,158,158,Stewart Cink,84,18.31,52,284
158,159,159,Bill Lunde,79,18.33,44,240
159,160,160,Ernie Els,72,18.36,47,256
160,T161,T161,Nicholas Thompson,88,18.52,55,297
161,T161,T161,Camilo Villegas,78,18.52,45,243
162,163,163,Chris Wilson,65,18.69,37,198
163,164,164,Garth Mulroy,53,18.75,33,176
164,165,165,Mathias Grönberg,61,18.81,38,202
165,166,166,Will MacKenzie,72,18.85,46,244
166,167,167,Paul Goydos,78,18.98,52,274
167,168,168,Roger Tambellini,77,19.05,44,231
168,169,169,Scott Verplank,74,19.11,47,246
169,170,170,Steve Flesch,78,19.2,48,250
170,171,171,Jim Furyk,76,19.29,49,254
171,172,172,Jimmy Walker,82,19.31,56,290
172,173,173,Robert Garrigus,71,19.32,51,264
173,174,174,Vijay Singh,75,19.37,49,253
174,175,175,Kevin Johnson,62,19.46,36,185
175,176,176,John Daly,63,19.47,44,226
176,177,177,Stuart Appleby,101,19.75,64,324
177,178,178,Ángel Cabrera,64,19.91,42,211
178,179,179,Adam Scott,70,20.16,49,243
179,180,180,Brad Faxon,58,20.22,36,178
180,181,181,Cameron Percy,73,20.24,51,252
181,182,182,Jarrod Lyle,54,20.33,37,182
182,183,183,Cameron Tringale,55,20.35,35,172
183,184,184,Aron Price,70,20.47,52,254
184,185,185,Vance Veazey,58,20.57,36,175
185,186,186,Ted Purdy,86,20.6,55,267
186,187,187,Chris Stroud,90,20.95,66,315
187,188,188,Steve Lowery,67,21.05,44,209
188,189,189,Daniel Chopra,74,21.34,51,239
189,190,190,Rod Pampling,77,21.49,49,228
190,191,191,Greg Kraft,52,21.68,31,143
191,192,192,Mark Calcavecchia,50,24.14,42,174
