,Birdie_or_Better_Percentage_-_200_yards_RANK THIS WEEK,Birdie_or_Better_Percentage_-_200_yards_RANK LAST WEEK,Birdie_or_Better_Percentage_-_200_yards_PLAYER NAME,Birdie_or_Better_Percentage_-_200_yards_ROUNDS,Birdie_or_Better_Percentage_-_200_yards_%,Birdie_or_Better_Percentage_-_200_yards_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_200_yards_TOTAL HOLES
71,72,72,Steve Elkington,74,30.81,61,198
72,73,73,Brendon de Jonge,114,30.75,107,348
73,74,74,Robert Allenby,76,30.74,83,270
74,75,75,Kenny Perry,69,30.66,65,212
75,76,76,Rickie Fowler,98,30.65,95,310
76,T77,T77,Troy Matteson,84,30.49,93,305
77,T77,T77,Aron Price,70,30.49,75,246
78,79,79,Padraig Harrington,57,30.43,56,184
79,80,80,James Nitties,92,30.38,96,316
80,81,81,Brian Stuard,81,30.25,72,238
81,82,82,Andres Romero,73,30.16,92,305
82,83,83,Bob Estes,79,30.12,75,249
83,84,84,Webb Simpson,98,30.0,96,320
84,85,85,Chris Wilson,65,29.95,56,187
85,86,86,Jason Dufner,87,29.93,88,294
86,87,87,K.J. Choi,82,29.91,70,234
87,88,88,Ryan Moore,80,29.52,80,271
88,89,89,Scott McCarron,90,29.51,103,349
89,90,90,Rich Barcelo,70,29.49,64,217
90,91,91,Blake Adams,84,29.41,75,255
91,92,92,Zach Johnson,93,29.22,90,308
92,93,93,Sean O'Hair,84,29.2,80,274
93,94,94,Ryan Palmer,84,29.18,82,281
94,95,95,Boo Weekley,88,29.09,80,275
95,96,96,Kevin Na,94,29.05,95,327
96,97,97,Jarrod Lyle,54,28.99,49,169
97,98,98,Johnson Wagner,85,28.98,82,283
98,99,99,Greg Owen,69,28.7,64,223
99,100,100,Adam Scott,70,28.69,68,237
100,101,101,Will MacKenzie,72,28.52,73,256
101,102,102,Derek Lamely,81,28.35,72,254
102,103,103,Kris Blanks,91,28.28,84,297
103,104,104,Y.E. Yang,72,28.26,65,230
104,105,105,Chad Campbell,94,28.23,83,294
105,106,106,Ernie Els,72,28.21,66,234
106,107,107,Hunter Mahan,85,28.1,86,306
107,108,108,Mathew Goggin,85,28.05,85,303
108,109,109,Steve Lowery,67,28.02,58,207
109,110,110,Jeff Overton,89,28.01,79,282
110,111,111,Mark Calcavecchia,50,27.94,38,136
111,112,112,Mark Wilson,87,27.81,89,320
112,113,113,Rod Pampling,77,27.8,77,277
113,114,114,Vijay Singh,75,27.65,60,217
114,115,115,David Duval,71,27.6,61,221
115,116,116,J.P. Hayes,79,27.57,67,243
116,117,117,Kevin Sutherland,86,27.56,86,312
117,118,118,Alex Cejka,81,27.31,71,260
118,119,119,Woody Austin,93,27.27,87,319
119,120,120,Rocco Mediate,71,27.2,65,239
120,121,121,Geoff Ogilvy,62,27.19,59,217
121,122,122,Michael Connell,89,27.14,73,269
122,123,123,Michael Sim,64,27.08,52,192
123,124,124,Brenden Pappas,66,27.05,56,207
124,125,125,Carl Pettersson,99,27.02,77,285
125,126,126,Garrett Willis,82,27.0,81,300
126,T127,T127,Cameron Beckman,68,26.96,55,204
127,T127,T127,J.J. Henry,92,26.96,79,293
128,129,129,Jimmy Walker,82,26.81,74,276
129,130,130,Jerry Kelly,99,26.77,87,325
130,131,131,Stuart Appleby,101,26.74,92,344
131,132,132,Billy Mayfair,78,26.64,65,244
132,133,133,Joe Durant,67,26.53,52,196
133,134,134,Lee Janzen,77,26.46,68,257
134,135,135,D.A. Points,90,26.35,83,315
135,136,136,Roger Tambellini,77,26.32,60,228
136,137,137,Briny Baird,87,26.3,76,289
137,138,138,Freddie Jacobson,83,26.26,73,278
138,139,139,Ricky Barnes,103,26.2,93,355
139,140,140,David Toms,86,26.12,70,268
140,141,141,Tim Herron,79,26.03,63,242
141,142,142,Nicholas Thompson,88,25.95,82,316
142,143,143,Stephen Ames,75,25.9,72,278
143,144,144,Nathan Green,86,25.77,84,326
144,145,145,Spencer Levin,110,25.69,93,362
145,146,146,Jim Furyk,76,25.68,66,257
146,147,147,Heath Slocum,97,25.51,75,294
147,148,148,Shaun Micheel,70,25.27,46,182
148,149,149,Steve Flesch,78,25.1,63,251
149,T150,T150,David Lutterus,69,25.0,55,220
150,T150,T150,Charlie Wi,95,25.0,85,340
151,152,152,Greg Chalmers,93,24.92,83,333
152,153,153,Roland Thatcher,72,24.71,65,263
153,154,154,Luke Donald,71,24.55,55,224
154,155,155,Chris DiMarco,88,24.48,71,290
155,156,156,Ben Crane,85,24.44,66,270
156,157,157,Justin Bolli,55,24.31,35,144
157,158,158,Trevor Immelman,55,24.16,43,178
158,159,159,Tom Pernice Jr.,74,24.1,47,195
159,160,160,Brian Davis,101,24.09,86,357
160,161,161,Cliff Kresge,50,23.98,41,171
161,162,162,Jeff Gove,57,23.9,38,159
162,163,163,Mike Weir,59,23.84,41,172
163,164,164,Jay Williamson,76,23.81,45,189
164,165,165,Tim Petrovic,105,23.51,87,370
165,166,166,Brandt Snedeker,89,23.29,68,292
166,167,167,Ian Poulter,55,23.03,35,152
167,168,168,Michael Bradley,77,23.01,55,239
168,169,169,Dean Wilson,54,22.99,40,174
169,170,170,Justin Leonard,89,22.94,64,279
170,171,171,Jeev Milkha Singh,59,22.87,43,188
171,172,172,Bryce Molder,84,22.85,61,267
172,173,173,Richard Johnson,90,22.47,60,267
173,174,174,Ryuji Imada,90,22.29,74,332
174,175,175,Paul Goydos,78,22.22,60,270
175,176,176,Chad Collins,87,22.15,68,307
176,177,177,Chris Riley,73,22.08,51,231
177,178,178,Jeff Maggert,76,21.93,50,228
178,179,179,Tim Clark,88,21.43,57,266
179,180,180,Jeff Quinney,91,21.38,62,290
180,181,181,Jerod Turner,54,20.3,27,133
181,182,182,Brent Delahoussaye,57,20.0,30,150
182,183,183,Skip Kendall,58,19.9,38,191
183,184,184,Kevin Johnson,62,19.89,35,176
184,185,185,Scott Verplank,74,19.74,46,233
185,186,186,Brian Gay,101,19.44,62,319
186,187,187,Vance Veazey,58,19.19,33,172
187,188,188,Omar Uresti,74,18.6,40,215
188,189,189,Greg Kraft,52,18.11,23,127
189,190,190,Craig Bowden,56,17.19,33,192
190,191,191,Ben Curtis,78,15.3,41,268
191,192,192,Brad Faxon,58,15.12,26,172
