,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
58,T54,T54,Brandt Snedeker,89,1.34,347,258
59,T60,T60,Jeff Quinney,91,1.33,345,260
60,T60,T60,Kevin Stadler,86,1.33,335,252
61,T62,T62,Ricky Barnes,103,1.32,382,289
62,T62,T62,Jason Bohn,84,1.32,310,234
63,T64,T64,Stephen Ames,75,1.31,265,203
64,T64,T64,Chad Campbell,94,1.31,331,252
65,T64,T64,John Rollins,81,1.31,312,239
66,T64,T64,Boo Weekley,88,1.31,302,231
67,T68,T68,Briny Baird,87,1.3,287,221
68,T68,T68,Stewart Cink,84,1.3,300,231
69,T68,T68,Jason Day,82,1.3,306,235
70,T68,T68,J.J. Henry,92,1.3,311,239
71,T68,T68,Ryuji Imada,90,1.3,319,245
72,T68,T68,Geoff Ogilvy,62,1.3,236,181
73,T68,T68,Brett Wetterich,54,1.3,199,153
74,T75,T75,Aaron Baddeley,94,1.29,366,283
75,T75,T75,Michael Bradley,77,1.29,265,205
76,T75,T75,J.P. Hayes,79,1.29,299,231
77,T75,T75,Alex Prugh,88,1.29,336,261
78,T75,T75,Brett Quigley,96,1.29,341,264
79,T75,T75,Charles Warren,64,1.29,250,194
80,T81,T81,Robert Allenby,76,1.28,285,222
81,T81,T81,Scott McCarron,90,1.28,315,247
82,T81,T81,John Merrick,109,1.28,393,308
83,T81,T81,Ryan Palmer,84,1.28,335,261
84,T81,T81,Scott Piercy,88,1.28,348,272
85,T86,T86,Michael Connell,89,1.27,323,255
86,T86,T86,Matt Every,60,1.27,243,192
87,T86,T86,Will MacKenzie,72,1.27,255,201
88,T86,T86,Shaun Micheel,70,1.27,246,194
89,T86,T86,Garrett Willis,82,1.27,308,243
90,T91,T91,Richard Johnson,90,1.26,300,238
91,T91,T91,Hunter Mahan,85,1.26,307,243
92,T91,T91,Steve Marino,81,1.26,311,246
93,T91,T91,Tim Petrovic,105,1.26,370,293
94,T95,T95,Woody Austin,93,1.25,333,267
95,T95,T95,James Nitties,92,1.25,340,273
96,T95,T95,Chris Stroud,90,1.25,330,263
97,T95,T95,Jimmy Walker,82,1.25,303,243
98,T99,T99,James Driscoll,78,1.24,278,225
99,T99,T99,Jeev Milkha Singh,59,1.24,183,147
100,T99,T99,Jay Williamson,76,1.24,267,215
101,T102,T102,Troy Matteson,84,1.23,283,231
102,T102,T102,Sean O'Hair,84,1.23,279,226
103,T102,T102,Andres Romero,73,1.23,266,216
104,T102,T102,Rory Sabbatini,79,1.23,309,251
105,T102,T102,Y.E. Yang,72,1.23,264,214
106,T107,T107,Martin Laird,91,1.22,332,273
107,T107,T107,Johnson Wagner,85,1.22,308,252
108,T109,T109,Blake Adams,84,1.21,301,249
109,T109,T109,Padraig Harrington,57,1.21,193,160
110,T109,T109,Michael Letzig,84,1.21,318,263
111,T112,T112,Bob Estes,79,1.2,265,220
112,T112,T112,Jerry Kelly,99,1.2,347,289
113,T112,T112,Rory McIlroy,54,1.2,185,154
114,T112,T112,Cameron Percy,73,1.2,267,222
115,T112,T112,Josh Teater,101,1.2,357,298
116,T117,T117,Davis Love III,79,1.19,289,243
117,T117,T117,John Mallinger,78,1.19,271,227
118,T117,T117,Adam Scott,70,1.19,258,217
119,T120,T120,Lucas Glover,75,1.18,282,240
120,T120,T120,George McNeill,79,1.18,303,257
121,T120,T120,D.A. Points,90,1.18,318,269
122,T120,T120,Vijay Singh,75,1.18,274,233
123,T120,T120,Chris Tidland,77,1.18,279,236
124,T125,T125,Robert Garrigus,71,1.17,276,235
125,T125,T125,Tim Herron,79,1.17,272,232
126,T125,T125,Marc Leishman,87,1.17,317,270
127,T125,T125,Jarrod Lyle,54,1.17,190,162
128,T125,T125,Troy Merritt,86,1.17,330,283
129,T125,T125,Kenny Perry,69,1.17,224,192
130,131,131,Joe Ogilvie,99,1.16,355,306
131,132,132,Lee Janzen,77,1.15,269,234
132,T133,T133,Henrik Bjornstad,72,1.14,268,235
133,T133,T133,Kris Blanks,91,1.14,309,270
134,T133,T133,Ben Curtis,78,1.14,242,213
135,T133,T133,Justin Leonard,89,1.14,318,278
136,T133,T133,Cameron Tringale,55,1.14,185,162
137,T133,T133,Omar Uresti,74,1.14,222,194
138,T133,T133,Scott Verplank,74,1.14,254,223
139,T133,T133,Camilo Villegas,78,1.14,258,226
140,T141,T141,Paul Goydos,78,1.13,289,256
141,T141,T141,Jeff Maggert,76,1.13,264,233
142,143,143,Cameron Beckman,68,1.12,226,201
143,T144,T144,Jason Dufner,87,1.11,301,272
144,T144,T144,David Duval,71,1.11,254,229
145,T144,T144,Skip Kendall,58,1.11,198,179
146,T147,T147,John Daly,63,1.1,241,219
147,T147,T147,Martin Flores,75,1.1,276,252
148,T147,T147,Mathew Goggin,85,1.1,278,252
149,T150,T150,Brian Davis,101,1.09,335,307
150,T150,T150,Cliff Kresge,50,1.09,158,145
151,T150,T150,Billy Mayfair,78,1.09,258,236
152,T150,T150,Brenden Pappas,66,1.09,224,205
153,T154,T154,Ángel Cabrera,64,1.08,225,209
154,T154,T154,Sergio Garcia,58,1.08,186,172
155,T154,T154,Rod Pampling,77,1.08,241,224
156,T157,T157,Nathan Green,86,1.07,284,266
157,T157,T157,Mathias Grönberg,61,1.07,214,200
158,T157,T157,Greg Owen,69,1.07,236,220
159,T157,T157,Brian Stuard,81,1.07,278,260
160,T161,T161,Stuart Appleby,101,1.05,340,324
161,T161,T161,Matt Bettencourt,91,1.05,324,308
162,T161,T161,Alex Cejka,81,1.05,273,259
163,T161,T161,Bill Lunde,79,1.05,256,243
164,T161,T161,Garth Mulroy,53,1.05,183,174
165,166,166,Nicholas Thompson,88,1.04,311,300
166,T167,T167,Derek Lamely,81,1.03,277,270
167,T167,T167,Rocco Mediate,71,1.03,224,218
168,T167,T167,Ian Poulter,55,1.03,156,152
169,T167,T167,Steve Wheatcroft,74,1.03,265,257
170,171,171,Roger Tambellini,77,1.01,246,243
171,T172,T172,Daniel Chopra,74,1.0,250,249
172,T172,T172,Roland Thatcher,72,1.0,231,230
173,T174,T174,Rich Barcelo,70,0.99,230,233
174,T174,T174,Mark Calcavecchia,50,0.99,184,186
175,T174,T174,Trevor Immelman,55,0.99,166,167
176,177,177,Steve Flesch,78,0.98,263,268
177,178,178,Andrew McLardy,52,0.96,164,171
178,179,179,Ted Purdy,86,0.95,286,302
179,180,180,Brent Delahoussaye,57,0.94,169,179
180,181,181,Mike Weir,59,0.93,185,198
181,182,182,Steve Lowery,67,0.92,217,236
182,183,183,David Lutterus,69,0.91,213,233
183,T184,T184,Jeff Gove,57,0.9,167,185
184,T184,T184,Chris Wilson,65,0.9,209,233
185,186,186,Kevin Johnson,62,0.85,194,228
186,187,187,Craig Bowden,56,0.84,157,187
187,T188,T188,Justin Bolli,55,0.83,157,190
188,T188,T188,Jerod Turner,54,0.83,174,210
189,T188,T188,Vance Veazey,58,0.83,183,221
190,191,191,Brad Faxon,58,0.78,187,240
191,192,192,Greg Kraft,52,0.75,146,195
