,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
49,T43,T43,Retief Goosen,55,E,37,E
50,T43,T43,Chesson Hadley,81,E,63,E
51,T43,T43,James Hahn,85,E,50,E
52,T43,T43,Billy Horschel,73,E,39,E
53,T43,T43,Freddie Jacobson,86,E,57,E
54,T43,T43,Zach Johnson,90,E,66,E
55,T43,T43,Rory McIlroy,69,E,34,E
56,T43,T43,Phil Mickelson,75,E,39,E
57,T43,T43,Kevin Na,96,E,63,E
58,T43,T43,Rod Pampling,54,E,25,E
59,T43,T43,Martin Piller,59,E,46,E
60,T43,T43,John Senden,88,E,66,E
61,T43,T43,Robert Streb,87,E,47,E
62,T43,T43,Kevin Streelman,82,E,45,E
63,T43,T43,Steve Stricker,53,E,33,E
64,T43,T43,Brian Stuard,66,E,45,E
65,T43,T43,Daniel Summerhays,99,E,57,E
66,T43,T43,Hudson Swafford,104,E,65,E
67,T43,T43,Willy Wilcox,67,E,51,E
68,T69,T69,Si Woo Kim,113,+.013,80,+1.00
69,T69,T69,Tyrone Van Aswegen,105,+.013,78,+1.00
70,T69,T69,Boo Weekley,83,+.013,76,+1.00
71,T72,T72,Jason Dufner,105,+.017,59,+1.00
72,T72,T72,Harris English,97,+.017,59,+1.00
73,T72,T72,Ben Martin,92,+.017,58,+1.00
74,75,75,Matt Jones,83,+.018,55,+1.00
75,76,76,Whee Kim,82,+.019,54,+1.00
76,77,77,Brendan Steele,88,+.020,49,+1.00
77,T78,T78,Billy Hurley III,66,+.021,47,+1.00
78,T78,T78,Scott Piercy,87,+.021,47,+1.00
79,T80,T80,Geoff Ogilvy,63,+.023,43,+1.00
80,T80,T80,Cameron Smith,73,+.023,43,+1.00
81,T82,T82,Fabián Gómez,82,+.024,42,+1.00
82,T82,T82,Graeme McDowell,63,+.024,42,+1.00
83,84,84,Jon Curran,99,+.025,79,+2.00
84,T85,T85,Keegan Bradley,82,+.026,38,+1.00
85,T85,T85,Dustin Johnson,87,+.026,39,+1.00
86,T85,T85,Johnson Wagner,86,+.026,78,+2.00
87,T85,T85,Bubba Watson,72,+.026,38,+1.00
88,89,89,Charley Hoffman,91,+.028,71,+2.00
89,T90,T90,John Huh,86,+.029,69,+2.00
90,T90,T90,Hiroshi Iwata,85,+.029,70,+2.00
91,92,92,Tony Finau,95,+.031,64,+2.00
92,93,93,Louis Oosthuizen,63,+.036,28,+1.00
93,T94,T94,Andrew Landry,53,+.037,27,+1.00
94,T94,T94,Spencer Levin,104,+.037,82,+3.00
95,96,96,Greg Owen,85,+.038,53,+2.00
96,97,97,K.J. Choi,73,+.039,51,+2.00
97,T98,T98,Marc Leishman,89,+.041,49,+2.00
98,T98,T98,Patrick Rodgers,89,+.041,73,+3.00
99,T100,T100,Andres Gonzales,80,+.043,46,+2.00
100,T100,T100,Luke Guthrie,57,+.043,46,+2.00
101,T100,T100,Tim Wilkinson,72,+.043,47,+2.00
102,103,103,Mark Wilson,66,+.045,44,+2.00
103,104,104,Luke Donald,81,+.046,65,+3.00
104,T105,T105,Morgan Hoffmann,71,+.047,43,+2.00
105,T105,T105,Peter Malnati,85,+.047,64,+3.00
106,T105,T105,Shawn Stefani,91,+.047,64,+3.00
107,108,108,Martin Laird,82,+.049,61,+3.00
108,109,109,Sung Kang,89,+.050,60,+3.00
109,T110,T110,Bill Haas,86,+.053,38,+2.00
110,T110,T110,Colt Knost,90,+.053,57,+3.00
111,T112,T112,Jerry Kelly,76,+.054,56,+3.00
112,T112,T112,Gary Woodland,95,+.054,56,+3.00
113,T114,T114,Scott Brown,88,+.055,73,+4.00
114,T114,T114,Tom Hoge,81,+.055,55,+3.00
115,T116,T116,Ken Duke,58,+.056,54,+3.00
116,T116,T116,David Lingmerth,84,+.056,54,+3.00
117,118,118,Ricky Barnes,97,+.058,52,+3.00
118,T119,T119,Russell Knox,92,+.059,51,+3.00
119,T119,T119,Danny Lee,93,+.059,51,+3.00
120,T119,T119,Nick Taylor,83,+.059,68,+4.00
121,122,122,David Hearn,95,+.060,67,+4.00
122,123,123,Anirban Lahiri,72,+.061,33,+2.00
123,124,124,Bronson Burgoon,83,+.062,65,+4.00
124,125,125,Shane Lowry,57,+.063,32,+2.00
125,126,126,Webb Simpson,70,+.064,47,+3.00
126,127,127,Ángel Cabrera,62,+.065,46,+3.00
127,128,128,Jason Kokrak,89,+.067,60,+4.00
128,T129,T129,J.B. Holmes,77,+.070,43,+3.00
129,T129,T129,Bryce Molder,80,+.070,71,+5.00
130,T129,T129,Dicky Pride,55,+.070,43,+3.00
131,132,132,Steve Marino,72,+.071,56,+4.00
132,133,133,Abraham Ancer,51,+.073,41,+3.00
133,T134,T134,Sam Saunders,69,+.074,54,+4.00
134,T134,T134,Jimmy Walker,85,+.074,54,+4.00
135,T136,T136,Derek Ernst,59,+.075,53,+4.00
136,T136,T136,Chris Stroud,82,+.075,53,+4.00
137,138,138,Jim Herman,93,+.079,76,+6.00
138,139,139,Brandt Snedeker,93,+.080,50,+4.00
139,T140,T140,Patton Kizzire,93,+.081,62,+5.00
140,T140,T140,Vijay Singh,72,+.081,62,+5.00
141,142,142,Russell Henley,76,+.082,49,+4.00
142,T143,T143,Hideki Matsuyama,76,+.083,36,+3.00
143,T143,T143,Rob Oppenheim,67,+.083,48,+4.00
144,T143,T143,Justin Rose,65,+.083,36,+3.00
145,146,146,Ben Crane,80,+.089,56,+5.00
146,T147,T147,D.A. Points,55,+.091,33,+3.00
147,T147,T147,Wes Roach,59,+.091,44,+4.00
148,T147,T147,Adam Scott,79,+.091,33,+3.00
149,T150,T150,Thomas Aiken,70,+.095,42,+4.00
150,T150,T150,Steven Bowditch,71,+.095,42,+4.00
151,T150,T150,Rhein Gibson,58,+.095,42,+4.00
152,T153,T153,Smylie Kaufman,91,+.096,52,+5.00
153,T153,T153,Steve Wheatcroft,85,+.096,73,+7.00
154,T155,T155,Stewart Cink,61,+.098,41,+4.00
155,T155,T155,Lucas Glover,75,+.098,51,+5.00
156,157,157,Graham DeLaet,70,+.102,49,+5.00
157,158,158,Seung-Yul Noh,85,+.103,58,+6.00
158,159,159,Ernie Els,66,+.106,47,+5.00
159,160,160,Kyle Reifers,115,+.108,83,+9.00
160,T161,T161,Luke List,79,+.109,64,+7.00
161,T161,T161,Brett Stegmaier,87,+.109,64,+7.00
162,T163,T163,J.J. Henry,68,+.111,63,+7.00
163,T163,T163,Cameron Tringale,81,+.111,45,+5.00
164,165,165,Will MacKenzie,84,+.115,61,+7.00
165,166,166,Kelly Kraft,63,+.116,43,+5.00
166,T167,T167,Scott Langley,65,+.118,51,+6.00
167,T167,T167,Hunter Mahan,61,+.118,34,+4.00
168,T167,T167,Charl Schwartzel,73,+.118,34,+4.00
169,T167,T167,Kyle Stanley,92,+.118,76,+9.00
170,171,171,Jhonattan Vegas,97,+.119,67,+8.00
171,172,172,Branden Grace,63,+.120,25,+3.00
172,173,173,Charles Howell III,91,+.125,72,+9.00
173,174,174,Sean O'Hair,89,+.127,63,+8.00
174,175,175,George McNeill,51,+.132,38,+5.00
175,176,176,Brendon Todd,66,+.135,52,+7.00
176,177,177,Sergio Garcia,54,+.143,21,+3.00
177,178,178,Rory Sabbatini,57,+.146,48,+7.00
178,179,179,Adam Hadwin,93,+.164,61,+10.00
179,180,180,Henrik Norlander,71,+.169,59,+10.00
180,181,181,Dawie van der Walt,72,+.177,62,+11.00
181,182,182,Carlos Ortiz,79,+.178,45,+8.00
182,183,183,Robert Allenby,51,+.190,42,+8.00
183,184,184,Chad Campbell,90,+.217,60,+13.00
184,185,185,Scott Stallings,74,+.220,50,+11.00
