,Scrambling_from_the_Sand_RANK THIS WEEK,Scrambling_from_the_Sand_RANK LAST WEEK,Scrambling_from_the_Sand_PLAYER NAME,Scrambling_from_the_Sand_ROUNDS,Scrambling_from_the_Sand_%,Scrambling_from_the_Sand_SUCCESSES,Scrambling_from_the_Sand_ATTEMPTS
52,53,53,Russell Knox,92,55.42,46,83
53,T54,T54,Kelly Kraft,63,55.22,37,67
54,T54,T54,Rod Pampling,54,55.22,37,67
55,T54,T54,Jordan Spieth,80,55.22,37,67
56,T57,T57,Robert Allenby,51,55.17,32,58
57,T57,T57,Luke Guthrie,57,55.17,32,58
58,59,59,Hiroshi Iwata,85,54.92,67,122
59,60,60,Hunter Mahan,61,54.84,34,62
60,61,61,David Hearn,95,54.72,58,106
61,62,62,Stuart Appleby,71,54.55,48,88
62,63,63,Freddie Jacobson,86,54.24,64,118
63,T64,T64,Troy Merritt,77,54.17,52,96
64,T64,T64,Steve Stricker,53,54.17,39,72
65,66,66,Chez Reavie,90,54.08,53,98
66,67,67,Si Woo Kim,113,54.01,74,137
67,T68,T68,Paul Casey,77,53.85,35,65
68,T68,T68,Seung-Yul Noh,85,53.85,49,91
69,T68,T68,Charl Schwartzel,73,53.85,42,78
70,71,71,Fabián Gómez,82,53.77,57,106
71,72,72,Zach Johnson,90,53.54,53,99
72,73,73,Martin Piller,59,53.45,31,58
73,74,74,Emiliano Grillo,93,53.41,47,88
74,75,75,Jerry Kelly,76,53.06,52,98
75,76,76,Johnson Wagner,86,52.81,47,89
76,77,77,Shane Lowry,57,52.73,29,55
77,T78,T78,Blayne Barber,84,52.56,41,78
78,T78,T78,Steve Marino,72,52.56,41,78
79,80,80,Shawn Stefani,91,52.53,52,99
80,81,81,Graeme McDowell,63,52.31,34,65
81,82,82,Justin Thomas,99,52.22,47,90
82,83,83,Ryan Moore,86,51.85,42,81
83,84,84,Jamie Lovemark,91,51.82,57,110
84,85,85,Scott Langley,65,51.81,43,83
85,86,86,Erik Compton,65,51.76,44,85
86,87,87,Roberto Castro,97,51.72,60,116
87,88,88,Billy Horschel,73,51.61,32,62
88,89,89,Patrick Rodgers,89,51.43,36,70
89,90,90,Sam Saunders,69,51.14,45,88
90,91,91,Harris English,97,51.06,48,94
91,92,92,Cameron Tringale,81,51.02,50,98
92,93,93,Bubba Watson,72,50.94,27,53
93,94,94,Jim Herman,93,50.91,56,110
94,95,95,Scott Brown,88,50.79,64,126
95,96,96,Jason Kokrak,89,50.72,35,69
96,97,97,Zac Blair,99,50.69,73,144
97,98,98,Brooks Koepka,75,50.68,37,73
98,99,99,Tom Hoge,81,50.63,40,79
99,100,100,Patton Kizzire,93,50.6,42,83
100,101,101,Gary Woodland,95,50.59,43,85
101,102,102,Brendon de Jonge,83,50.57,44,87
102,103,103,Charley Hoffman,91,50.55,46,91
103,104,104,Chad Collins,73,50.52,49,97
104,105,105,Colt Knost,90,50.46,55,109
105,106,106,Hudson Swafford,104,50.42,60,119
106,T107,T107,Ángel Cabrera,62,50.0,29,58
107,T107,T107,Derek Ernst,59,50.0,33,66
108,T107,T107,Derek Fathauer,94,50.0,64,128
109,T107,T107,Rickie Fowler,80,50.0,35,70
110,T107,T107,Branden Grace,63,50.0,23,46
111,T107,T107,Chesson Hadley,81,50.0,50,100
112,T107,T107,J.J. Henry,68,50.0,32,64
113,T107,T107,Sung Kang,89,50.0,48,96
114,T107,T107,Scott Piercy,87,50.0,44,88
115,116,116,Henrik Norlander,71,49.28,34,69
116,117,117,Michael Thompson,71,49.12,28,57
117,118,118,John Senden,88,49.0,49,100
118,119,119,Vaughn Taylor,72,48.91,45,92
119,120,120,Kevin Kisner,97,48.86,43,88
120,121,121,Jimmy Walker,85,48.81,41,84
121,122,122,William McGirt,98,48.8,61,125
122,123,123,Ernie Els,66,48.72,38,78
123,124,124,Spencer Levin,104,48.62,53,109
124,125,125,Andres Gonzales,80,48.57,34,70
125,T126,T126,Dustin Johnson,87,48.05,37,77
126,T126,T126,Andrew Loupe,75,48.05,37,77
127,T128,T128,Abraham Ancer,51,47.62,30,63
128,T128,T128,Wes Roach,59,47.62,30,63
129,130,130,Rob Oppenheim,67,47.5,38,80
130,T131,T131,Will MacKenzie,84,47.31,44,93
131,T131,T131,Robert Streb,87,47.31,44,93
132,133,133,Geoff Ogilvy,63,47.3,35,74
133,134,134,Martin Laird,82,47.14,33,70
134,T135,T135,Graham DeLaet,70,47.06,40,85
135,T135,T135,Andrew Landry,53,47.06,24,51
136,T137,T137,Ryan Palmer,86,46.79,51,109
137,T137,T137,Chris Stroud,82,46.79,51,109
138,139,139,Keegan Bradley,82,46.75,36,77
139,140,140,Daniel Summerhays,99,46.72,57,122
140,141,141,Matt Jones,83,46.59,41,88
141,142,142,Willy Wilcox,67,46.32,44,95
142,143,143,Jim Furyk,52,46.3,25,54
143,144,144,Bronson Burgoon,83,46.25,37,80
144,145,145,Boo Weekley,83,46.15,42,91
145,146,146,Jhonattan Vegas,97,46.07,41,89
146,147,147,D.A. Points,55,45.61,26,57
147,148,148,Jason Gore,78,45.57,36,79
148,149,149,Kevin Na,96,45.54,46,101
149,150,150,Ken Duke,58,45.26,43,95
150,151,151,Anirban Lahiri,72,45.21,33,73
151,152,152,Nick Taylor,83,45.16,42,93
152,153,153,George McNeill,51,45.07,32,71
153,154,154,Daniel Berger,92,45.05,41,91
154,155,155,James Hahn,85,44.95,49,109
155,156,156,Jeff Overton,69,44.94,40,89
156,157,157,Jason Dufner,105,44.9,44,98
157,158,158,Rory Sabbatini,57,44.74,34,76
158,159,159,Billy Hurley III,66,44.44,32,72
159,160,160,Camilo Villegas,83,44.23,46,104
160,161,161,Kyle Stanley,92,44.21,42,95
161,162,162,Charles Howell III,91,43.75,42,96
162,163,163,Greg Owen,85,43.59,34,78
163,164,164,Kevin Chappell,93,43.56,44,101
164,165,165,Robert Garrigus,69,43.33,26,60
165,166,166,Steve Wheatcroft,85,43.14,44,102
166,167,167,Jason Bohn,67,43.0,43,100
167,168,168,Thomas Aiken,70,42.86,24,56
168,169,169,Whee Kim,82,42.27,41,97
169,170,170,Vijay Singh,72,42.22,38,90
170,171,171,David Lingmerth,84,41.98,34,81
171,172,172,Lucas Glover,75,41.89,31,74
172,173,173,Harold Varner III,92,41.76,38,91
173,174,174,Stewart Cink,61,41.67,25,60
174,175,175,D.H. Lee,61,41.56,32,77
175,176,176,Tony Finau,95,41.12,44,107
176,177,177,Rory McIlroy,69,41.07,23,56
177,178,178,Francesco Molinari,64,40.58,28,69
178,179,179,Brett Stegmaier,87,40.54,30,74
179,180,180,Kevin Streelman,82,40.4,40,99
180,181,181,Scott Stallings,74,38.27,31,81
181,182,182,Scott Pinckney,87,37.97,30,79
182,183,183,Carlos Ortiz,79,37.88,25,66
183,184,184,Ben Martin,92,37.76,37,98
184,185,185,Dawie van der Walt,72,34.43,21,61
